canonical_index,state,lepton,retained_component_count,polarization_cluster_number,detail_id,selected_observable,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,qOut,theta_p_out,theta_gamma_out,phi_p_out,phi_gamma_out,helicity_mechanism,full_chain_flip_to_conserving_ratio,helicity_flip_fraction,helicity_conserving_fraction,full_chain_longitudinal_to_transverse_ratio,virtual_photon_transverse_fraction,virtual_photon_longitudinal_fraction,helicity_interference_relative,virtual_photon_interference_relative
11,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_64,dGHZ,2.7685796935652706e-08,1.0000000000000002,2.244383139264344,2.244365678245796,4.988690785762345,2.0540328907904173,7.766755936973658e-05,3.141592653589793,5.813885085174913,2.1712568106567844,helicity_flipping,1.4823575802332606e+19,1.0,6.746010634240101e-20,2.4342689805335725e-14,0.9999999999999757,2.4342689805335135e-14,5.82342175895595e-11,-4.363789989257792e-08
12,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_74,dGHZ,2.9320207043804888e-08,0.9999999999999998,2.1227554637459844,2.1227499842373594,4.99687651216178,2.034202662907078,0.009659363227066481,3.141592653589793,3.235295153052829,3.122949466097642,helicity_flipping,3.0167583021980736e+16,1.0,3.3148164348180594e-17,1.0033787556954237e-11,0.9999999999899661,1.003378755685356e-11,-2.8804104341773457e-09,2.008721302233104e-06
13,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_80,dGHZ,3.0215293700740134e-08,1.0,2.3404957098180295,2.340462690683831,4.914378471847936,2.1190107043935518,9.71376220056772e-06,3.141592653589793,5.326802709829758,2.2760315618263247,helicity_flipping,2.8770140048023548e+19,1.0,3.475825972104359e-20,2.2192964331641723e-14,0.9999999999999779,2.2192964331641234e-14,3.675387080402735e-12,-3.810778335552973e-09
14,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_81,dGHZ,3.038265652576293e-08,1.0,2.3663813865350924,2.3663611357646275,4.721651492549309,1.8855380692045831,3.141478881133564,3.141592653589793,6.17497564290935,3.6432123894337325,helicity_flipping,1.2892972656745395e+20,1.0,7.75616319543512e-21,2.505642393876245e-15,0.9999999999999976,2.5056423938762386e-15,-2.0553359118764598e-12,1.434067144676291e-09
15,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_82,dGHZ,3.043333391868301e-08,1.0,2.27635576932662,2.2763635144880414,4.688694482045194,1.812386609161899,3.141592653589793,3.141592653589793,3.1190604455359128,3.362180808546923,helicity_flipping,2.0036629244492757e+24,1.0,4.990859429486418e-25,2.315505398075936e-27,1.0,2.315505398075936e-27,4.097522461130664e-14,-4.324010211822094e-18
16,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_84,dGHZ,3.1032936341916354e-08,1.0,2.29036816717621,2.2903511341822727,4.370933900403905,0.7026886123561548,3.141592653589793,3.141592653589793,0.010081626171013346,3.684132134177758,helicity_flipping,3.054467269416371e+23,1.0,3.2738933234372945e-24,2.71899141758001e-30,1.0,2.71899141758001e-30,2.2295391219658868e-13,-1.2887460138045251e-19
17,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_85,dGHZ,3.109615327274358e-08,1.0,2.100876293878741,2.1008833273148553,4.998529619628945,2.0409459981414013,0.004988680787834528,3.141592653589793,1.0932742592277056,1.0280957534376054,helicity_flipping,2.0940297094625076e+16,1.0,4.7754814341038104e-17,1.4765627855430088e-11,0.9999999999852344,1.476562785521206e-11,1.7206030957340554e-09,-1.2188907182369842e-06
18,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_88,dGHZ,3.2087818337210636e-08,1.0000000000000002,2.271787184428872,2.2717877154939083,4.7341095398494115,2.0572769043706662,1.0010164824184594e-06,3.141592653589793,2.4074932907448945,1.2935500942047693,helicity_flipping,1.2256949704520892e+21,1.0,8.1586367253441275e-22,6.349376195962379e-16,0.9999999999999993,6.349376195962375e-16,-3.805529242239334e-12,4.445165391225585e-09
19,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_91,dGHZ,3.290727435502985e-08,1.0,2.4970426872145106,2.2153472557664897,4.990460804126737,0.6911669920939338,3.141592653589793,0.0,4.192367076409564,1.9889990297061535,helicity_flipping,1.6330706764259185e+23,1.0,6.12343369111596e-24,9.229830502026957e-27,1.0,9.229830502026957e-27,-1.3051123666923495e-13,-1.305139789339512e-13
20,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_98,dGHZ,3.5639444570479696e-08,1.0,2.3614211345533622,2.361430520792301,4.406033039153813,1.725901799822549,3.141483827408845,3.141592653589793,2.8685635701091865,1.391283170518075,helicity_flipping,6.060286036147266e+19,1.0,1.6500871312597887e-20,5.730537605365659e-15,0.9999999999999942,5.730537605365627e-15,1.5011010289186835e-12,-1.0770382412809893e-09
21,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_101,dGHZ,3.64201388774591e-08,1.0,2.1978900354695203,2.5144919541452766,4.966130227055908,0.8190283889657355,3.141592653589793,0.0,0.29094856994144663,6.1224086004473595,helicity_flipping,2.4697830799886233e+23,1.0,4.048938581296809e-24,1.0070213052216351e-27,1.0,1.0070213052216351e-27,-4.264759913630551e-14,-4.265241884220546e-14
22,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_105,dGHZ,3.826251207331342e-08,1.0000000000000002,2.5411507426846627,2.541149542386069,4.5312381716834835,1.892581544884514,7.669903939428206e-05,3.141592653589793,4.866817111018122,5.924427972685362,helicity_flipping,5.763287386347582e+17,1.0,1.7351208311576817e-18,9.70206003376101e-13,0.9999999999990298,9.702060033751597e-13,-7.976319777471108e-11,7.752517506489362e-08
23,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_108,dGHZ,3.930848287313631e-08,1.0,2.372604696538397,2.3726092530049057,4.378321062296591,1.8268925746288138,0.00015233650831382982,3.141592653589793,0.0020750085977016487,3.336005288827209,helicity_flipping,1.1013241196087587e+17,1.0,9.079979110556903e-18,5.6816289318027124e-12,0.9999999999943184,5.681628931770432e-12,-1.0834906919202613e-10,1.1097268729345374e-07
24,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_109,dGHZ,3.9374595905519295e-08,1.0,2.4147597995316015,2.4147771486400136,4.089600863715691,1.3585412703445807,3.141592653589793,3.141592653589793,3.1874476177023694,5.86465404206603,helicity_flipping,2.044378829430647e+24,1.0,4.8914613358547495e-25,3.247056136360296e-28,1.0,3.247056136360296e-28,4.2536705804256417e-14,-3.513034997632207e-18
25,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_117,dGHZ,4.361671254696702e-08,1.0000000000000002,2.027339829087791,2.685044530104326,4.931348503781535,0.7848237948285428,3.141592653589793,0.0,3.608363803465439,5.613046422092614,helicity_flipping,2.3094366008614924e+23,1.0,4.330060412253658e-24,5.671081181734153e-28,1.0,5.671081181734153e-28,2.6652799357446438e-14,2.6663703225534297e-14
26,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_119,dGHZ,4.463607066109866e-08,0.9999999999999998,2.099716999032197,2.6126800246149506,4.9929987985761795,1.014459597779327,3.141592653589793,0.0,4.045353783126774,0.35440947835767306,helicity_flipping,3.993846052914237e+23,1.0,2.5038521434002648e-24,7.223872245842137e-29,1.0,7.223872245842137e-29,-1.0472820422884013e-14,-1.0468642192054609e-14
27,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_122,dGHZ,4.7709635599946436e-08,0.9999999999999999,2.3265008421940583,2.3264836964816933,3.8305409787076643,1.3544016356054138,3.141592653589793,3.141592653589793,3.1057283685219246,5.444210077534224,helicity_flipping,2.8451073237937305e+24,1.0,3.5148058972572513e-25,4.672730607540553e-29,1.0,4.672730607540553e-29,-1.1297551798844751e-14,1.7453397896265187e-18
28,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_123,dGHZ,4.7782513835243644e-08,1.0000000000000002,2.382009804505193,2.3820131171607843,3.8759026766994946,1.4695136511401083,0.012489550868296426,3.141592653589793,6.2142352341959395,3.1592085548488975,helicity_flipping,4.791297019061194e+17,1.0,2.08711753001683e-18,8.398766155338805e-13,0.9999999999991601,8.398766155331751e-13,-8.583205058028436e-11,6.677764529256821e-08
29,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_125,dGHZ,4.8337685015924565e-08,1.0,2.1954112756510478,2.5169715916648205,4.828823765595288,1.0979175750668968,3.141592653589793,0.0,2.304082526961314,5.615981916421908,helicity_flipping,5.643202089748072e+23,1.0,1.7720435740139207e-24,1.9601154653856631e-28,1.0,1.9601154653856631e-28,-1.8784701881141433e-14,-1.8782544666006137e-14
30,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_133,dGHZ,5.361870846933928e-08,1.0000000000000002,2.2324915542968817,2.4798937356143926,4.643121554783283,1.099013844341065,3.141592653589793,0.0,4.931152728965964,3.73044046554626,helicity_flipping,6.808135141657554e+23,1.0,1.4688310076003183e-24,8.51073117812228e-28,1.0,8.51073117812228e-28,4.00008699195974e-14,4.000041535958324e-14
31,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_145,dGHZ,7.886649159976931e-08,1.0,2.464533876546308,2.2478416072727554,4.989558443240835,1.7022291467090602,3.141592653589793,0.0,2.6242261765600317,3.193936683418746,helicity_flipping,1.3870288483503703e+24,1.0,7.209655380919626e-25,5.10314010837746e-28,1.0,5.10314010837746e-28,3.12001436962831e-14,3.1199027094490265e-14
32,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_153,dGHZ,9.356679476355961e-08,1.0000000000000002,2.667474669242588,2.0449222710707415,4.6495420001624055,1.459972521765974,3.141592653589793,0.0,1.537921585977095,3.639577612766646,helicity_flipping,1.340126713118024e+24,1.0,7.461980947110116e-25,2.7972141952707267e-28,1.0,2.7972141952707267e-28,-1.921515270830132e-14,-1.921502053904668e-14
33,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_155,dGHZ,9.768845194236798e-08,1.0,2.3799220422942144,2.332491328866409,4.062776504665836,1.2271520870769252,3.141592653589793,0.0,4.192862235713046,0.18247457475517967,helicity_flipping,1.6949606593385635e+24,1.0,5.899841949076488e-25,2.023737859837158e-30,1.0,2.023737859837158e-30,2.0095630178491985e-15,2.0094896035859462e-15
34,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_162,dGHZ,1.1445512659047996e-07,1.0000000000000002,2.254464014704691,2.457919688366339,3.7092846881010715,1.0651284086998296,3.141592653589793,0.0,0.14300132563397855,2.522340272685495,helicity_flipping,1.89190633037769e+24,1.0,5.285673946660802e-25,2.134260827285193e-31,1.0,2.134260827285193e-31,-6.398685297594839e-16,-6.399980788398538e-16
35,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_166,dGHZ,1.3556033912583565e-07,1.0000000000000002,1.8819764436478503,1.881987421953654,3.1966239607056908,1.1294590434524796,0.0006133288789190857,3.141592653589793,0.0013207343553626376,3.9369839084862592,helicity_flipping,2.7851052511224883e+20,1.0,3.59052857911552e-21,1.2834004108671615e-15,0.9999999999999988,1.28340041086716e-15,5.0596647194222365e-11,-4.116500501759087e-08
36,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_169,dGHZ,1.7402472701875213e-07,1.0,2.28277756686822,2.429609712858467,4.104026975665099,1.5548626444205738,3.141592653589793,0.0,6.1306334995575105,0.2661080806269175,helicity_flipping,2.8281416378641694e+24,1.0,3.5358908005583703e-25,4.033604291146752e-30,1.0,4.033604291146752e-30,-2.809719499372459e-15,-2.8100642948807386e-15
37,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_176,dGHZ,3.494108911839787e-07,1.0,3.045951910520414,1.6664366007449138,5.0,1.5971726719377886,3.141592653589793,0.0,3.3165026424941266,2.32512267150634,helicity_flipping,1.2105507864683735e+24,1.0,8.260702575869382e-25,4.718741001050187e-27,1.0,4.718741001050187e-27,1.8469107737107214e-14,1.843617377290061e-14
38,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_177,dGHZ,4.148713354003121e-07,1.0,3.1093625442278583,3.1093621435504453,4.999872324186688,2.0355701258204517,0.0023363813090141764,3.141592653589793,3.142770706506709,0.0168325008633673,helicity_flipping,2283227269745928.5,0.9999999999999997,4.3797654891853007e-16,1.0619280225725088e-10,0.9999999998938072,1.0619280224597398e-10,2.088541175646348e-08,-1.454376375908705e-05
39,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_183,dGHZ,1.0022833401677257e-06,1.0000000000000004,1.8447185778115784,1.8447094096894396,1.7443396883576514,0.4031701854937199,0.0007669903939428206,3.141592653589793,3.4496667784359007,6.281709275769791,helicity_flipping,1.2911078449510882e+23,1.0,7.745286374879734e-24,1.8292910536982188e-18,1.0,1.8292910536982188e-18,-2.1570613400430756e-12,1.5559134920569526e-09
