canonical_index,state,lepton,retained_component_count,polarization_cluster_number,detail_id,selected_observable,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,qOut,theta_p_out,theta_gamma_out,phi_p_out,phi_gamma_out
1,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_1,dGHZ,2.280689526761525e-08,1.0,2.4389177418774413,0.7026618843453465,5.0,0.1205983008750418,3.141592653589793,3.141592653589793,8.733938101272923e-09,2.3142547890121468
2,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_5,dGHZ,2.390074716985364e-08,1.0,2.280949415329478,0.7101601838504819,5.0,0.12059598552424938,3.141592653589793,0.0,6.283185307177605,0.0
3,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_12,dGHZ,2.4614682223386802e-08,0.9999999999999999,2.150288859325826,0.9912953901156674,4.9986871286567585,0.28107068376147326,3.141592653589793,3.141592653589793,1.711264988012715,1.5436566279068529
4,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_13,dGHZ,2.4622180989178895e-08,1.0000000000000002,2.1691892539513855,0.9723903885059361,5.0,0.8990439702123689,3.141592003891488,3.141592653589793,0.7113552365206922,2.345023534029287
5,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_15,dGHZ,2.4759391640348698e-08,0.9999999999999997,2.4020754038664722,0.739503554738598,4.999852549380618,2.0312082046463824,0.03930962734291594,3.141592653589793,6.204970758626356,0.07355106796245123
6,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_17,dGHZ,2.4853029994183214e-08,1.0,2.4106629274018005,0.7309264938599248,4.999751927687562,1.7875891598607474,3.141592653589793,3.141592653589793,3.0962925920896307,1.1092514237755453
7,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_20,dGHZ,2.540438587024773e-08,1.0000000000000004,2.3449090611243206,0.7966766617251122,4.996863622303827,2.031267267701895,0.019634954084936207,3.141592653589793,5.610466402922992,2.093138040466706
8,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_38,dGHZ,2.6424831032637317e-08,1.0,2.4362482892802206,0.7053526704280575,5.0,1.9554322244180469,3.1409371381899778,3.141592653589793,0.0003168744078172731,5.7069812828676
9,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_43,dGHZ,2.6532965957114165e-08,0.9999999999999998,2.304935247653219,0.8366501783479192,5.0,2.0427207675751244,3.5522668482302576e-05,3.141592653589793,0.5926742077497108,3.5687989256380637
10,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_45,dGHZ,2.6597029583117564e-08,0.9999999999999998,2.33670510769395,0.8048889505552872,5.0,2.0446884936172545,0.002454369260617026,3.141592653589793,0.9372246721873273,4.475978083056126
11,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_48,dGHZ,2.6726605636668045e-08,1.0,2.3692896861312316,0.7722939962726171,5.0,2.046476528077922,0.0006135923151542565,3.141592653589793,0.9216700846509821,2.1510481220538367
12,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_51,dGHZ,2.6841654397549122e-08,0.9999999999999997,2.2220181454653214,0.9195823735121594,5.0,2.0316789434941573,0.009817477042468103,3.141592653589793,2.271731324336405,1.5862031316926763
