lepton,kinematic_point,s_regime,theta_p_gamma_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,reference_name,search_stage,sample_id,alpha_e,alpha_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_trace,lepton_electron_alpha_e_mix_proton_alpha_p_mix_spin_signal_M2,lepton_electron_alpha_e_mix_proton_alpha_p_mix_cross_section_ratio,lepton_electron_alpha_e_mix_proton_alpha_p_mix_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M2_magic,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_out_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_lambda_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda_connected,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_gamma_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,lepton_electron_alpha_e_mix_proton_alpha_p_mix_F3,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_e,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_plus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_minus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_phase_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_abs,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_phase_rad,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_visibility,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_purity,local_minimum_id,dGHZ_above_global_minimum,within_polarization_cluster_cut,polarization_cluster_id,polarization_cluster_size,polarization_cluster_distance,polarization_cluster_representative,polarization_configuration,polarization_alpha_e_region,polarization_clustering_scheme,selected_observable,selected_observable_label,selected_spin_case,selected_spin_label,selected_concurrence_key,selected_concurrence,selected_purity,pair_delta_xy,scan_phi_p_out,scan_phi_gamma_out,cluster_id,energy_band_cluster_id,selected_region,detail_id,detail_source
electron,gradient_local_minimum_0001,gradient,gradient,gradient_local_minimum,0.00051099895,25.0,5.0,2.4120155719830048,2.286957843551818,0.0,0.0,3.141592653589793,0.0,0.1205983008750418,3.141592653589793,8.733938101272923e-09,3.141592653589793,2.3142547890121468,0.0,3.181826226141028,1.0,23.228251643124693,0.9980838495336337,-22.0668629219837,0.0016992028571036222,0.00031121466496671356,0.9244382745588373,0.9648712955932232,3.141592653589793,180.0,6.527863971594883e-09,0.5806943670982474,6.527863971594883e-09,0.5806943670982474,False,,gradient,5000000410,2.4389177418774413,0.7026618843453465,1.0,63.40509203320149,0.9728720644464037,1.0,0.006994403460699085,2.6415481384323147e-05,-2.6415481384545192e-05,-0.9999999999999998,-0.9999999993022222,0.0,1.321473230688737e-16,2.279621849529656e-08,0.999999999651111,0.9999999996511112,0.9999999996511112,1.1547005252178486,2.280689526761525e-08,0.999999999302222,0.9999999993022219,0.9999999993022218,0.9999999993022218,3.32161478032192e-24,1.3740808769581123e-22,1.3740843003389263e-22,1.4072970247613317e-22,6.704357879582606e-23,3.1383969668960368,0.9527992686148996,3.32161478032192e-24,0.16666226371569492,0.4999867922593078,0.49998679225930776,0.16667106898100784,0.5000132077406921,0.5000132077406922,0.16666226371569492,1,5.234333583516646e-10,True,2,87,0.034730610070978565,True,"alpha_e in [pi/2,pi],alpha_p~pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.4389177, alpha_p=0.70266188",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.280689526761525e-08,1.0,nan,8.733938101272923e-09,2.3142547890121468,0,0,polarization_cluster_03_local_minimum_1,dghz_mixing_angles_polarization_03_local_minimum_1,polarization_cluster_member
electron,gradient_local_minimum_0005,gradient,gradient,gradient_local_minimum,0.00051099895,25.0,5.0,2.4120155719830048,2.4120155705088564,0.0,0.0,3.141592653589793,0.0,0.12059598552424938,3.141592653589793,6.283185307177605,0.0,0.0,0.0,3.1415926535878116,-1.0,22.10775888440592,0.9482725233295203,-23.271276463731336,0.0015134827395630725,0.00026520940640806934,2.0858038414962303,0.9665658455232112,0.0,0.0,0.5817587965339917,6.871289481846787e-09,0.5817587965339917,6.871289481846787e-09,True,,gradient,5000001489,2.280949415329478,0.7101601838504819,1.0,45.0063768031155,0.9775252693766129,1.0,2.0600421370876837e-10,1.4352836421982484e-05,-1.4352836421871462e-05,-0.9999999999999998,-0.9999999997939959,0.0,2.4664554434237566e-14,2.3899859362360305e-08,0.9999999998969978,0.9999999998969981,0.9999999998969981,1.1547005245806472,2.390074716985364e-08,0.9999999997939958,0.9999999997939957,0.9999999997939956,0.9999999997939956,1.428058211583113e-16,3.1682302050998747e-18,1.428058211583113e-16,1.4597405136341117e-16,6.981879547660571e-17,-5.841589371210524e-16,0.9565918712879679,1.428058211583113e-16,0.16666905880973665,0.5000071764182109,0.5000071764182109,0.1666642745236057,0.499992823581789,0.499992823581789,0.16666905880973665,5,1.6172852605900555e-09,True,2,87,0.03137061626156024,False,"alpha_e in [pi/2,pi],alpha_p~pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.2809494, alpha_p=0.71016018",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.390074716985364e-08,1.0,nan,6.283185307177605,0.0,1,1,polarization_cluster_03_local_minimum_5,dghz_mixing_angles_polarization_03_local_minimum_5,polarization_cluster_member
electron,gradient_local_minimum_0012,gradient,gradient,gradient_local_minimum,0.00051099895,24.98687301019875,4.9986871286567585,2.411336027795806,2.1191141769841084,0.0,0.0,3.141592653589793,0.0,0.28107068376147326,3.141592653589793,1.711264988012715,3.141592653589793,1.5436566279068529,0.0,4.833292226249682,1.0,23.15060891234913,0.9952075509268203,-20.45212251235264,0.0020028389558304056,0.00039053548679704204,0.991326387892058,0.9649505769610898,3.141592653589793,180.0,1.5218359239455026e-08,1.3492432152164575,1.5218359239455026e-08,1.3492432152164575,False,,gradient,5000000559,2.150288859325826,0.9912953901156674,0.9999999999999999,83.4134653197127,0.8397902373478323,0.9999999999999999,0.002939012320987733,1.8341645628472403e-05,-1.8341645628250358e-05,-0.9999999999999996,-0.9999999996635835,0.0,1.6653345369377348e-16,2.461238316690222e-08,0.9999999998317918,0.9999999998317919,0.9999999998317919,1.1547005241692854,2.4614682223386802e-08,0.9999999996635839,0.9999999996635835,0.9999999996635832,0.9999999996635832,4.697670967338559e-24,2.927468386582596e-23,2.92756821914107e-23,3.397235483316452e-23,1.2289504774828443e-23,3.128846274017787,0.7235003187256935,4.697670967338559e-24,0.16666360726919927,0.4999908291771858,0.49999082917718585,0.16666971787208906,0.5000091708228143,0.5000091708228147,0.16666360726919927,12,2.3312203141232175e-09,True,2,87,0.09533262136893227,False,"alpha_e in [pi/2,pi],alpha_p~pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.1502889, alpha_p=0.99129539",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.4614682223386802e-08,0.9999999999999999,nan,1.711264988012715,1.5436566279068529,2,2,polarization_cluster_03_local_minimum_12,dghz_mixing_angles_polarization_03_local_minimum_12,polarization_cluster_member
electron,gradient_local_minimum_0013,gradient,gradient,gradient_local_minimum,0.00051099895,25.0,5.0,2.4120155719830048,1.4635624699781147,0.0,0.0,3.141592653589793,0.0,0.8990439702123689,3.141592003891488,0.7113552365206922,3.141592653589793,2.345023534029287,4.026072050960775e-07,3.8529478902260457,0.999999999999789,22.794574096936916,0.9787840437378075,-14.298225798750233,0.004250578971529789,0.0011023158926660168,1.373935306606409,0.9655271572730172,3.141592251258441,179.99997694811154,4.866434055728064e-08,4.248174197758001,4.866434055728064e-08,4.248174197758001,False,,gradient,5000000532,2.1691892539513855,0.9723903885059361,1.0,606.4098380371512,0.8665270365877921,1.0000000000000002,0.01560208776776179,2.7855419824862615e-05,-2.785541982464057e-05,-0.9999999999999997,-0.9999999992240752,1.9486316982771652e-11,1.218073481729539e-13,2.4609944298488212e-08,0.9999999996120374,0.9999999996120377,0.9999999996120379,1.1547005241593729,2.4622180989178895e-08,0.9999999992240757,0.9999999992240749,0.9999999992240748,0.9999999992240752,2.096197233966843e-21,2.200013372778332e-21,3.790122791877089e-21,4.296210606745175e-21,1.6420174885045016e-21,1.6024139674795694,0.7644026975430332,2.096197233966843e-21,0.1666619998306391,0.4999860722900876,0.49998607229008746,0.16667132536410675,0.5000139277099125,0.5000139277099125,0.1666619998306391,13,2.3387190799153104e-09,True,2,87,0.08682688023148384,False,"alpha_e in [pi/2,pi],alpha_p~pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.1691893, alpha_p=0.97239039",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.4622180989178895e-08,1.0000000000000002,nan,0.7113552365206922,2.345023534029287,3,3,polarization_cluster_03_local_minimum_13,dghz_mixing_angles_polarization_03_local_minimum_13,polarization_cluster_member
electron,gradient_local_minimum_0015,gradient,gradient,gradient_local_minimum,0.00051099895,24.998525515547865,4.999852549380618,2.4119392519249963,0.0005645303211753225,0.0,0.0,3.141592653589793,0.0,2.0312082046463824,0.03930962734291594,6.204970758626356,3.141592653589793,0.07355106796245123,1.0925478139787333e-05,3.063378105038258,-0.9992274760851093,19.591160954962305,0.8370860153600986,-3.0925170018216557,0.061935169574013745,0.04375058436604928,4.692682867606169,0.970368138111687,3.1415817281014915,179.9993740156312,1.0995072319275323e-07,8.249322086520989,1.0995072319275323e-07,8.249322086520989,False,,gradient,5000000702,2.4020754038664722,0.739503554738598,0.9999999999999999,1074825.6730388778,0.9916012536362645,0.9999999999999997,0.022791695639519906,2.333257172815184e-05,-2.3332571728262863e-05,-0.9999999999999996,-0.9999999994555907,0.0,2.3934510627782604e-10,2.4752248528204004e-08,0.9999999997277953,0.9999999997277956,0.9999999997277956,1.1547005239503483,2.4759391640348698e-08,0.999999999455591,0.9999999994555906,0.9999999994555906,0.9999999994555906,4.61350280336223e-18,1.7848497684118053e-16,1.7944939683912901e-16,1.8309847964454276e-16,8.790015701685764e-17,-2.9933233804143686,0.9601407634569347,4.61350280336223e-18,0.1730598488131162,0.5000116572641172,0.5000116572641172,0.16027348465802577,0.4999883427358827,0.4999883427358827,0.1730598488131162,15,2.475929731085114e-09,True,2,87,0.018235113601449346,False,"alpha_e in [pi/2,pi],alpha_p~pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.4020754, alpha_p=0.73950355",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.4759391640348698e-08,0.9999999999999997,nan,6.204970758626356,0.07355106796245123,4,4,polarization_cluster_03_local_minimum_15,dghz_mixing_angles_polarization_03_local_minimum_15,polarization_cluster_member
electron,gradient_local_minimum_0017,gradient,gradient,gradient_local_minimum,0.00051099895,24.997519338415493,4.999751927687562,2.411887170309894,0.4034771655165827,0.0,0.0,3.141592653589793,0.0,1.7875891598607474,3.141592653589793,3.0962925920896307,3.141592653589793,1.1092514237755453,0.0,4.474222436463812,1.0,21.138419040311895,0.905420634998991,-5.471513373684523,0.025436157252859963,0.012920854175228216,3.0879428356976915,0.9680252263613939,3.141592653589793,180.0,9.676554402204829e-08,7.833452930078677,9.676554402204829e-08,7.833452930078677,False,,gradient,5000001078,2.4106629274018005,0.7309264938599248,1.0,86041.92870913161,0.9881789283105333,1.0,0.263334819515787,6.5032080289739724e-06,-6.5032080289739724e-06,-0.9999999999999996,-0.9999999999577078,1.8061977186599574e-14,5.551115123125783e-17,2.485299401005482e-08,0.9999999999788538,0.999999999978854,0.999999999978854,1.1547005240303583,2.4853029994183214e-08,0.9999999999577078,0.9999999999577076,0.9999999999577074,0.9999999999577074,6.4519614033734375e-27,6.156068192498851e-25,6.156078742539974e-25,6.220587806532585e-25,3.045784839273682e-25,-3.138960612959302,0.9792594957264759,6.4519614033734375e-27,0.1666655800277311,0.4999967483959855,0.49999674839598557,0.1666677483071763,0.5000032516040145,0.5000032516040145,0.1666655800277311,17,2.5695680849196294e-09,True,2,87,0.022066041634928205,False,"alpha_e in [pi/2,pi],alpha_p~pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.4106629, alpha_p=0.73092649",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.4853029994183214e-08,1.0,nan,3.0962925920896307,1.1092514237755453,5,5,polarization_cluster_03_local_minimum_17,dghz_mixing_angles_polarization_03_local_minimum_17,polarization_cluster_member
electron,gradient_local_minimum_0020,gradient,gradient,gradient_local_minimum,0.00051099895,24.968646059903318,4.996863622303827,2.410392158011541,0.003678902351766249,0.0,0.0,3.141592653589793,0.0,2.031267267701895,0.019634954084936207,5.610466402922992,3.141592653589793,2.093138040466706,3.5623805628612007e-05,2.468873749334462,-0.9998072404820648,19.54913923334828,0.836335086978079,-3.0748379091012517,0.06244831937293914,0.04424838955262154,4.705473490017119,0.9703582983752201,3.1415570297841646,179.9979589062873,1.100244944041151e-07,8.237150772147704,1.100244944041151e-07,8.237150772147704,False,,gradient,5000001321,2.3449090611243206,0.7966766617251122,1.0,1108169.5522161815,0.9994907164491943,1.0000000000000004,0.20936564895706028,3.2549326679509605e-06,-3.2549326680619828e-06,-0.9999999999999998,-0.9999999999894051,3.388831154449912e-11,2.539953081193147e-09,2.52770686418699e-08,0.9999999999947023,0.9999999999947026,0.9999999999947027,1.1547005222995212,2.540438587024773e-08,0.9999999999894054,0.9999999999894047,0.9999999999894045,0.9999999999894047,1.3474010083795007e-16,4.8409352997000354e-17,1.8105720215848376e-16,1.8314945383495044e-16,8.948247524100856e-17,1.0674161982762305,0.9771525207129239,1.3474010083795007e-16,0.16714764638708063,0.5000016271690418,0.5000016271690418,0.16618568754161026,0.49999837283095805,0.49999837283095805,0.16714764638708063,20,3.1209239609841446e-09,True,2,87,0.008117519898068744,False,"alpha_e in [pi/2,pi],alpha_p~pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.3449091, alpha_p=0.79667666",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.540438587024773e-08,1.0000000000000004,nan,5.610466402922992,2.093138040466706,6,6,polarization_cluster_03_local_minimum_20,dghz_mixing_angles_polarization_03_local_minimum_20,polarization_cluster_member
electron,gradient_local_minimum_0038,gradient,gradient,gradient_local_minimum,0.00051099895,25.0,5.0,2.4120155719830048,0.14064924416516078,0.0,0.0,3.141592653589793,0.0,1.9554322244180469,3.1409371381899778,0.0003168744078172731,3.141592653589793,5.7069812828676,4.398576191916591e-05,3.1419095279961944,0.999999785149788,20.22312429285749,0.8648841701210823,-3.8281434946901594,0.04510403124054495,0.028329212064413054,4.0391852343197385,0.9694160261779016,3.14154866782535,179.99747980133876,1.0584556697779135e-07,8.197490504929952,1.0584556697779135e-07,8.197490504929952,False,,gradient,5000001545,2.4362482892802206,0.7053526704280575,1.0,425291.8417364223,0.9745892151657148,1.0,0.14792826680092186,-3.453431005928653e-05,3.453431005900898e-05,-0.9999999999999998,-0.9999999988073812,8.716754570097324e-10,3.4501717594004333e-09,2.6156946539565857e-08,0.9999999994036902,0.9999999994036908,0.9999999994036909,1.1547005207823118,2.6424831032637317e-08,0.9999999988073812,0.9999999988073804,0.9999999988073809,0.9999999988073811,2.6718507940529225e-18,6.032249570016424e-18,8.490050516718344e-18,8.704100364069347e-18,4.1380003346836706e-18,1.988914421635831,0.9508163191144707,2.6718507940529225e-18,0.16670924532522918,0.5000172671534121,0.500017267153412,0.16662409201292472,0.49998273284658806,0.49998273284658806,0.16670924532522918,38,4.141369123373733e-09,True,2,87,0.03352802893840226,False,"alpha_e in [pi/2,pi],alpha_p~pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.4362483, alpha_p=0.70535267",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.6424831032637317e-08,1.0,nan,0.0003168744078172731,5.7069812828676,7,7,polarization_cluster_03_local_minimum_38,dghz_mixing_angles_polarization_03_local_minimum_38,polarization_cluster_member
electron,gradient_local_minimum_0043,gradient,gradient,gradient_local_minimum,0.00051099895,25.0,5.0,2.4120155719830048,0.023742022746996605,0.0,0.0,3.141592653589793,0.0,2.0427207675751244,3.5522668482302576e-05,0.5926742077497108,3.141592653589793,3.5687989256380637,4.1803002772050024e-07,3.734266861388361,-0.99999999936907,19.479232696541086,0.8321044348812918,-2.9823934079576113,0.06523797702940357,0.04698115348382361,4.810212166023715,0.9705410328188758,3.1415922358254345,179.9999760638654,1.1057040794071327e-07,8.248419754863178,1.1057040794071327e-07,8.248419754863178,False,,gradient,5000000844,2.304935247653219,0.8366501783479192,1.0,1246777.2550750636,0.9895281872210934,0.9999999999999998,0.28139148169502154,1.4399925069297215e-05,-1.4399925069241704e-05,-0.9999999999999996,-0.9999999997926418,5.506983757896933e-12,3.5754732508053166e-13,2.6532155108931526e-08,0.9999999998963207,0.9999999998963212,0.999999999896321,1.154700523057519,2.6532965957114165e-08,0.9999999997926421,0.9999999997926414,0.9999999997926416,0.9999999997926414,3.2714727313202057e-17,1.5072116599806452e-16,1.8159426403332608e-16,1.8343589331126658e-16,8.987631737769278e-17,-2.2869571613988557,0.9799207314915679,3.2714727313202057e-17,0.16667497561766254,0.5000071999625296,0.5000071999625296,0.16665835771424353,0.4999928000374701,0.4999928000374701,0.16667497561766254,43,4.249504047850581e-09,True,2,87,0.02581389826750511,False,"alpha_e in [pi/2,pi],alpha_p~pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.3049352, alpha_p=0.83665018",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.6532965957114165e-08,0.9999999999999998,nan,0.5926742077497108,3.5687989256380637,8,8,polarization_cluster_03_local_minimum_43,dghz_mixing_angles_polarization_03_local_minimum_43,polarization_cluster_member
electron,gradient_local_minimum_0045,gradient,gradient,gradient_local_minimum,0.00051099895,25.0,5.0,2.4120155719830048,0.02778867251093723,0.0,0.0,3.141592653589793,0.0,2.0446884936172545,0.002454369260617026,0.9372246721873273,3.141592653589793,4.475978083056126,3.3816053829880694e-05,4.0788173257757006,-0.9999969880372782,19.45917592402315,0.8312216813714971,-2.963447763416248,0.06583245309405034,0.04756932871273497,4.831000554210511,0.9705713649476058,3.1415588375392467,179.9980624830239,1.106769182968037e-07,8.247864190980781,1.106769182968037e-07,8.247864190980781,False,,gradient,5000001118,2.33670510769395,0.8048889505552872,0.9999999999999999,1291596.1086792422,0.9984810221579711,0.9999999999999998,0.17958646271976872,-1.0363204527352732e-05,1.0363204527408243e-05,-0.9999999999999996,-0.9999999998926036,1.5623269880015621e-10,2.3419943206981486e-09,2.64930387587059e-08,0.9999999999463016,0.999999999946302,0.9999999999463021,1.1547005216411366,2.6597029583117564e-08,0.9999999998926039,0.9999999998926032,0.9999999998926032,0.9999999998926035,1.7277891244433282e-16,1.1170196585020814e-17,1.8340343737771138e-16,1.8394910902935362e-16,9.142888286303458e-17,-0.4868848306688396,0.9940671454782077,1.7277891244433282e-16,0.16659690773849933,0.4999948184163542,0.4999948184163542,0.16673642610969008,0.5000051815836457,0.5000051815836457,0.16659690773849933,45,4.31356767385398e-09,True,2,87,0.011677584860764567,False,"alpha_e in [pi/2,pi],alpha_p~pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.3367051, alpha_p=0.80488895",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.6597029583117564e-08,0.9999999999999998,nan,0.9372246721873273,4.475978083056126,9,9,polarization_cluster_03_local_minimum_45,dghz_mixing_angles_polarization_03_local_minimum_45,polarization_cluster_member
