objective_name,objective_file_tag,local_minimum_index,local_minimum_id,contour_delta,configured_direction_count,contour_point_count,center_u0,center_u1,center_u2,center_u3,center_u4,center_u5,center_u6,record_type,contour_sample_id,u0,u1,u2,u3,u4,u5,u6,sqrt_s,theta_out,qOut,phi_p_out,phi_gamma_out,theta_e,theta_p
D_W,dw,0,79,0.05,128,128,0.032263815889991256,0.46539402054994056,0.5488536833133361,0.8321993686057897,0.35580263518324273,0.24867539611875206,0.5537965655762092,minimum,,,,,,,,,,,,,,,
D_W,dw,0,79,0.05,128,128,0.032263815889991256,0.46539402054994056,0.5488536833133361,0.8321993686057897,0.35580263518324273,0.24867539611875206,0.5537965655762092,sample,0,0.03827944088999126,0.46539402054994056,0.5488536833133361,0.8321993686057897,0.35580263518324273,0.24867539611875206,0.5537965655762092,1.1391117932230974,1.4620784359843104,0.10453246319928426,5.228862845468027,2.235573889639129,0.7812367975752033,1.7398032219974768
D_W,dw,0,79,0.05,128,128,0.032263815889991256,0.46539402054994056,0.5488536833133361,0.8321993686057897,0.35580263518324273,0.24867539611875206,0.5537965655762092,sample,1,0.032263815889991256,0.6135190205499406,0.5488536833133361,0.8321993686057897,0.35580263518324273,0.24867539611875206,0.5537965655762092,1.114961684962559,1.9274268477972987,0.092847565527792,5.228862845468027,2.235573889639129,0.7812367975752033,1.7398032219974768
D_W,dw,0,79,0.05,128,128,0.032263815889991256,0.46539402054994056,0.5488536833133361,0.8321993686057897,0.35580263518324273,0.24867539611875206,0.5537965655762092,sample,2,0.032263815889991256,0.46539402054994056,0.5658068083133361,0.8321993686057897,0.35580263518324273,0.24867539611875206,0.5537965655762092,1.114961684962559,1.4620784359843104,0.09546451450080377,5.228862845468027,2.235573889639129,0.7812367975752033,1.7398032219974768
D_W,dw,0,79,0.05,128,128,0.032263815889991256,0.46539402054994056,0.5488536833133361,0.8321993686057897,0.35580263518324273,0.24867539611875206,0.5537965655762092,sample,3,0.032263815889991256,0.46539402054994056,0.5488536833133361,0.9512618686057897,0.35580263518324273,0.24867539611875206,0.5537965655762092,1.114961684962559,1.4620784359843104,0.092847565527792,5.976954596104096,2.235573889639129,0.7812367975752033,1.7398032219974768
D_W,dw,0,79,0.05,128,128,0.032263815889991256,0.46539402054994056,0.5488536833133361,0.8321993686057897,0.35580263518324273,0.24867539611875206,0.5537965655762092,sample,4,0.032263815889991256,0.46539402054994056,0.5488536833133361,0.8321993686057897,0.4408026351832427,0.24867539611875206,0.5537965655762092,1.114961684962559,1.4620784359843104,0.092847565527792,5.228862845468027,2.769644640749394,0.7812367975752033,1.7398032219974768
D_W,dw,0,79,0.05,128,128,0.032263815889991256,0.46539402054994056,0.5488536833133361,0.8321993686057897,0.35580263518324273,0.24867539611875206,0.5537965655762092,sample,5,0.032263815889991256,0.46539402054994056,0.5488536833133361,0.8321993686057897,0.35580263518324273,0.2634800836187521,0.5537965655762092,1.114961684962559,1.4620784359843104,0.092847565527792,5.228862845468027,2.235573889639129,0.8277470950638959,1.7398032219974768
D_W,dw,0,79,0.05,128,128,0.032263815889991256,0.46539402054994056,0.5488536833133361,0.8321993686057897,0.35580263518324273,0.24867539611875206,0.5537965655762092,sample,6,0.032263815889991256,0.46539402054994056,0.5488536833133361,0.8321993686057897,0.35580263518324273,0.24867539611875206,0.5807496905762092,1.114961684962559,1.4620784359843104,0.092847565527792,5.228862845468027,2.235573889639129,0.7812367975752033,1.8244789614887642
D_W,dw,0,79,0.05,128,128,0.032263815889991256,0.46539402054994056,0.5488536833133361,0.8321993686057897,0.35580263518324273,0.24867539611875206,0.5537965655762092,sample,7,0.027107565889991254,0.46539402054994056,0.5488536833133361,0.8321993686057897,0.35580263518324273,0.24867539611875206,0.5537965655762092,1.0942615921678116,1.4620784359843104,0.08266383181377111,5.228862845468027,2.235573889639129,0.7812367975752033,1.7398032219974768
D_W,dw,0,79,0.05,128,128,0.032263815889991256,0.46539402054994056,0.5488536833133361,0.8321993686057897,0.35580263518324273,0.24867539611875206,0.5537965655762092,sample,8,0.032263815889991256,0.4041440205499406,0.5488536833133361,0.8321993686057897,0.35580263518324273,0.24867539611875206,0.5537965655762092,1.114961684962559,1.2696558859519358,0.092847565527792,5.228862845468027,2.235573889639129,0.7812367975752033,1.7398032219974768
