lepton,kinematic_point,s_regime,theta_p_gamma_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,reference_name,search_stage,sample_id,alpha_e,alpha_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_trace,lepton_electron_alpha_e_mix_proton_alpha_p_mix_spin_signal_M2,lepton_electron_alpha_e_mix_proton_alpha_p_mix_cross_section_ratio,lepton_electron_alpha_e_mix_proton_alpha_p_mix_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M2_magic,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_out_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_lambda_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda_connected,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_gamma_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,lepton_electron_alpha_e_mix_proton_alpha_p_mix_F3,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_e,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_plus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_minus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_phase_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_abs,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_phase_rad,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_visibility,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_purity,optimization_run,start_source,screening_D_W,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_D_W,lbfgs_D_W,final_D_W,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_D_W,local_minimum_verified,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7,local_minimum_id,D_W_above_global_minimum,within_polarization_cluster_cut,polarization_cluster_id,polarization_cluster_size,polarization_cluster_distance,polarization_cluster_representative,polarization_configuration,selected_observable,selected_observable_label,selected_spin_case,selected_spin_label,selected_concurrence_key,selected_concurrence,selected_purity,pair_delta_xy,scan_phi_p_out,scan_phi_gamma_out,cluster_id,energy_band_cluster_id,selected_region,detail_id,detail_source
electron,gradient_local_minimum_0178,gradient,gradient,gradient_local_minimum,0.00051099895,1.261542815916644,1.1231842306214257,0.16991751690696674,0.009958839284232707,0.0,0.0,3.141592653589793,0.0,0.09675743803761869,0.8418209183055346,4.048740182902957,1.774027374046049,0.7589653751335892,1.42435252184537,3.8880139735124137,-0.8569450626666402,0.03441447544248045,0.15815973737972497,-0.026485359801287002,0.9332711578259805,1.6473032716615925,1.0630226744491063,0.570065427697181,3.0834777835824925,176.67026322163025,0.013122533554559402,0.01708709137514772,0.013122533554559402,0.01708709137514772,False,,gradient,1389001722,0.7889454815573353,2.9993590830916284,1.0,12277.569593568644,0.9970891680320711,1.0,0.997759006818317,0.3325309536643418,0.3324776116043046,-0.31829638549672273,-0.4288554827555448,0.6664302078269745,0.6664197826483611,0.6664093210603212,0.9424676292163056,0.9424601334625589,0.9424529402808665,0.00042789164804715615,1.1596715809369122,0.8882312931664422,6.835112102976382e-07,4.980658815378902e-07,8.347428832600201e-07,0.04359425643174226,0.04742355975524947,0.0559515603698444,0.09101781618699173,0.010442652276348538,-1.755188630908303,0.22946391627095536,0.04359425643174226,0.06669781669327683,0.1947339066162984,0.1947339066162984,0.478640515945285,0.71424827719671,0.7142482771967098,0.06669781669327683,1389,sobol_screened,0.56631050281404,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,44,1756,765,3.1720018238437295,0.56631050281404,0.0005073576924814339,0.00042789164804715615,43,29,False,1e-05,0.00042797315634490496,True,0.058040169067680836,0.34197995997965336,0.8176385592669249,0.6246845228597522,0.7092197928577662,0.3446531752124429,0.3634587237611413,0.9629358630627394,0.03431199516502766,0.26795992069296887,0.5646904515195269,0.5482843968232394,0.6443770134037902,0.12079309108810539,0.25112914643973133,0.954725648363215,178,0.00041145880886428774,True,2,93,0.0372702530412526,True,"alpha_e~pi/4,alpha_p~pi",D_W,D_W,mixing_angles,"alpha_e=0.78894548, alpha_p=2.9993591",lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,0.00042789164804715615,1.0,nan,4.048740182902957,0.7589653751335892,0,0,polarization_cluster_03_local_minimum_178,dw_mixing_angles_polarization_03_local_minimum_178,polarization_cluster_member
electron,gradient_local_minimum_0263,gradient,gradient,gradient_local_minimum,0.00051099895,1.232370522759358,1.1101218504107366,0.1587775963904751,0.011942751687761552,0.0,0.0,3.141592653589793,0.0,0.0906980828576709,0.5409461119698711,4.395923530187681,2.081125427566907,0.7337387186835581,1.1387075619461693,3.8339099931439633,-0.808531332510806,0.0366495908043352,0.17572300093558413,-0.021925931160681377,0.9438798971979561,1.671100001032522,1.051758971655932,0.5916284406453377,3.0550916642935957,175.0438583896216,0.007366607921316084,0.014728437743136787,0.007366607921316084,0.014728437743136787,False,,gradient,1420001357,0.7822071481045496,2.971133929224246,1.0,22950.223969303253,1.0007173266426739,1.0000000000000004,1.0934875307864895,0.32724904006262084,0.3171350964481498,-0.32166840739342323,-0.4254505632762469,0.6662818530233982,0.6662802911146873,0.6662859736131945,0.9422641450430985,0.9422683921337317,0.9422671028730019,0.0006650524852782478,1.1594705307349245,0.887866244988946,7.850376357310118e-07,1.216512312274265e-06,8.681951251254816e-07,0.02896413207500566,0.020197055850043794,0.032351872701240195,0.049161187925049456,0.007771278738715465,-0.9714908915385279,0.3161550428994296,0.02896413207500566,0.03295675386945568,0.11456354138459143,0.11456354138459145,0.5901418340088728,0.8362752706903592,0.8362752706903591,0.03295675386945568,1420,sobol_screened,0.5737813517903779,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,1399,990,0.8047845353929808,0.5737813517903779,0.0006838150948945058,0.0006650524852782478,20,6,False,1e-05,0.0006651653784004639,True,0.07718935888260603,0.18711990024894476,0.6742064142599702,0.7279689786955714,0.7995336689054966,0.33720498625189066,0.19139140285551548,0.9255307959392667,0.031058246564516234,0.17218849533269376,0.6624427979830149,0.550298134754867,0.699632959283344,0.1167781440164019,0.2489842682853067,0.9457413028481685,263,0.0006486196460953794,True,2,93,0.046248645519077605,False,"alpha_e~pi/4,alpha_p~pi",D_W,D_W,mixing_angles,"alpha_e=0.78220715, alpha_p=2.9711339",lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,0.0006650524852782478,1.0000000000000004,nan,4.395923530187681,0.7337387186835581,1,1,polarization_cluster_03_local_minimum_263,dw_mixing_angles_polarization_03_local_minimum_263,polarization_cluster_member
electron,gradient_local_minimum_0378,gradient,gradient,gradient_local_minimum,0.00051099895,1.330843948595472,1.153622099560975,0.19547071299230934,0.16574038372303804,0.0,0.0,3.141592653589793,0.0,0.17839698572571397,0.0,0.00017203129178818634,3.0320249646721447,0.09366958921013038,1.0348227364448532,3.2352622427999234,-0.9940034634496188,0.013401645947060978,0.032525167508565836,-0.0008523027967078941,0.9976248713138762,1.7878612330066002,1.2784816139132156,0.9136131826756947,2.216337606062589,126.9867908035148,0.00020922669645859204,0.006483898271635153,0.00020922669645859204,0.006483898271635153,False,,gradient,2049001650,0.8336691959478026,3.1197285324914557,1.0,3471319.858460246,0.9651509796646989,1.0,0.6070942260787038,0.33350101277997385,0.33350100323058457,-0.3329549633040397,-0.44417788564457694,0.6659649855277431,0.6659756659488933,0.6659703635468817,0.9423532860296082,0.9423495387477689,0.942357086705568,0.0012060996838182659,1.1589162229301075,0.8880297492063982,0.0009967661057615484,0.0009967661064000932,0.0009967661053676413,7.761812222793021e-05,6.87593077294628e-05,7.761843106589449e-05,0.000146377429957393,4.4297160871979784e-06,0.01180850494149039,0.06052457798292214,7.761812222793021e-05,0.0001290634127758844,0.00014909119004326318,0.00014909119004326315,0.9939037764422577,0.9997045313799993,0.9997045313799995,0.0001290634127758844,2049,physics_anchor:epcm_standard_W,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,1704,171,7.459396952366189,0.014977642490481486,0.0015533650664819676,0.0012060996838182659,70,56,False,1e-05,0.0012060996838182659,True,0.04145304693256762,0.0,0.9651155749092534,0.9105401100522998,0.0,0.0,0.2654704450772814,0.9885408440973835,0.04189385787819273,0.0,0.9651235214112024,0.910101222727193,2.7379630454574038e-05,0.014907978140179516,0.26536514687707735,0.9930404341016796,378,0.0011896668446353975,True,2,93,0.015401779775326075,False,"alpha_e~pi/4,alpha_p~pi",D_W,D_W,mixing_angles,"alpha_e=0.8336692, alpha_p=3.1197285",lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,0.0012060996838182659,1.0,nan,0.00017203129178818634,0.09366958921013038,2,2,polarization_cluster_03_local_minimum_378,dw_mixing_angles_polarization_03_local_minimum_378,polarization_cluster_member
electron,gradient_local_minimum_0539,gradient,gradient,gradient_local_minimum,0.00051099895,0.9771524148352986,0.9885101996617428,0.04921721173385591,0.0010015895276247685,0.0,0.0,3.141592653589793,0.0,0.025499660231466832,1.309587705045722,2.013444204163624,2.8628958293811966,4.958449713936829,0.24516205248196934,1.78571054155396,-0.5089358454411782,0.004849188597897384,0.09199301283230805,-0.0023962125916098345,0.993369209676711,1.7788939648049782,0.9277073865053537,0.5417076893415984,3.1071055066310103,178.0240320318143,4.849297110053638e-05,0.0012749809742440264,4.849297110053638e-05,0.0012749809742440264,False,,gradient,1283003286,0.8515930118537421,2.860186793046014,0.9999999999999998,3271589.2645432143,0.9032167639657319,0.9999999999999997,0.9740969675160758,0.2633060208844046,0.3237930524555898,-0.3373113167373038,-0.42256797696940046,0.6649722208945351,0.6648707890104144,0.6648386239188041,0.9403422300880498,0.9403195815176277,0.9402475158391459,0.0030721431149822918,1.1574403747518882,0.8841699321816615,2.289046225456559e-06,2.4649698270318154e-06,1.8291081048671387e-06,0.09352819104346481,0.07047887988817357,0.12385060061554878,0.16400707093163838,0.04184706514972959,1.2917912092539994,0.5103080606466331,0.09352819104346481,0.028698492230742875,0.32766882487897375,0.32766882487897375,0.14413972698680919,0.5083241041893879,0.5083241041893879,0.028698492230742875,1283,sobol_screened,0.5430228665848044,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,3322,864,11.505850117066075,0.5430228665848044,0.004082769656323283,0.0030721431149822918,112,98,False,1e-05,0.0030721813298924894,True,0.0018678084015846252,0.41521125193685293,0.9469717741012573,0.5116693815216422,0.32322313357144594,0.7881612926721573,0.26864548213779926,0.879415700212121,0.0007656251549340304,0.41685471334079544,0.9112880456063777,0.49814161927665945,0.3204495977323681,0.7891617820456407,0.27107047467807616,0.910425732558858,539,0.0030557102757994233,True,2,93,0.08423103098543239,False,"alpha_e~pi/4,alpha_p~pi",D_W,D_W,mixing_angles,"alpha_e=0.85159301, alpha_p=2.8601868",lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,0.0030721431149822918,0.9999999999999997,nan,2.013444204163624,4.958449713936829,3,3,polarization_cluster_03_local_minimum_539,dw_mixing_angles_polarization_03_local_minimum_539,polarization_cluster_member
electron,gradient_local_minimum_0561,gradient,gradient,gradient_local_minimum,0.00051099895,1.2774029148051518,1.1302225067680929,0.17587576584465286,0.01741030609612493,0.0,0.0,3.141592653589793,0.0,0.1007703745862695,0.5962760455937127,4.081953488097265,1.6281894033913042,1.0396293170279296,1.6654230640118852,4.191884021891426,-0.6053431816460226,0.029077175296109842,0.13200155271367092,-0.025906186378290327,0.9346022514636515,1.650298733064404,1.0710458645965657,0.55407934867162,2.9892002503372774,171.26855846377512,0.016706518614775068,0.018292013073699848,0.016706518614775068,0.018292013073699848,False,,gradient,115001932,0.7846965719738352,2.9848049821774842,0.9999999999999999,9834.957864223621,0.9998061338070109,0.9999999999999998,1.1265243472133477,0.339460870194813,0.3359153775977929,-0.30261707326163234,-0.4166471996527983,0.6649061190416077,0.6646229087943643,0.6646989928346836,0.9401195502897044,0.9401731809392062,0.9399728969550941,0.0033388942016436326,1.1572202677227228,0.8837664466707085,1.010803661716242e-06,7.119429301094549e-07,6.85040427494954e-07,0.03388850777566509,0.03537701475653846,0.04351695637779618,0.06926552253220356,0.008884195111694398,-1.654667375846777,0.25652575154006463,0.03388850777566509,0.018686391933573233,0.13644923088318406,0.13644923088318406,0.35877986151117064,0.7942852465846126,0.7942852465846127,0.018686391933573233,115,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7,2022,468,3.8016008668009484,0.6028978341593894,0.4880742340914177,0.0033388942016436326,69,55,False,1e-05,0.0033391973369143067,True,0.17634618804891858,0.5090117282066791,0.5995801689763686,0.6738202776962865,0.4466858850472259,0.0740698730784107,0.3435746807338677,0.9900785865713555,0.036065181092313055,0.1898005602070555,0.5182687836791401,0.5519444179686942,0.6496630751018839,0.16546214478824614,0.2497766765138022,0.9500929341577264,561,0.003322461362460764,True,2,93,0.04188645425041553,False,"alpha_e~pi/4,alpha_p~pi",D_W,D_W,mixing_angles,"alpha_e=0.78469657, alpha_p=2.984805",lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,0.0033388942016436326,0.9999999999999998,nan,4.081953488097265,1.0396293170279296,4,4,polarization_cluster_03_local_minimum_561,dw_mixing_angles_polarization_03_local_minimum_561,polarization_cluster_member
electron,gradient_local_minimum_0577,gradient,gradient,gradient_local_minimum,0.00051099895,1.1002701778655046,1.0489376425057424,0.10507003622051787,0.0038549593243593803,0.0,0.0,3.141592653589793,0.0,0.055377952638899546,2.0088359391764703,1.9005037306919637,2.4091075604183017,4.000322008063017,0.6909270256009223,0.773488715011148,0.009742150978095276,0.020669253584210803,0.16594477804123814,-0.01136386005463436,0.9697316547609479,1.7281665528577037,0.9837297569933099,0.5650651811569245,3.072143197550056,176.02083927944372,0.0014924438258646974,0.006145140590656234,0.0014924438258646974,0.006145140590656234,False,,gradient,1797002062,0.735455597326738,0.21973780119564698,1.0,131955.21113133722,1.0303758443164142,0.9999999999999998,1.0272139578757158,0.3223234089956453,0.2611595996795222,-0.33515123956041326,-0.4193290920210549,0.6646512024272395,0.6644912824202753,0.6645361983458585,0.9398485648655587,0.939880445244365,0.9397673113496233,0.0036514775072323566,1.1569532313381516,0.8832843828302867,5.4395793327999264e-06,5.671552804231705e-06,5.576156791531339e-06,0.07536826619773895,0.19488336707401738,0.19901845252463873,0.27025163327175633,0.06389263588876055,-2.7798477625005833,0.47283811102456635,0.07536826619773895,0.16810905651744823,0.5648540103669445,0.5648540103669444,0.010101629300443568,0.16489435636129907,0.16489435636129904,0.16810905651744823,1797,sobol_screened,0.6227282028377025,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,2103,459,3.4343102911484324,0.6227282028377025,0.029604010445867225,0.0036514775072323566,73,59,False,1e-05,0.0036517296935896803,True,0.1950949626043439,0.8434094777330756,0.5886729983612895,0.48051764257252216,0.6984686516225338,0.4742879783734679,0.1350919920951128,0.3354249019175768,0.015817683387418742,0.6394323391611705,0.7668427533612592,0.5045844286317586,0.3024745631042143,0.636671021542526,0.2341027874783058,0.06994471448886282,577,0.003635044668049488,True,2,93,0.07957013428185046,False,"alpha_e~pi/4,alpha_p~pi",D_W,D_W,mixing_angles,"alpha_e=0.7354556, alpha_p=0.2197378",lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,0.0036514775072323566,0.9999999999999998,nan,1.9005037306919637,4.000322008063017,5,5,polarization_cluster_03_local_minimum_577,dw_mixing_angles_polarization_03_local_minimum_577,polarization_cluster_member
electron,gradient_local_minimum_0583,gradient,gradient,gradient_local_minimum,0.00051099895,11.745988376758687,3.4272420948568376,1.5852606516561687,1.5716711140136772,0.0,0.0,3.141592653589793,0.0,1.2427364088650001,0.0,2.3540835270659,3.047541914556845,5.171522647199596,2.8058275813145066,2.0299299936098025,-0.995580488432764,0.06271176726673233,0.007377029056210501,-4.819581615917671e-05,0.9998652220228503,1.7925611783598676,9.318083874497121,0.7823337838423409,0.4298158113082344,24.626631955953194,0.008706810299461631,0.04003859602474841,0.008706810299461631,0.04003859602474841,False,,gradient,477001445,0.798471039562048,3.041269886643669,1.0,8744684.572966915,0.9909118242359541,1.0,0.8777217514014517,0.30831784087731345,0.3416562601985671,-0.3360266417184872,-0.441365362185127,0.6643676071040497,0.6645228230882687,0.664572313820029,0.939668302601305,0.939703023004724,0.9398131258120157,0.0037773077723846173,1.156848929383388,0.8830889853562972,1.6191392541164973e-06,1.0937789486908933e-06,1.76874724205911e-06,4.1304821087842605e-09,2.2936272872373133e-09,4.179094198204451e-09,6.424109396021573e-09,9.670395001936637e-10,0.31842072935267407,0.30106570127605475,4.1304821087842605e-09,0.004923665205104901,0.019629523448096653,0.01962952344809665,0.3811188659124558,0.980370470127794,0.9803704701277942,0.004923665205104901,477,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,28,1487,603,17824.05761917567,1.0324806471805958,0.022660344804894976,0.0037773077723846173,40,26,False,1e-05,0.0037773077723846173,True,0.7552510799421678,0.011659458512431546,0.44942787511700505,0.602514131380574,0.2607002777625367,0.714153427485841,0.9283720307627871,0.5132260125656508,0.6082368794765859,0.0,0.9700627199629209,0.7726335208109018,0.3746640297837416,0.8230733926134995,0.25416122572404853,0.9680662714717362,583,0.003760874933201749,True,2,93,0.024271886791378487,False,"alpha_e~pi/4,alpha_p~pi",D_W,D_W,mixing_angles,"alpha_e=0.79847104, alpha_p=3.0412699",lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,0.0037773077723846173,1.0,nan,2.3540835270659,5.171522647199596,6,6,polarization_cluster_03_local_minimum_583,dw_mixing_angles_polarization_03_local_minimum_583,polarization_cluster_member
electron,gradient_local_minimum_0605,gradient,gradient,gradient_local_minimum,0.00051099895,1.257594170698706,1.1214250624534419,0.168423511226265,0.0039036180892303134,0.0,0.0,3.141592653589793,0.0,0.09339226074917749,1.2934138085038167,2.344203852299449,1.7435020900789313,6.007712486299049,1.4036131728268249,2.887206994838437,-0.8683858422572994,0.03537025040806531,0.1674657832259098,-0.027796860542292422,0.93027429564171,1.6405494920147912,1.05568256924885,0.5591234155222697,3.1200880818249486,178.76787879763822,0.01302644228598086,0.016813137218867645,0.01302644228598086,0.016813137218867645,False,,gradient,1035003213,0.7867042117483855,2.9846664189890917,1.0,12242.327424221063,0.9988839698449424,1.0,1.111370164647584,0.3267948509449763,0.32096515229720646,-0.32955307922403376,-0.43444283832753094,0.6640719502475426,0.664372056786219,0.6642641563617582,0.9393524977634866,0.9392762352627135,0.9394886473395052,0.004215429226580709,1.1564832773074571,0.8824205956773341,1.3301105754592868e-06,1.4215967233943694e-06,1.8192144639050944e-06,0.06709531656346406,0.07374975908547242,0.08903874763151408,0.14084507564893647,0.018616209807045845,1.7504888986379405,0.26435016945069056,0.06709531656346406,0.20463398496230534,0.30933240402593853,0.30933240402593853,0.523966366614694,0.549822520325125,0.5498225203251249,0.20463398496230534,1035,sobol_screened,0.28802904956286246,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,37,3245,549,0.7352250571038061,0.28802904956286246,0.024334078947968085,0.004215429226580709,119,105,False,1e-05,0.004215529021365291,True,0.034207286313176155,0.732633963227272,0.575429798103869,0.5410697674378753,0.35239202715456486,0.8876037057489157,0.2991813365370035,0.07503003440797329,0.033873798536823714,0.41170640217339316,0.5549739518542258,0.5325452408772763,0.37309163070852064,0.9561571388693942,0.25041572810193735,0.9500488281249999,605,0.00419899638739784,True,2,93,0.04193202582295423,False,"alpha_e~pi/4,alpha_p~pi",D_W,D_W,mixing_angles,"alpha_e=0.78670421, alpha_p=2.9846664",lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,0.004215429226580709,1.0,nan,2.344203852299449,6.007712486299049,7,7,polarization_cluster_03_local_minimum_605,dw_mixing_angles_polarization_03_local_minimum_605,polarization_cluster_member
electron,gradient_local_minimum_0614,gradient,gradient,gradient_local_minimum,0.00051099895,1.2627555883448522,1.1237239822771659,0.1703755251612236,0.005932691213753665,0.0,0.0,3.141592653589793,0.0,0.09485742695832675,0.7820191622847925,0.1291069058985474,1.5545484153029616,3.278186184837094,1.6341363614380375,0.13693876289531598,-0.6930734125136558,0.028996655418163188,0.13958630153862975,-0.027393751930069696,0.9311929209532782,1.6426210646481725,1.0585801600410851,0.542508932720145,3.094499267248967,177.3017477196916,0.016424033805438817,0.017225485549487947,0.016424033805438817,0.017225485549487947,False,,gradient,1040002475,0.785733145891275,0.0990409197818904,1.0000000000000002,9907.522030345888,0.9995878312888733,1.0,0.8752422652071532,0.32241694965602574,0.33648329607335303,-0.3364034464593384,-0.44489136438951427,0.6634592734845987,0.6646785268289233,0.6641814980595159,0.9391363402182028,0.9387847021617697,0.9396464438757726,0.00451842163202661,1.156295336735684,0.8820759066520878,1.3139182609145372e-06,1.4470756685147634e-06,8.330963350844378e-07,0.03698851200021036,0.028801201662017096,0.03706068392597966,0.06578971366222745,0.004165827094865932,0.1864135724181273,0.1266406817410334,0.03698851200021036,0.1040483734125634,0.17789369753376322,0.17789369753376322,0.07267320747442496,0.7563165888040093,0.7563165888040091,0.1040483734125634,1040,sobol_screened,0.3412664501455049,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,35,2541,621,0.8197094338893561,0.3412664501455049,0.02133234500197955,0.00451842163202661,87,73,False,1e-05,0.004518644126025874,True,0.07454417087137699,0.4566203001886606,0.5900656478479505,0.5932806264609098,0.14415996242314577,0.5680985199287534,0.26414227299392223,0.948387835174799,0.034446443570767,0.24892443054041563,0.4948281291422779,0.5348959487272765,0.020548002261053997,0.5217395356923852,0.25010662823948354,0.031525703903311476,614,0.004501988792843741,True,2,93,0.03954705458736692,False,"alpha_e~pi/4,alpha_p~pi",D_W,D_W,mixing_angles,"alpha_e=0.78573315, alpha_p=0.09904092",lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,0.00451842163202661,1.0,nan,0.1291069058985474,3.278186184837094,8,8,polarization_cluster_03_local_minimum_614,dw_mixing_angles_polarization_03_local_minimum_614,polarization_cluster_member
electron,gradient_local_minimum_0627,gradient,gradient,gradient_local_minimum,0.00051099895,1.1259217358747295,1.061094593273724,0.11595366193162729,0.003813069367131261,0.0,0.0,3.141592653589793,0.0,0.061545789675188,2.3286032837682766,4.265552036608153,2.3502599590638296,1.0703024875924394,0.7294146531735464,4.2082733022867505,-0.03277591299810512,0.02491163538278579,0.17744862574338233,-0.014016716461094281,0.9630548422561758,1.713571923570503,0.9953202390142343,0.5705027432393225,3.0796243876877045,176.44947990006588,0.0021203256950183625,0.00756778515586504,0.0021203256950183625,0.00756778515586504,False,,gradient,1497010799,0.7794121466896515,2.9513103815609587,1.0,82150.1206283684,0.9991710384335278,1.0000000000000002,1.0304611062602964,0.3402419289798197,0.2937366832619694,-0.3312280079269205,-0.43116954365210725,0.6630756906333831,0.6651939653246878,0.6638196224666673,0.939232129878422,0.9382594372411199,0.9397575075841033,0.004813483020748381,1.1561843310194357,0.8818757725538424,4.610782637026745e-06,4.908891296451223e-06,4.6703845153484025e-06,0.1673837983342505,0.1322238419494598,0.19785834220334053,0.2996076402837103,0.048054522061485395,-1.1962675587517742,0.32078302152762644,0.1673837983342505,0.10175209079694153,0.5982010667695925,0.5982010667695925,0.039360875888082014,0.10219129294669721,0.10219129294669721,0.10175209079694153,1497,sobol_screened,0.585007059358109,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,10832,522,99989309.21507166,0.585007059358109,0.10690785383459883,0.004813483020748381,462,448,False,1e-05,0.004813518764138219,True,0.0067879557609558105,0.7371744783595204,0.8661249252036214,0.4728420777246356,0.5263906819745898,0.09790399484336376,0.18925818987190723,0.0690480675548315,0.01884589577366033,0.7412174462234814,0.7481109800719281,0.5082647022857048,0.6788836916418889,0.1703439315038887,0.24809459170304696,0.9394312716477086,627,0.004797050181565512,True,2,93,0.0525820557580635,False,"alpha_e~pi/4,alpha_p~pi",D_W,D_W,mixing_angles,"alpha_e=0.77941215, alpha_p=2.9513104",lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,0.004813483020748381,1.0000000000000002,nan,4.265552036608153,1.0703024875924394,9,9,polarization_cluster_03_local_minimum_627,dw_mixing_angles_polarization_03_local_minimum_627,polarization_cluster_member
