Q2,t,squared_amplitude_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3,row_index,row_h_out,row_s_out,row_lambda,col_index,col_h_out,col_s_out,col_lambda,rho_real,rho_imag,rho_abs,rho_phase
2.5000000000000000e+00,-7.2500000000000009e-01,2.3413917654939223e+02,9.9999999999999989e-01,True,1,1,1.7856299424010556e-17,3.5180464584826618e-17,1.9301445205915430e-01,0.0000000000000000e+00,1.9301445563739963e-01,1.9301445563740077e-01,0.0000000000000000e+00,-1.5565125175241596e-33,1.3813061389145176e-09,1.3813065830037274e-09,0,-1,-1,-1,0,-1,-1,-1,3.5823881163245402e-01,7.5477605916361204e-18,3.5823881163245402e-01,2.1069075562309464e-17
2.5000000000000000e+00,-7.2500000000000009e-01,2.3413917654939223e+02,9.9999999999999989e-01,True,1,1,1.7856299424010556e-17,3.5180464584826618e-17,1.9301445205915430e-01,0.0000000000000000e+00,1.9301445563739963e-01,1.9301445563740077e-01,0.0000000000000000e+00,-1.5565125175241596e-33,1.3813061389145176e-09,1.3813065830037274e-09,0,-1,-1,-1,1,-1,-1,1,1.8476849525869532e-02,5.3707018474410048e-02,5.6796459412645148e-02,1.2394494622563799e+00
2.5000000000000000e+00,-7.2500000000000009e-01,2.3413917654939223e+02,9.9999999999999989e-01,True,1,1,1.7856299424010556e-17,3.5180464584826618e-17,1.9301445205915430e-01,0.0000000000000000e+00,1.9301445563739963e-01,1.9301445563740077e-01,0.0000000000000000e+00,-1.5565125175241596e-33,1.3813061389145176e-09,1.3813065830037274e-09,0,-1,-1,-1,2,-1,1,-1,4.7599540341050239e-02,-9.5004049294387091e-02,1.0626140231998447e-01,-1.1063279051939903e+00
2.5000000000000000e+00,-7.2500000000000009e-01,2.3413917654939223e+02,9.9999999999999989e-01,True,1,1,1.7856299424010556e-17,3.5180464584826618e-17,1.9301445205915430e-01,0.0000000000000000e+00,1.9301445563739963e-01,1.9301445563740077e-01,0.0000000000000000e+00,-1.5565125175241596e-33,1.3813061389145176e-09,1.3813065830037274e-09,0,-1,-1,-1,3,-1,1,1,-1.9741025220369243e-02,-3.4277358114008167e-03,2.0036403108941836e-02,-2.9696715899936947e+00
2.5000000000000000e+00,-7.2500000000000009e-01,2.3413917654939223e+02,9.9999999999999989e-01,True,1,1,1.7856299424010556e-17,3.5180464584826618e-17,1.9301445205915430e-01,0.0000000000000000e+00,1.9301445563739963e-01,1.9301445563740077e-01,0.0000000000000000e+00,-1.5565125175241596e-33,1.3813061389145176e-09,1.3813065830037274e-09,0,-1,-1,-1,4,1,-1,-1,8.1546338294668830e-18,-2.8888515299446628e-17,3.0017401105009866e-17,-1.2956751560069186e+00
2.5000000000000000e+00,-7.2500000000000009e-01,2.3413917654939223e+02,9.9999999999999989e-01,True,1,1,1.7856299424010556e-17,3.5180464584826618e-17,1.9301445205915430e-01,0.0000000000000000e+00,1.9301445563739963e-01,1.9301445563740077e-01,0.0000000000000000e+00,-1.5565125175241596e-33,1.3813061389145176e-09,1.3813065830037274e-09,0,-1,-1,-1,5,1,-1,1,-1.2720240212127520e-18,-2.6898093221103742e-17,2.6928153743651445e-17,-1.6180516111621583e+00
2.5000000000000000e+00,-7.2500000000000009e-01,2.3413917654939223e+02,9.9999999999999989e-01,True,1,1,1.7856299424010556e-17,3.5180464584826618e-17,1.9301445205915430e-01,0.0000000000000000e+00,1.9301445563739963e-01,1.9301445563740077e-01,0.0000000000000000e+00,-1.5565125175241596e-33,1.3813061389145176e-09,1.3813065830037274e-09,0,-1,-1,-1,6,1,1,-1,8.2848328786215795e-18,2.4939960794396278e-18,8.6520790721623300e-18,2.9240290134261715e-01
2.5000000000000000e+00,-7.2500000000000009e-01,2.3413917654939223e+02,9.9999999999999989e-01,True,1,1,1.7856299424010556e-17,3.5180464584826618e-17,1.9301445205915430e-01,0.0000000000000000e+00,1.9301445563739963e-01,1.9301445563740077e-01,0.0000000000000000e+00,-1.5565125175241596e-33,1.3813061389145176e-09,1.3813065830037274e-09,0,-1,-1,-1,7,1,1,1,1.1601188538047496e-17,-4.4050468605532009e-19,1.1609548650734072e-17,-3.7952418871325444e-02
2.5000000000000000e+00,-7.2500000000000009e-01,2.3413917654939223e+02,9.9999999999999989e-01,True,1,1,1.7856299424010556e-17,3.5180464584826618e-17,1.9301445205915430e-01,0.0000000000000000e+00,1.9301445563739963e-01,1.9301445563740077e-01,0.0000000000000000e+00,-1.5565125175241596e-33,1.3813061389145176e-09,1.3813065830037274e-09,1,-1,-1,1,0,-1,-1,-1,1.8476849525869532e-02,-5.3707018474410055e-02,5.6796459412645155e-02,-1.2394494622563799e+00
2.5000000000000000e+00,-7.2500000000000009e-01,2.3413917654939223e+02,9.9999999999999989e-01,True,1,1,1.7856299424010556e-17,3.5180464584826618e-17,1.9301445205915430e-01,0.0000000000000000e+00,1.9301445563739963e-01,1.9301445563740077e-01,0.0000000000000000e+00,-1.5565125175241596e-33,1.3813061389145176e-09,1.3813065830037274e-09,1,-1,-1,1,1,-1,-1,1,1.5137171229183150e-02,-5.8911336488737029e-20,1.5137171229183150e-02,-3.8918326017982211e-18
