Q2,t,squared_amplitude_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3,row_index,row_h_out,row_s_out,row_lambda,col_index,col_h_out,col_s_out,col_lambda,rho_real,rho_imag,rho_abs,rho_phase
1.2500000000000000e+00,-2.0000000000000001e-01,5.1616722758379888e+02,1.0000000000000002e+00,True,1,1,9.2641410435310561e-17,7.5193081037540697e-17,5.9038822985121964e-01,0.0000000000000000e+00,5.9038823510103100e-01,5.9038823510103100e-01,0.0000000000000000e+00,-1.4236430363361830e-32,6.1988536526058624e-09,6.1988536526058624e-09,0,-1,-1,-1,0,-1,-1,-1,1.2778503314665660e-01,-1.4022488998536577e-18,1.2778503314665660e-01,-1.0973498737088575e-17
1.2500000000000000e+00,-2.0000000000000001e-01,5.1616722758379888e+02,1.0000000000000002e+00,True,1,1,9.2641410435310561e-17,7.5193081037540697e-17,5.9038822985121964e-01,0.0000000000000000e+00,5.9038823510103100e-01,5.9038823510103100e-01,0.0000000000000000e+00,-1.4236430363361830e-32,6.1988536526058624e-09,6.1988536526058624e-09,0,-1,-1,-1,1,-1,-1,1,4.3819964606748134e-02,-8.2579057525774907e-02,9.3485239690455413e-02,-1.0829362133703018e+00
1.2500000000000000e+00,-2.0000000000000001e-01,5.1616722758379888e+02,1.0000000000000002e+00,True,1,1,9.2641410435310561e-17,7.5193081037540697e-17,5.9038822985121964e-01,0.0000000000000000e+00,5.9038823510103100e-01,5.9038823510103100e-01,0.0000000000000000e+00,-1.4236430363361830e-32,6.1988536526058624e-09,6.1988536526058624e-09,0,-1,-1,-1,2,-1,1,-1,-3.8961281515995191e-02,-1.1238227372882893e-01,1.1894434373197434e-01,-1.9045151314133215e+00
1.2500000000000000e+00,-2.0000000000000001e-01,5.1616722758379888e+02,1.0000000000000002e+00,True,1,1,9.2641410435310561e-17,7.5193081037540697e-17,5.9038822985121964e-01,0.0000000000000000e+00,5.9038823510103100e-01,5.9038823510103100e-01,0.0000000000000000e+00,-1.4236430363361830e-32,6.1988536526058624e-09,6.1988536526058624e-09,0,-1,-1,-1,3,-1,1,1,5.0000304557737158e-04,2.3710905298885004e-03,2.4232361309855003e-03,1.3629665084030296e+00
1.2500000000000000e+00,-2.0000000000000001e-01,5.1616722758379888e+02,1.0000000000000002e+00,True,1,1,9.2641410435310561e-17,7.5193081037540697e-17,5.9038822985121964e-01,0.0000000000000000e+00,5.9038823510103100e-01,5.9038823510103100e-01,0.0000000000000000e+00,-1.4236430363361830e-32,6.1988536526058624e-09,6.1988536526058624e-09,0,-1,-1,-1,4,1,-1,-1,1.2624984271041217e-17,3.1771634462005119e-17,3.4188111738312039e-17,1.1925622383866066e+00
1.2500000000000000e+00,-2.0000000000000001e-01,5.1616722758379888e+02,1.0000000000000002e+00,True,1,1,9.2641410435310561e-17,7.5193081037540697e-17,5.9038822985121964e-01,0.0000000000000000e+00,5.9038823510103100e-01,5.9038823510103100e-01,0.0000000000000000e+00,-1.4236430363361830e-32,6.1988536526058624e-09,6.1988536526058624e-09,0,-1,-1,-1,5,1,-1,1,5.3178072689527802e-18,1.2458512831965407e-17,1.3545981549299915e-17,1.1673671529640939e+00
1.2500000000000000e+00,-2.0000000000000001e-01,5.1616722758379888e+02,1.0000000000000002e+00,True,1,1,9.2641410435310561e-17,7.5193081037540697e-17,5.9038822985121964e-01,0.0000000000000000e+00,5.9038823510103100e-01,5.9038823510103100e-01,0.0000000000000000e+00,-1.4236430363361830e-32,6.1988536526058624e-09,6.1988536526058624e-09,0,-1,-1,-1,6,1,1,-1,5.4549938811099861e-18,4.1069417838618342e-19,5.4704321539625818e-18,7.5145975243759849e-02
1.2500000000000000e+00,-2.0000000000000001e-01,5.1616722758379888e+02,1.0000000000000002e+00,True,1,1,9.2641410435310561e-17,7.5193081037540697e-17,5.9038822985121964e-01,0.0000000000000000e+00,5.9038823510103100e-01,5.9038823510103100e-01,0.0000000000000000e+00,-1.4236430363361830e-32,6.1988536526058624e-09,6.1988536526058624e-09,0,-1,-1,-1,7,1,1,1,4.8449313944608998e-18,-2.7076171842018751e-18,5.5501847746915713e-18,-5.0961672569410144e-01
1.2500000000000000e+00,-2.0000000000000001e-01,5.1616722758379888e+02,1.0000000000000002e+00,True,1,1,9.2641410435310561e-17,7.5193081037540697e-17,5.9038822985121964e-01,0.0000000000000000e+00,5.9038823510103100e-01,5.9038823510103100e-01,0.0000000000000000e+00,-1.4236430363361830e-32,6.1988536526058624e-09,6.1988536526058624e-09,1,-1,-1,1,0,-1,-1,-1,4.3819964606748134e-02,8.2579057525774907e-02,9.3485239690455413e-02,1.0829362133703018e+00
1.2500000000000000e+00,-2.0000000000000001e-01,5.1616722758379888e+02,1.0000000000000002e+00,True,1,1,9.2641410435310561e-17,7.5193081037540697e-17,5.9038822985121964e-01,0.0000000000000000e+00,5.9038823510103100e-01,5.9038823510103100e-01,0.0000000000000000e+00,-1.4236430363361830e-32,6.1988536526058624e-09,6.1988536526058624e-09,1,-1,-1,1,1,-1,-1,1,1.0671380291391552e-01,2.2298324416567597e-19,1.0671380291391552e-01,2.0895445394777403e-18
