Q2,t,squared_amplitude_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3,row_index,row_h_out,row_s_out,row_lambda,col_index,col_h_out,col_s_out,col_lambda,rho_real,rho_imag,rho_abs,rho_phase
2.7500000000000000e+00,-4.2499999999999999e-01,6.2726947879688862e+02,1.0000000000000000e+00,True,1,1,7.4134931331322101e-17,1.1136643288881135e-16,1.8072554275484146e-01,0.0000000000000000e+00,1.8072554461355628e-01,1.8072554461355689e-01,0.0000000000000000e+00,-1.7898470417877965e-32,6.7183449081742452e-10,6.7183471286202945e-10,0,-1,-1,-1,0,-1,-1,-1,3.3258333861818778e-01,2.7001155284744761e-18,3.3258333861818778e-01,8.1186133367139644e-18
2.7500000000000000e+00,-4.2499999999999999e-01,6.2726947879688862e+02,1.0000000000000000e+00,True,1,1,7.4134931331322101e-17,1.1136643288881135e-16,1.8072554275484146e-01,0.0000000000000000e+00,1.8072554461355628e-01,1.8072554461355689e-01,0.0000000000000000e+00,-1.7898470417877965e-32,6.7183449081742452e-10,6.7183471286202945e-10,0,-1,-1,-1,1,-1,-1,1,3.5187782554338902e-02,3.7315757693368722e-02,5.1289821732207690e-02,8.1473968825245868e-01
2.7500000000000000e+00,-4.2499999999999999e-01,6.2726947879688862e+02,1.0000000000000000e+00,True,1,1,7.4134931331322101e-17,1.1136643288881135e-16,1.8072554275484146e-01,0.0000000000000000e+00,1.8072554461355628e-01,1.8072554461355689e-01,0.0000000000000000e+00,-1.7898470417877965e-32,6.7183449081742452e-10,6.7183471286202945e-10,0,-1,-1,-1,2,-1,1,-1,6.2240026566572466e-02,-1.1283988875206950e-01,1.2886683592215287e-01,-1.0667422274388538e+00
2.7500000000000000e+00,-4.2499999999999999e-01,6.2726947879688862e+02,1.0000000000000000e+00,True,1,1,7.4134931331322101e-17,1.1136643288881135e-16,1.8072554275484146e-01,0.0000000000000000e+00,1.8072554461355628e-01,1.8072554461355689e-01,0.0000000000000000e+00,-1.7898470417877965e-32,6.7183449081742452e-10,6.7183471286202945e-10,0,-1,-1,-1,3,-1,1,1,-1.4510107571569824e-02,3.2291880753372121e-04,1.4513700365337123e-02,3.1193415771801076e+00
2.7500000000000000e+00,-4.2499999999999999e-01,6.2726947879688862e+02,1.0000000000000000e+00,True,1,1,7.4134931331322101e-17,1.1136643288881135e-16,1.8072554275484146e-01,0.0000000000000000e+00,1.8072554461355628e-01,1.8072554461355689e-01,0.0000000000000000e+00,-1.7898470417877965e-32,6.7183449081742452e-10,6.7183471286202945e-10,0,-1,-1,-1,4,1,-1,-1,6.0739657979560712e-18,-1.5609813514022422e-17,1.6749905625325093e-17,-1.1997112486507224e+00
2.7500000000000000e+00,-4.2499999999999999e-01,6.2726947879688862e+02,1.0000000000000000e+00,True,1,1,7.4134931331322101e-17,1.1136643288881135e-16,1.8072554275484146e-01,0.0000000000000000e+00,1.8072554461355628e-01,1.8072554461355689e-01,0.0000000000000000e+00,-1.7898470417877965e-32,6.7183449081742452e-10,6.7183471286202945e-10,0,-1,-1,-1,5,1,-1,1,-1.4041601154931128e-17,-2.3242080803703383e-17,2.7154389757091586e-17,-2.1142584976408085e+00
2.7500000000000000e+00,-4.2499999999999999e-01,6.2726947879688862e+02,1.0000000000000000e+00,True,1,1,7.4134931331322101e-17,1.1136643288881135e-16,1.8072554275484146e-01,0.0000000000000000e+00,1.8072554461355628e-01,1.8072554461355689e-01,0.0000000000000000e+00,-1.7898470417877965e-32,6.7183449081742452e-10,6.7183471286202945e-10,0,-1,-1,-1,6,1,1,-1,7.5954820696724344e-18,-5.7221986947912110e-18,9.5097269031968355e-18,-6.4565361328104276e-01
2.7500000000000000e+00,-4.2499999999999999e-01,6.2726947879688862e+02,1.0000000000000000e+00,True,1,1,7.4134931331322101e-17,1.1136643288881135e-16,1.8072554275484146e-01,0.0000000000000000e+00,1.8072554461355628e-01,1.8072554461355689e-01,0.0000000000000000e+00,-1.7898470417877965e-32,6.7183449081742452e-10,6.7183471286202945e-10,0,-1,-1,-1,7,1,1,1,1.5513493160796293e-17,-5.0468493303225386e-18,1.6313772041224874e-17,-3.1452128547741592e-01
2.7500000000000000e+00,-4.2499999999999999e-01,6.2726947879688862e+02,1.0000000000000000e+00,True,1,1,7.4134931331322101e-17,1.1136643288881135e-16,1.8072554275484146e-01,0.0000000000000000e+00,1.8072554461355628e-01,1.8072554461355689e-01,0.0000000000000000e+00,-1.7898470417877965e-32,6.7183449081742452e-10,6.7183471286202945e-10,1,-1,-1,1,0,-1,-1,-1,3.5187782554338902e-02,-3.7315757693368722e-02,5.1289821732207690e-02,-8.1473968825245868e-01
2.7500000000000000e+00,-4.2499999999999999e-01,6.2726947879688862e+02,1.0000000000000000e+00,True,1,1,7.4134931331322101e-17,1.1136643288881135e-16,1.8072554275484146e-01,0.0000000000000000e+00,1.8072554461355628e-01,1.8072554461355689e-01,0.0000000000000000e+00,-1.7898470417877965e-32,6.7183449081742452e-10,6.7183471286202945e-10,1,-1,-1,1,1,-1,-1,1,1.1846798642378056e-02,-3.5137345625976351e-19,1.1846798642378056e-02,-2.9659781251184573e-17
2.7500000000000000e+00,-4.2499999999999999e-01,6.2726947879688862e+02,1.0000000000000000e+00,True,1,1,7.4134931331322101e-17,1.1136643288881135e-16,1.8072554275484146e-01,0.0000000000000000e+00,1.8072554461355628e-01,1.8072554461355689e-01,0.0000000000000000e+00,-1.7898470417877965e-32,6.7183449081742452e-10,6.7183471286202945e-10,1,-1,-1,1,2,-1,1,-1,3.0266043527832705e-03,-3.6222937014589625e-02,3.6349160923894980e-02,-1.4874350473613536e+00
2.7500000000000000e+00,-4.2499999999999999e-01,6.2726947879688862e+02,1.0000000000000000e+00,True,1,1,7.4134931331322101e-17,1.1136643288881135e-16,1.8072554275484146e-01,0.0000000000000000e+00,1.8072554461355628e-01,1.8072554461355689e-01,0.0000000000000000e+00,-1.7898470417877965e-32,6.7183449081742452e-10,6.7183471286202945e-10,1,-1,-1,1,3,-1,1,1,3.4924894904944511e-03,4.1761795701261636e-03,5.4440755545044871e-03,8.7431675603469250e-01
2.7500000000000000e+00,-4.2499999999999999e-01,6.2726947879688862e+02,1.0000000000000000e+00,True,1,1,7.4134931331322101e-17,1.1136643288881135e-16,1.8072554275484146e-01,0.0000000000000000e+00,1.8072554461355628e-01,1.8072554461355689e-01,0.0000000000000000e+00,-1.7898470417877965e-32,6.7183449081742452e-10,6.7183471286202945e-10,1,-1,-1,1,4,1,-1,-1,5.3002664406361925e-19,6.5418000796084702e-19,8.4194995470811473e-19,8.8985751411542258e-01
