Q2,t,squared_amplitude_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3,row_index,row_h_out,row_s_out,row_lambda,col_index,col_h_out,col_s_out,col_lambda,rho_real,rho_imag,rho_abs,rho_phase
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,0,-1,-1,-1,0,-1,-1,-1,3.2930438130330586e-01,1.4611942629326470e-18,3.2930438130330586e-01,4.4372147651045484e-18
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,0,-1,-1,-1,1,-1,-1,1,2.8895523290495058e-02,6.4777530380083520e-02,7.0930104387165432e-02,1.1512126859118554e+00
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,0,-1,-1,-1,2,-1,1,-1,6.1715424206295236e-02,-1.0209717053867708e-01,1.1930056922314614e-01,-1.0270911801208076e+00
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,0,-1,-1,-1,3,-1,1,1,-1.9616742927826791e-02,1.0147542246972392e-05,1.9616745552436983e-02,3.1410753637736812e+00
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,0,-1,-1,-1,4,1,-1,-1,-4.5611716249888283e-18,1.6731294592226413e-17,1.7341871448158874e-17,1.8369421900353924e+00
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,0,-1,-1,-1,5,1,-1,1,3.8846006673175458e-18,9.5377287620307674e-18,1.0298465530485251e-17,1.1840231850442509e+00
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,0,-1,-1,-1,6,1,1,-1,-2.7844677360252224e-18,-2.7663527586526421e-18,3.9250437141859338e-18,-2.3594579560313989e+00
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,0,-1,-1,-1,7,1,1,1,-5.0554436999357075e-18,-1.3693539792862476e-19,5.0572979254168432e-18,-3.1145125531300359e+00
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,1,-1,-1,1,0,-1,-1,-1,2.8895523290495058e-02,-6.4777530380083520e-02,7.0930104387165432e-02,-1.1512126859118554e+00
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,1,-1,-1,1,1,-1,-1,1,2.8501998449399504e-02,1.9687807529575225e-20,2.8501998449399504e-02,6.9075182796489201e-19
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,1,-1,-1,1,2,-1,1,-1,1.1254329054185813e-03,-4.3214274489015624e-02,4.3228926875838423e-02,-1.5447591299763928e+00
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,1,-1,-1,1,3,-1,1,1,7.4669179093759122e-03,2.5549778947424696e-02,2.6618528646933603e-02,1.2864648817856323e+00
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,1,-1,-1,1,4,1,-1,-1,9.9691361782113596e-19,6.5808123090582718e-19,1.1945324055327066e-18,5.8345562245057925e-01
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,1,-1,-1,1,5,1,-1,1,5.9970372656210518e-18,9.0066542693767145e-21,5.9970440289419876e-18,1.5018495131502360e-03
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,1,-1,-1,1,6,1,1,-1,6.7262028657347830e-20,4.8858004998531759e-18,4.8862634706762021e-18,1.5570303574630160e+00
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,1,-1,-1,1,7,1,1,1,1.9150617961491777e-18,1.2760752629523664e-18,2.3012669901141555e-18,5.8777387911990164e-01
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,2,-1,1,-1,0,-1,-1,-1,6.1715424206295236e-02,1.0209717053867708e-01,1.1930056922314614e-01,1.0270911801208076e+00
2.0000000000000000e+00,-8.0000000000000004e-01,1.3297684653239287e+02,9.9999999999999989e-01,True,1,1,2.0014031065848747e-17,3.5895073523066135e-17,2.5546308572068216e-01,2.1073424255447017e-08,2.5546308624037056e-01,2.5546308624037056e-01,6.2163095532485089e-09,4.4408920985006271e-16,2.6552240961486007e-10,2.6552240961486007e-10,2,-1,1,-1,1,-1,-1,1,1.1254329054185813e-03,4.3214274489015624e-02,4.3228926875838423e-02,1.5447591299763928e+00
