Q2,t,squared_amplitude_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3,row_index,row_h_out,row_s_out,row_lambda,col_index,col_h_out,col_s_out,col_lambda,rho_real,rho_imag,rho_abs,rho_phase
1.0000000000000000e+00,-8.0000000000000004e-01,9.1243618563907546e+01,1.0000000000000000e+00,True,1,1,4.7747783510929100e-17,1.6489707977571095e-16,4.3586732768869724e-01,0.0000000000000000e+00,4.3586733216442652e-01,4.3586733216442652e-01,0.0000000000000000e+00,-2.9470897748763738e-32,3.9016483377452005e-09,3.9016483377452005e-09,0,-1,-1,-1,0,-1,-1,-1,2.1476918999498684e-01,4.5312385553157039e-18,2.1476918999498684e-01,2.1098177794596480e-17
1.0000000000000000e+00,-8.0000000000000004e-01,9.1243618563907546e+01,1.0000000000000000e+00,True,1,1,4.7747783510929100e-17,1.6489707977571095e-16,4.3586732768869724e-01,0.0000000000000000e+00,4.3586733216442652e-01,4.3586733216442652e-01,0.0000000000000000e+00,-2.9470897748763738e-32,3.9016483377452005e-09,3.9016483377452005e-09,0,-1,-1,-1,1,-1,-1,1,5.4214965464792882e-02,6.5132583680002964e-02,8.4743825363157124e-02,8.7662179481689284e-01
1.0000000000000000e+00,-8.0000000000000004e-01,9.1243618563907546e+01,1.0000000000000000e+00,True,1,1,4.7747783510929100e-17,1.6489707977571095e-16,4.3586732768869724e-01,0.0000000000000000e+00,4.3586733216442652e-01,4.3586733216442652e-01,0.0000000000000000e+00,-2.9470897748763738e-32,3.9016483377452005e-09,3.9016483377452005e-09,0,-1,-1,-1,2,-1,1,-1,5.4779045495901443e-02,-1.0818810996333546e-01,1.2126586891158124e-01,-1.1020963749250565e+00
1.0000000000000000e+00,-8.0000000000000004e-01,9.1243618563907546e+01,1.0000000000000000e+00,True,1,1,4.7747783510929100e-17,1.6489707977571095e-16,4.3586732768869724e-01,0.0000000000000000e+00,4.3586733216442652e-01,4.3586733216442652e-01,0.0000000000000000e+00,-2.9470897748763738e-32,3.9016483377452005e-09,3.9016483377452005e-09,0,-1,-1,-1,3,-1,1,1,-8.4565823451702351e-03,2.8286250267465242e-03,8.9171130138953423e-03,2.8188032901275841e+00
1.0000000000000000e+00,-8.0000000000000004e-01,9.1243618563907546e+01,1.0000000000000000e+00,True,1,1,4.7747783510929100e-17,1.6489707977571095e-16,4.3586732768869724e-01,0.0000000000000000e+00,4.3586733216442652e-01,4.3586733216442652e-01,0.0000000000000000e+00,-2.9470897748763738e-32,3.9016483377452005e-09,3.9016483377452005e-09,0,-1,-1,-1,4,1,-1,-1,2.5438190683009163e-17,1.7997151265200651e-17,3.1160856838149488e-17,6.1573214832785450e-01
1.0000000000000000e+00,-8.0000000000000004e-01,9.1243618563907546e+01,1.0000000000000000e+00,True,1,1,4.7747783510929100e-17,1.6489707977571095e-16,4.3586732768869724e-01,0.0000000000000000e+00,4.3586733216442652e-01,4.3586733216442652e-01,0.0000000000000000e+00,-2.9470897748763738e-32,3.9016483377452005e-09,3.9016483377452005e-09,0,-1,-1,-1,5,1,-1,1,-7.8690742984436368e-18,1.2500261304893487e-17,1.4770878883974497e-17,2.1326342105276814e+00
1.0000000000000000e+00,-8.0000000000000004e-01,9.1243618563907546e+01,1.0000000000000000e+00,True,1,1,4.7747783510929100e-17,1.6489707977571095e-16,4.3586732768869724e-01,0.0000000000000000e+00,4.3586733216442652e-01,4.3586733216442652e-01,0.0000000000000000e+00,-2.9470897748763738e-32,3.9016483377452005e-09,3.9016483377452005e-09,0,-1,-1,-1,6,1,1,-1,-2.2470508445138121e-18,-1.3113664041324046e-17,1.3304789441646401e-17,-1.7405000872611966e+00
1.0000000000000000e+00,-8.0000000000000004e-01,9.1243618563907546e+01,1.0000000000000000e+00,True,1,1,4.7747783510929100e-17,1.6489707977571095e-16,4.3586732768869724e-01,0.0000000000000000e+00,4.3586733216442652e-01,4.3586733216442652e-01,0.0000000000000000e+00,-2.9470897748763738e-32,3.9016483377452005e-09,3.9016483377452005e-09,0,-1,-1,-1,7,1,1,1,5.7973998745328180e-19,9.1907300222426022e-19,1.0866432885127696e-18,1.0080458588488914e+00
1.0000000000000000e+00,-8.0000000000000004e-01,9.1243618563907546e+01,1.0000000000000000e+00,True,1,1,4.7747783510929100e-17,1.6489707977571095e-16,4.3586732768869724e-01,0.0000000000000000e+00,4.3586733216442652e-01,4.3586733216442652e-01,0.0000000000000000e+00,-2.9470897748763738e-32,3.9016483377452005e-09,3.9016483377452005e-09,1,-1,-1,1,0,-1,-1,-1,5.4214965464792882e-02,-6.5132583680002964e-02,8.4743825363157124e-02,-8.7662179481689284e-01
1.0000000000000000e+00,-8.0000000000000004e-01,9.1243618563907546e+01,1.0000000000000000e+00,True,1,1,4.7747783510929100e-17,1.6489707977571095e-16,4.3586732768869724e-01,0.0000000000000000e+00,4.3586733216442652e-01,4.3586733216442652e-01,0.0000000000000000e+00,-2.9470897748763738e-32,3.9016483377452005e-09,3.9016483377452005e-09,1,-1,-1,1,1,-1,-1,1,6.4418833199570938e-02,-4.5298424334309605e-19,6.4418833199570938e-02,-7.0318604178958211e-18
