Q2,t,squared_amplitude_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3,row_index,row_h_out,row_s_out,row_lambda,col_index,col_h_out,col_s_out,col_lambda,rho_real,rho_imag,rho_abs,rho_phase
2.7500000000000000e+00,-2.0000000000000001e-01,9.5835955001701132e+02,1.0000000000000000e+00,True,1,1,2.3262747163003538e-16,2.5650012068359068e-16,4.0028122217639300e-01,0.0000000000000000e+00,4.0028122543203276e-01,4.0028122543203248e-01,0.0000000000000000e+00,-1.1990785246767949e-31,2.6063429470202237e-09,2.6063427249756188e-09,0,-1,-1,-1,0,-1,-1,-1,1.7604849694769156e-01,-3.1050825121382781e-18,1.7604849694769156e-01,-1.7637654203096527e-17
2.7500000000000000e+00,-2.0000000000000001e-01,9.5835955001701132e+02,1.0000000000000000e+00,True,1,1,2.3262747163003538e-16,2.5650012068359068e-16,4.0028122217639300e-01,0.0000000000000000e+00,4.0028122543203276e-01,4.0028122543203248e-01,0.0000000000000000e+00,-1.1990785246767949e-31,2.6063429470202237e-09,2.6063427249756188e-09,0,-1,-1,-1,1,-1,-1,1,6.3265297542233714e-02,-2.4944189982529130e-02,6.8005223968397227e-02,-3.7556493261544560e-01
2.7500000000000000e+00,-2.0000000000000001e-01,9.5835955001701132e+02,1.0000000000000000e+00,True,1,1,2.3262747163003538e-16,2.5650012068359068e-16,4.0028122217639300e-01,0.0000000000000000e+00,4.0028122543203276e-01,4.0028122543203248e-01,0.0000000000000000e+00,-1.1990785246767949e-31,2.6063429470202237e-09,2.6063427249756188e-09,0,-1,-1,-1,2,-1,1,-1,7.6959939138037461e-02,-1.7271166844980476e-01,1.8908239645944228e-01,-1.1516092999829219e+00
2.7500000000000000e+00,-2.0000000000000001e-01,9.5835955001701132e+02,1.0000000000000000e+00,True,1,1,2.3262747163003538e-16,2.5650012068359068e-16,4.0028122217639300e-01,0.0000000000000000e+00,4.0028122543203276e-01,4.0028122543203248e-01,0.0000000000000000e+00,-1.1990785246767949e-31,2.6063429470202237e-09,2.6063427249756188e-09,0,-1,-1,-1,3,-1,1,1,-6.9926177154384381e-03,6.5266385043992953e-03,9.5652345857992916e-03,2.3906486644775926e+00
2.7500000000000000e+00,-2.0000000000000001e-01,9.5835955001701132e+02,1.0000000000000000e+00,True,1,1,2.3262747163003538e-16,2.5650012068359068e-16,4.0028122217639300e-01,0.0000000000000000e+00,4.0028122543203276e-01,4.0028122543203248e-01,0.0000000000000000e+00,-1.1990785246767949e-31,2.6063429470202237e-09,2.6063427249756188e-09,0,-1,-1,-1,4,1,-1,-1,3.5943847451520666e-19,4.6889160647086583e-17,4.6890538301508704e-17,1.5631307719153018e+00
2.7500000000000000e+00,-2.0000000000000001e-01,9.5835955001701132e+02,1.0000000000000000e+00,True,1,1,2.3262747163003538e-16,2.5650012068359068e-16,4.0028122217639300e-01,0.0000000000000000e+00,4.0028122543203276e-01,4.0028122543203248e-01,0.0000000000000000e+00,-1.1990785246767949e-31,2.6063429470202237e-09,2.6063427249756188e-09,0,-1,-1,-1,5,1,-1,1,-9.9659627002764840e-18,4.4067692735137707e-18,1.0896789801280340e-17,2.7252591709707987e+00
2.7500000000000000e+00,-2.0000000000000001e-01,9.5835955001701132e+02,1.0000000000000000e+00,True,1,1,2.3262747163003538e-16,2.5650012068359068e-16,4.0028122217639300e-01,0.0000000000000000e+00,4.0028122543203276e-01,4.0028122543203248e-01,0.0000000000000000e+00,-1.1990785246767949e-31,2.6063429470202237e-09,2.6063427249756188e-09,0,-1,-1,-1,6,1,1,-1,1.0185756127096097e-17,-1.0718997272659543e-17,1.4786701133517185e-17,-8.1090076210210049e-01
2.7500000000000000e+00,-2.0000000000000001e-01,9.5835955001701132e+02,1.0000000000000000e+00,True,1,1,2.3262747163003538e-16,2.5650012068359068e-16,4.0028122217639300e-01,0.0000000000000000e+00,4.0028122543203276e-01,4.0028122543203248e-01,0.0000000000000000e+00,-1.1990785246767949e-31,2.6063429470202237e-09,2.6063427249756188e-09,0,-1,-1,-1,7,1,1,1,-1.2910084085541559e-17,1.0199025306620353e-17,1.6452671160052882e-17,2.4729762775272586e+00
2.7500000000000000e+00,-2.0000000000000001e-01,9.5835955001701132e+02,1.0000000000000000e+00,True,1,1,2.3262747163003538e-16,2.5650012068359068e-16,4.0028122217639300e-01,0.0000000000000000e+00,4.0028122543203276e-01,4.0028122543203248e-01,0.0000000000000000e+00,-1.1990785246767949e-31,2.6063429470202237e-09,2.6063427249756188e-09,1,-1,-1,1,0,-1,-1,-1,6.3265297542233714e-02,2.4944189982529133e-02,6.8005223968397241e-02,3.7556493261544566e-01
2.7500000000000000e+00,-2.0000000000000001e-01,9.5835955001701132e+02,1.0000000000000000e+00,True,1,1,2.3262747163003538e-16,2.5650012068359068e-16,4.0028122217639300e-01,0.0000000000000000e+00,4.0028122543203276e-01,4.0028122543203248e-01,0.0000000000000000e+00,-1.1990785246767949e-31,2.6063429470202237e-09,2.6063427249756188e-09,1,-1,-1,1,1,-1,-1,1,3.3061180551276464e-02,8.1028261226370213e-20,3.3061180551276464e-02,2.4508580720733451e-18
2.7500000000000000e+00,-2.0000000000000001e-01,9.5835955001701132e+02,1.0000000000000000e+00,True,1,1,2.3262747163003538e-16,2.5650012068359068e-16,4.0028122217639300e-01,0.0000000000000000e+00,4.0028122543203276e-01,4.0028122543203248e-01,0.0000000000000000e+00,-1.1990785246767949e-31,2.6063429470202237e-09,2.6063427249756188e-09,1,-1,-1,1,2,-1,1,-1,7.1665943620923586e-02,-4.4661967747773403e-02,8.4443465337351892e-02,-5.5730139039330051e-01
