detail_id,polarization_cluster_number,abs_t_GeV2,t_GeV2,sqrt_s_GeV,theta_gamma_out_rad,theta_p_out_rad,geometry_class,lepton_mass_GeV,k_dot_qout_GeV2,kp_dot_qout_GeV2,collinearity_rho,transverse_flip_abs2_sum,transverse_conserving_abs2_sum,transverse_flip_to_conserving_ratio,transverse_flip_to_conserving_amplitude_ratio,all_flip_abs2_sum,all_conserving_abs2_sum,all_flip_to_conserving_ratio,all_flip_to_conserving_amplitude_ratio,maximum_flip_to_conserving_amplitude_ratio,full_chain_flip_norm2,full_chain_conserving_norm2,full_chain_flip_to_conserving_ratio,full_chain_flip_to_conserving_amplitude_ratio,full_chain_flip_conserving_interference,full_chain_transverse_norm2,full_chain_longitudinal_norm2,full_chain_longitudinal_to_transverse_ratio,full_chain_longitudinal_transverse_interference,dGHZ,alpha_e,alpha_p
dghz_mixing_angles_polarization_02_local_minimum_323,2,0.018127821143253633,-0.018127821143253633,5.0,3.1349925419951266,0.0002181564512421431,noncollinear,0.00051099895,0.0001261250072337461,1.602231121885054,966.031269467344,104.5854611000639,102678.66434362592,0.0010185705255188816,0.03191505170791489,104.58600329818643,102678.75745428051,0.0010185748823923503,0.031915119965188136,0.03191555402951423,20861.323715080976,19184971.01416735,0.0010873784328199248,0.03297542164734099,-1275.1712168850427,19208231.26057777,447.13763854044123,2.327843893977522e-05,-4121.231550765044,0.0004354868918664579,0.6936431441142151,2.277092845570869
dghz_mixing_angles_polarization_04_local_minimum_186,4,0.018985678804662592,-0.018985678804662592,4.875698051949316,3.127910844277779,0.00017245807558103894,noncollinear,0.00051099895,0.0005126849630547881,1.5529501404218182,3926.816073665371,6.127508160809383,24524.284620711547,0.00024985471566556954,0.015806793339117504,6.127639189305923,24524.382178555872,0.0002498590645298267,0.015806930901659143,0.015807063489266145,1194.3373738005303,4179914.9459300227,0.000285732458494988,0.01690362264412537,-187.19244130648534,4179384.901362821,422.99767066109234,0.00010121050839877431,1114.191829034429,7.141528590872557e-06,2.222918163659298,2.495737074551938
dghz_mixing_angles_polarization_01_local_minimum_203,1,0.02184850600933648,-0.02184850600933648,4.9856384192958,3.1277482204508846,0.00019107084426568164,noncollinear,0.00051099895,0.0005506253247533621,1.73523309144516,4217.413288124179,5.934860465352338,25524.508879446807,0.00023251614725998849,0.015248480162297766,5.9349862356494,25524.609356132936,0.00023252015938192482,0.015248611719823049,0.015248762457694236,998.2779897186392,3675339.364653093,0.0002716151872448558,0.016480752023037535,-180.7089020368585,3674845.881420385,323.2998131601471,8.797642774482468e-05,987.75250722928,2.341280437556282e-05,0.642676852903207,0.9352928225169135
dghz_mixing_angles_polarization_01_local_minimum_198,1,0.021915572565619476,-0.021915572565619476,1.6192189631927891,3.1188904888378364,0.005090941417047757,noncollinear,0.00051099895,6.821038959364811e-05,0.11607734207681761,522.4449194908235,23.768285290378735,16398.72159188421,0.0014493986715489915,0.03807096888114343,23.777197579355924,16400.659654615167,0.0014497708067897738,0.03807585595610129,0.03821226802325534,5863.854226974553,908681.7958811832,0.006453143722647322,0.08033146159909778,-7086.91530272948,948045.7995682271,6216.371542487874,0.006557037165629577,-46803.43630528651,2.0282516553315336e-05,0.31842077679374553,1.226047573994727
dghz_mixing_angles_polarization_04_local_minimum_184,4,0.023959015982785645,-0.023959015982785645,4.331864290356229,3.125733959233217,0.0002992416381723569,noncollinear,0.00051099895,0.0005311255142110838,1.346960435995856,4068.0580797821995,4.9375125733150185,20647.45121295234,0.0002391342409477481,0.015463965886788167,4.937699109286665,20647.593139638662,0.00023914163146732153,0.015464204844327482,0.015464545118450884,778.0182639110656,2543434.003453634,0.000305892845206372,0.017489792600439036,-230.41810096342488,2542215.607111387,375.01901380675287,0.0001475166043185736,1390.9774913876076,2.621684253580141e-06,2.1744031913554833,2.5444445485836793
dghz_mixing_angles_polarization_02_local_minimum_185,2,0.024449866686674596,-0.024449866686674596,2.1386357765844295,3.0957325351579486,0.004169826227715649,noncollinear,0.00051099895,0.000749139572387314,0.2710203564570369,5737.8966153819865,0.4789908258668906,3166.5873777417946,0.0001512640482412571,0.012298945005213134,0.47974416196355846,3167.324028505577,0.00015146671374507704,0.012307181389135249,0.012309870993967497,102.08339607436655,182484.80621209482,0.00055940764709868,0.02365180008157265,180.62848693024472,175653.31969936658,1863.403951310164,0.010608418642468068,5250.794444422687,3.76831683130716e-06,1.2208885740479483,2.8239016900846536
dghz_mixing_angles_polarization_04_local_minimum_205,4,0.03154705078207398,-0.03154705078207398,4.136445135593897,3.123701568389497,0.0004516512863079027,noncollinear,0.00051099895,0.0006089612645743259,1.3822466653497814,4664.226677766848,3.8442676712616897,18573.97669570732,0.0002069706306969874,0.014386473879898,3.8444779732550214,18574.15867410656,0.0002069799252126797,0.014386796905937044,0.014387372296019399,468.7489813997615,1521343.8445761183,0.00030811508067090895,0.017553207133481588,-222.88734470351048,1520064.8249251456,265.18330248695827,0.00017445525884069913,1259.6979851817193,2.583195258934599e-05,2.5877528440650406,2.116264961890575
dghz_mixing_angles_polarization_01_local_minimum_231,1,0.03226156638153613,-0.03226156638153613,4.4648303244433745,3.1294437528580166,0.0,noncollinear,0.00051099895,0.00033283746983236995,1.6419210989889248,2549.3073147070077,15.320776255975114,40232.22582185373,0.0003808085668392979,0.019514316970862648,15.321081809391652,40232.38133001125,0.00038081468963317185,0.019514473849765252,0.019515235145201232,1731.499312909869,3458589.3410975863,0.0005006374397604476,0.0223749288213493,-488.2350696925172,3459737.855318982,215.95543903046368,6.241959595246644e-05,-121.20541720839607,5.748397647363871e-05,0.9767181705475438,0.5946879857726587
dghz_mixing_angles_polarization_03_local_minimum_316,3,0.03869790241586976,-0.03869790241586976,5.0,3.1323699712644664,0.00044552123020105775,noncollinear,0.00051099895,0.0002454324751797188,2.258522833751353,1879.8448520757645,38.81646315893645,74850.41864476187,0.0005185871216453493,0.022772508022731033,38.81688164875768,74850.558844355,0.0005185917413051504,0.022772609453138005,0.02277332814625599,3591.6712675788494,5120110.808996392,0.0007014831126834271,0.026485526475481417,-828.5071312975309,5125197.233579674,130.526570094624,2.54676189317027e-05,-2453.787017095488,0.00040246950823887907,2.5559440206007773,0.974241727809574
dghz_mixing_angles_polarization_01_local_minimum_207,1,0.04203817625618228,-0.04203817625618228,3.821746010026225,3.121818144748411,0.0007002678049987229,noncollinear,0.00051099895,0.000620537869434834,1.3240773456806554,4752.895551091807,3.530526218937619,17616.97284558649,0.000200404816984327,0.014156440830389784,3.530815977953002,17617.22552618372,0.00020041839009810614,0.014156920219387624,0.014158155772444059,334.4790186563232,866903.8279710365,0.00038583174726447073,0.019642600318299782,-243.44206405431134,865635.8391700451,195.2370352148028,0.00022554176523235486,1163.7887203786,2.6294909644710694e-05,1.0858097748551758,0.47680636005280796
dghz_mixing_angles_polarization_04_local_minimum_228,4,0.046760136695981905,-0.046760136695981905,3.1190153804639458,3.1112520768797567,0.0017959065916156509,noncollinear,0.00051099895,0.0009017246889451158,0.8856996605065116,6906.594220108204,1.1052204313385277,8282.466030579888,0.00013344098572308264,0.011551665928474673,1.105562144237042,8282.886490287163,0.00013347546722189993,0.01155315832237661,0.011555443504441739,101.55928643571308,277432.08064482344,0.0003660690075915633,0.019132929927001857,-140.1209993403688,275843.79340295104,255.60676385646224,0.000926635907602508,1294.1187651112016,5.434378078515203e-05,2.7339947691288082,1.9650584808546419
dghz_mixing_angles_polarization_04_local_minimum_251,4,0.05636112907373012,-0.05636112907373012,2.245585516737428,3.0547134689886923,0.012395894632816432,noncollinear,0.00051099895,0.0030334971078372908,0.4358785832741842,23234.51253864825,0.045617157849207265,1307.7405655419566,3.488242167535922e-05,0.005906134241224052,0.045875019349777314,1308.758770510748,3.505231092501059e-05,0.005920499212482896,0.00591642517793436,3.254587967264576,35512.85209211664,9.164535585096104e-05,0.009573158091819075,-15.07848595417089,34147.09518037538,403.9917557825271,0.01183092598795064,949.9412579718241,0.00013388891130485837,2.732029456921151,1.9494129699320248
dghz_mixing_angles_polarization_04_local_minimum_210,4,0.0716445766407603,-0.0716445766407603,3.580678364721649,3.1207179644008596,0.0012042720370971352,noncollinear,0.00051099895,0.0005910723614208635,1.442099086401968,4527.209917952591,4.201859214935378,20507.76292677617,0.00020489115414188728,0.014314019496349977,4.202338548906604,20508.155784431776,0.0002049106020589476,0.014314698811324938,0.014318215784857116,233.789429599781,333827.9984427309,0.0007003290038294621,0.02646372996819349,-245.25475453403544,333030.8019612197,88.83342960335047,0.0002667423826271025,696.8977269735055,2.823265445912012e-05,1.9389370136175554,2.779874376029813
dghz_mixing_angles_polarization_01_local_minimum_373,1,0.0796895330560996,-0.0796895330560996,1.0919342947124397,0.10950328147971936,3.044483537909392,noncollinear,0.00051099895,0.03997800885518445,0.0005757489305250055,4409.842920514195,2.0306947169338163,566.4021207996028,0.003585252671842115,0.0598769794816181,2.0336502087517903,567.2122809643269,0.0035853423436007915,0.05987772827688766,0.05987236068527384,63.19146569685555,17623.0489695284,0.0035857283155779924,0.059880951191326214,3.6615036483707257,17359.052322117095,142.23649305630562,0.008193793671275632,188.61312370022972,0.030060919595540303,0.7421440935121695,0.9001504948563611
dghz_mixing_angles_polarization_02_local_minimum_296,2,0.08404073164249312,-0.08404073164249312,2.016220146212129,2.9050987356030413,0.056244881640433494,noncollinear,0.00051099895,0.015441800561106334,0.3781575786421013,118273.62809392034,0.0013504889085061197,244.43443099706798,5.5249536777505746e-06,0.002350522001120299,0.0014296464614359699,246.0308865088927,5.810841401753416e-06,0.002410568688453705,0.0023584233291462195,0.05704197253676075,5951.948332218542,9.583747934770597e-06,0.0030957629002833207,-0.4665507884404025,5460.588464371442,246.48644294397215,0.045139172188531654,244.46391608722425,0.0003029950999909083,0.5551373374999272,2.0480149851752913
