detail_id,selected_observable,selected_observable_label,selected_spin_case,selected_region,qOut_regime,cluster_id,energy_band_cluster_id,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,theta_p_out,theta_gamma_out,phi_p_out,qOut,phi_gamma_out
max_c_ep_mixing_angles_polarization_01_local_minimum_7,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_7,gradient_local_minimum,0,0,9.9999998162105985e-01,1.0000000000000000e+00,1.1709559046078374e-01,9.6202978940480688e-01,2.876586572119904,2.866089704085528,3.141144644801043,3.2762911176851253,0.9675942120049336,0.00026847920671456746
max_c_ep_mixing_angles_polarization_01_local_minimum_8,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_8,gradient_local_minimum,1,1,9.9999995162140864e-01,1.0000000000000000e+00,1.5340636912778000e-01,1.4090536344609135e+00,2.3833506728736507,3.141592653589793,3.140033662767307,5.93607973052811,0.050344642831663546,1.4184797827817309e-05
max_c_ep_mixing_angles_polarization_01_local_minimum_10,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_10,gradient_local_minimum,2,2,9.9999992018582018e-01,1.0000000000000000e+00,1.3223901045184844e-01,1.7087908689972591e+00,2.8064494291105504,3.1285192324110986,3.1401184998141356,0.004722722926039725,0.06231499693566409,6.283004535470597
max_c_ep_mixing_angles_polarization_01_local_minimum_11,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_11,gradient_local_minimum,3,3,9.9999990005908934e-01,9.9999999999999978e-01,1.0623403017370778e+00,5.5406432529851180e-01,2.3886193023250426,3.141592653589793,3.1413083479766266,4.008677388899748,0.05054358501420715,3.1419365893805287
max_c_ep_mixing_angles_polarization_01_local_minimum_12,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_12,gradient_local_minimum,4,4,9.9999989766623965e-01,9.9999999999999989e-01,3.9433448454104492e-01,1.1494021094779687e+00,2.155103905988285,3.141592653589793,3.1410374854341705,0.03340808590800884,0.043740968876326176,0.0005364666503961236
max_c_ep_mixing_angles_polarization_01_local_minimum_13,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_13,gradient_local_minimum,5,5,9.9999987023697234e-01,9.9999999999999978e-01,4.4089495526798095e-01,1.0979336166277087e+00,1.6702382004383174,3.09296546261382,3.140900065355471,3.140152144510785,0.028572163397896713,3.7267104096235643e-06
max_c_ep_mixing_angles_polarization_01_local_minimum_17,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_17,gradient_local_minimum,6,6,9.9999981707065222e-01,9.9999999999999956e-01,2.7451795785257183e-01,1.2801916688183426e+00,2.110683006964718,3.141439255511005,3.1406308314330325,4.8130798282153515,0.042334398971157816,0.0003211705723199922
max_c_ep_mixing_angles_polarization_01_local_minimum_22,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_22,gradient_local_minimum,7,7,9.9999976230536436e-01,1.0000000000000000e+00,4.6009410236282644e-01,1.0554077923386134e+00,2.956672067281067,3.102761007759692,3.1413310827751433,6.280448520267096,0.08953219041542099,6.283091311559551
max_c_ep_mixing_angles_polarization_01_local_minimum_23,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_23,gradient_local_minimum,8,8,9.9999975866807511e-01,9.9999999999999978e-01,5.2549224270131289e-01,9.9526340974354710e-01,1.6295488264327322,3.1413625548926296,3.1411125860097697,5.6277934505551634,0.027238362605458866,0.0
max_c_ep_mixing_angles_polarization_01_local_minimum_25,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_25,gradient_local_minimum,9,9,9.9999972214209532e-01,1.0000000000000000e+00,1.0541598571906492e+00,5.5765510301760224e-01,1.3256224547800994,3.0669741276224705,3.140765120577029,3.141912363574638,0.016541636669341345,3.140894084945745
max_c_ep_mixing_angles_polarization_01_local_minimum_27,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_27,gradient_local_minimum,10,10,9.9999970751990608e-01,1.0000000000000002e+00,5.8615278379341262e-01,9.1224824587614051e-01,2.148607423390112,3.093195559732,3.141394949666569,3.1413571216455,0.0434767347442948,6.283044299675312
max_c_ep_mixing_angles_polarization_01_local_minimum_29,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_29,gradient_local_minimum,11,11,9.9999969327031479e-01,1.0000000000000000e+00,2.4639268363846259e-01,1.8329592695052621e+00,1.8605257610218675,3.113367407092699,3.14027132243232,3.9404363285565447,0.0358359220587277,0.0
max_c_ep_mixing_angles_polarization_01_local_minimum_43,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_43,gradient_local_minimum,12,12,9.9999933105569772e-01,1.0000000000000000e+00,5.5324826189203113e-01,9.1615671875335125e-01,1.0847517249161134,3.050670545921078,3.139983723971986,3.1083880759054634,0.006819150473838565,0.0002948055764560031
max_c_ep_mixing_angles_polarization_01_local_minimum_44,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_44,gradient_local_minimum,13,13,9.9999930245097968e-01,1.0000000000000004e+00,2.5869153340394918e-01,1.8522798218713752e+00,1.097105570105142,3.04681414120467,3.135901291319701,1.4817622794303464,0.01013779314041133,0.00040772382451075316
max_c_ep_mixing_angles_polarization_01_local_minimum_46,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_46,gradient_local_minimum,14,14,9.9999925477621221e-01,1.0000000000000002e+00,2.4621374054628961e-01,1.8636936736826593e+00,1.2009397813892457,3.053710363649026,3.1379568305442977,4.811650109858771,0.032855713978115715,6.282702629584915
max_c_ep_mixing_angles_polarization_01_local_minimum_47,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_47,gradient_local_minimum,15,15,9.9999919644379098e-01,1.0000000000000000e+00,2.1019602645727337e-01,1.7917105131486373e+00,1.17904399275023,3.0611972675262087,3.136528558407992,1.6016621404273006,0.010800501622269308,0.0014705912574199344
max_c_ep_mixing_angles_polarization_01_local_minimum_53,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_53,gradient_local_minimum,16,16,9.9999872261474809e-01,9.9999999999999989e-01,9.7892506805433810e-01,5.9994114634915396e-01,1.0405800598373374,3.041313807707472,3.139890025529416,3.13772296517315,0.004871167460083068,3.1410901795386588
max_c_ep_mixing_angles_polarization_01_local_minimum_54,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_54,gradient_local_minimum,17,17,9.9999847538471276e-01,9.9999999999999978e-01,5.8437863415642155e-01,9.8909204067783152e-01,1.033964736476544,3.0404553756592976,3.139650783796399,6.2809380737949265,0.0046215151051860635,6.283094562002855
max_c_ep_mixing_angles_polarization_01_local_minimum_57,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_57,gradient_local_minimum,18,18,9.9999816759485627e-01,1.0000000000000002e+00,1.8432794337330508e-01,1.7606949033353929e+00,3.0111024866809983,3.099326793286581,3.140650636697943,0.0014783148132709917,0.06799612857047416,6.283122465571361
max_c_ep_mixing_angles_polarization_01_local_minimum_63,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_63,gradient_local_minimum,19,19,9.9999753104884515e-01,1.0000000000000004e+00,6.2270296478963594e-01,8.9576794728617637e-01,1.0428782523762423,3.042256161478742,3.140502378651449,0.0001720107559868183,0.004977311705629152,6.281909616407202
max_c_ep_mixing_angles_polarization_01_local_minimum_67,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_67,gradient_local_minimum,20,20,9.9999712257503315e-01,1.0000000000000002e+00,3.2728034753636795e-02,1.5396520736265373e+00,2.112446741333561,3.141287187716999,0.49853365419425033,3.55813172221614,0.04238743767866369,0.0004816477667127574
max_c_ep_mixing_angles_polarization_01_local_minimum_68,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_68,gradient_local_minimum,21,21,9.9999707404893612e-01,9.9999999999999978e-01,9.9236451885304533e-01,5.4120699692781549e-01,1.0132200960335729,3.036859645069727,3.1389468892812955,3.14122833810246,0.003624138701868868,3.1416791100043877
max_c_ep_mixing_angles_polarization_01_local_minimum_70,C_e_p,C_{ep},mixing_angles,polarization_cluster_01_local_minimum_70,gradient_local_minimum,22,22,9.9999689603091824e-01,1.0000000000000000e+00,5.0138210039029421e-03,1.5630395702296993e+00,3.568856633717921,3.141592653589793,3.115729929826989,3.1754816762539324,0.6621070313676307,0.0
