selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,size,max_concurrence,best_kinematic_point,best_pair_delta_xy,s_min,s_max,theta_in_min,theta_in_max,phi_in_electron_min,phi_in_electron_max,qOut_min,qOut_max,phiOut_min,phiOut_max,Q2_min,Q2_max,xB_min,xB_max,t_min,t_max,W2_min,W2_max,y_min,y_max,theta_e_gamma_deg_min,theta_e_gamma_deg_max,pair_delta_xy_min,pair_delta_xy_max,abs_k_dot_qout_min,abs_k_dot_qout_max,abs_kp_dot_qout_min,abs_kp_dot_qout_max,best_s_regime,best_theta_in_regime,best_qOut_regime,best_s,best_sqrt_s,best_pIn,best_pOut,best_theta_in,best_phi_in_electron,best_phi_in,best_qOut,best_phiOut,best_Q2,best_xB,best_t,best_W2,best_y,best_theta_e_gamma_deg,best_k_dot_qout,best_kp_dot_qout,best_abs_k_dot_qout,best_abs_kp_dot_qout
C_p_gamma,C_{p\gamma},double_transverse,enhanced_region_0,0,29,9.9993053428939305e-01,high_s_high_theta_in_low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,5.0000000000000000e-01,5.0000000000000000e-01,6.5449846949787349e-01,2.4870941840919194e+00,8.6083697416155736e-12,1.6623311974713378e-01,3.5599155526882496e-11,1.5176148070211090e-01,-5.2131716285352368e-02,-3.5397650827146181e-02,1.1216578749052220e+00,1.8089686678684824e+00,1.1718059455021849e-02,5.3079947064141188e-02,1.3826236251539049e+02,1.8000000000000000e+02,0.0000000000000000e+00,9.1629785729702307e-01,1.7892786493859743e+00,2.2244176384664973e+00,1.8546963838459858e+00,2.1983517803280428e+00,high_s,high_theta_in,low_Egamma,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6983517803280428e+00,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.0000000000000000e-01,1.5707963267948966e+00,8.6083697416155736e-12,3.5599155526882496e-11,-5.2131716285352368e-02,1.1216578749052220e+00,1.1718059455021849e-02,1.8000000000000000e+02,2.2244176384664973e+00,2.1983517803280428e+00,2.2244176384664973e+00,2.1983517803280428e+00
C_p_gamma,C_{p\gamma},double_transverse,enhanced_region_1,1,51,9.9946060913833634e-01,high_s_high_theta_in_mid_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.6469391334349019e+00,4.7778388273344765e+00,1.0000000000000000e+00,1.0000000000000000e+00,8.5084801034723556e-01,2.2907446432425571e+00,8.4289243074092357e-12,4.7475163411867677e-01,1.2638526686429711e-11,2.7616673082057602e-01,-2.9853686863387680e-01,-2.3568799126774784e-01,1.5467670137681351e+00,2.1241684932194875e+00,3.2318424780798813e-02,8.3304716385838640e-02,1.5713695476691771e+02,1.8000000000000000e+02,0.0000000000000000e+00,7.1994831644766100e-01,3.8968233675242328e+00,4.4488352769329946e+00,4.0163551889501248e+00,4.3050559286769827e+00,high_s,high_theta_in,mid_Egamma,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.1525279643384914e+00,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.0000000000000000e+00,1.5707963267948966e+00,8.4289243074092357e-12,1.2638526686429711e-11,-2.8755869651993121e-01,1.5467670137681351e+00,3.2318424780798813e-02,1.8000000000000000e+02,4.4488352769329946e+00,4.3050559286769827e+00,4.4488352769329946e+00,4.3050559286769827e+00
