detail_id,detail_source,selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,selected_concurrence,pair_delta_xy,kinematic_point,incoming_state,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,fraction
c_ep_low_egamma_unpolarized_region_0,egamma_region_max,C_e_p,C_{ep},unpolarized,low_Egamma_unpolarized_region_0,0,2.0055384286248244e-12,2.9153450120718105e+00,high_s_high_theta_in_low_Egamma,"$A(h_e=+1, h_p=+1)$",7,1,1,1,-3.9089499052608496e+05,7.5836612862811051e+05,8.5318115231688973e+05,2.0467223698101300e+00,7.2791807866877576e+11,5.2839058219549151e-01
c_ep_low_egamma_unpolarized_region_0,egamma_region_max,C_e_p,C_{ep},unpolarized,low_Egamma_unpolarized_region_0,0,2.0055384286248244e-12,2.9153450120718105e+00,high_s_high_theta_in_low_Egamma,"$A(h_e=+1, h_p=+1)$",6,1,1,-1,-3.0302898290490953e+05,5.8790289934941474e+05,6.6140485600260901e+05,2.0467199213815475e+00,4.3745638354383197e+11,3.1754649315563804e-01
c_ep_low_egamma_unpolarized_region_0,egamma_region_max,C_e_p,C_{ep},unpolarized,low_Egamma_unpolarized_region_0,0,2.0055384286248244e-12,2.9153450120718105e+00,high_s_high_theta_in_low_Egamma,"$A(h_e=+1, h_p=+1)$",5,1,-1,1,1.6681642111441915e+05,-3.2363786245379120e+05,3.6410051409889868e+05,-1.0948718795165944e+00,1.3256918436708228e+11,9.6231032806616282e-02
c_ep_low_egamma_unpolarized_region_0,egamma_region_max,C_e_p,C_{ep},unpolarized,low_Egamma_unpolarized_region_0,0,2.0055384286248244e-12,2.9153450120718105e+00,high_s_high_theta_in_low_Egamma,"$A(h_e=+1, h_p=+1)$",4,1,-1,-1,1.2931913127574362e+05,-2.5089154211485997e+05,2.8225875295318227e+05,-1.0948744281358014e+00,7.9670003618685547e+10,5.7831891842254263e-02
c_ep_low_egamma_unpolarized_region_0,egamma_region_max,C_e_p,C_{ep},unpolarized,low_Egamma_unpolarized_region_0,0,2.0055384286248244e-12,2.9153450120718105e+00,high_s_high_theta_in_low_Egamma,"$A(h_e=+1, h_p=+1)$",2,-1,1,-1,-6.8921929448132639e-06,1.4894682830437161e-06,7.0513005434974139e-06,2.9287562685830979e+00,4.9720839354726922e-11,3.6092005438220763e-23
c_ep_low_egamma_unpolarized_region_0,egamma_region_max,C_e_p,C_{ep},unpolarized,low_Egamma_unpolarized_region_0,0,2.0055384286248244e-12,2.9153450120718105e+00,high_s_high_theta_in_low_Egamma,"$A(h_e=+1, h_p=+1)$",0,-1,-1,-1,3.3989699847452022e-06,-8.3388322779479580e-07,3.4997654485402689e-06,-2.4058242570067953e-01,1.2248358194796267e-11,8.8909965381313627e-24
c_ep_low_egamma_unpolarized_region_0,egamma_region_max,C_e_p,C_{ep},unpolarized,low_Egamma_unpolarized_region_0,0,2.0055384286248244e-12,2.9153450120718105e+00,high_s_high_theta_in_low_Egamma,"$A(h_e=+1, h_p=+1)$",3,-1,1,1,2.4317532104972702e-06,-6.6710543038052409e-07,2.5215973770621996e-06,-2.6774419430468444e-01,6.3584533320069647e-12,4.6155562781272904e-24
c_ep_low_egamma_unpolarized_region_0,egamma_region_max,C_e_p,C_{ep},unpolarized,low_Egamma_unpolarized_region_0,0,2.0055384286248244e-12,2.9153450120718105e+00,high_s_high_theta_in_low_Egamma,"$A(h_e=+1, h_p=+1)$",1,-1,-1,1,-5.5816244338673622e-07,1.8259615847265547e-06,1.9093666547063618e-06,1.8674572050608891e+00,3.6456810221045630e-12,2.6463740552945211e-24
c_ep_low_egamma_unpolarized_region_1,egamma_region_max,C_e_p,C_{ep},unpolarized,low_Egamma_unpolarized_region_1,1,1.9468802904202566e-12,2.9076944440511179e+00,high_s_high_theta_in_low_Egamma,"$A(h_e=+1, h_p=+1)$",7,1,1,1,-2.5528232347469698e+05,-5.9277670187803369e+05,6.4540939175692131e+05,-1.9774471467341765e+00,4.1655328296803912e+11,5.3566247534876110e-01
c_ep_low_egamma_unpolarized_region_1,egamma_region_max,C_e_p,C_{ep},unpolarized,low_Egamma_unpolarized_region_1,1,1.9468802904202566e-12,2.9076944440511179e+00,high_s_high_theta_in_low_Egamma,"$A(h_e=+1, h_p=+1)$",6,1,1,-1,-1.9789944910185615e+05,-4.5953402818282408e+05,5.0033560238379071e+05,-1.9774448808937770e+00,2.5033571501275073e+11,3.2191667730109047e-01
