detail_id,detail_source,selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,selected_concurrence,pair_delta_xy,kinematic_point,momentum,E,px,py,pz,p_abs,phi_xy,s,sqrt_s,pIn,pOut,theta_in,phi_in,qOut,phiOut,Q2,xB,t,W2,y
c_e_gamma_low_egamma_unpolarized_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_0,0,3.8195811146809243e-11,8.2571993964621804e-01,high_s_high_theta_in_low_Egamma,k,2.2244176384674761e+00,1.3541396603044711e+00,-1.7647491636793609e+00,-2.9513459707981364e-06,2.2244176384674756e+00,5.3668874498825625e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1569722439640611e+00,1.5707949999999999e+00,2.2252947962927694e+00,5.0000000000000000e-01,5.3668874498825625e+00,2.5588657043015677e+00,3.8640680680761758e-01,-1.9836891592058032e+00,4.9431848904584577e+00,3.2090553376429665e-01
c_e_gamma_low_egamma_unpolarized_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_0,0,3.8195811146809243e-11,8.2571993964621804e-01,high_s_high_theta_in_low_Egamma,p,2.4140997970931570e+00,-1.3541396603044711e+00,1.7647491636793609e+00,2.9513459707981364e-06,2.2244176384674756e+00,2.2252947962927694e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1569722439640611e+00,1.5707949999999999e+00,2.2252947962927694e+00,5.0000000000000000e-01,5.3668874498825625e+00,2.5588657043015677e+00,3.8640680680761758e-01,-1.9836891592058032e+00,4.9431848904584577e+00,3.2090553376429665e-01
c_e_gamma_low_egamma_unpolarized_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_0,0,3.8195811146809243e-11,8.2571993964621804e-01,high_s_high_theta_in_low_Egamma,kp,1.7864176797622069e+00,-3.0438071450435994e-01,-1.7602955738184431e+00,0.0000000000000000e+00,1.7864176797622069e+00,4.5411675102363445e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1569722439640611e+00,1.5707949999999999e+00,2.2252947962927694e+00,5.0000000000000000e-01,5.3668874498825625e+00,2.5588657043015677e+00,3.8640680680761758e-01,-1.9836891592058032e+00,4.9431848904584577e+00,3.2090553376429665e-01
c_e_gamma_low_egamma_unpolarized_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_0,0,3.8195811146809243e-11,8.2571993964621804e-01,high_s_high_theta_in_low_Egamma,pp,2.3520997557993488e+00,0.0000000000000000e+00,2.1569722439640611e+00,0.0000000000000000e+00,2.1569722439640611e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1569722439640611e+00,1.5707949999999999e+00,2.2252947962927694e+00,5.0000000000000000e-01,5.3668874498825625e+00,2.5588657043015677e+00,3.8640680680761758e-01,-1.9836891592058032e+00,4.9431848904584577e+00,3.2090553376429665e-01
c_e_gamma_low_egamma_unpolarized_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_0,0,3.8195811146809243e-11,8.2571993964621804e-01,high_s_high_theta_in_low_Egamma,qout,5.0000000000000000e-01,3.0438071450435994e-01,-3.9667667014561786e-01,0.0000000000000000e+00,5.0000000000000000e-01,5.3668874498825625e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1569722439640611e+00,1.5707949999999999e+00,2.2252947962927694e+00,5.0000000000000000e-01,5.3668874498825625e+00,2.5588657043015677e+00,3.8640680680761758e-01,-1.9836891592058032e+00,4.9431848904584577e+00,3.2090553376429665e-01
c_e_gamma_low_egamma_unpolarized_region_1,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_1,1,3.5414644210892821e-11,2.4131334574795531e+00,high_s_high_theta_in_low_Egamma,k,2.2244176384674761e+00,-1.7647491636793593e+00,1.3541396603044733e+00,-2.9513459707981364e-06,2.2244176384674761e+00,2.4870941840919194e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.7825181934039618e+00,1.5707949999999999e+00,5.6286868376817125e+00,5.0000000000000000e-01,2.4870941840919194e+00,1.6502477400909221e+01,9.4669883673327626e-01,-1.2793084633219241e+01,1.8089686678684789e+00,8.4471806884947209e-01
c_e_gamma_low_egamma_unpolarized_region_1,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_1,1,3.5414644210892821e-11,2.4131334574795531e+00,high_s_high_theta_in_low_Egamma,p,2.4140997970931570e+00,1.7647491636793593e+00,-1.3541396603044733e+00,2.9513459707981364e-06,2.2244176384674761e+00,5.6286868376817125e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.7825181934039618e+00,1.5707949999999999e+00,5.6286868376817125e+00,5.0000000000000000e-01,2.4870941840919194e+00,1.6502477400909221e+01,9.4669883673327626e-01,-1.2793084633219241e+01,1.8089686678684789e+00,8.4471806884947209e-01
c_e_gamma_low_egamma_unpolarized_region_1,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_1,1,3.5414644210892821e-11,2.4131334574795531e+00,high_s_high_theta_in_low_Egamma,kp,2.1242644450413333e+00,3.9667667014561753e-01,-2.0868989079083224e+00,0.0000000000000000e+00,2.1242644450413333e+00,4.9002276415714725e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.7825181934039618e+00,1.5707949999999999e+00,5.6286868376817125e+00,5.0000000000000000e-01,2.4870941840919194e+00,1.6502477400909221e+01,9.4669883673327626e-01,-1.2793084633219241e+01,1.8089686678684789e+00,8.4471806884947209e-01
c_e_gamma_low_egamma_unpolarized_region_1,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_1,1,3.5414644210892821e-11,2.4131334574795531e+00,high_s_high_theta_in_low_Egamma,pp,2.0142529905193447e+00,0.0000000000000000e+00,1.7825181934039618e+00,0.0000000000000000e+00,1.7825181934039618e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.7825181934039618e+00,1.5707949999999999e+00,5.6286868376817125e+00,5.0000000000000000e-01,2.4870941840919194e+00,1.6502477400909221e+01,9.4669883673327626e-01,-1.2793084633219241e+01,1.8089686678684789e+00,8.4471806884947209e-01
c_e_gamma_low_egamma_unpolarized_region_1,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_1,1,3.5414644210892821e-11,2.4131334574795531e+00,high_s_high_theta_in_low_Egamma,qout,5.0000000000000000e-01,-3.9667667014561753e-01,3.0438071450436044e-01,0.0000000000000000e+00,5.0000000000000000e-01,2.4870941840919194e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.7825181934039618e+00,1.5707949999999999e+00,5.6286868376817125e+00,5.0000000000000000e-01,2.4870941840919194e+00,1.6502477400909221e+01,9.4669883673327626e-01,-1.2793084633219241e+01,1.8089686678684789e+00,8.4471806884947209e-01
c_e_gamma_low_egamma_unpolarized_region_2,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_2,2,3.1706834492932315e-11,1.0583550334091569e+00,high_s_high_theta_in_low_Egamma,k,2.2244176384674761e+00,-1.6724057290567571e+00,-1.4666604609570166e+00,-2.9513459707981364e-06,2.2244176384674756e+00,3.8615409700374537e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1151968228784783e+00,1.5707949999999999e+00,7.1994831644766055e-01,5.0000000000000000e-01,3.8615409700374537e+00,4.1375116143121096e+00,5.2733973145753188e-01,-3.2074903038466447e+00,4.5883401250939535e+00,3.8020971793981706e-01
c_e_gamma_low_egamma_unpolarized_region_2,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_2,2,3.1706834492932315e-11,1.0583550334091569e+00,high_s_high_theta_in_low_Egamma,p,2.4140997970931570e+00,1.6724057290567571e+00,1.4666604609570166e+00,2.9513459707981364e-06,2.2244176384674756e+00,7.1994831644766055e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1151968228784783e+00,1.5707949999999999e+00,7.1994831644766055e-01,5.0000000000000000e-01,3.8615409700374537e+00,4.1375116143121096e+00,5.2733973145753188e-01,-3.2074903038466447e+00,4.5883401250939535e+00,3.8020971793981706e-01
c_e_gamma_low_egamma_unpolarized_region_2,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_2,2,3.1706834492932315e-11,1.0583550334091569e+00,high_s_high_theta_in_low_Egamma,kp,1.8246674837452779e+00,3.7591990373948886e-01,-1.7855239153284441e+00,0.0000000000000000e+00,1.8246674837452779e+00,4.9198960034466106e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1151968228784783e+00,1.5707949999999999e+00,7.1994831644766055e-01,5.0000000000000000e-01,3.8615409700374537e+00,4.1375116143121096e+00,5.2733973145753188e-01,-3.2074903038466447e+00,4.5883401250939535e+00,3.8020971793981706e-01
c_e_gamma_low_egamma_unpolarized_region_2,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_2,2,3.1706834492932315e-11,1.0583550334091569e+00,high_s_high_theta_in_low_Egamma,pp,2.3138499518152011e+00,0.0000000000000000e+00,2.1151968228784783e+00,0.0000000000000000e+00,2.1151968228784783e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1151968228784783e+00,1.5707949999999999e+00,7.1994831644766055e-01,5.0000000000000000e-01,3.8615409700374537e+00,4.1375116143121096e+00,5.2733973145753188e-01,-3.2074903038466447e+00,4.5883401250939535e+00,3.8020971793981706e-01
c_e_gamma_low_egamma_unpolarized_region_2,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_2,2,3.1706834492932315e-11,1.0583550334091569e+00,high_s_high_theta_in_low_Egamma,qout,5.0000000000000000e-01,-3.7591990373948886e-01,-3.2967290755003426e-01,0.0000000000000000e+00,5.0000000000000000e-01,3.8615409700374537e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1151968228784783e+00,1.5707949999999999e+00,7.1994831644766055e-01,5.0000000000000000e-01,3.8615409700374537e+00,4.1375116143121096e+00,5.2733973145753188e-01,-3.2074903038466447e+00,4.5883401250939535e+00,3.8020971793981706e-01
c_e_gamma_low_egamma_unpolarized_region_3,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_3,3,2.5627576398597806e-11,2.6284736161976339e+00,high_s_high_theta_in_low_Egamma,k,2.2244176384674761e+00,1.3541396603044731e+00,1.7647491636793593e+00,-2.9513459707981364e-06,2.2244176384674761e+00,9.1629785729702262e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.7418946949688126e+00,1.5707949999999999e+00,4.0578905108868160e+00,5.0000000000000000e-01,9.1629785729702296e-01,1.7982467294590439e+01,9.6789611532227504e-01,-1.3940405457007351e+01,1.4762995979794029e+00,9.0031609287506542e-01
c_e_gamma_low_egamma_unpolarized_region_3,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_3,3,2.5627576398597806e-11,2.6284736161976339e+00,high_s_high_theta_in_low_Egamma,p,2.4140997970931570e+00,-1.3541396603044731e+00,-1.7647491636793593e+00,2.9513459707981364e-06,2.2244176384674761e+00,4.0578905108868160e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.7418946949688126e+00,1.5707949999999999e+00,4.0578905108868160e+00,5.0000000000000000e-01,9.1629785729702296e-01,1.7982467294590439e+01,9.6789611532227504e-01,-1.3940405457007351e+01,1.4762995979794029e+00,9.0031609287506542e-01
c_e_gamma_low_egamma_unpolarized_region_3,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_3,3,2.5627576398597806e-11,2.6284736161976339e+00,high_s_high_theta_in_low_Egamma,kp,2.1601238628952695e+00,-3.0438071450436033e-01,-2.1385713651144300e+00,0.0000000000000000e+00,2.1601238628952695e+00,4.5710095482789752e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.7418946949688126e+00,1.5707949999999999e+00,4.0578905108868160e+00,5.0000000000000000e-01,9.1629785729702296e-01,1.7982467294590439e+01,9.6789611532227504e-01,-1.3940405457007351e+01,1.4762995979794029e+00,9.0031609287506542e-01
c_e_gamma_low_egamma_unpolarized_region_3,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_3,3,2.5627576398597806e-11,2.6284736161976339e+00,high_s_high_theta_in_low_Egamma,pp,1.9783935726645729e+00,0.0000000000000000e+00,1.7418946949688126e+00,0.0000000000000000e+00,1.7418946949688126e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.7418946949688126e+00,1.5707949999999999e+00,4.0578905108868160e+00,5.0000000000000000e-01,9.1629785729702296e-01,1.7982467294590439e+01,9.6789611532227504e-01,-1.3940405457007351e+01,1.4762995979794029e+00,9.0031609287506542e-01
c_e_gamma_low_egamma_unpolarized_region_3,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,low_Egamma_unpolarized_region_3,3,2.5627576398597806e-11,2.6284736161976339e+00,high_s_high_theta_in_low_Egamma,qout,5.0000000000000000e-01,3.0438071450436033e-01,3.9667667014561758e-01,0.0000000000000000e+00,5.0000000000000000e-01,9.1629785729702307e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.7418946949688126e+00,1.5707949999999999e+00,4.0578905108868160e+00,5.0000000000000000e-01,9.1629785729702296e-01,1.7982467294590439e+01,9.6789611532227504e-01,-1.3940405457007351e+01,1.4762995979794029e+00,9.0031609287506542e-01
c_e_gamma_mid_egamma_unpolarized_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,mid_Egamma_unpolarized_region_0,0,4.6031129143404562e-11,9.0748602380117749e-01,high_s_high_theta_in_mid_Egamma,k,2.2244176384674761e+00,1.1122088192327577e+00,-1.9264021835373286e+00,-2.9513459707981364e-06,2.2244176384674761e+00,5.2359877559829879e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1038724189648441e+00,1.5707949999999999e+00,2.0943951023931948e+00,1.0000000000000000e+00,5.2359877559829879e+00,2.2822885651395826e+00,2.1667350216929412e-01,-1.2562723505316353e+00,9.1308626565083806e+00,5.1043357344679063e-01
c_e_gamma_mid_egamma_unpolarized_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,mid_Egamma_unpolarized_region_0,0,4.6031129143404562e-11,9.0748602380117749e-01,high_s_high_theta_in_mid_Egamma,p,2.4140997970931570e+00,-1.1122088192327577e+00,1.9264021835373286e+00,2.9513459707981364e-06,2.2244176384674761e+00,2.0943951023931948e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1038724189648441e+00,1.5707949999999999e+00,2.0943951023931948e+00,1.0000000000000000e+00,5.2359877559829879e+00,2.2822885651395826e+00,2.1667350216929412e-01,-1.2562723505316353e+00,9.1308626565083806e+00,5.1043357344679063e-01
c_e_gamma_mid_egamma_unpolarized_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,mid_Egamma_unpolarized_region_0,0,4.6031129143404562e-11,9.0748602380117749e-01,high_s_high_theta_in_mid_Egamma,kp,1.3350150684509285e+00,-4.9999999999999933e-01,-1.2378470151804051e+00,0.0000000000000000e+00,1.3350150684509285e+00,4.3285017321818104e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1038724189648441e+00,1.5707949999999999e+00,2.0943951023931948e+00,1.0000000000000000e+00,5.2359877559829879e+00,2.2822885651395826e+00,2.1667350216929412e-01,-1.2562723505316353e+00,9.1308626565083806e+00,5.1043357344679063e-01
c_e_gamma_mid_egamma_unpolarized_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,mid_Egamma_unpolarized_region_0,0,4.6031129143404562e-11,9.0748602380117749e-01,high_s_high_theta_in_mid_Egamma,pp,2.3035023671099157e+00,0.0000000000000000e+00,2.1038724189648441e+00,0.0000000000000000e+00,2.1038724189648441e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1038724189648441e+00,1.5707949999999999e+00,2.0943951023931948e+00,1.0000000000000000e+00,5.2359877559829879e+00,2.2822885651395826e+00,2.1667350216929412e-01,-1.2562723505316353e+00,9.1308626565083806e+00,5.1043357344679063e-01
c_e_gamma_mid_egamma_unpolarized_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,mid_Egamma_unpolarized_region_0,0,4.6031129143404562e-11,9.0748602380117749e-01,high_s_high_theta_in_mid_Egamma,qout,1.0000000000000000e+00,4.9999999999999933e-01,-8.6602540378443904e-01,0.0000000000000000e+00,1.0000000000000000e+00,5.2359877559829879e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1038724189648441e+00,1.5707949999999999e+00,2.0943951023931948e+00,1.0000000000000000e+00,5.2359877559829879e+00,2.2822885651395826e+00,2.1667350216929412e-01,-1.2562723505316353e+00,9.1308626565083806e+00,5.1043357344679063e-01
c_e_gamma_mid_egamma_unpolarized_region_1,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,mid_Egamma_unpolarized_region_1,1,4.4640676632029593e-11,1.1077346696167414e+00,high_s_high_theta_in_mid_Egamma,k,2.2244176384674761e+00,-1.3541396603044729e+00,-1.7647491636793597e+00,-2.9513459707981364e-06,2.2244176384674761e+00,4.0578905108868160e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.0432416279483627e+00,1.5707949999999999e+00,9.1629785729702284e-01,1.0000000000000000e+00,4.0578905108868160e+00,3.4222364471212314e+00,3.0663044710390935e-01,-1.8837499741101889e+00,8.6183923981016619e+00,5.4084051391853538e-01
c_e_gamma_mid_egamma_unpolarized_region_1,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,mid_Egamma_unpolarized_region_1,1,4.4640676632029593e-11,1.1077346696167414e+00,high_s_high_theta_in_mid_Egamma,p,2.4140997970931570e+00,1.3541396603044729e+00,1.7647491636793597e+00,2.9513459707981364e-06,2.2244176384674761e+00,9.1629785729702284e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.0432416279483627e+00,1.5707949999999999e+00,9.1629785729702284e-01,1.0000000000000000e+00,4.0578905108868160e+00,3.4222364471212314e+00,3.0663044710390935e-01,-1.8837499741101889e+00,8.6183923981016619e+00,5.4084051391853538e-01
c_e_gamma_mid_egamma_unpolarized_region_1,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,mid_Egamma_unpolarized_region_1,1,4.4640676632029593e-11,1.1077346696167414e+00,high_s_high_theta_in_mid_Egamma,kp,1.3902558070625732e+00,6.0876142900872088e-01,-1.2498882876571278e+00,0.0000000000000000e+00,1.3902558070625732e+00,5.1656251805035573e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.0432416279483627e+00,1.5707949999999999e+00,9.1629785729702284e-01,1.0000000000000000e+00,4.0578905108868160e+00,3.4222364471212314e+00,3.0663044710390935e-01,-1.8837499741101889e+00,8.6183923981016619e+00,5.4084051391853538e-01
c_e_gamma_mid_egamma_unpolarized_region_1,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,mid_Egamma_unpolarized_region_1,1,4.4640676632029593e-11,1.1077346696167414e+00,high_s_high_theta_in_mid_Egamma,pp,2.2482616284990220e+00,0.0000000000000000e+00,2.0432416279483627e+00,0.0000000000000000e+00,2.0432416279483627e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.0432416279483627e+00,1.5707949999999999e+00,9.1629785729702284e-01,1.0000000000000000e+00,4.0578905108868160e+00,3.4222364471212314e+00,3.0663044710390935e-01,-1.8837499741101889e+00,8.6183923981016619e+00,5.4084051391853538e-01
c_e_gamma_mid_egamma_unpolarized_region_1,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,mid_Egamma_unpolarized_region_1,1,4.4640676632029593e-11,1.1077346696167414e+00,high_s_high_theta_in_mid_Egamma,qout,1.0000000000000000e+00,-6.0876142900872088e-01,-7.9335334029123494e-01,0.0000000000000000e+00,1.0000000000000000e+00,4.0578905108868160e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.0432416279483627e+00,1.5707949999999999e+00,9.1629785729702284e-01,1.0000000000000000e+00,4.0578905108868160e+00,3.4222364471212314e+00,3.0663044710390935e-01,-1.8837499741101889e+00,8.6183923981016619e+00,5.4084051391853538e-01
c_e_gamma_mid_egamma_unpolarized_region_2,egamma_region_max,C_e_gamma,C_{e\gamma},unpolarized,mid_Egamma_unpolarized_region_2,2,3.9312174813089015e-11,2.4025892773789712e+00,high_s_high_theta_in_mid_Egamma,k,2.2244176384674761e+00,-2.1063680824433502e+00,7.1501561631927812e-01,-2.9513459707981364e-06,2.2244176384674761e+00,2.8143434188408563e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3933396128074431e+00,1.5707949999999999e+00,5.9559360724306494e+00,1.0000000000000000e+00,2.8143434188408563e+00,1.5156012921989738e+01,8.6018047627913408e-01,-8.3425383927956354e+00,3.3434043419255342e+00,8.5382696568691985e-01
