detail_id,detail_source,selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,selected_concurrence,pair_delta_xy,kinematic_point,incoming_state,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,fraction
c_p_gamma_low_egamma_tx_region_0,egamma_region_max,C_p_gamma,C_{p\gamma},Tx,low_Egamma_Tx_region_0,0,5.5855910904722283e-01,2.8797932657906440e+00,high_s_high_theta_in_low_Egamma,"$[A(h_e=+1,h_p=+1) + A(h_e=-1,h_p=+1)]/\sqrt{2}$",5,1,-1,1,5.3275105579236566e+01,-1.4266476290115488e+03,1.4276420049293704e+03,-1.5334708083278143e+00,2.0381616942387524e+06,3.1141986001514055e-01
c_p_gamma_low_egamma_tx_region_0,egamma_region_max,C_p_gamma,C_{p\gamma},Tx,low_Egamma_Tx_region_0,0,5.5855910904722283e-01,2.8797932657906440e+00,high_s_high_theta_in_low_Egamma,"$[A(h_e=+1,h_p=+1) + A(h_e=-1,h_p=+1)]/\sqrt{2}$",3,-1,1,1,-1.0389498997819557e+02,-1.2724768792864741e+03,1.2767112348770231e+03,-1.6522634585286289e+00,1.6299915772612132e+06,2.4905371848141650e-01
c_p_gamma_low_egamma_tx_region_0,egamma_region_max,C_p_gamma,C_{p\gamma},Tx,low_Egamma_Tx_region_0,0,5.5855910904722283e-01,2.8797932657906440e+00,high_s_high_theta_in_low_Egamma,"$[A(h_e=+1,h_p=+1) + A(h_e=-1,h_p=+1)]/\sqrt{2}$",6,1,1,-1,-1.0315709065868232e+02,1.2725044494535082e+03,1.2766788786661036e+03,1.6516856345933781e+00,1.6299089592321396e+06,2.4904109490247203e-01
c_p_gamma_low_egamma_tx_region_0,egamma_region_max,C_p_gamma,C_{p\gamma},Tx,low_Egamma_Tx_region_0,0,5.5855910904722283e-01,2.8797932657906440e+00,high_s_high_theta_in_low_Egamma,"$[A(h_e=+1,h_p=+1) + A(h_e=-1,h_p=+1)]/\sqrt{2}$",1,-1,-1,1,-4.1512280196710137e+01,-1.1111432946584446e+03,1.1119184730327818e+03,-1.6081389294331339e+00,1.2363626906715531e+06,1.8890939671039417e-01
c_p_gamma_low_egamma_tx_region_0,egamma_region_max,C_p_gamma,C_{p\gamma},Tx,low_Egamma_Tx_region_0,0,5.5855910904722283e-01,2.8797932657906440e+00,high_s_high_theta_in_low_Egamma,"$[A(h_e=+1,h_p=+1) + A(h_e=-1,h_p=+1)]/\sqrt{2}$",7,1,1,1,-7.2234516739658744e+01,-2.6974436039075367e+00,7.2284864325862173e+01,-3.1042671349663440e+00,5.2251016106083016e+03,7.9836669325113446e-04
c_p_gamma_low_egamma_tx_region_0,egamma_region_max,C_p_gamma,C_{p\gamma},Tx,low_Egamma_Tx_region_0,0,5.5855910904722283e-01,2.8797932657906440e+00,high_s_high_theta_in_low_Egamma,"$[A(h_e=+1,h_p=+1) + A(h_e=-1,h_p=+1)]/\sqrt{2}$",2,-1,1,-1,-7.1287148283886211e+01,2.6620661539791786e+00,7.1336835552587715e+01,3.1042671349697355e+00,5.0889441066569425e+03,7.7756257798373410e-04
c_p_gamma_low_egamma_tx_region_0,egamma_region_max,C_p_gamma,C_{p\gamma},Tx,low_Egamma_Tx_region_0,0,5.5855910904722283e-01,2.8797932657906440e+00,high_s_high_theta_in_low_Egamma,"$[A(h_e=+1,h_p=+1) + A(h_e=-1,h_p=+1)]/\sqrt{2}$",4,1,-1,-1,-5.7885599493671660e-03,6.3402575586449572e-02,6.3666270640605843e-02,1.6618424160997265e+00,4.0533940172828697e-03,6.1933623863925455e-10
c_p_gamma_low_egamma_tx_region_0,egamma_region_max,C_p_gamma,C_{p\gamma},Tx,low_Egamma_Tx_region_0,0,5.5855910904722283e-01,2.8797932657906440e+00,high_s_high_theta_in_low_Egamma,"$[A(h_e=+1,h_p=+1) + A(h_e=-1,h_p=+1)]/\sqrt{2}$",0,-1,-1,-1,-7.1785051719443530e-06,-1.9223233946925297e-04,1.9236632572861015e-04,-1.6081218423578321e+00,3.7004803274325741e-08,5.6541297425779212e-15
c_p_gamma_low_egamma_tx_region_1,egamma_region_max,C_p_gamma,C_{p\gamma},Tx,low_Egamma_Tx_region_1,1,3.7391383193404287e-01,2.6179938779914935e-01,high_s_high_theta_in_low_Egamma,"$[A(h_e=+1,h_p=+1) + A(h_e=-1,h_p=+1)]/\sqrt{2}$",3,-1,1,1,-5.4495045315630342e-01,1.8434118420343765e+01,1.8442171589366925e+01,1.6003497763873087e+00,3.4011369293165257e+02,2.3712259924908566e-01
c_p_gamma_low_egamma_tx_region_1,egamma_region_max,C_p_gamma,C_{p\gamma},Tx,low_Egamma_Tx_region_1,1,3.7391383193404287e-01,2.6179938779914935e-01,high_s_high_theta_in_low_Egamma,"$[A(h_e=+1,h_p=+1) + A(h_e=-1,h_p=+1)]/\sqrt{2}$",7,1,1,1,1.7221507358502410e+00,1.8080460594525679e+01,1.8162292214012673e+01,1.4758335426984248e+00,3.2986885846718536e+02,2.2998004125281216e-01
c_p_gamma_low_egamma_tx_region_1,egamma_region_max,C_p_gamma,C_{p\gamma},Tx,low_Egamma_Tx_region_1,1,3.7391383193404287e-01,2.6179938779914935e-01,high_s_high_theta_in_low_Egamma,"$[A(h_e=+1,h_p=+1) + A(h_e=-1,h_p=+1)]/\sqrt{2}$",5,1,-1,1,-1.6362236257398379e+00,-1.7174640734360487e+01,1.7252405980262107e+01,-1.6657793973044510e+00,2.9764551210778370e+02,2.0751436637985032e-01
c_p_gamma_low_egamma_tx_region_1,egamma_region_max,C_p_gamma,C_{p\gamma},Tx,low_Egamma_Tx_region_1,1,3.7391383193404287e-01,2.6179938779914935e-01,high_s_high_theta_in_low_Egamma,"$[A(h_e=+1,h_p=+1) + A(h_e=-1,h_p=+1)]/\sqrt{2}$",1,-1,-1,1,4.9593607350022201e-01,-1.6787404707803212e+01,1.6794728619795325e+01,-1.5412627637805245e+00,2.8206290941257220e+02,1.9665038962459255e-01
c_p_gamma_low_egamma_tx_region_1,egamma_region_max,C_p_gamma,C_{p\gamma},Tx,low_Egamma_Tx_region_1,1,3.7391383193404287e-01,2.6179938779914935e-01,high_s_high_theta_in_low_Egamma,"$[A(h_e=+1,h_p=+1) + A(h_e=-1,h_p=+1)]/\sqrt{2}$",6,1,1,-1,-9.2686065052060618e-01,-9.7267666254918428e+00,9.7708269686995006e+00,-1.6657991714244547e+00,9.5469059652265443e+01,6.6559718244452976e-02
c_p_gamma_low_egamma_tx_region_1,egamma_region_max,C_p_gamma,C_{p\gamma},Tx,low_Egamma_Tx_region_1,1,3.7391383193404287e-01,2.6179938779914935e-01,high_s_high_theta_in_low_Egamma,"$[A(h_e=+1,h_p=+1) + A(h_e=-1,h_p=+1)]/\sqrt{2}$",2,-1,1,-1,2.7152424856010249e-01,-9.1974922438798519e+00,9.2014992796710136e+00,-1.5412833462134476e+00,8.4667588993786154e+01,5.9029081132568030e-02
