selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,size,max_concurrence,best_kinematic_point,best_pair_delta_xy,s_min,s_max,theta_in_min,theta_in_max,phi_in_electron_min,phi_in_electron_max,qOut_min,qOut_max,phiOut_min,phiOut_max,Q2_min,Q2_max,xB_min,xB_max,t_min,t_max,W2_min,W2_max,y_min,y_max,theta_e_gamma_deg_min,theta_e_gamma_deg_max,pair_delta_xy_min,pair_delta_xy_max,abs_k_dot_qout_min,abs_k_dot_qout_max,abs_kp_dot_qout_min,abs_kp_dot_qout_max,best_s_regime,best_theta_in_regime,best_qOut_regime,best_s,best_sqrt_s,best_pIn,best_pOut,best_theta_in,best_phi_in_electron,best_phi_in,best_qOut,best_phiOut,best_Q2,best_xB,best_t,best_W2,best_y,best_theta_e_gamma_deg,best_k_dot_qout,best_kp_dot_qout,best_abs_k_dot_qout,best_abs_kp_dot_qout
C_e_p,C_{ep},Ty,enhanced_region_0,0,16,6.7830167683723208e-01,high_s_high_theta_in_high_Egamma,2.8669365746383235e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.8000000000000000e+00,1.8000000000000000e+00,4.1887902047863905e+00,5.2359877559829879e+00,7.2380032698381308e-02,3.4772083831427372e+00,4.3389314969470511e-03,2.2175110201671597e-01,-5.4874280186855105e-02,-1.6631723249249482e-05,1.3083317027318163e+01,1.7488997830951963e+01,7.5987019821966006e-01,8.0837051093479106e-01,1.9486634141531091e+01,1.1194498002911786e+02,1.7113829466006871e+00,2.8669365746383235e+00,8.5727680475704560e-03,5.3642781887426771e-01,4.4754468535128322e-02,2.2475948703517767e+00,high_s,high_theta_in,high_Egamma,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2139427085718459e+00,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.8000000000000000e+00,4.7778388273344765e+00,7.2380032698381308e-02,4.3389314969470511e-03,-1.6631723249249482e-05,1.7488997830951963e+01,8.0837051093479106e-01,1.9486634141531091e+01,8.5727680475704560e-03,4.4754468535128322e-02,8.5727680475704560e-03,4.4754468535128322e-02
C_e_p,C_{ep},Ty,enhanced_region_1,1,30,6.1739951319806197e-01,high_s_high_theta_in_mid_Egamma,2.9837370970274000e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.0000000000000000e+00,1.0000000000000000e+00,3.7306412761378791e+00,5.6941366846314994e+00,7.7648388263264695e-03,1.0752809807088211e+00,8.3785597921081723e-04,1.4684749418525947e-01,-2.2593249338983788e-02,-6.1818951526299531e-07,7.1269963142868065e+00,1.0139589352651006e+01,3.5483782200986780e-01,4.4909431049996779e-01,6.8072936653180678e+00,8.8667179884518461e+01,2.5758061303936710e+00,3.0882328129296264e+00,4.7626489153169693e-03,9.8859741273227542e-01,8.6447592337235424e-03,1.5149412784171989e+00,high_s,high_theta_in,mid_Egamma,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2063815355333003e+00,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.0000000000000000e+00,4.5160394395353274e+00,6.8645973580276659e-02,7.4683368092730885e-03,-4.9451545730006837e-05,1.0002799226708669e+01,4.4541583641640581e-01,2.0294457163713783e+01,4.2741561191181443e-02,7.7039822208439857e-02,4.2741561191181443e-02,7.7039822208439857e-02
C_e_p,C_{ep},Ty,enhanced_region_2,2,32,5.5645068729087899e-01,high_s_high_theta_in_low_Egamma,3.0669315386478369e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,1.3089969389957457e-01,4.7123889803846897e+00,5.0000000000000000e-01,5.0000000000000000e-01,3.6651914291880918e+00,5.7595865315812871e+00,5.4878126934305377e-03,1.1127462530359253e+01,1.1879697762661131e-03,7.6370272699370279e-01,-1.0563500443153313e+01,-1.2434964568885112e-06,4.1837874110318642e+00,5.4938446651020092e+00,1.7107323032395425e-01,7.0606759499535232e-01,9.6656396765674941e+00,7.3401380242232690e+01,2.9076944440511179e+00,3.1037951108218644e+00,9.5151006307858665e-03,5.5610440961735885e-01,1.2258385229272695e-02,6.6728701226377907e-01,high_s,high_theta_in,low_Egamma,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2130332206340100e+00,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.0000000000000000e-01,4.9741883681838388e+00,2.1501999227848449e-02,4.7125171058439745e-03,-1.9652054228513601e-05,5.4210838953710905e+00,2.2110592627442047e-01,1.9277766779915204e+01,3.7897596510346077e-02,4.8638770097145789e-02,3.7897596510346077e-02,4.8638770097145789e-02
C_e_p,C_{ep},Ty,enhanced_region_3,3,2,2.3645617086566378e-01,high_s_high_theta_in_low_Egamma,2.9153450120718105e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,3.0106929596902177e+00,3.0106929596902177e+00,5.0000000000000000e-01,5.0000000000000000e-01,3.7306412761378791e+00,3.7960911230876664e+00,1.0972427218745942e+01,1.1127462530359267e+01,7.5409274162810302e-01,7.6370272699370323e-01,-1.0563500443153321e+01,-1.0483905364174925e+01,4.3227923599648346e+00,4.4579178178456953e+00,7.0510278332000587e-01,7.0606759499535299e-01,6.4958622794252406e+01,6.9213034983769234e+01,2.9153450120718105e+00,2.9241486655660731e+00,2.7600595470536010e-01,3.2575842105877151e-01,5.3022180885519499e-01,5.9778453779754936e-01,high_s,high_theta_in,low_Egamma,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.0838456529795089e+00,1.5707949999999999e+00,3.0106929596902177e+00,6.1522856132800108e+00,5.0000000000000000e-01,3.7306412761378791e+00,1.1127462530359267e+01,7.6370272699370323e-01,-1.0483905364174925e+01,4.3227923599648346e+00,7.0606759499535299e-01,6.9213034983769234e+01,2.7600595470536010e-01,5.9778453779754936e-01,2.7600595470536010e-01,5.9778453779754936e-01
