selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,size,max_concurrence,best_kinematic_point,best_pair_delta_xy,s_min,s_max,theta_in_min,theta_in_max,phi_in_electron_min,phi_in_electron_max,qOut_min,qOut_max,phiOut_min,phiOut_max,Q2_min,Q2_max,xB_min,xB_max,t_min,t_max,W2_min,W2_max,y_min,y_max,theta_e_gamma_deg_min,theta_e_gamma_deg_max,pair_delta_xy_min,pair_delta_xy_max,abs_k_dot_qout_min,abs_k_dot_qout_max,abs_kp_dot_qout_min,abs_kp_dot_qout_max,best_s_regime,best_theta_in_regime,best_qOut_regime,best_s,best_sqrt_s,best_pIn,best_pOut,best_theta_in,best_phi_in_electron,best_phi_in,best_qOut,best_phiOut,best_Q2,best_xB,best_t,best_W2,best_y,best_theta_e_gamma_deg,best_k_dot_qout,best_kp_dot_qout,best_abs_k_dot_qout,best_abs_kp_dot_qout
C_e_gamma,C_{e\gamma},Ty,enhanced_region_0,0,80,9.3065251200613086e-01,high_s_high_theta_in_high_Egamma,3.4010592590125643e-01,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.0578905108868160e+00,5.3668874498825625e+00,1.8000000000000000e+00,1.8000000000000000e+00,4.5160394395353274e+00,4.9087385212340511e+00,1.5959696391617495e-04,1.7698462983953243e+00,9.6088838716195530e-06,1.0004977241196426e-01,-2.0353759679495629e+00,-2.1056844609988596e-02,1.6799656115896884e+01,1.7488997830951963e+01,7.9571055855804540e-01,8.5722322224715131e-01,1.9486634141531091e+01,5.4940191295692237e+01,3.4010592590125643e-01,9.5888722978535856e-01,3.5234037909503968e-12,6.7478754062449520e-01,4.4754468535128322e-02,3.8942532605946389e-01,high_s,high_theta_in,high_Egamma,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2139427085718459e+00,1.5707949999999999e+00,4.9741883681838388e+00,1.8325957145940457e+00,1.8000000000000000e+00,4.7778388273344765e+00,2.7126837836251477e-01,1.6069999612499691e-02,-3.3562906158049438e-01,1.7488997830951963e+01,8.1800844200981193e-01,1.9486634141531091e+01,7.6934810144126065e-02,4.4754468535128322e-02,7.6934810144126065e-02,4.4754468535128322e-02
