canonical_index,state,lepton,retained_component_count,polarization_cluster_number,detail_id,selected_observable,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,qOut,theta_p_out,theta_gamma_out,phi_p_out,phi_gamma_out,helicity_mechanism,full_chain_flip_to_conserving_ratio,helicity_flip_fraction,helicity_conserving_fraction,full_chain_longitudinal_to_transverse_ratio,virtual_photon_transverse_fraction,virtual_photon_longitudinal_fraction,helicity_interference_relative,virtual_photon_interference_relative
1,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_184,dGHZ,2.621684253580141e-06,1.0,2.1744031913554833,2.5444445485836793,4.331864290356229,2.0455332813184284,0.0002992416381723569,3.125733959233217,8.420461862213741e-05,3.1415901444402583,helicity_conserving,0.000305892845206372,0.00030579930338739674,0.9996942006966126,0.0001475166043185736,0.9998525051536203,0.0001474948463796812,-9.056560498754124e-05,0.0005470709586888557
2,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_186,dGHZ,7.141528590872557e-06,0.9999999999999998,2.222918163659298,2.495737074551938,4.875698051949316,2.3327182949471843,0.00017245807558103894,3.127910844277779,0.00043612487111441387,3.1415910712364314,helicity_conserving,0.000285732458494988,0.00028565083877855267,0.9997143491612215,0.00010121050839877431,0.9998987997341315,0.00010120026586841568,-4.477099942208874e-05,0.0002665653197344474
3,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_205,dGHZ,2.583195258934599e-05,0.9999999999999998,2.5877528440650406,2.116264961890575,4.136445135593897,1.9390796380757498,0.0004516512863079027,3.123701568389497,3.1416215127334213,6.283166762333852,helicity_conserving,0.00030811508067090895,0.00030802017500983756,0.9996919798249903,0.00017445525884069913,0.9998255751704881,0.00017442482951191836,-0.00014646175596593673,0.0008285687833329341
4,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_210,dGHZ,2.823265445912012e-05,1.0,1.9389370136175554,2.779874376029813,3.580678364721649,1.6266434613308463,0.0012042720370971352,3.1207179644008596,6.282267444625291,3.1416361859665245,helicity_conserving,0.0007003290038294621,0.000699838886359337,0.9993001611136407,0.0002667423826271025,0.9997333287498975,0.000266671250102472,-0.000734159857360774,0.0020920343712429027
5,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_221,dGHZ,4.541963753940962e-05,0.9999999999999999,1.989915954901995,2.68858581325529,1.6081096458826236,0.49577732813032144,0.0031836855155212246,3.121414755120749,3.1416144548223817,3.1415850179712317,helicity_conserving,0.004871527633662298,0.0048479109017389435,0.9951520890982611,0.005937977682456538,0.994097073761807,0.00590292623819296,-0.004113496381125622,-0.036606657177350545
6,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_228,dGHZ,5.434378078515203e-05,1.0000000000000004,2.7339947691288082,1.9650584808546419,3.1190153804639458,1.3810535776675346,0.0017959065916156509,3.1112520768797567,3.141698294658849,2.9954056437152116e-05,helicity_conserving,0.0003660690075915633,0.0003659350501109262,0.999634064949889,0.000926635907602508,0.9990742219515796,0.0009257780484203714,-0.00050487933417756,0.004687148050047736
7,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_235,dGHZ,6.629467428488071e-05,0.9999999999999998,2.7359514290813105,2.003102728744181,1.6636313630807509,0.5308527572394902,0.003345975281363643,3.1199994661636525,4.1680206599914235e-06,6.2831562641805885,helicity_conserving,0.004061080352898842,0.004044654685222425,0.9959553453147776,0.005680639197807231,0.9943514481870324,0.005648551812967642,-0.003909762772110904,-0.03555141101468932
8,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_238,dGHZ,7.246262501793174e-05,1.0000000000000002,2.568397494727353,2.159018567330126,2.7528445183054133,1.1940165005761316,0.0005683254276180915,3.1278123584319615,0.00017341081544197917,8.596285982762293e-06,helicity_conserving,0.0012304047461755162,0.0012288927107516666,0.9987711072892482,0.0004623814457510588,0.9995378322520404,0.00046216774795957766,-0.00041419491395690316,-0.002793893681571926
9,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_245,dGHZ,0.00011911764646821187,0.9999999999999998,2.9733430872500484,1.7395033937576891,4.865233770867531,1.9343956408354899,3.141592653589793,3.138628448156481,2.2417755727764095,4.57737042310572e-07,helicity_conserving,0.062033320703810645,0.05840995710257103,0.941590042897429,2.8472536009180777e-07,0.999999715274721,2.8472527902330014e-07,-0.055131543813509674,-0.00011322909925276755
10,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_251,dGHZ,0.00013388891130485837,1.0,2.732029456921151,1.9494129699320248,2.245585516737428,0.8677024209825104,0.012395894632816432,3.0547134689886923,3.1415498212817585,6.283171576505252,helicity_conserving,9.164535585096104e-05,9.1636957749359e-05,0.9999083630422507,0.01183092598795064,0.9883074082002397,0.011692591799760357,-0.0004245534593640113,0.027493816901537342
