detail_id,selected_observable,selected_region,incoming_state,alpha_e,alpha_p,final_state_order,final_ket,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,fraction,decomposition_rank,retained_fraction_total
dw_mixing_angles_polarization_03_local_minimum_584,D_W,polarization_cluster_03_local_minimum_584,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,6.9238412310884612e-01,2.4170927672936818e-01,p_gamma_lepton,|+1-1+1>,6,1,1,-1,-2.4788806788341169e+01,-7.2331222307194977e+01,7.6461040160611006e+01,-1.9009641579337622e+00,5.8462906624425714e+03,3.0171507521298241e-01,1,9.9204505638131757e-01
dw_mixing_angles_polarization_03_local_minimum_584,D_W,polarization_cluster_03_local_minimum_584,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,6.9238412310884612e-01,2.4170927672936818e-01,p_gamma_lepton,|-1+1+1>,5,1,-1,1,7.0766527384823178e+01,-3.7354004949324198e+00,7.0865045085461347e+01,-5.2735907495251817e-02,5.0218546149644717e+03,2.5916762103470797e-01,2,9.9204505638131757e-01
dw_mixing_angles_polarization_03_local_minimum_584,D_W,polarization_cluster_03_local_minimum_584,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,6.9238412310884612e-01,2.4170927672936818e-01,p_gamma_lepton,|+1+1-1>,3,-1,1,1,-6.0334959736229990e+01,3.0334179015180094e+01,6.7531250417103095e+01,2.6757371723806811e+00,4.5604697828974849e+03,2.3535649576796325e-01,3,9.9204505638131757e-01
dw_mixing_angles_polarization_03_local_minimum_584,D_W,polarization_cluster_03_local_minimum_584,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,6.9238412310884612e-01,2.4170927672936818e-01,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,-1.9353536837994223e+01,-4.1172778154797506e+01,4.5494582634900283e+01,-2.0102035867544639e+00,2.0697570491237702e+03,1.0681591795644203e-01,4,9.9204505638131757e-01
dw_mixing_angles_polarization_03_local_minimum_584,D_W,polarization_cluster_03_local_minimum_584,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,6.9238412310884612e-01,2.4170927672936818e-01,p_gamma_lepton,|+1+1+1>,7,1,1,1,1.5871693793053684e+01,3.0606413743824927e+01,3.4476995607486657e+01,1.0924000836561631e+00,1.1886632261186542e+03,6.1344472141153822e-02,5,9.9204505638131757e-01
dw_mixing_angles_polarization_03_local_minimum_584,D_W,polarization_cluster_03_local_minimum_584,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,6.9238412310884612e-01,2.4170927672936818e-01,p_gamma_lepton,|+1-1-1>,2,-1,1,-1,-2.2013943318618196e+01,-7.1462419512230202e+00,2.3144815282493713e+01,-2.8277013801731106e+00,5.3568247446075441e+02,2.7645474268068120e-02,6,9.9204505638131757e-01
dw_mixing_angles_polarization_03_local_minimum_726,D_W,polarization_cluster_03_local_minimum_726,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,8.0498482863149179e-01,2.7506222370655591e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,-1.5048444866301203e+01,-6.6940177551981080e+01,6.8610808649839271e+01,-1.7919245639229266e+00,4.7074430635848576e+03,2.9540384996102792e-01,1,9.9341264408041929e-01
dw_mixing_angles_polarization_03_local_minimum_726,D_W,polarization_cluster_03_local_minimum_726,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,8.0498482863149179e-01,2.7506222370655591e+00,p_gamma_lepton,|+1+1-1>,3,-1,1,1,2.3472708179454813e+01,6.0359260635628381e+01,6.4762708202773325e+01,1.1999098967426509e+00,4.1942083737575613e+03,2.6319708691351468e-01,2,9.9341264408041929e-01
dw_mixing_angles_polarization_03_local_minimum_726,D_W,polarization_cluster_03_local_minimum_726,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,8.0498482863149179e-01,2.7506222370655591e+00,p_gamma_lepton,|-1+1+1>,5,1,-1,1,-6.2474682240691109e+01,3.3103713658342846e+00,6.2562324762232585e+01,3.0886547543046126e+00,3.9140444796550605e+03,2.4561610041615975e-01,3,9.9341264408041929e-01
dw_mixing_angles_polarization_03_local_minimum_726,D_W,polarization_cluster_03_local_minimum_726,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,8.0498482863149179e-01,2.7506222370655591e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,3.7090621318747502e+01,-1.4360217276924567e+01,3.9773484006951279e+01,-3.6939362125328290e-01,1.5819300300512098e+03,9.9270073994314631e-02,4,9.9341264408041929e-01
dw_mixing_angles_polarization_03_local_minimum_726,D_W,polarization_cluster_03_local_minimum_726,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,8.0498482863149179e-01,2.7506222370655591e+00,p_gamma_lepton,|+1-1-1>,2,-1,1,-1,-2.7620191416894318e+01,2.1564016674774664e+00,2.7704242311555504e+01,3.0636773279879712e+00,7.6752504205738228e+02,4.8164119948503233e-02,5,9.9341264408041929e-01
dw_mixing_angles_polarization_03_local_minimum_726,D_W,polarization_cluster_03_local_minimum_726,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,8.0498482863149179e-01,2.7506222370655591e+00,p_gamma_lepton,|-1-1+1>,4,1,-1,-1,1.3684964826716273e+01,2.1868143082004231e+01,2.5797169305244928e+01,1.0116258514627581e+00,6.6549394416347093e+02,4.1761412846899083e-02,6,9.9341264408041929e-01
dw_mixing_angles_polarization_03_local_minimum_734,D_W,polarization_cluster_03_local_minimum_734,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,8.8639630803383884e-01,2.8869428945094109e+00,p_gamma_lepton,|+1+1+1>,7,1,1,1,4.7221634906446162e+01,-1.3150271097838683e+01,4.9018490727319886e+01,-2.7159845956557910e-01,2.4028124331843464e+03,2.7304259781625134e-01,1,1.0000000000000000e+00
dw_mixing_angles_polarization_03_local_minimum_734,D_W,polarization_cluster_03_local_minimum_734,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,8.8639630803383884e-01,2.8869428945094109e+00,p_gamma_lepton,|-1-1+1>,4,1,-1,-1,-3.9014206508168819e+01,-1.1417306488849377e+01,4.0650500574068758e+01,-2.8568972907326677e+00,1.6524631969223644e+03,1.8777697245618261e-01,2,1.0000000000000000e+00
dw_mixing_angles_polarization_03_local_minimum_734,D_W,polarization_cluster_03_local_minimum_734,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,8.8639630803383884e-01,2.8869428945094109e+00,p_gamma_lepton,|+1-1-1>,2,-1,1,-1,3.5412175803932051e+01,-5.8879761312352628e+00,3.5898335032290653e+01,-1.6476253245111896e-01,1.2886904580905868e+03,1.4643980761817257e-01,3,1.0000000000000000e+00
dw_mixing_angles_polarization_03_local_minimum_734,D_W,polarization_cluster_03_local_minimum_734,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,8.8639630803383884e-01,2.8869428945094109e+00,p_gamma_lepton,|+1+1-1>,3,-1,1,1,3.0859485325966020e+01,8.2957040285955141e+00,3.1955070644790759e+01,2.6261341344192862e-01,1.0211265399135679e+03,1.1603529235431168e-01,4,1.0000000000000000e+00
dw_mixing_angles_polarization_03_local_minimum_734,D_W,polarization_cluster_03_local_minimum_734,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,8.8639630803383884e-01,2.8869428945094109e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,-1.7388477632924790e+01,2.2708756848395343e+01,2.8601517302238847e+01,2.2242805681996529e+00,8.1804679199026816e+02,9.2958409127366484e-02,5,1.0000000000000000e+00
dw_mixing_angles_polarization_03_local_minimum_734,D_W,polarization_cluster_03_local_minimum_734,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,8.8639630803383884e-01,2.8869428945094109e+00,p_gamma_lepton,|-1+1+1>,5,1,-1,1,-2.6530424087429402e+01,-1.0603973233753477e+01,2.8571098169321640e+01,-2.7613526354225835e+00,8.1630765060101442e+02,9.2760782514346884e-02,6,1.0000000000000000e+00
dw_mixing_angles_polarization_03_local_minimum_734,D_W,polarization_cluster_03_local_minimum_734,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,8.8639630803383884e-01,2.8869428945094109e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,1.6565101959939827e+01,1.1665581961456093e+01,2.0260513454566055e+01,6.1355683964938568e-01,4.1048840544265215e+02,4.6645680306796312e-02,7,1.0000000000000000e+00
dw_mixing_angles_polarization_03_local_minimum_734,D_W,polarization_cluster_03_local_minimum_734,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,8.8639630803383884e-01,2.8869428945094109e+00,p_gamma_lepton,|-1-1-1>,0,-1,-1,-1,1.7830508733275924e+01,8.5014756683734074e+00,1.9753534626171945e+01,4.4491088257525080e-01,3.9020213022737397e+02,4.4340457806572121e-02,8,1.0000000000000000e+00
