lepton,kinematic_point,s_regime,theta_p_gamma_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,reference_name,search_stage,sample_id,alpha_e,alpha_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_trace,lepton_electron_alpha_e_mix_proton_alpha_p_mix_spin_signal_M2,lepton_electron_alpha_e_mix_proton_alpha_p_mix_cross_section_ratio,lepton_electron_alpha_e_mix_proton_alpha_p_mix_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M2_magic,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_out_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_lambda_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda_connected,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_gamma_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,lepton_electron_alpha_e_mix_proton_alpha_p_mix_F3,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_e,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_plus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_minus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_phase_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_abs,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_phase_rad,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_visibility,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_one_minus_C_e_p,optimization_run,start_source,screening_one_minus_C_e_p,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_one_minus_C_e_p,lbfgs_one_minus_C_e_p,final_one_minus_C_e_p,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_one_minus_C_e_p,local_minimum_verified,initial_C_e_p,lbfgs_C_e_p,final_C_e_p,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7,local_minimum_id
electron,gradient_local_minimum_0000,gradient,gradient,gradient,0.00051099895,15.118102250878872,3.888200387181565,1.8309573246825812,1.733498963728028,0.0,0.0,3.141592653589793,0.0,0.0918479921983164,3.1408608646623253,3.186693276634789,3.1406213565899064,6.282692859435786,0.0006461475419865809,0.04854804000794104,0.9999985504881481,13.368527194808438,0.9967470214834412,-12.697910026357581,0.0054041195602313324,0.001534640808131043,0.9234734574505201,0.9419801679324695,3.139975675610153,179.90735398620103,8.58765678291018e-08,0.3353086701019975,8.58765678291018e-08,0.3353086701019975,False,,gradient,626006887,1.7069506332859343,0.1436341535638462,1.0,3315.9978028845744,0.0801837954874607,1.0,0.010940246240340665,-9.949890648064397e-06,-0.053513297874485506,-1.8730995937091266e-05,-1.9263447399159693e-05,0.9999999996496437,2.369402935391616e-07,7.441012904293635e-08,0.9999999999058178,0.9999999999058178,3.160351863522418e-05,0.9999997923162754,1.4141877581958873,3.6492599974986226e-05,5.12292023191969e-10,5.123426270273673e-10,9.987207125569554e-10,0.001372630367850125,0.4986179995192041,0.4996322740717365,0.4999906298870542,0.24963695912820935,-3.05141779391399,0.9985665498755498,0.001372630367850125,0.0789082356900268,0.23662884866162642,0.23662884866162642,0.08776158584909773,0.2633805214513194,0.26338052145131946,0.0789082356900268,3.5035629952773206e-10,626,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,34,6953,711,1.2940374311866505,0.9983446552170254,0.0003805867658528417,3.5035629952773206e-10,296,282,False,1e-05,3.438606066552552e-10,True,0.0016553447829745344,0.9996194132341472,0.9999999996496437,0.5813017466239381,0.037327458164791084,0.9387320614642837,0.23035311523733185,0.48673395048219237,0.9250894709825117,0.9598347393129198,0.23008432331109624,0.7230584031463977,0.9997670643497871,0.9996908265625154,0.000176100249879178,0.5071779870941353,0.9999216245073597,0.5433392618025952,0.045720171073012995,0
electron,gradient_local_minimum_0001,gradient,gradient,gradient,0.00051099895,9.759015251876578,3.1239422612904644,1.421148375408772,1.3378663617593864,0.0,0.0,3.141592653589793,0.0,0.07607401286327237,3.131631570106399,6.278222212336741,3.1410382300294217,0.0011236454911191132,0.009454984182059745,3.1366487620360624,0.9999557575984794,8.03747852829309,0.9944256769825353,-7.607231578705078,0.014334440729635831,0.005878569890728807,0.9248986507393018,0.9102801587497782,3.1326920821268915,179.49003481992116,2.3604969132118292e-08,0.21512349839901185,2.3604969132118292e-08,0.21512349839901185,False,,gradient,654002223,1.849084889478779,2.8443309302931072,1.0,284349.4029102515,0.31164245520801304,1.0000000000000002,0.004395111113576356,-8.032110093625366e-05,-0.06556500046026578,-0.00010651258646749567,-0.0001117788394873502,0.9999999918490196,4.020064305269742e-07,4.459516575093745e-07,0.9999999962017461,0.9999999962017448,0.000131950386494008,0.9999994319776334,1.4141058236744914,0.00015236318141359078,8.705291304922674e-09,8.705251598721369e-09,1.7410544013867067e-08,0.4993944164936402,0.0005515486532499114,0.4994066640015479,0.4999459651468901,0.2494336814281028,-0.009909758955562521,0.9978425622649687,0.4993944164936402,0.0778792657741274,0.23365591308434197,0.23365591308434203,0.08879362385925887,0.26639812176876804,0.26639812176876804,0.0778792657741274,8.150980446153255e-09,654,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,34,2253,522,1.3263086715943904,0.8657667933347645,0.0007012926535863162,8.150980446153255e-09,78,64,False,1e-05,8.151085362229082e-09,True,0.13423320666523553,0.9992987073464137,0.9999999918490196,0.24821081278773857,0.49187743079025165,0.2791869222111296,0.5334660075622424,0.21435162058919635,0.8536445958083256,0.5441223996714104,0.8791140103943617,0.5326869878730343,0.9968292886501335,0.9998235214996006,0.003721833023974063,0.9992100989227273,0.00017883373419452724,0.5885820007141573,0.9053786546906344,1
electron,gradient_local_minimum_0002,gradient,gradient,gradient,0.00051099895,16.79764403720423,4.0984928982742215,1.9419089092383826,1.8295504787433687,0.0,0.0,3.141592653589793,0.0,0.10647855596479565,3.1311857850350227,3.961227203597183,3.1411821547809207,6.283140175864242,0.00981912277985767,0.8213151800396332,0.999942849380579,15.037960977569048,0.9968020862038356,-14.213402200105227,0.004302561287309805,0.0011209357302600024,0.9280883842583552,0.9477569497069357,3.131489418177937,179.4211272514735,2.4580321195122323e-08,0.4122794133121752,2.4580321195122323e-08,0.4122794133121752,False,,gradient,109001205,1.8474819039121329,0.2955853992331099,1.0,19167.322798232355,0.30908078039352305,1.0000000000000002,0.0087655030761874,2.4904805622782966e-06,-0.06674072569041194,0.00016677474513127066,0.000166940961611315,0.9999999894489133,1.8310477026773312e-07,1.233539808817583e-07,0.9999999964957216,0.9999999964957194,0.00016733808897936804,0.9999997921771397,1.4140769305358738,0.000193225380082282,1.4093582857690019e-08,1.4093596727950217e-08,2.8001987279705404e-08,0.26644465211564994,0.23363786292645694,0.49952523994242576,0.5000825150421069,0.24948398242137232,-1.504999572843221,0.9977712674092026,0.26644465211564994,0.07806576894294555,0.23327300921861527,0.2332730092186151,0.08859046182703585,0.26664447573927785,0.26664447573927774,0.07806576894294555,1.0551086671028997e-08,109,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,1296,369,1.7179206695224358,0.8560979403124342,8.797203404631304e-07,1.0551086671028997e-08,41,27,False,1e-05,1.0534121575034305e-08,True,0.14390205968756573,0.9999991202796595,0.9999999894489133,0.8530028853234993,0.19616398434265797,0.956875822171839,0.20281969690603352,0.3575527375494626,0.9880884590418156,0.8529653860112663,0.3521764621754544,0.7754408137506951,0.9966873908548014,0.9998693341708692,0.005089692444074823,0.6304488901625774,0.9999928171280746,0.5880717545608839,0.09408775478748153,2
electron,gradient_local_minimum_0003,gradient,gradient,gradient,0.00051099895,2.446919760152473,1.5642633282642897,0.5008987865095036,0.4665898066682691,0.0,0.0,3.141592653589793,0.0,0.02502962315718469,3.09533927070686,6.2716092259184295,3.140859541091755,3.141349992217983,0.043861930965642525,3.130006924663597,0.9988963398743633,0.984480117616422,0.9712776932728084,-0.9352870186612251,0.25187149001422554,0.2993044671414175,0.9089567245079827,0.6468053662699462,3.0969976565138357,177.4448948801494,9.893116865652973e-09,0.02459655937072048,9.893116865652973e-09,0.02459655937072048,False,,gradient,150009296,2.6848388029614156,2.063150516839525,1.0,584160916.7742022,0.6946064902055141,1.0,0.008157119453541372,-9.818805491890181e-06,0.08746971949262485,0.00013191059417963502,0.0001327694423417633,0.9999999887300464,5.802419376969301e-06,5.98936979641361e-06,0.9999999943468935,0.9999999943468347,0.0001393495280766378,0.9999921350544082,1.4140997805929758,0.00016090697379261238,1.1200026015439554e-08,1.1197704073911584e-08,1.9348750353997247e-08,0.49904128863103464,0.0010246159801087784,0.49910804105629314,0.5000659046111434,0.24907508875072146,-0.023152243174331087,0.9961690507350422,0.49904128863103464,0.09060135986902139,0.2718369153763256,0.2718369153763255,0.07600973721262216,0.22809718001253107,0.2280971800125311,0.09060135986902139,1.1269953636983132e-08,150,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,9336,162,0.0512103962392278,0.6777530186852972,0.0013153293376412245,1.1269953636983132e-08,428,414,False,1e-05,1.1293825874503227e-08,True,0.32224698131470275,0.9986846706623588,0.9999999887300464,0.9220254478321596,0.3326167688226826,0.4311337559037969,0.47175992815129325,0.704313100353775,0.7980268801596611,0.7456753709476001,0.7609786495938656,0.14418174887927834,0.9852770909589182,0.9997666430441895,0.0,0.9981576094456535,0.4999613792431789,0.8546107337924731,0.6567212061952182,3
electron,gradient_local_minimum_0004,gradient,gradient,gradient,0.00051099895,9.162186072602772,3.026910317898892,1.3681181280841104,1.2541089603530504,0.0,0.0,3.141592653589793,0.0,0.10335883870492249,3.131775176547325,4.409291835651345,3.1405511971014604,0.001432563747091347,0.009046515429640306,1.2760616279545929,0.9999482009662899,7.428526159860519,0.9913913183625994,-6.8673155831150305,0.01720681989394928,0.007555833126862574,0.9443491207942396,0.9046995947771962,3.1321892750323315,179.46122609549363,8.65508670011561e-08,0.2806053749236809,8.65508670011561e-08,0.2806053749236809,False,,gradient,743001273,1.7355694385004363,0.17916699117787405,1.0,40885.574662563944,0.12258352672048996,1.0000000000000002,0.2567322426798349,9.457441401072852e-06,-0.08342746018179757,-0.00016352768664913697,-0.00016273867633322727,0.9999999884775218,2.6995626430684433e-06,2.587464513626548e-06,0.9999999982403841,0.9999999982404124,0.0001972666906446437,0.9999964714751689,1.4140524958253105,0.00022778395238276782,1.9518436843253228e-08,1.9519086130482056e-08,3.890016462681643e-08,0.45388876631003383,0.046028754293675894,0.49904604136996716,0.49991752060370975,0.2490872810681123,-0.6116371864205213,0.9965135079375087,0.45388876631003383,0.07651775401025268,0.22918208413823746,0.22918208413823749,0.09018446126871336,0.27090039525805276,0.2709003952580528,0.07651775401025268,1.152247819380392e-08,743,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,1382,369,3.772928795743754,0.9343296800748011,0.0015483609275125376,1.152247819380392e-08,45,31,False,1e-05,1.158431439662877e-08,True,0.06567031992519885,0.9984516390724875,0.9999999884775218,0.8698106905029258,0.44662374442316605,0.8360184056544238,0.5798979030810922,0.7536731668665447,0.8546981732141549,0.9854469620552011,0.2928952040526498,0.5085170016283469,0.996875,0.9996684941037335,0.026902057558364723,0.7017605911786486,0.00022799960164383571,0.5524489104331394,0.057030624569721314,4
electron,gradient_local_minimum_0005,gradient,gradient,gradient,0.00051099895,11.837478999664011,3.4405637618948455,1.5924184893722224,1.5066007990086532,0.0,0.0,3.141592653589793,0.0,0.07961395973150537,3.1346979352081132,5.16520441638749,3.1407375400982853,0.0,0.006567557015556877,2.029488260830551,0.9999784452935878,10.103551508228525,0.9957915614833858,-9.59841767951992,0.009323132984576639,0.0032526306929975,0.9225438751209363,0.9259526919308111,3.1353564084026577,179.64268947076837,5.2878941753098374e-08,0.2525669672332227,5.2878941753098374e-08,0.2525669672332227,False,,gradient,662001186,1.7461513748277397,2.9562733829659975,0.9999999999999998,27461.81091508443,0.13072986413829868,0.9999999999999999,0.2707872742421792,2.4104026932370015e-05,-0.054536993379879675,0.00019786769943833105,0.00019918226059557014,0.9999999874379271,3.530871114208268e-07,4.298570169460357e-07,0.9999999974163891,0.9999999974163905,0.0001994802681799762,0.9999994738499064,1.4140506879139871,0.00023033997132285427,1.9956799331742992e-08,1.9956741889731483e-08,3.979206794559196e-08,0.09668027345995106,0.4034182847951789,0.4997268991066199,0.5000985582551299,0.2496776199790549,-2.232254485454198,0.9985136563888254,0.09668027345995106,0.0787651220529187,0.23631047347630985,0.2363104734763099,0.08786625257833881,0.2635909682685603,0.2635909682685604,0.0787651220529187,1.2562072937427615e-08,662,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,49,1269,801,0.38647523604627576,0.6013156252515254,3.5284396371348947e-07,1.2562072937427615e-08,21,7,False,1e-05,1.253424086744559e-08,True,0.3986843747484746,0.9999996471560363,0.9999999874379271,0.789604761376229,0.3701215543587143,0.83484179262843,0.318678464763537,0.6527974324962885,0.9055333034665967,0.8719457337942256,0.7141287149096981,0.6115552146331392,0.9978053429766582,0.999727808921844,4.1893766494108266e-10,0.8220678149481575,0.0,0.5558172453810875,0.9410110440600765,5
electron,gradient_local_minimum_0006,gradient,gradient,gradient,0.00051099895,8.36450053473182,2.892144625486737,1.293962989655363,1.2221499187509637,0.0,0.0,3.141592653589793,0.0,0.06468986348082623,3.141415171984815,0.09372513857576563,3.1402427646418927,3.14218668725398,0.00010119124912419356,3.2977222221012648,0.9999988346080617,6.660491819667127,0.9938518384486835,-6.327510206324284,0.019855408175868852,0.009197625395155942,0.9210471030525185,0.8953911412535164,3.140142710164171,179.9169243611791,8.279195751192958e-08,0.16649088946337504,8.279195751192958e-08,0.16649088946337504,False,,gradient,532001877,3.0034284504966577,1.4251165359645839,1.0000000000000002,62074.59494470798,0.0824930754038658,1.0000000000000004,0.036943834971802855,-3.8125194369575954e-05,0.05353457576673831,-0.00013601167563747837,-0.0001339706595308787,0.9999999871099176,7.044410499128446e-07,5.112057934894275e-07,0.9999999920285276,0.9999999920285281,0.00013755661500345305,0.999999185272124,1.4141012432135713,0.00015883669576029354,9.836723912384972e-09,9.836959706392896e-09,1.8921064762652106e-08,0.004729969001238538,0.4952020227632955,0.49957395284693223,0.49993199176453407,0.2496079569646652,-2.9541543563927983,0.9985676495063334,0.004729969001238538,0.08782063263455529,0.26342717822945305,0.26342717822945316,0.07886836049389712,0.23664083000601283,0.23664083000601283,0.08782063263455529,1.2890082445871087e-08,532,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25,1981,531,0.22087219855279,0.7864820956050259,0.0004984517632784513,1.2890082445871087e-08,67,53,False,1e-05,1.2827243711655001e-08,True,0.21351790439497406,0.9995015482367215,0.9999999871099176,0.5668785047996893,0.24477528763198944,0.9293803363247023,0.2884158618386854,0.06819849917551944,0.44471860429855375,0.7381649909047797,0.06035105062891477,0.4749477993841665,0.9999435058505197,0.9995703170026331,0.0,0.014916819096305984,0.5000945433940184,0.9560209682387499,0.4536286823615247,6
electron,gradient_local_minimum_0007,gradient,gradient,gradient,0.00051099895,8.27475030690054,2.876586572119904,1.285361277723508,0.003524248930149182,0.0,0.0,3.141592653589793,0.0,0.9675942120049336,2.866089704085528,3.2762911176851253,3.141144644801043,0.00026847920671456746,0.0005482112617455911,0.24406197216724218,0.9621676322296033,4.9922688373236275,0.7340571855095838,-1.2341897366191914,0.19265154827258651,0.20781981783152448,2.688501488134226,0.9196771782297797,3.140603750643001,179.94334003480077,2.230964135652158e-07,1.8790397734480515,2.230964135652158e-07,1.8790397734480515,False,,gradient,897003125,0.11709559046078374,0.9620297894048069,1.0,5736083.781228305,0.8804524524261359,1.0,0.2388453160656818,-2.219693824523361e-06,0.9446176280495886,1.9379649746908978e-05,2.1476411662426555e-05,0.9999999816210599,5.297596424059423e-05,5.294825851869047e-05,0.9999999870146998,0.9999999870147013,0.00014688281846033033,0.9999293780364351,1.4140936271281273,0.00016960566689513864,7.98082705993683e-09,7.983764653575335e-09,1.596459149146756e-08,0.3229905062155276,0.16772224413110606,0.32589531468856014,0.49071275034663364,0.08053893951524335,0.2693920819895936,0.32825289116026274,0.3229905062155276,0.1590010334494108,0.4776419911915333,0.47764199119153344,0.004519767822848483,0.03164525846183306,0.03164525846183307,0.1590010334494108,1.8378940147556477e-08,897,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,3187,738,483.6505506968702,0.9452525299114019,0.006002086619354752,1.8378940147556477e-08,109,95,False,1e-05,1.8378931820883793e-08,True,0.05474747008859817,0.9939979133806452,0.9999999816210599,0.4520903527063462,0.11730974746419194,0.9983450723814772,0.6811739991560674,0.5707820348015241,0.08455979222713153,0.0413203409356089,0.29870007194810866,0.47107239585490834,0.9123046874999988,0.9998573943734436,0.7398718873274303,0.5214379263876583,4.2729792866014193e-05,0.03727268407219584,0.3062235927708602,7
electron,gradient_local_minimum_0008,gradient,gradient,gradient,0.00051099895,5.680360429887283,2.3833506728736507,1.0070939471241502,0.9486073666507471,0.0,0.0,3.141592653589793,0.0,0.050344642831663546,3.141592653589793,5.93607973052811,3.140033662767307,1.4184797827817309e-05,7.85691487579832e-05,3.1416068383871174,0.9999987847740538,4.024153848640063,0.9904477484694308,-3.82298656518994,0.04519719650168067,0.028409407115324557,0.918654457007267,0.8463598835644771,3.1401122319161274,179.91517808619926,6.81408190150723e-08,0.10058370986584805,6.81408190150723e-08,0.10058370986584805,False,,gradient,538000872,0.15340636912778,1.4090536344609135,1.0,582214.2118525405,0.10105909412154947,1.0,0.002887314873570374,-2.240066301750776e-05,0.05377110105298872,5.9127756803403764e-05,6.0332265118172124e-05,0.9999999516214086,0.0,0.0,0.9999999526783023,0.9999999526783026,6.098360614864947e-05,0.999999983873804,1.4141637361361348,7.041779948718811e-05,2.1137872563414817e-09,2.1137877004306915e-09,3.7190002188935974e-09,0.499668186837456,0.0003613557264564027,0.499668186837456,0.5000295425639124,0.2496534155554998,8.924777055534083e-13,0.9985546624921258,0.499668186837456,0.08775868595645499,0.2634335924120651,0.26343359241206504,0.07879586135088046,0.2365368650240225,0.2365368650240224,0.08775868595645499,4.8378591355202616e-08,538,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,979,468,0.1876234966565017,0.9133882121393315,4.845502027395199e-07,4.8378591355202616e-08,24,10,False,1e-05,4.837858469386447e-08,True,0.08661178786066852,0.9999995154497973,0.9999999516214086,0.3783194547830178,0.203507396510182,0.3407047007144821,0.4785744631349933,0.7022563179846159,0.8997216945596684,0.4159924821210816,0.7941096424311804,0.34821074346010106,1.0,0.9995037578087329,0.0,0.9447564317011549,2.2575806910563045e-06,0.04883076389693223,0.44851570201211,8
electron,gradient_local_minimum_0009,gradient,gradient,gradient,0.00051099895,2.374384494367571,1.5409037914054113,0.4849556260871529,0.4514689931897302,0.0,0.0,3.141592653589793,0.0,0.024232233179451043,3.0965551371150593,3.1412523203930904,3.1411135229856555,6.282986832788443,0.04271957963921422,6.282844892906151,0.9989642962493357,0.9223088158898444,0.9699299657733459,-0.876223421979442,0.26697542556885917,0.3237839751038238,0.9084376703061233,0.6362508449368747,3.0983939433512107,177.52489622292066,7.872690322568987e-09,0.023042704827884147,7.872690322568987e-09,0.023042704827884147,False,,gradient,1572006942,2.116126809632342,2.5397331269287338,0.9999999999999999,534344368.3211073,0.8714839147468976,0.9999999999999997,0.015001729125583911,-2.1887830798983376e-05,-0.1229532040264886,0.00036922093217606894,0.00036652975325014427,0.999999932688458,4.604539110756821e-06,4.598861546315584e-06,0.9999999997202224,0.9999999997202135,0.0003729812767776806,0.9999938419645984,1.4139090096463045,0.0004306816734910064,1.3404232239046846e-07,1.340423568798004e-07,1.390726815187641e-07,0.4982876743580734,0.0018969123505760133,0.4982877318419476,0.5001845867086494,0.24819543848762288,-0.0006805987130440743,0.9924153805730654,0.4982876743580734,0.07305002831809312,0.21917488293852372,0.21917488293852366,0.09355402886256496,0.28064053035282704,0.280640530352827,0.07305002831809312,6.731154200689815e-08,1572,sobol_screened,0.1269471572904518,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,7000,351,0.09686113926965506,0.1269471572904518,0.0012180433333830454,6.731154200689815e-08,308,294,False,1e-05,6.917424166807962e-08,True,0.8730528427095482,0.998781956666617,0.999999932688458,0.27595421485602856,0.7712224163115025,0.9862994607537985,0.36737380735576153,0.7277857651934028,0.9120601741597056,0.7650961773470044,0.7172733647748828,0.1383630497496224,0.9856641132569269,0.9998474879919298,0.0,0.4999458342894465,0.9999684118195724,0.6735840839245388,0.8084221625698881,9
