optimization_run,start_source,screening_one_minus_C_e_p,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_one_minus_C_e_p,lbfgs_one_minus_C_e_p,final_one_minus_C_e_p,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_one_minus_C_e_p,local_minimum_verified,initial_C_e_p,lbfgs_C_e_p,final_C_e_p,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7
10,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,11399,180,0.05104253757222755,0.8801713351527164,0.001308436117783196,0.00028771441485531124,512,506,True,0.00078125,0.00028752611462534716,False,0.11982866484728363,0.9986915638822168,0.9997122855851447,0.5828688905192094,0.8544917358010743,0.6783233950430565,0.3085274194266487,0.8022289036906007,0.5616367663327773,0.4165190400689111,0.5692260446662804,0.09214522836498325,1.0,0.48837729659493145,0.0,0.8147658091849205,0.49829993478362544,0.08195521158894879,0.5783793831654238
11,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,11123,279,0.059965196991335144,0.4520417245468875,0.0013447537851271063,0.0003087200422262626,512,503,True,9.765625e-05,0.00030861749645605396,False,0.5479582754531125,0.9986552462148729,0.9996912799577737,0.7478892949246412,0.4110284513104867,0.9188591786781262,0.6025498495327516,0.6216575087236689,0.4336246751830369,0.30814198490433264,0.8275604119243631,0.08514440818946736,0.9845151133541375,0.4870553621035623,0.0,0.4908637683207467,0.5007381886235099,0.08754124492111745,0.5822298412751952
12,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46,10459,927,0.16701379424316848,0.9844009618683999,0.0010565764556859092,1.3562729678340268e-05,424,410,False,1e-05,1.356280374997798e-05,True,0.015599038131600084,0.9989434235443141,0.9999864372703217,0.7497611578066132,0.023553007327694008,0.5729171480337387,0.32393116337667527,0.04219468953940883,0.08101249848314458,0.970764942792833,0.34913029272431806,0.0004540176367118069,0.965697515333839,0.9971017485271418,0.0066076894342679,0.4999856232374321,0.9993392591011385,0.13406314444991627,0.29873505654488586
13,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,12299,1080,99994699.97680028,0.9267421655397349,0.05300023654822894,0.00030856422360947544,512,506,True,0.00078125,0.0003084808151021523,False,0.0732578344602651,0.9469997634517711,0.9996914357763905,0.28037723093967964,0.3244943205189284,0.6038331559803791,0.596112325146141,0.4967067496113258,0.300573994115644,0.5205237355842078,0.19816277635153623,0.062239967214532524,0.9885748862506052,0.7606216932731557,0.0,0.5488835827576289,0.5023310967322164,0.5838297252924602,0.07843633427209282
14,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7,10646,153,0.05113201382532907,0.9873782959754266,0.001312413097695253,0.0012828226100641826,512,500,True,1.220703125e-05,0.00128282191713891,False,0.01262170402457338,0.9986875869023047,0.9987171773899358,0.6361114223158573,0.2252077154890367,0.9620585590807501,0.023806206515105906,0.12323135451809947,0.8432547578377149,0.47955792757539145,0.9145860447266865,1.0,0.9958960656281035,0.49012721760527805,0.0,0.6388945479627502,0.0019875497382157293,0.17862335994440204,0.6787227307005401
15,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,5501,432,0.013958725011044901,0.8746706612193409,0.00015421169253526656,5.7248518812169635e-06,230,216,False,1e-05,5.7273767942733755e-06,True,0.12532933878065905,0.9998457883074647,0.9999942751481188,0.36282259061917616,0.11560149071336827,0.9588145752607286,0.5744691385298855,0.9192248706434734,0.010647134648142398,0.29631678270814743,0.2932465131938247,0.29243665774352623,0.9977262924044127,0.8490931307908438,0.0,0.9255822809822977,0.002889217223908948,0.010043680776425186,0.49025402642038224
16,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,11887,405,0.020359604970004715,0.812393173549888,0.0002487954075011123,0.00010745224561881095,512,503,True,9.765625e-05,0.00010732079689301788,False,0.18760682645011195,0.9997512045924989,0.9998925477543812,0.4071182060529899,0.5266832867515194,0.7626499112146152,0.6798814257582938,0.5140810077740205,0.6149854120616935,0.39030077575602734,0.6317686357414186,0.1294059548871736,0.9928128629697555,0.5898110356884231,0.0,0.5093608148371641,0.49378398720755257,0.052921749690832756,0.5502024710169098
17,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,10670,234,0.051539777204933995,0.9534959563201673,0.0013228611528292022,0.000732339454915687,512,504,True,0.0001953125,0.000732215906735334,False,0.046504043679832796,0.9986771388471708,0.9992676605450843,0.30028603391758996,0.3167000809138908,0.4174437607468019,0.3638417047118475,0.25032114489035484,0.893425585155226,0.5368335117159662,0.347190522388345,0.0505415378583485,1.0,0.7946350921819422,0.0,0.9328869840650965,0.4998175495227036,0.36196515386192046,0.13443495296018138
18,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,4024,225,0.05121490937058622,0.7490560524270571,0.0013142445299634264,0.0013102845344490355,175,161,False,1e-05,0.0013102845340815517,True,0.2509439475729429,0.9986857554700366,0.998689715465551,0.6981963233604223,0.8120968384307936,0.967401614624665,0.32181921748334374,0.708992820007349,0.9453448782653978,0.22992565513365687,0.5404677660960627,0.5765502524034029,0.9723507274033685,0.5077652263326948,0.0,0.7689222114884304,0.2820528833191242,0.24765323334543748,0.7472485836345653
19,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.21067869012844817,0.5742392158820796,0.7833490561329208,0.6976380283998188,0.8684565842567319,0.713189437680982,0.5151060199239335,0.7228388298504835,0.21067869012844817,0.5742392158820796,0.7833490561329208,0.6976380283998188,0.8684565842567319,0.713189437680982,0.5151060199239335,0.7228388298504835
20,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9,10912,153,0.051504361806154475,0.52593842408338,0.0013199354547114295,0.0012938419781028943,512,503,True,9.765625e-05,0.0012938408183981176,False,0.47406157591661996,0.9986800645452886,0.9987061580218971,0.6415590197939104,0.4181243788612263,0.6546385266644416,0.2657537701523803,0.8190634763571492,0.15810901407278377,0.8340943243983938,0.22573551433858052,1.0,1.0,0.5114018559446726,0.0,0.8306873706889749,0.9870198348389344,0.699908042040592,0.19969933809342158
21,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,1162,108,0.05120894283216751,0.7361084131889397,0.001316556314734374,0.0013134953388613813,50,36,False,1e-05,0.0013134953780996605,True,0.26389158681106034,0.9986834436852656,0.9986865046611386,0.7424282292712879,0.3699573043736018,0.8084638763857317,0.7315703037028674,0.05702925631402883,0.31964222793642566,0.36671572500807853,0.26483834737954415,0.9999876908356895,0.9997323453031887,0.8034166245409535,0.0,0.29990061707230475,0.0008041000616827545,0.2549650484946093,0.24492781720177265
22,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,11471,162,0.05151338292704539,0.8971520193542051,0.0013202885477936466,0.0003592019768954291,512,506,True,0.00078125,0.0003591334440218308,False,0.1028479806457949,0.9986797114522064,0.9996407980231046,0.6984417404440401,0.7917501937049558,0.44850371321550647,0.0544203515305611,0.7212287307968129,0.5960837447581591,0.5356741457543904,0.36671094458631676,0.06912985394699604,0.9814978204350397,0.6958944524869032,0.0,0.41587141195592786,0.49880660102899255,0.5927015520676283,0.08656333438623387
23,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,11409,252,0.06071815680571814,0.8893263935932265,0.001360258763695943,0.0011848656138573332,512,506,True,0.00078125,0.0011848114077346317,False,0.11067360640677346,0.9986397412363041,0.9988151343861427,0.1203064981559363,0.5231932015444454,0.23635945820143398,0.09051688969538074,0.08438074323744503,0.2562897878790672,0.4665052312849895,0.3158997799384933,0.0806853492007464,0.9828052883898057,0.1804004286827787,0.0,0.9971064387318664,0.00158892406949163,0.2050253795830176,0.2989575539450709
24,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,10954,189,0.05146086685216671,0.8403606512555231,0.0013054407270598478,0.001212798159284656,512,501,True,2.44140625e-05,0.0012127782139238485,False,0.15963934874447694,0.9986945592729402,0.9987872018407153,0.7441404946871935,0.3658624209060044,0.43921964127849356,0.28801531889870624,0.17158362785203962,0.04449953998137754,0.936524109619054,0.2217282606671635,0.9999925562327991,0.9964182099783014,0.4903665585133607,0.0,0.3070657064873366,0.9984163698151481,0.5919817616547647,0.09193451008040056
25,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.9571368609300194,0.5763537174194647,0.5779836009195031,0.9432481332171311,0.0579282152313181,0.9091690079910943,0.3227837235431121,0.04388104980520239,0.9571368609300194,0.5763537174194647,0.5779836009195031,0.9432481332171311,0.0579282152313181,0.9091690079910943,0.3227837235431121,0.04388104980520239
26,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,9674,9,0.0,1000.0,1000.0,0.001310043090687274,462,448,False,1e-05,0.001310043485569956,True,nan,nan,0.9986899569093127,0.772974595582796,0.38710777949803243,0.016168383097168577,0.827810952319238,0.15192442567700853,0.02772568785987326,0.38241490149237767,0.6232706590762369,1.0,0.9827988540968525,0.4520045415215233,0.0,0.3078585754783475,0.9400160099033291,0.23832224508246821,0.7388361541303781
27,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,11196,279,0.033972876451862595,0.7934251338787688,0.0008906147147190735,0.00017565070946357064,512,502,True,4.8828125e-05,0.00017558785494742324,False,0.2065748661212312,0.9991093852852809,0.9998243492905364,0.3603866810340842,0.3217777357182017,0.3266313093188821,0.3034337412400513,0.24535797114762914,0.678552582635849,0.6624688174621974,0.7714896416527265,0.09938632451937546,0.9817753291253252,0.49247993237392235,0.0,0.500825034774062,0.49964625079791625,0.9262025716858456,0.5692067167405875
28,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,13022,1620,1.6786300506225709,0.7698299976932299,0.041231900986581915,0.018841527907234146,512,501,True,2.44140625e-05,0.018840101965771128,False,0.23017000230677015,0.9587680990134181,0.9811584720927659,0.34234779299487084,0.32073740910774745,0.5563650049025537,0.6481599794515567,0.1708402868710861,0.999220255379646,0.15086228649626823,0.9000218335091484,0.10307065823707318,0.6472965897879122,0.8484922169868346,0.5776565188719185,0.46600970019322985,0.9850348552540973,0.43006073304413656,0.968668565776842
29,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9,11371,108,0.050651318349672174,0.47528966297038144,0.0013032552762316518,0.0010910672760031659,512,505,True,0.000390625,0.0010909959999200192,False,0.5247103370296186,0.9986967447237683,0.9989089327239968,0.5316038974333613,0.5405612937244415,0.5209737899631051,0.2834391479615788,0.555866064420123,0.8514863918977393,0.3409904938441849,0.13530611264805395,0.13823994839766982,1.0,0.47889558838001767,0.0,0.5025706727128351,0.0012864226363211153,0.18295379823165886,0.31944689876300053
30,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,2217,126,0.05112080281174352,0.9107039834484439,0.0013146182586522004,0.0013092123793871924,96,82,False,1e-05,0.0013092123534782507,True,0.08929601655155603,0.9986853817413478,0.9986907876206128,0.5571213363571071,0.9758475984289333,0.0982013945598327,0.657223860632025,0.041539485251392866,0.6094875637021631,0.0957861814602584,0.9194165388608856,0.8971056787854841,0.976863431783517,0.4988830402800196,0.0,0.998914730076428,0.49949359964025575,0.2615023743886689,0.7589439166218602
31,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,7417,189,0.05278370731205658,0.8386345271372686,0.0013159221877453442,0.0013110114451654331,344,330,False,1e-05,0.0013110113781042987,True,0.16136547286273145,0.9986840778122547,0.9986889885548346,0.6273887772216191,0.469752709136595,0.42886496519568734,0.36614065716103156,0.17785646239224873,0.31003492771272756,0.34763074740802924,0.55988941891618,1.0,0.9844477697316064,0.6716346822018319,0.0,0.0047061966927472105,0.4983791960597603,0.25773922865599824,0.7561345124420532
32,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,10095,207,0.05122010948027486,0.9991511257398179,0.0013141765571880182,0.0013063684688462418,512,502,True,4.8828125e-05,0.001306360032213072,False,0.0008488742601820465,0.998685823442812,0.9986936315311538,0.8562457965311114,0.07428470869476349,0.9213123695178236,0.10733466124231127,0.3280096209131045,0.23768906395898726,0.9912754586301903,0.48973140850057106,1.0,1.0,0.6047684726048194,0.0,0.38991652281231276,0.49992894088220174,0.7733032299205818,0.2734728444813266
33,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,10956,162,0.05068037945017098,0.9634517961159189,0.0013025159891226767,0.0008361827102254527,512,505,True,0.000390625,0.0008360801233933124,False,0.03654820388408111,0.9986974840108773,0.9991638172897745,0.2513659383976913,0.1757381327310045,0.7520217247517293,0.19380766062888494,0.12940964895402965,0.4093646134147538,0.03956317884279565,0.33730146269538647,0.0380620898040094,1.0,0.8315565667313709,0.0,0.1285247994413418,0.4967704869345131,0.34907701871424185,0.14695228105522368
34,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25,11624,315,0.012194464700996993,0.2613781632211166,7.347317613137783e-05,2.679672796512822e-05,512,503,True,9.765625e-05,2.6792047672419272e-05,False,0.7386218367788834,0.9999265268238686,0.9999732032720349,0.15148817478387178,0.7898656778946274,0.8201539121347032,0.37622262004068074,0.7932231706100704,0.3619025646688784,0.9255314421294397,0.6286961610848426,0.1522703712211573,0.9908519062447315,0.7281299037206773,0.0,0.4953654912877726,0.49504926472535815,0.9651672775042536,0.5331912591925071
35,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,11453,468,1.1611354331163837,0.9922045475972104,0.06916110166161205,0.0002690429654130799,512,502,True,4.8828125e-05,0.0002689987221402568,False,0.007795452402789517,0.930838898338388,0.9997309570345869,0.6486685542678678,0.21867435070505725,0.060826922923046214,0.7053449375229821,0.9406255690911091,0.5931683415191795,0.18492034176919156,0.07390172862343644,0.09612521740056693,0.9872370357877593,0.48716706547368605,0.0,0.05610366254949142,0.9962755311855145,0.9171803291981737,0.4215077203132008
36,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,11144,126,0.05137004366052945,0.7842544654725502,0.0013172335632305465,0.001059597110854904,512,505,True,0.000390625,0.0010594711299872772,False,0.21574553452744982,0.9986827664367695,0.9989404028891451,0.34141705214928625,0.2584015487821953,0.9200160071022637,0.42739395671703906,0.6130365521028389,0.7473934292499138,0.9229509026262842,0.3811049566716133,0.11693912990620951,0.9880434544032862,0.5057604682754991,0.0,0.5906952216181129,0.49775729156297593,0.6797227942892985,0.17666324556066348
37,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,336,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.3396826617623239,0.6577771847791848,0.4838533405675653,0.9800080986654396,0.8292597479523361,0.7077155761805459,0.5346257128714151,0.03173272640495649,0.3396826617623239,0.6577771847791848,0.4838533405675653,0.9800080986654396,0.8292597479523361,0.7077155761805459,0.5346257128714151,0.03173272640495649
38,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,12186,729,15268.245180820242,0.9842162940875556,0.17360994160650722,0.0009448297282946827,512,502,True,4.8828125e-05,0.0009443308915703108,False,0.015783705912444376,0.8263900583934928,0.9990551702717053,0.30454676348331755,0.029602304206678313,0.46746135002588146,0.19480199772430823,0.9712507469529211,0.8235685307352457,0.037532265959939415,0.5394908604263039,0.06482385579701466,0.07187540687174433,0.9662747896382627,0.5487100142851409,0.2880057136653057,5.973171871366161e-05,0.027171250398399675,0.485217863670007
39,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,11598,288,0.05145508383295339,0.9375708846119722,0.0013157476506481247,0.0007971358100702375,512,505,True,0.000390625,0.0007970626744666642,False,0.06242911538802771,0.9986842523493519,0.9992028641899298,0.2934348983270108,0.2208593442641319,0.9883643221588284,0.08003754465786071,0.2930989427643234,0.2952271810260342,0.2629927324490698,0.508595423070624,0.013885159377334883,0.9666005689357421,0.9387412223946018,0.0,0.49719032840609173,0.9916858626997712,0.12381344633513193,0.3551720524582728
40,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,11198,252,0.05290369312151208,0.9231494612375806,0.0013522042452607241,0.00037572564971499745,512,504,True,0.0001953125,0.0003475855497173663,False,0.07685053876241947,0.9986477957547393,0.999624274350285,0.14164628616613115,0.9790211740750736,0.6494723801714015,0.2983844363561695,0.9970494283127024,0.5554799525204163,0.8208051774011819,0.47638626775452175,0.22230238660730806,0.9832462802242311,0.9998589570125971,6.507749256440951e-05,0.9947573979571491,0.0004988910995160769,0.6996975010999235,0.2122301673649589
41,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,11614,189,0.05027078614422986,0.7910583899185126,0.001294030666333823,0.0005925344129863452,512,506,True,0.00078125,0.0005923833712744297,False,0.20894161008148732,0.9987059693336662,0.9994074655870137,0.3103284744528929,0.7624660795206091,0.08532472294467315,0.4076829536759011,0.5255006363092611,0.7536428798843036,0.30393023637707794,0.04035409799133122,0.08083694977748272,0.9787878132572582,0.4912091685779533,0.0,0.5087170693968583,0.5061989557516107,0.3706971099340811,0.12310393209469209
42,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.49145986372309614,0.6974181400174726,0.8012581877779382,0.9676009131883727,0.6330588833472579,0.21828389218468877,0.6110220038861541,0.7969814860237177,0.49145986372309614,0.6974181400174726,0.8012581877779382,0.9676009131883727,0.6330588833472579,0.21828389218468877,0.6110220038861541,0.7969814860237177
43,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,11152,153,0.051283649870288085,0.585613258610411,0.0013137299797131297,0.0013055384564837347,512,503,True,9.765625e-05,0.0013055286006721234,False,0.414386741389589,0.9986862700202869,0.9986944615435163,0.95022563050224,0.6813127030589649,0.9238928124453888,0.032083733958623545,0.09446592172821772,0.8182973487166867,0.3443894210118031,0.6004126538057176,1.0,1.0,0.47441795970737427,0.0,0.12212661462496203,0.9698201027154201,0.2251809268181097,0.7249533602061291
44,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.49043639853706994,0.5722412502586689,0.5596141625784207,0.8204397062198666,0.48106488131373243,0.7189860455387564,0.8631841981954509,0.3698351005147918,0.49043639853706994,0.5722412502586689,0.5596141625784207,0.8204397062198666,0.48106488131373243,0.7189860455387564,0.8631841981954509,0.3698351005147918
45,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,11409,117,0.05000536700240815,0.31667025276951377,0.0012838336211096202,0.0009755219681699678,512,505,True,0.000390625,0.0009753020687714997,False,0.6833297472304862,0.9987161663788904,0.99902447803183,0.3304725672682264,0.6205184575991731,0.797821127055893,0.3754190540349156,0.5936686576188679,0.498738958949086,0.2805995869342934,0.1345775701247754,0.005365298566418581,0.9693832644867411,0.9462888561541803,0.0,0.49759614760507664,0.49337330317838207,0.2754093626405707,0.18680101684792527
46,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,11182,261,0.05087115150382958,0.5589198628793688,0.0013060548235361846,0.001132808427359966,512,504,True,0.0001953125,0.0011327408586915277,False,0.4410801371206312,0.9986939451764638,0.99886719157264,0.2702875199111562,0.5740576679487357,0.8434416990587794,0.18783618694063028,0.0736593302181189,0.22378310182970537,0.9184722831480224,0.43873073336801344,0.15986605449941999,0.9948576103374125,0.6954274377831989,0.0,0.009258410119903976,0.9993433076553375,0.8162003508026501,0.31778875029849474
