selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,size,max_concurrence,best_purity,best_kinematic_point,best_pair_delta_xy,s_min,s_max,theta_in_min,theta_in_max,phi_in_electron_min,phi_in_electron_max,qOut_min,qOut_max,phiOut_min,phiOut_max,Q2_min,Q2_max,xB_min,xB_max,t_min,t_max,W2_min,W2_max,y_min,y_max,theta_e_gamma_deg_min,theta_e_gamma_deg_max,pair_delta_xy_min,pair_delta_xy_max,abs_k_dot_qout_min,abs_k_dot_qout_max,abs_kp_dot_qout_min,abs_kp_dot_qout_max,best_lepton,best_s_regime,best_theta_in_regime,best_qOut_regime,best_electron_mass,best_s,best_sqrt_s,best_pIn,best_pOut,best_theta_in,best_phi_in_electron,best_phi_in_lepton,best_phi_in,best_qOut,best_phiOut,best_Q2,best_xB,best_t,best_W2,best_y,best_theta_e_gamma_deg,best_k_dot_qout,best_kp_dot_qout,best_abs_k_dot_qout,best_abs_kp_dot_qout
C_p_gamma,C_{p\gamma},LTy,enhanced_region_0,0,28,9.9998266094875743e-01,9.9999999999999978e-01,high_s_high_theta_in_low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,2.5000000000000000e-01,2.5000000000000000e-01,2.9452431127404310e-01,2.9452431127404308e+00,3.3313297967855201e-05,6.5725698791848974e-02,2.9614614757667306e-04,7.8936528685668361e-02,-1.2807274170626748e-02,-5.1374213134508994e-03,9.9230007155627942e-01,1.7668870431186867e+00,5.7287321681731371e-03,4.8521528921905477e-02,1.0828999456418967e+02,1.8000000000000000e+02,0.0000000000000000e+00,1.3744467859455343e+00,6.8581369859218921e-01,1.1097883035465288e+00,7.1610783733134975e-01,1.1034013231103867e+00,aux,high_s,high_theta_in,low_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,1.8435165757929837e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,2.5000000000000000e-01,1.5707963267948966e+00,3.3313297967855201e-05,2.9614614757667306e-04,-1.2807274170626748e-02,9.9230007155627942e-01,5.7287321681731371e-03,1.8000000000000000e+02,1.1097883035465288e+00,1.1034013231103867e+00,1.1097883035465288e+00,1.1034013231103867e+00
C_p_gamma,C_{p\gamma},LTy,enhanced_region_1,1,49,9.9926916430198076e-01,1.0000000000000002e+00,high_s_high_theta_in_mid_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.6142142099600090e+00,4.8105637508093704e+00,1.0000000000000000e+00,1.0000000000000000e+00,6.8722339297276724e-01,2.4543692606170260e+00,1.4626144989969381e-03,6.8882635842564266e-01,1.9945552357664644e-03,3.3031013978061036e-01,-3.5525722885998195e-01,-2.5283623194612526e-01,1.6116849675574241e+00,2.3832069816716448e+00,3.7344855472419100e-02,1.1164133938160975e-01,1.5303755671713566e+02,1.8000000000000000e+02,0.0000000000000000e+00,8.8357293382212942e-01,3.6688408814849649e+00,4.4391532141861152e+00,3.8868359447247549e+00,4.2725969517832443e+00,aux,high_s,high_theta_in,mid_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,1.0192736299624232e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.0000000000000000e+00,1.5707963267948966e+00,1.4626144989969381e-03,1.9945552357664644e-03,-3.3457513930297639e-01,1.6116849675574241e+00,3.7344855472419100e-02,1.8000000000000000e+02,4.4391532141861152e+00,4.2725969517832443e+00,4.4391532141861152e+00,4.2725969517832443e+00
C_p_gamma,C_{p\gamma},LTy,enhanced_region_2,2,1,9.9755598810581869e-01,1.0000000000000002e+00,high_s_high_theta_in_low_Egamma,3.1415926535897931e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,2.5000000000000000e-01,2.5000000000000000e-01,4.7123889803846897e+00,4.7123889803846897e+00,1.4376164598213765e-02,1.4376164598213765e-02,6.5148919411514260e-03,6.5148919411514260e-03,-3.7394174304480491e-05,-3.7394174304480491e-05,3.0721298534479300e+00,3.0721298534479300e+00,1.1237838755582322e-01,1.1237838755582322e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,3.1415926535897931e+00,5.6317046954593386e-02,5.6317046954593386e-02,6.3486432166545925e-02,6.3486432166545925e-02,aux,high_s,high_theta_in,low_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,2.0919517662412601e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,2.5000000000000000e-01,4.7123889803846897e+00,1.4376164598213765e-02,6.5148919411514260e-03,-3.7394174304480491e-05,3.0721298534479300e+00,1.1237838755582322e-01,0.0000000000000000e+00,5.6317046954593386e-02,6.3486432166545925e-02,5.6317046954593386e-02,6.3486432166545925e-02
C_p_gamma,C_{p\gamma},LTy,enhanced_region_3,3,2,9.9188260038003839e-01,1.0000000000000002e+00,high_s_high_theta_in_low_Egamma,1.3744467859455345e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,2.5000000000000000e-01,2.5000000000000000e-01,9.8174770424681035e-02,1.9634954084936207e-01,6.5725698791848891e-02,6.8533576417456374e-02,6.5002525567047206e-02,6.8983894937666254e-02,-5.1374213134508994e-03,-4.4266212853137079e-03,1.7668870431186876e+00,1.8656321721547133e+00,4.8521528921905512e-02,5.3693305590352930e-02,1.0281188519164658e+02,1.0828999456418964e+02,1.3744467859455345e+00,1.4726215563702154e+00,6.3468179524582613e-01,6.8581369859218899e-01,6.6673527281195388e-01,7.1610783733134964e-01,aux,high_s,high_theta_in,low_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,1.9367323331899673e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,2.5000000000000000e-01,1.9634954084936207e-01,6.5725698791848891e-02,6.8983894937666254e-02,-5.1374213134508994e-03,1.7668870431186876e+00,4.8521528921905512e-02,1.0828999456418964e+02,6.8581369859218899e-01,7.1610783733134964e-01,6.8581369859218899e-01,7.1610783733134964e-01
