canonical_index,state,lepton,retained_component_count,polarization_cluster_number,detail_id,selected_observable,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,qOut,theta_p_out,theta_gamma_out,phi_p_out,phi_gamma_out,helicity_mechanism,full_chain_flip_to_conserving_ratio,helicity_flip_fraction,helicity_conserving_fraction,full_chain_longitudinal_to_transverse_ratio,virtual_photon_transverse_fraction,virtual_photon_longitudinal_fraction,helicity_interference_relative,virtual_photon_interference_relative
1,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_188,dGHZ,1.117192745913218e-05,1.0,2.376497380530403,0.8471757520225358,3.3176168045393437,1.5119405493177018,0.00041726120429037,3.110383590142146,6.35544310499449e-05,3.1416544982734367,helicity_conserving,0.00011635918777236413,0.00011634564988704243,0.999883654350113,0.004118838808080932,0.995898056436258,0.0041019435637420325,-1.5706267486683446e-05,0.001472368164379012
2,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_189,dGHZ,1.2524096603963146e-05,1.0,2.4349155119476893,0.9085247140576362,2.875093066077601,1.262601655505038,0.001268948919241502,3.0958201354611328,6.283129506383286,3.141570412035391,helicity_conserving,7.76832700889562e-05,7.767723586726257e-05,0.9999223227641328,0.005779946637737834,0.9942532691598597,0.00574673084014038,-1.5958653351360693e-05,0.004575559743981033
3,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_204,dGHZ,2.4779903274144353e-05,0.9999999999999993,2.017587257552666,0.38602922456232286,1.907060781275583,0.629105481506145,0.06967158474511405,2.917230380547782,3.1415648844138877,0.0,helicity_conserving,1.7425410415364152e-05,1.742510677572705e-05,0.9999825748932242,0.05273239146369213,0.9499090254168258,0.05009097458317433,6.404755796726602e-05,0.057920035155598584
4,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_248,dGHZ,0.00012776344650341985,0.9999999999999998,2.9049643756540298,1.3339106094793278,4.564052198630487,1.8440560522966165,0.06899078593515674,3.139131526713549,3.121161605670788,0.0,helicity_conserving,0.05395083575921563,0.0511891389320376,0.9488108610679624,3.1380321540566767e-07,0.9999996861968831,3.1380311693324056e-07,-0.045179288515374096,-0.0004601118777193766
5,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_262,dGHZ,0.00017770892791704528,1.0,1.699051179877131,0.12870773247234116,4.923547371672113,1.9469312867108532,3.141592653589793,3.137846370713601,3.0043286058892624,3.141564726215987,helicity_conserving,0.06462326663151113,0.06070059584173885,0.9392994041582612,6.649013476526727e-07,0.9999993350990944,6.649009055591644e-07,-0.058503414253825645,0.00018845904205787192
6,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_267,dGHZ,0.0001917816056133876,0.9999999999999998,2.6477309583896105,1.0728652925820878,4.977388869970818,2.3440507118145,0.0014503481553301161,3.135872013296661,3.1393359218207917,0.0,helicity_conserving,0.0024599440689670356,0.002453907593536522,0.9975460924064635,2.880383679865706e-06,0.9999971196246167,2.88037538327946e-06,-0.0011139140748425377,-0.00040536824411856713
7,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_316,dGHZ,0.00040246950823887907,1.0,2.5559440206007773,0.974241727809574,5.0,2.391340327269483,0.00044552123020105775,3.1323699712644664,3.1412483050719127,6.283159006644653,helicity_conserving,0.0007014831126834271,0.0007009913790688736,0.999299008620931,2.54676189317027e-05,0.9999745330296513,2.5466970348606513e-05,-0.00016170086660747063,-0.000478757092604705
8,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_357,dGHZ,0.0012591636321403594,1.0000000000000002,2.356522654367548,0.7863289751036431,4.282321933853948,2.038317186586099,3.1415772528777772,2.79619293477014e-05,0.6449693019022569,0.6456297125959044,helicity_conserving,5.070637126229738e-05,5.0703800256577156e-05,0.9999492961997434,1.059302973421988e-12,0.9999999999989407,1.0593029734208658e-12,2.567196913060067e-11,-6.654471657670948e-11
9,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_372,dGHZ,0.028686466113381336,0.9999999999999999,2.356092729100341,0.7771839878718676,4.347081555624365,2.0695439665261577,3.135333169479919,0.0,3.144387221872679,1.401538163815327,helicity_conserving,3.036584256836212e-06,3.036575036020263e-06,0.999996963424964,2.8300928557868363e-08,0.9999999716990723,2.830092775692583e-08,2.445423330585202e-08,9.046101281094459e-06
10,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_374,dGHZ,0.03356520500983359,1.0,2.3561880311484664,0.7927707123491982,4.250388631282375,2.018340422634331,3.1405176270786095,0.008089572583052056,0.6224318010390604,4.72103952502973,helicity_conserving,2.4062470718291556e-06,2.406241281818117e-06,0.9999975937587182,2.609375890464147e-08,0.9999999739062417,2.6093758223757234e-08,1.47801321759132e-08,2.400139448790834e-07
