rank_group,rank,rank_value,rank_observable,rank_spin_case,lepton,kinematic_point,s_regime,theta_in_regime,qOut_regime,electron_mass,s,sqrt_s,pIn,pOut,qOut,theta_in,phi_in,phi_in_electron,phi_in_lepton,phiOut,Q2,xB,t,F1,F2,W2,y,theta_e_gamma_rad,theta_e_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,squared_amplitude_M2,unpolarized_cross_section_ratio,unpolarized_purity,unpolarized_C_e_p,unpolarized_C_e_gamma,unpolarized_C_p_gamma,unpolarized_C_e_rest,unpolarized_C_p_rest,unpolarized_C_gamma_rest,unpolarized_M_e,unpolarized_M_p,unpolarized_M_gamma,unpolarized_F3,unpolarized_GHZ_purity,unpolarized_W_purity,L_proton_cross_section_ratio,L_proton_purity,L_proton_C_e_p,L_proton_C_e_gamma,L_proton_C_p_gamma,L_proton_C_e_rest,L_proton_C_p_rest,L_proton_C_gamma_rest,L_proton_M_e,L_proton_M_p,L_proton_M_gamma,L_proton_F3,L_proton_GHZ_purity,L_proton_W_purity,L_electron_cross_section_ratio,L_electron_purity,L_electron_C_e_p,L_electron_C_e_gamma,L_electron_C_p_gamma,L_electron_C_e_rest,L_electron_C_p_rest,L_electron_C_gamma_rest,L_electron_M_e,L_electron_M_p,L_electron_M_gamma,L_electron_F3,L_electron_GHZ_purity,L_electron_W_purity,Tx_proton_cross_section_ratio,Tx_proton_purity,Tx_proton_C_e_p,Tx_proton_C_e_gamma,Tx_proton_C_p_gamma,Tx_proton_C_e_rest,Tx_proton_C_p_rest,Tx_proton_C_gamma_rest,Tx_proton_M_e,Tx_proton_M_p,Tx_proton_M_gamma,Tx_proton_F3,Tx_proton_GHZ_purity,Tx_proton_W_purity,Ty_proton_cross_section_ratio,Ty_proton_purity,Ty_proton_C_e_p,Ty_proton_C_e_gamma,Ty_proton_C_p_gamma,Ty_proton_C_e_rest,Ty_proton_C_p_rest,Ty_proton_C_gamma_rest,Ty_proton_M_e,Ty_proton_M_p,Ty_proton_M_gamma,Ty_proton_F3,Ty_proton_GHZ_purity,Ty_proton_W_purity,Tx_electron_cross_section_ratio,Tx_electron_purity,Tx_electron_C_e_p,Tx_electron_C_e_gamma,Tx_electron_C_p_gamma,Tx_electron_C_e_rest,Tx_electron_C_p_rest,Tx_electron_C_gamma_rest,Tx_electron_M_e,Tx_electron_M_p,Tx_electron_M_gamma,Tx_electron_F3,Tx_electron_GHZ_purity,Tx_electron_W_purity,Ty_electron_cross_section_ratio,Ty_electron_purity,Ty_electron_C_e_p,Ty_electron_C_e_gamma,Ty_electron_C_p_gamma,Ty_electron_C_e_rest,Ty_electron_C_p_rest,Ty_electron_C_gamma_rest,Ty_electron_M_e,Ty_electron_M_p,Ty_electron_M_gamma,Ty_electron_F3,Ty_electron_GHZ_purity,Ty_electron_W_purity,LL_cross_section_ratio,LL_purity,LL_C_e_p,LL_C_e_gamma,LL_C_p_gamma,LL_C_e_rest,LL_C_p_rest,LL_C_gamma_rest,LL_M_e,LL_M_p,LL_M_gamma,LL_F3,LL_GHZ_purity,LL_W_purity,LTx_cross_section_ratio,LTx_purity,LTx_C_e_p,LTx_C_e_gamma,LTx_C_p_gamma,LTx_C_e_rest,LTx_C_p_rest,LTx_C_gamma_rest,LTx_M_e,LTx_M_p,LTx_M_gamma,LTx_F3,LTx_GHZ_purity,LTx_W_purity,LTy_cross_section_ratio,LTy_purity,LTy_C_e_p,LTy_C_e_gamma,LTy_C_p_gamma,LTy_C_e_rest,LTy_C_p_rest,LTy_C_gamma_rest,LTy_M_e,LTy_M_p,LTy_M_gamma,LTy_F3,LTy_GHZ_purity,LTy_W_purity,TxTx_cross_section_ratio,TxTx_purity,TxTx_C_e_p,TxTx_C_e_gamma,TxTx_C_p_gamma,TxTx_C_e_rest,TxTx_C_p_rest,TxTx_C_gamma_rest,TxTx_M_e,TxTx_M_p,TxTx_M_gamma,TxTx_F3,TxTx_GHZ_purity,TxTx_W_purity,TxTy_cross_section_ratio,TxTy_purity,TxTy_C_e_p,TxTy_C_e_gamma,TxTy_C_p_gamma,TxTy_C_e_rest,TxTy_C_p_rest,TxTy_C_gamma_rest,TxTy_M_e,TxTy_M_p,TxTy_M_gamma,TxTy_F3,TxTy_GHZ_purity,TxTy_W_purity
unpolarized_C_e_gamma,1,0.0000000000000000e+00,C_e_gamma,unpolarized,muon,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.0848151234515711e+00,2.5000000000000000e-01,1.5707949999999999e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0447553533113577e+01,9.0138094004234159e-01,-9.2726044290273020e+00,9.9514712173011510e-03,3.5581865632846313e-03,2.0228989088874383e+00,5.6197335431366779e-01,1.6901411722655797e+00,9.6837955952111145e+01,6.2735240092370859e-04,5.8810190444418631e-01,6.2735240092370859e-04,5.8810190444418631e-01,False,2.9080238458241936e-01,1.0000000000000000e+00,3.5241478937655496e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-0.0000000000000000e+00,-0.0000000000000000e+00,-0.0000000000000000e+00,0.0000000000000000e+00,1.4714089012917243e-02,1.6234286646152810e-01,1.0000000000000007e+00,6.8164159374858169e-01,2.0883470603497411e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.3611934444714052e-10,-4.3611934444714052e-10,-0.0000000000000000e+00,0.0000000000000000e+00,1.4714089012917483e-02,2.1148309301972961e-02,1.0000000000000007e+00,6.7630082970640804e-01,0.0000000000000000e+00,2.5097162968247472e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-6.2986758905477225e-02,-0.0000000000000000e+00,-6.2986758905477225e-02,0.0000000000000000e+00,1.4714089012917540e-02,2.1439636328905046e-01,9.9999999999999978e-01,5.0000000041427362e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-0.0000000000000000e+00,-0.0000000000000000e+00,-0.0000000000000000e+00,0.0000000000000000e+00,1.4714089012917242e-02,1.6079018236096745e-01,9.9999999999999944e-01,5.2318798459025440e-01,6.1489953260610127e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-3.7810143519920182e-11,-3.7810143519920182e-11,-0.0000000000000000e+00,0.0000000000000000e+00,1.4714089012917073e-02,2.4075099090058732e-01,9.9999999999999756e-01,5.0000003969706330e-01,0.0000000000000000e+00,7.2794423712866307e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-5.2990281236883130e-01,-0.0000000000000000e+00,-5.2990281236883130e-01,0.0000000000000000e+00,1.4714089012917269e-02,1.7620450789509931e-01,9.9999999999999811e-01,5.2852870934963792e-01,0.0000000000000000e+00,6.8331758668676190e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.6692292427542037e-01,-0.0000000000000000e+00,-4.6692292427542037e-01,0.0000000000000000e+00,1.4714089012917280e-02,3.1460722914119260e-01,4.4081751424889831e-01,1.0000000000000002e+00,1.8225543077611556e-01,5.6878938957557701e-01,6.2818506653181810e-03,6.2434818452079999e-01,2.5754368069988520e-01,5.9718763687610166e-01,3.3072243773273946e-02,3.3072243773275604e-02,3.3072242296123808e-02,1.7656075492659098e-01,6.1644822475281053e-02,4.5634427929577157e-02,1.0000001133975074e+00,9.9999999999999989e-01,2.3886714437177634e-01,2.5097160790981299e-01,8.0866339383178602e-03,4.2047246614823325e-01,3.3745479766331937e-01,3.4612855358019512e-01,5.6752834151613196e-02,5.6752834157212426e-02,5.6752833978228757e-02,1.3081255656273091e-01,1.4756725646699380e-02,2.1609936448216882e-01,1.1997914088293651e+00,1.0000000000000002e+00,1.8745887523139892e-01,2.0925066330824374e-01,6.4195781366537252e-03,3.3747237712767075e-01,2.6484519272128099e-01,2.8069197668717077e-01,3.4960935326239652e-02,3.4960935221098666e-02,3.4960934698158627e-02,8.3421936316869866e-02,5.7408583910758789e-03,2.5425315290836159e-01,1.0000287842782616e+00,1.0000000000000000e+00,4.6254295833563275e-02,7.2794988160430374e-01,7.6754834412161152e-03,9.9815736429669710e-01,6.8298316521386737e-01,9.9711462587039756e-01,4.6426763388895076e-01,4.6426763103643770e-01,4.6426763395088672e-01,7.3924697395951977e-01,2.9317649195873575e-02,1.9024525359569355e-01,1.0000943236184030e+00,1.0000000000000000e+00,4.3553576864193463e-02,7.2787721496613578e-01,7.2271190199403867e-03,9.7125823854078530e-01,6.4310928553535796e-01,9.7030813799599380e-01,4.1164041180882549e-01,4.1164040783480493e-01,4.1164041134506590e-01,6.8020607574255254e-01,1.6253202446208360e-02,2.6528862284526250e-01
unpolarized_C_e_gamma,2,0.0000000000000000e+00,C_e_gamma,unpolarized,muon,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.0721212929668820e+00,2.5000000000000000e-01,1.5707949999999999e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.8174770424681035e-02,1.0493702672449468e+01,9.1016737571547757e-01,-9.2167692313494687e+00,1.0065145955078833e-02,3.6142687820862039e-03,1.9155621268847467e+00,5.5900665718434339e-01,1.7870838177680082e+00,1.0239236039423318e+02,3.3035748959032718e-03,6.4177029544601194e-01,3.3035748959032718e-03,6.4177029544601194e-01,False,5.4115477224490887e+00,1.0000000000000000e+00,3.6819538280283332e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-0.0000000000000000e+00,-0.0000000000000000e+00,-0.0000000000000000e+00,0.0000000000000000e+00,2.2913972450489845e-01,1.1214680008933792e-01,1.0000000000000000e+00,7.0978423575117244e-01,5.0844810634863508e-04,0.0000000000000000e+00,3.3546467042404749e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.5851947684951292e-07,-3.7105602195222772e-07,-1.1253654510271480e-07,0.0000000000000000e+00,2.2913972450489845e-01,1.4240228281700438e-02,1.0000000000000000e+00,7.3599805943943064e-01,0.0000000000000000e+00,4.1276618317017393e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.7037592196887357e-03,-0.0000000000000000e+00,-1.7037592196887357e-03,0.0000000000000000e+00,2.2913972450489845e-01,3.2684639926024307e-02,9.9999999999999989e-01,5.0000013187588488e-01,1.8945694033356596e-04,0.0000000000000000e+00,1.0964561205534617e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-3.5893932240556373e-08,-1.2381099565397039e-06,-1.2022160242991475e-06,0.0000000000000000e+00,2.2913972450489845e-01,1.1235555272528931e-01,9.9999999999999989e-01,5.2660639797860920e-01,4.9874412778182589e-04,0.0000000000000000e+00,1.0444564595021113e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.4874570499685426e-07,-1.3396350007925397e-06,-1.0908892957956854e-06,0.0000000000000000e+00,2.2913972450489845e-01,9.7203556690280302e-02,9.9999999999999989e-01,5.0000013187603931e-01,0.0000000000000000e+00,9.0996643577384351e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-8.2803891423495254e-03,-0.0000000000000000e+00,-8.2803891423495254e-03,0.0000000000000000e+00,2.2913972450489839e-01,1.1850041971111668e-01,9.9999999999999989e-01,5.0039257429019668e-01,0.0000000000000000e+00,8.1144363394853855e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-6.5844077107560985e-03,-0.0000000000000000e+00,-6.5844077107560985e-03,0.0000000000000000e+00,2.2913972450489850e-01,5.3372336893556943e-02,1.6472057819337549e+00,1.0000000000000000e+00,7.1749707743553326e-03,2.4932287794579729e-02,1.2912896237840135e-03,2.7139133623541388e-02,1.0797269657311441e-02,2.6205339143407072e-02,6.3433393551832183e-05,6.3433397547352907e-05,6.3433396056741345e-05,3.2443592671421007e-04,2.5961350729091565e-01,1.1526836861483267e-02,1.0000000009331729e+00,1.0000000000000004e+00,3.3118445304188067e-02,4.1276656001970516e-02,6.5703968926696388e-03,6.5800695327443384e-02,5.1663713476658810e-02,5.7236965157451331e-02,1.5291377555035242e-03,1.5291377555045980e-03,1.5291377344030862e-03,3.2846806789802135e-03,2.2972949139619198e-01,3.2617117107406383e-02,7.6952051130224641e-01,9.9999999999999978e-01,4.1120103128078178e-02,5.3735857130360790e-02,7.9943859062659092e-03,8.2885481214182669e-02,6.3611090639443507e-02,7.2408910300999260e-02,2.2915977733082966e-03,2.2915977650574096e-03,2.2915977434253068e-03,5.1318521454410135e-03,1.4901356122112569e-01,8.1038149850303332e-02,1.0005135676875974e+00,1.0000000000000004e+00,6.8228349344824479e-01,9.0983143396622293e-02,5.9652217328426552e-03,6.9476817360068166e-01,6.8881090693766056e-01,1.3125404375371352e-01,8.9141172341555153e-03,8.9141162140193939e-03,8.9141077490494311e-03,1.0426659876977916e-01,4.5644250391563301e-01,1.7092948074577718e-01,1.0000001863669670e+00,1.0000000000000000e+00,6.4287891918117401e-01,9.1001293392495256e-02,5.6177135276510555e-03,6.5535435851236068e-01,6.4902978181019333e-01,1.2738752797080508e-01,7.9147950944863047e-03,7.9147942437539226e-03,7.9147881781268924e-03,9.5357499020631536e-02,2.5286165297706187e-01,1.0711556375335080e-01
unpolarized_C_e_gamma,3,0.0000000000000000e+00,C_e_gamma,unpolarized,muon,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.0596884923778935e+00,2.5000000000000000e-01,1.5707949999999999e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9634954084936207e-01,1.0528087433681153e+01,9.1877873987203662e-01,-9.1621385570848410e+00,1.0178194106069937e-02,3.6702457922219559e-03,1.8105409033916176e+00,5.5558183183263288e-01,1.8829174523506258e+00,1.0788322319121615e+02,1.1306468895243449e-02,6.9428090719345792e-01,1.1306468895243449e-02,6.9428090719345792e-01,False,1.7732888402961811e+00,1.0000000000000000e+00,3.6834162925096847e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-0.0000000000000000e+00,-0.0000000000000000e+00,-0.0000000000000000e+00,0.0000000000000000e+00,2.2925123152359747e-01,1.1220877822133292e-01,1.0000000000000000e+00,7.1020483242865673e-01,5.1324010290430540e-04,0.0000000000000000e+00,3.3658005332820322e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.6341540322922200e-07,-1.1592028633070834e-05,-1.1328613229841612e-05,0.0000000000000000e+00,2.2925123152359747e-01,1.3273323223362502e-02,1.0000000000000000e+00,7.3664258295757823e-01,0.0000000000000000e+00,2.0996940715529516e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.4087151941146118e-04,-0.0000000000000000e+00,-4.4087151941146118e-04,0.0000000000000000e+00,2.2925123152359747e-01,2.9529142559699337e-02,9.9999999999999978e-01,5.0000014009988780e-01,1.6171369116661080e-04,0.0000000000000000e+00,1.0227541222827739e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.6151317910729976e-08,-1.0462875078255145e-04,-1.0460259946464071e-04,0.0000000000000000e+00,2.2925123152359742e-01,1.1230535284099560e-01,9.9999999999999978e-01,5.2647828597339263e-01,4.8252296132396757e-04,0.0000000000000000e+00,9.6580671464686040e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.3282840820485110e-07,-9.3511089413901054e-05,-9.3278261005696206e-05,0.0000000000000000e+00,2.2925123152359742e-01,9.7421799685309854e-02,9.9999999999999978e-01,5.0000014009989824e-01,0.0000000000000000e+00,7.8440390290813719e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-6.1528948289751835e-03,-0.0000000000000000e+00,-6.1528948289751835e-03,0.0000000000000000e+00,2.2925123152359744e-01,1.1850273169544924e-01,9.9999999999999978e-01,5.0004053544446059e-01,0.0000000000000000e+00,7.5618019123748451e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-5.7180848161995862e-03,-0.0000000000000000e+00,-5.7180848161995862e-03,0.0000000000000000e+00,2.2925123152359747e-01,5.6250290812695912e-02,1.6483354717375605e+00,1.0000000000000002e+00,2.8078455894139250e-03,1.2538561408275398e-02,2.2595597533965868e-03,1.3483708903307317e-02,5.4498156059892416e-03,1.3380284699450027e-02,1.6710886746044615e-05,1.6710883006123011e-05,1.6710886170073694e-05,8.2753761621276245e-05,2.5965160648300734e-01,1.0972886287459935e-02,1.0000000007686889e+00,9.9999999999999978e-01,1.1657305069768297e-02,2.0997025254402453e-02,1.1670596887798311e-02,3.1344470217829580e-02,2.6034660807331168e-02,3.1349415917000932e-02,4.0570798221274549e-04,4.0570797014565234e-04,4.0570797708560920e-04,8.5726405661740797e-04,2.2983026746737201e-01,2.9594962934154704e-02,7.6989940894906117e-01,9.9999999999999978e-01,1.4862035426300459e-02,2.7424742075792329e-02,1.4146522387217676e-02,3.9758878488281850e-02,3.2074542202491681e-02,3.9496995396360396e-02,6.0777184370961715e-04,6.0777206483475911e-04,6.0777207176432931e-04,1.3420768218381099e-03,1.4934642704139489e-01,7.3712554471076511e-02,1.0005293389985594e+00,9.9999999999999989e-01,6.8238205696503607e-01,7.8429338255914555e-02,1.1422707377068120e-02,6.9265634026690215e-01,6.8829653594489837e-01,1.1940686794235267e-01,7.9763729448441654e-03,7.9763714820909517e-03,7.9763607687196592e-03,9.4782519182444180e-02,4.5671998069411013e-01,1.6903993417214541e-01,1.0000000485854159e+00,1.0000000000000002e+00,6.4322444061467088e-01,7.8444594920367830e-02,1.0774308995263325e-02,6.5343484335374458e-01,6.4879860187781624e-01,1.1556599528737367e-01,7.0858590324558469e-03,7.0858590602274158e-03,7.0858590602152641e-03,8.6475202386943409e-02,2.5253530643955074e-01,1.0722101728428794e-01
unpolarized_C_e_gamma,4,0.0000000000000000e+00,C_e_gamma,unpolarized,muon,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.0476282790059925e+00,2.5000000000000000e-01,1.5707949999999999e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.9452431127404310e-01,1.0550412997501132e+01,9.2715509437135546e-01,-9.1091991481957422e+00,1.0289442568185762e-02,3.7255897734183169e-03,1.7087709441670837e+00,5.5172995178765305e-01,1.9776815093603370e+00,1.1331280370740973e+02,2.4558962154903496e-02,7.4516588680753260e-01,2.4558962154903496e-02,7.4516588680753260e-01,False,8.1061109727568825e-01,1.0000000000000000e+00,3.6818847760340456e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-0.0000000000000000e+00,-0.0000000000000000e+00,-0.0000000000000000e+00,0.0000000000000000e+00,2.2922292639676148e-01,1.1228673986782427e-01,9.9999999999999989e-01,7.1008974545874470e-01,5.0781330663687667e-04,0.0000000000000000e+00,5.5487809142048487e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.5787435439747851e-07,-3.1046843988241478e-05,-3.0788969633843999e-05,0.0000000000000000e+00,2.2922292639676145e-01,1.2889495855753009e-02,1.0000000000000000e+00,7.3637341983836246e-01,0.0000000000000000e+00,1.4025636771284523e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.9671848684000854e-04,-0.0000000000000000e+00,-1.9671848684000854e-04,0.0000000000000000e+00,2.2922292639676148e-01,2.8825558365965221e-02,9.9999999999999978e-01,5.0000014799211234e-01,1.0502432202514970e-04,0.0000000000000000e+00,1.6888685181711154e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.1030108216842343e-08,-2.8523871727516672e-04,-2.8522768716694990e-04,0.0000000000000000e+00,2.2922292639676153e-01,1.1234530072095524e-01,9.9999999999999978e-01,5.2628706175595252e-01,4.3823764099984371e-04,0.0000000000000000e+00,1.5951488878413699e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.9205222998910789e-07,-2.5464204966814505e-04,-2.5444999743815596e-04,0.0000000000000000e+00,2.2922292639676153e-01,9.8071439781850525e-02,9.9999999999999989e-01,5.0000014799211434e-01,0.0000000000000000e+00,7.1440406651359006e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-5.1037317025115405e-03,-0.0000000000000000e+00,-5.1037317025115405e-03,0.0000000000000000e+00,2.2922292639676153e-01,1.1847208012484781e-01,9.9999999999999989e-01,5.0000338737633210e-01,0.0000000000000000e+00,7.0088157778604054e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.9123498607984957e-03,-0.0000000000000000e+00,-4.9123498607984957e-03,0.0000000000000000e+00,2.2922292639676153e-01,5.6808248077567146e-02,1.6482081879411699e+00,1.0000000000000002e+00,1.3521147827431318e-03,8.2412092579972982e-03,3.3726608747145330e-03,8.8054511520008014e-03,4.5818435752615766e-03,9.3318061473537297e-03,7.7902255704593432e-06,7.7902347866230810e-06,7.7902345618582806e-06,4.6115487936955280e-05,2.5973508815469004e-01,1.0840001085392428e-02,1.0000000007304586e+00,1.0000000000000000e+00,4.4386868854133519e-03,1.4025773886648904e-02,1.7535278358802846e-02,2.0163508539311939e-02,2.2744905549317983e-02,2.6350543104644769e-02,1.9014280222876269e-04,1.9014280005995603e-04,1.9014280166964031e-04,5.1271398390828875e-04,2.2978542285309625e-01,2.8932332728819878e-02,7.7071200475657309e-01,1.0000000000000002e+00,6.0343605822921536e-03,1.8402825071331862e-02,2.1218607401985914e-02,2.5679419173144945e-02,2.7766848674287341e-02,3.2760469494714554e-02,2.8435509082692240e-04,2.8435507758404007e-04,2.8435509082847091e-04,7.9710003921474562e-04,1.4952617888804171e-01,7.1993729851166852e-02,1.0005440443223608e+00,1.0000000000000002e+00,6.8167641023069669e-01,7.1431236733776549e-02,1.7396228555176051e-02,6.9126514202715450e-01,6.8778463472837847e-01,1.1604904804068701e-01,8.0623467354961308e-03,8.0623467354959746e-03,8.0623312018889316e-03,9.2028489392601512e-02,4.5674615397256330e-01,1.6841372236819582e-01,1.0000000221507783e+00,9.9999999999999989e-01,6.4280541983886841e-01,7.1444442696597416e-02,1.6421934637840439e-02,6.5227952831400549e-01,6.4856299134286377e-01,1.1197967577959600e-01,7.1654668910902377e-03,7.1654660281302487e-03,7.1654594582265434e-03,8.3743070907309772e-02,2.5183866844698632e-01,1.0768269498877087e-01
