optimization_run,start_source,screening_one_minus_C_e_gamma,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_one_minus_C_e_gamma,lbfgs_one_minus_C_e_gamma,final_one_minus_C_e_gamma,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_one_minus_C_e_gamma,local_minimum_verified,initial_C_e_gamma,lbfgs_C_e_gamma,final_C_e_gamma,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7
0,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,35,1049,486,0.0062671003813713376,0.9463508218062802,6.885298020620212e-07,1.4148064275687489e-08,24,10,False,1e-05,1.4595168629227828e-08,True,0.05364917819371984,0.9999993114701979,0.9999999858519357,0.8822867138792567,0.7241563954231865,0.3950711175221526,0.08006788381523192,0.7216912246765648,0.709036548707292,0.11868755589089122,0.42963009404888364,0.7933321664134042,0.7724215757904832,0.430119204670701,0.5906372235190025,0.99998779296875,0.4329687124890653,0.02860194368967085,0.4754350553978998
1,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,26,1102,486,0.014591405462496525,0.9567885646784978,1.3047386554498885e-06,2.531952302264884e-07,27,13,False,1e-05,2.531308727071746e-07,True,0.043211435321502144,0.9999986952613446,0.9999997468047698,0.9819948723401494,0.4108665771777773,0.3126645314394852,0.4217993329931204,0.7611763781981268,0.8340713364125377,0.6392496954436058,0.523225826834143,0.9602102030303944,0.5991108921053273,0.4009503244552588,0.6104843284986583,0.4999668864829404,0.0001670020820786795,0.9007616130307357,0.5450574226406983
2,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,4790,9,0.0,1000.0,1000.0,9.878244577876671e-08,211,197,False,1e-05,1.0019249518933293e-07,True,nan,nan,0.9999999012175542,0.27327077111888964,0.8332698101161703,0.26524864962181516,0.7381589584484399,0.9133490260353403,0.7799278154276712,0.26768382649802225,0.9466585791537104,0.7087596474627625,0.8385840351985469,0.25679711496839885,0.6661656198391623,0.9999561848601084,0.5557762183993652,0.48350915789118837,0.9813354112276788
3,latin_hypercube,nan,True,False,2,ABNORMAL: ,5,7467,648,84653.42196701202,0.9837504528417682,0.13014454406498754,4.8978811990840754e-05,304,290,False,1e-05,4.8978923284037634e-05,True,0.016249547158231785,0.8698554559350125,0.9999510211880092,0.49031340543345125,0.11946802960642872,0.17247593400752184,0.3578551445643768,0.6551575594935322,0.24564442883775672,0.934447310254221,0.9755244194497723,0.3811943279931321,0.07767640172951049,0.9107779001551937,0.5745173053814023,0.6913329898479642,0.1898520986020304,0.2676910931218574,0.010830847414185257
4,latin_hypercube,nan,True,False,2,ABNORMAL: ,9,5825,828,81070.12962763154,0.5458028756165607,0.09482172651505638,1.6129207562554093e-05,234,220,False,1e-05,1.6140339864967324e-05,True,0.4541971243834393,0.9051782734849436,0.9999838707924374,0.7457507351227447,0.699424323479345,0.3625201137793205,0.7327405563093901,0.29669402278787865,0.7143462670991733,0.10301658337892018,0.6113177980512424,1.0,0.5493851634424582,0.5672579411218801,0.8408693387445202,0.5014482808126003,0.9497565975844088,0.08633274436761636,0.5436953015229284
5,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,32,12286,639,0.15012284957554062,0.9561699161120727,0.0006047601239073108,0.0004463449940639297,512,504,True,0.0001953125,0.00044628781388977856,False,0.04383008388792728,0.9993952398760927,0.9995536550059361,0.3908743855549598,0.5858186714488914,0.5855704704668951,0.7163911556604419,0.12845499356104984,0.04225455601400358,0.6457265740967016,0.37710284448350134,0.3432121474888715,0.1894339286247772,0.8053046562624735,0.21229491339954695,0.5826297543397072,0.08270413359686624,0.7786059621234753,0.5458898939720815
6,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,861,9,0.0,1000.0,1000.0,0.9428726008141698,37,23,False,1e-05,0.9428726008459519,True,nan,nan,0.05712739918583023,0.8994394830740573,0.987874476181594,0.23010135484845465,0.88680102661437,0.6381492683373841,0.806789662120048,0.8038011962281855,0.2552390425626712,0.8747424732802652,0.9872909396258038,0.22083094941680595,0.8815311157627745,0.7130021308295411,0.8206932567053555,0.8426269563453057,0.5003063710842123
7,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,12207,621,2.637874412199443,0.98126099833706,0.2147877881235004,9.324650453779171e-05,512,503,True,9.765625e-05,9.31915569489794e-05,False,0.018739001662939955,0.7852122118764996,0.9999067534954622,0.8036030592214982,0.6490150947662369,0.8240924903345681,0.1404616304463294,0.49494569770039204,0.11719740372534834,0.9519651620497106,0.9134473888191129,0.46344392021200265,0.08970779582335661,0.902854913845209,0.46196783228167004,0.6716282331201193,0.17091711948865446,0.26743572640236096,0.019871069975788778
8,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38,12150,684,0.13204504628623356,0.8607227422387682,0.0004770456133634804,0.0001271665998316962,512,505,True,0.000390625,0.0001270661227954495,False,0.1392772577612318,0.9995229543866365,0.9998728334001683,0.6476476127327401,0.5801365579066893,0.7825489363294366,0.10327381720974112,0.049335220456439496,0.2279453758045169,0.07409269454546966,0.4724825447469888,0.8586326613716112,0.4437989435369727,0.9482201652379558,0.6316003868705117,0.0036448019750486994,0.49770830849207304,0.09015914989609475,0.457200158122783
9,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,43,12589,1044,0.01691678506271066,0.9942377844090237,1.6877781802926428e-05,1.6383162158017939e-06,512,499,True,1e-05,1.6338234672952368e-06,False,0.0057622155909763375,0.9999831222181971,0.9999983616837842,0.7374689173377832,0.34672695429382877,0.026481698885197986,0.18156765281086146,0.19247746996650814,0.797614516034284,0.20436365160708964,0.7594614322875041,0.5386282480371519,0.015430943568480265,0.9683039687895816,0.23938230473635425,0.23071914301099222,0.7294548595099742,0.7427758581830574,0.497706493209899
