lepton,kinematic_point,s_regime,theta_p_gamma_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,reference_name,search_stage,sample_id,alpha_e,alpha_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_trace,lepton_electron_alpha_e_mix_proton_alpha_p_mix_spin_signal_M2,lepton_electron_alpha_e_mix_proton_alpha_p_mix_cross_section_ratio,lepton_electron_alpha_e_mix_proton_alpha_p_mix_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M2_magic,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_out_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_lambda_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda_connected,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_gamma_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,lepton_electron_alpha_e_mix_proton_alpha_p_mix_F3,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_e,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_plus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_minus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_phase_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_abs,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_phase_rad,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_visibility,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_one_minus_C_p_gamma,optimization_run,start_source,screening_one_minus_C_p_gamma,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_one_minus_C_p_gamma,lbfgs_one_minus_C_p_gamma,final_one_minus_C_p_gamma,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_one_minus_C_p_gamma,local_minimum_verified,initial_C_p_gamma,lbfgs_C_p_gamma,final_C_p_gamma,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7,local_minimum_id,one_minus_C_p_gamma_above_global_minimum,within_polarization_cluster_cut,polarization_cluster_id,polarization_cluster_size,polarization_cluster_distance,polarization_cluster_representative,polarization_configuration,polarization_alpha_e_region,polarization_clustering_scheme
electron,gradient_local_minimum_0015,gradient,gradient,gradient,0.00051099895,8.464726691046923,2.90942033591692,1.3035040478186728,0.46365230581710537,0.0,0.0,3.141592653589793,0.0,0.6997163327222654,2.7023855947816113e-05,1.7515272563786417,0.0,2.362782240304462,3.141581883420542,4.893119909968434,0.9999999996348556,3.5573769312235992e-09,4.362601733575039e-09,-0.3922201257142545,0.47653415706171287,0.6931900921586132,1.6952695494665566,0.10750668326862681,3.141581883420542,179.99938291475726,1.824166214140741,1.6280561530622286,1.824166214140741,1.6280561530622286,False,,gradient,643000617,3.141586187677801,2.2994490074445224,1.0,27.728339917197616,0.9871746790814121,1.0,7.034259421927673e-09,0.9999999999142165,2.7055180492198367e-06,2.705537232736564e-06,1.918374881590076e-11,2.0773845704228765e-10,2.1130684147596523e-10,0.9999999999922635,1.4739350102994727e-06,0.9999999999933036,0.9999999999933037,0.9999999997180575,1.41421235890524,1.7019535500059301e-06,2.1724843267806587e-12,2.0801138589376933e-12,2.0803359035426183e-12,4.0287798902132793e-10,4.0286286974926574e-10,4.0288050965932815e-10,8.057408587705937e-10,1.0080274031332658e-14,0.7228196571910513,2.502113159983776e-05,4.0287798902132793e-10,2.9760018508491457e-10,9.505899105814204e-10,9.505899105814204e-10,0.6666666655237239,0.9999999982436693,0.9999999982436696,2.9760018508491457e-10,7.736478124797941e-12,643,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,687,198,0.0015976804596034685,0.28208483460589284,1.6081007081503174e-08,7.736478124797941e-12,22,8,False,1e-05,9.220402219511925e-13,True,0.7179151653941072,0.9999999839189929,0.9999999999922635,0.48444100182188626,0.10891650915336329,0.022679581032634687,0.4083396764339074,0.2791778291846886,0.3528469912336924,0.9809087483046438,0.8497904197388079,0.4792510594124613,8.601960510996502e-06,0.0,0.5124892645973512,0.2787642208128463,0.37604847299419764,0.9999979418362898,0.7319373518450963,15,7.696954185121285e-12,True,2,458,2.058163710263362e-06,True,alpha_e~pi,around pi,CPGAMMA nearest fixed alpha_e quarter-pi center
electron,gradient_local_minimum_0022,gradient,gradient,gradient,0.00051099895,21.786939652105634,4.667648192838191,2.2395748892436704,1.8252242947293746,0.0,0.0,3.141592653589793,0.0,0.39514080539430796,0.0,1.6757615867112219,0.0,2.95985933934601,3.141592653589793,0.0,1.0,1.9377387715235894e-11,1.0805491651721291e-10,-0.030362285797930738,0.9244792945693047,1.6274556620510707,1.0591730702330526,0.008577426318614823,3.141592653589793,180.0,1.7698948739886529,1.7547137310992937,1.7698948739886529,1.7547137310992937,False,,gradient,1954000324,3.14158390212773,2.3518895680568384,1.0,1715.8472688234901,0.9999258339003836,1.0,3.264102322297713e-10,0.9999999998468011,4.47351684649021e-06,4.473519484984546e-06,2.6391796734137607e-12,6.557887896320403e-20,6.557887896320403e-20,0.9999999999899882,1.5049435106459375e-07,0.9999999999899938,0.9999999999899938,0.9999999999966627,1.4142134394878978,1.7377590835560724e-07,2.264854970235319e-14,1.1102230246251565e-14,1.1102230246251565e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106251260101203e-11,7.659944956299645e-11,7.659944956299645e-11,0.6666666666122651,0.9999999999234006,0.9999999999234006,5.106251260101203e-11,1.0011769191464737e-11,1954,sobol_screened,0.1875994437251799,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,565,216,0.0008692463178623857,0.1875994437251799,6.299674892851215e-09,1.0011769191464737e-11,16,2,False,1e-05,7.660649892216043e-12,True,0.8124005562748201,0.9999999937003251,0.9999999999899882,0.8509649513289332,0.03155155014246702,0.6624838570132852,0.7424696804955602,0.20740555692464113,0.43306879233568907,0.38955879770219326,0.8268310623243451,0.9172134626317747,0.0,0.0,0.13309879234307834,0.26670573996860875,0.4710762447136292,0.9999972143231068,0.7486297007250169,22,9.972245251788081e-12,True,2,458,2.7856768932242094e-06,False,alpha_e~pi,around pi,CPGAMMA nearest fixed alpha_e quarter-pi center
electron,gradient_local_minimum_0023,gradient,gradient,gradient,0.00051099895,10.49402411316608,3.239448118610033,1.4839224849784682,0.3037047315608792,0.0,0.0,3.141592653589793,0.0,0.9749009121074826,0.0,4.396950029356482,4.476884789544164e-07,2.894482559441944,3.1415923124866225,6.0360752130317366,0.9999999999998997,5.801734065391528e-09,4.361463550059969e-09,-0.800654281711243,0.28851515132514033,0.35936559163403375,2.210070419066991,0.1383608841669024,3.141592548222672,179.99999396290866,2.8933548539791887,2.493027716024373,2.8933548539791887,2.493027716024373,False,,gradient,1320000605,3.1415712407617926,0.8595841772628926,1.0,4.15392149570279,0.9781469500373562,1.0,0.19161690494935044,0.9999999990420091,-7.141328531159285e-07,-7.138556750861004e-07,2.771773456953513e-10,6.164930025219634e-12,6.190910339985787e-12,0.9999999999894998,6.401154515025842e-06,0.9999999999997435,0.9999999999997435,0.9999999999882626,1.4142083358545525,7.391416565065407e-06,4.0974779125159394e-11,2.0487389562617864e-11,2.0487389562617864e-11,9.593292402109186e-24,9.570399452688924e-24,9.594817577093924e-24,1.916369185479811e-23,1.297164969487e-26,-0.489809631359422,0.0013537735623339428,9.593292402109186e-24,2.493594063830613e-11,4.789968072009378e-10,4.789968072009375e-10,0.03988703908391544,0.9999999995210032,0.9999999995210029,2.493594063830613e-11,1.0500156299997343e-11,1320,sobol_screened,0.07517337017415504,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,681,243,0.0009081077629931452,0.07517337017415504,9.136158631850577e-07,1.0500156299997343e-11,20,6,False,1e-05,1.0499712210787493e-11,True,0.924826629825845,0.9999990863841368,0.9999999999894998,0.5531600853428245,0.023516280576586723,0.08957058005034924,0.6237941579893231,0.698995147831738,0.5113673862069845,0.9353422885760665,0.32843913324177265,0.561458698353248,0.0,1.4250366878177465e-07,0.6389913488205662,0.6997963317001384,0.46067120702846615,0.9999931840851563,0.2736141416299387,23,1.0460632360320687e-11,True,2,458,6.815914843712218e-06,False,alpha_e~pi,around pi,CPGAMMA nearest fixed alpha_e quarter-pi center
electron,gradient_local_minimum_0024,gradient,gradient,gradient,0.00051099895,24.999963262864252,4.999996326285076,2.412013670479551,2.2869584394163027,0.0,0.0,3.141592653589793,0.0,0.12059589044555515,0.0,5.524306614781635,1.6392113145223125e-05,3.155494834411683,3.1415918324019554,0.013902180821889643,0.9999999998656494,4.809244538386435e-12,1.078466207285456e-10,-0.002151112590525457,0.9940409263746403,1.780312674882407,0.9244373725635482,0.0018488040032113061,3.141577082560816,179.99910784575692,0.5817578792053254,0.580682322912405,0.5817578792053254,0.580682322912405,False,,gradient,1191000648,3.1415897261026293,2.355270895452067,0.9999999999999999,28617.493715409968,0.9999953574077243,0.9999999999999999,0.000772585349228189,0.9999999999828599,4.548976420802663e-06,4.548976484132428e-06,6.340773446664866e-14,1.6576638277167538e-12,1.4389342321694256e-12,0.999999999988901,0.0,0.9999999999889011,0.9999999999889009,0.9999999999942358,1.4142135623652468,0.0,-4.818381090229574e-24,2.220446049250313e-16,-2.220446049250313e-16,1.1941396162641593e-24,3.366742873939518e-25,1.1942925159512208e-24,1.530813903658111e-24,4.288855641221652e-25,0.026703026392898965,0.5603366458813556,1.1941396162641593e-24,3.570048905237052e-12,9.32245973236271e-12,9.322459732362704e-12,0.6665378277144841,0.9999999999906777,0.9999999999906782,3.570048905237052e-12,1.1099010599480152e-11,1191,sobol_screened,0.04232602754245496,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,735,243,11.894287638093935,0.04232602754245496,2.200673891561422e-06,1.1099010599480152e-11,25,11,False,1e-05,1.10852438339748e-11,True,0.957673972457545,0.9999977993261084,0.999999999988901,0.8374007362872362,0.054081560112535954,0.1595173506066203,0.6929977694526315,0.9727408196777105,0.22438869811594486,0.311193916015327,0.7195759257301688,0.9999990849030116,0.0,5.217771669567792e-06,0.0,0.8792207048977521,0.5022126007975611,0.9999990681518941,0.7497060106633423,24,1.1059486659803497e-11,True,2,458,9.318481059121602e-07,False,alpha_e~pi,around pi,CPGAMMA nearest fixed alpha_e quarter-pi center
electron,gradient_local_minimum_0030,gradient,gradient,gradient,0.00051099895,13.813126440467135,3.716601463765941,1.7399339517445251,0.360424462632153,0.0,0.0,3.141592653589793,0.0,1.1756569242000032,0.00012030386773037942,1.419807589107845,5.6617206678760305e-05,4.149640748052175,3.1415718539866093,0.433854765785558,0.9999999849187658,5.216258119888906e-09,3.4424442461875275e-09,-0.9586427156263218,0.24627010933735205,0.2903328014747273,2.395121439194312,0.11716109054129145,3.1415519030412384,179.99766516555496,4.091130880977843,3.6118095257719895,4.091130880977843,3.6118095257719895,False,,gradient,1413000577,3.141587581398779,0.8475448337325141,1.0,2.38438782042673,0.9846328395902757,1.0,0.1638213995128264,0.9999999999469646,-4.243020885464655e-06,-4.243007939507525e-06,1.2945732099735373e-11,2.680851877530883e-10,2.647477792663864e-10,0.9999999999865222,1.2665987014770508e-06,0.9999999999876512,0.9999999999876511,0.9999999996402854,1.4142125281904339,1.4625422026158552e-06,1.6042721286222966e-12,2.2579715874826434e-12,2.2577495428777183e-12,3.254602339395738e-09,3.2546163520172372e-09,3.254656775182397e-09,6.509218691412975e-09,4.742947590938914e-14,-1.7190595186988595,1.4573016565554502e-05,3.254602339395738e-09,2.289511411607944e-09,6.376308601946189e-09,6.376308601946189e-09,0.4769092336177037,0.9999999871144727,0.9999999871144729,2.289511411607944e-09,1.3477774452042013e-11,1413,sobol_screened,0.09432483264697733,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,658,234,0.0015191320051240163,0.09432483264697733,9.419700242041529e-09,1.3477774452042013e-11,19,5,False,1e-05,8.905765014333156e-12,True,0.9056751673530227,0.9999999905802998,0.9999999999865222,0.6121084932237864,0.014636932872235775,0.13976574875414371,0.710682125762105,0.22789519000798464,0.6634858660399914,0.9503012411296368,0.20701799727976322,0.6803142977148349,3.829391044472688e-05,1.8021816613960347e-05,0.6586750432224535,0.2259693960459002,0.6604358371080539,0.9999983854714555,0.26978189956105636,30,1.3438250512365357e-11,True,2,458,1.6145285444675683e-06,False,alpha_e~pi,around pi,CPGAMMA nearest fixed alpha_e quarter-pi center
electron,gradient_local_minimum_0036,gradient,gradient,gradient,0.00051099895,5.3336273240080585,2.309464726729564,0.9642457207014274,0.5028189726196037,0.0,0.0,3.141592653589793,0.0,0.3711877351058911,0.0,1.8929545973221327,0.0,1.0349565079026717,3.141592653589793,0.0,1.0,2.5230512176038777e-09,6.053275856846182e-09,-0.13398245152392305,0.7384900976666297,1.2115342722253764,1.2966515703137849,0.09358506396729399,3.141592653589793,180.0,0.7158324205646576,0.6488411960643423,0.7158324205646576,0.6488411960643423,False,,gradient,1903000358,3.1415645897426554,0.8344463588555249,1.0,225.95876804320676,0.9904075378211877,1.0,3.227297101438764e-09,0.999999998394329,3.99422654538843e-06,3.994538079433801e-06,3.1154045878582245e-10,3.2576463634926764e-16,3.257591306351105e-16,0.9999999999843949,5.523850606197451e-06,0.9999999999920228,0.9999999999920228,0.9999999999947978,1.414209052164119,6.378393268899044e-06,3.051292551958795e-11,1.52557966259792e-11,1.52557966259792e-11,2.6529585890449464e-32,2.6526886632674856e-32,2.6529585890449464e-32,5.305647252312432e-32,1.3496288873021566e-36,0.0,5.0875183483558184e-05,2.6529585890449464e-32,5.08533201094554e-12,8.028355119762269e-10,8.028355119762269e-10,2.6592330496909983e-12,0.9999999991971644,0.9999999991971644,5.08533201094554e-12,1.5605072789526275e-11,1903,sobol_screened,0.17758769494292548,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,484,135,0.0018297291814677135,0.17758769494292548,4.520964935750271e-09,1.5605072789526275e-11,16,2,False,1e-05,7.90323362309664e-12,True,0.8224123050570745,0.9999999954790351,0.9999999999843949,0.20629878249019384,0.027750342153012753,0.022516642697155476,0.4083650726824999,0.33999443985521793,0.16975592449307442,0.7847068011760712,0.3413689834997058,0.32980626510423006,0.0,0.0,0.3526680141782492,0.3012730812123457,0.16471844411783643,0.9999910670000117,0.2656125255137807,36,1.556554884984962e-11,True,2,458,8.932999988285655e-06,False,alpha_e~pi,around pi,CPGAMMA nearest fixed alpha_e quarter-pi center
electron,gradient_local_minimum_0062,gradient,gradient,gradient,0.00051099895,12.71747458894385,3.5661568374012727,1.659718126367406,0.2763480701122153,0.0,0.0,3.141592653589793,0.0,1.1559738072521142,0.0,4.819003691918404,0.0,4.950096012986783,3.141592653589793,3.141592653589793,1.0,5.6797810829567474e-09,3.5020140794881977e-09,-1.0514564076646822,0.22584415586440035,0.2581458220106646,2.5017052872898975,0.13700894926221446,3.141592653589793,180.0,3.837181453938001,3.3114532529447755,3.837181453938001,3.3114532529447755,False,,gradient,1575000519,3.141591577290725,0.8588121829601266,1.0,1.7630846793933528,0.9785970796103691,1.0,6.118661133501352e-11,0.9999999999975818,-7.506688223883813e-06,-7.506687531162542e-06,6.927031182069943e-13,0.0,0.0,0.9999999999717994,3.188987755631312e-07,0.9999999999718249,0.9999999999718249,0.9999999999905997,1.4142133019734182,3.6823258787340656e-07,1.0169642905566433e-13,5.084821452783217e-14,5.084821452783217e-14,2.6507821614429103e-32,2.650772312962625e-32,2.6507821614429103e-32,5.301554474405535e-32,4.924240142938164e-38,0.0,1.8576589816104155e-06,2.6507821614429103e-32,1.6890549989674088e-14,1.2090913344370047e-12,1.2090913344370047e-12,9.391749760185705e-12,0.999999999998791,0.9999999999987909,1.6890549989674088e-14,2.8200553003898676e-11,1575,sobol_screened,0.12172536724157346,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,690,216,0.009523512705426488,0.12172536724157346,2.789023969884674e-06,2.8200553003898676e-11,22,8,False,1e-05,1.366784463385784e-11,True,0.8782746327584265,0.9999972109760301,0.9999999999717994,0.6517096143215895,0.14705036021769047,0.18679847195744514,0.4804609911516309,0.7904823822900653,0.7605230277404189,0.7960222652181983,0.3097676057368517,0.642839581423241,0.0,0.0,0.680573805506445,0.7669682583469072,0.7878322492463294,0.9999996574033662,0.2733684082112907,62,2.816102906422202e-11,True,2,458,3.425966338642016e-07,False,alpha_e~pi,around pi,CPGAMMA nearest fixed alpha_e quarter-pi center
electron,gradient_local_minimum_0064,gradient,gradient,gradient,0.00051099895,7.151922974747123,2.6743079431410144,1.1726545285209387,0.40946333029965043,0.0,0.0,3.141592653589793,0.0,0.6206839752663995,0.0,4.8180069290626655,0.0,4.701953910066061,3.141592653589793,0.0,1.0,4.389795138504127e-09,5.759251056800065e-09,-0.3538077838609494,0.5045863590875659,0.7456216716087725,1.6420603142270167,0.12152531137097536,3.141592653589793,180.0,1.4556958178581987,1.2787919281223488,1.4556958178581987,1.2787919281223488,False,,gradient,1966000473,3.141567824253896,2.2915939601447364,1.0,35.047110845054036,0.983398983443737,1.0000000000000002,2.5871997910870477e-09,0.9999999987253791,6.160835923551312e-06,6.1611590167273234e-06,3.2310102874116934e-10,0.0,0.0,0.9999999999706145,6.452168383077068e-06,0.999999999981022,0.999999999981022,0.9999999999902048,1.4142082941887046,7.450322305278272e-06,4.1630476843579345e-11,2.0814905354882285e-11,2.0814905354882285e-11,3.067457576639935e-32,3.0677252188046823e-32,3.0677252188046823e-32,6.135182795444617e-32,1.3382108237368327e-36,3.141592653589793,4.3624154922668526e-05,3.067457576639935e-32,4.1793543369195545e-10,6.373103801371011e-10,6.373103801371012e-10,0.666666666235467,0.9999999993626896,0.9999999993626898,4.1793543369195545e-10,2.9385494038081106e-11,1966,sobol_screened,0.18908697523984885,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,603,171,0.003653917767904245,0.18908697523984885,5.617767843135724e-07,2.9385494038081106e-11,20,6,False,1e-05,1.2852052755363275e-11,True,0.8109130247601511,0.9999994382232157,0.9999999999706145,0.08906033542007208,0.03965960722416639,0.20932696480304003,0.28257375210523605,0.6828950475901365,0.7251811530441046,0.9758136300370097,0.6858131187036633,0.42068618787920964,0.0,0.0,0.5046101548895473,0.766809618611326,0.7483392069772787,0.9999920965769166,0.7294370126331332,64,2.934597009840445e-11,True,2,458,7.903423083422434e-06,False,alpha_e~pi,around pi,CPGAMMA nearest fixed alpha_e quarter-pi center
electron,gradient_local_minimum_0068,gradient,gradient,gradient,0.00051099895,17.20098802848961,4.147407386366766,1.9676320914201766,0.31660475754655,0.0,0.0,3.141592653589793,0.0,1.4204056796631657,7.966976724434815e-05,5.654883393691738,9.484635461185432e-05,2.22936768568179,3.141528904980164,5.30710709272522,0.99999998507459,1.7952976771873352e-08,9.384901068143004e-09,-1.3103052221595097,0.18101711915520807,0.19083323979277902,2.7928078632342874,0.1172077097324386,3.141561162101701,179.99819567064173,5.589671677959911,4.934519075855843,5.589671677959911,4.934519075855843,False,,gradient,123000840,3.1415782849838725,0.8475653245481619,1.0,0.8377020549852043,0.9846220978262433,1.0000000000000002,0.06081717203821146,0.9999999995743073,4.251926809825651e-06,4.252030777399124e-06,1.0396938348707844e-10,6.943339648431834e-10,6.720612911227132e-10,0.9999999999683656,3.5905305683070457e-06,0.9999999999715887,0.9999999999715887,0.999999999078525,1.4142106306978321,4.145987580297597e-06,1.2891908828181283e-11,6.446176925578584e-12,6.446176925578584e-12,1.1079740616274902e-09,1.1079802338499516e-09,1.1080347474197553e-09,2.215954295477442e-09,5.759968103435073e-14,1.6244006110469376,5.198634389879463e-05,1.1079740616274902e-09,1.0293762610239827e-09,2.0585854128695152e-09,2.0585854128695152e-09,0.416979365830461,0.9999999957254604,0.9999999957254604,1.0293762610239827e-09,3.163436179676182e-11,123,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,945,189,0.0018762089753202994,0.868346101771334,3.766137136596015e-07,3.163436179676182e-11,34,20,False,1e-05,2.343047977859669e-11,True,0.13165389822866605,0.9999996233862863,0.9999999999683656,0.7262998719753119,0.55774747803886,0.2724830132947771,0.37978180080261903,0.33099605854273256,0.7385983881511385,0.9246913673578443,0.884407493842846,0.7876250745522304,2.5359674543837554e-05,3.0190532341446797e-05,0.7072935955234791,0.9000026447143125,0.35481488714559567,0.9999954263306847,0.26978842199025305,68,3.159483785708517e-11,True,2,458,4.5736693152166944e-06,False,alpha_e~pi,around pi,CPGAMMA nearest fixed alpha_e quarter-pi center
electron,gradient_local_minimum_0069,gradient,gradient,gradient,0.00051099895,13.144726580142548,3.625565691053266,1.6914439465025524,0.22642475155218622,0.0,0.0,3.141592653589793,0.0,1.2170996564719498,0.0,0.4237335823190731,0.0,2.565184479555662,3.141592653589793,0.0,1.0,6.573243754859348e-09,3.6564802353053683e-09,-1.2069711147640563,0.1970950734583325,0.21440122737925163,2.6775410495713494,0.1465727113709355,3.141592653589793,180.0,4.1173117864056845,3.5138262323110125,4.1173117864056845,3.5138262323110125,False,,gradient,1198000155,3.141572401799491,0.8643126795948265,1.0,1.1083916246583119,0.9752951448917997,1.0000000000000002,1.7663787115264788e-09,0.9999999991381742,6.536441548219834e-06,6.536705936334847e-06,2.643937482872536e-10,0.0,0.0,0.9999999999682481,6.446470358215352e-06,0.9999999999786375,0.9999999999786375,0.999999999989416,1.4142082988394316,7.443742793306736e-06,4.1556980079349166e-11,2.077893412888443e-11,2.077893412888443e-11,1.3454966850343676e-32,1.3454036684480115e-32,1.3454966850343676e-32,2.690900353482379e-32,4.6508293178032505e-37,-2.602189637428016e-12,3.456708689925634e-05,1.3454966850343676e-32,6.925989582204234e-12,4.309129791207666e-10,4.309129791207667e-10,7.121115420200282e-12,0.9999999995690871,0.9999999995690868,6.925989582204234e-12,3.175193441506963e-11,1198,sobol_screened,0.04380410445498384,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,480,153,0.000776847447424064,0.04380410445498384,5.016727366857765e-09,3.175193441506963e-11,15,1,False,1e-05,2.4520385721871207e-11,True,0.9561958955450162,0.9999999949832726,0.9999999999682481,0.6454597031697631,0.0739023732021451,0.1769593022763729,0.6214455459266901,0.10722421854734421,0.358376944437623,0.987759224139154,0.22620878741145134,0.6576379161302632,0.0,0.0,0.7048625910959353,0.06743929418011703,0.4082617898638946,0.9999935536549339,0.27511927066903635,69,3.171241047539297e-11,True,2,458,6.446345066070755e-06,False,alpha_e~pi,around pi,CPGAMMA nearest fixed alpha_e quarter-pi center
