detail_id,selected_observable,selected_observable_label,selected_spin_case,selected_region,qOut_regime,cluster_id,energy_band_cluster_id,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,theta_p_out,theta_gamma_out,phi_p_out,qOut,phi_gamma_out
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_15,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_15,gradient_local_minimum,0,0,9.9999999999226352e-01,1.0000000000000000e+00,3.1415861876778011e+00,2.2994490074445224e+00,2.90942033591692,2.7023855947816113e-05,0.0,1.7515272563786417,0.6997163327222654,2.362782240304462
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_22,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_22,gradient_local_minimum,1,1,9.9999999998998823e-01,1.0000000000000000e+00,3.1415839021277301e+00,2.3518895680568384e+00,4.667648192838191,0.0,0.0,1.6757615867112219,0.39514080539430796,2.95985933934601
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_23,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_23,gradient_local_minimum,2,2,9.9999999998949984e-01,1.0000000000000000e+00,3.1415712407617926e+00,8.5958417726289260e-01,3.239448118610033,0.0,4.476884789544164e-07,4.396950029356482,0.9749009121074826,2.894482559441944
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_24,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_24,gradient_local_minimum,3,3,9.9999999998890099e-01,9.9999999999999989e-01,3.1415897261026293e+00,2.3552708954520671e+00,4.999996326285076,0.0,1.6392113145223125e-05,5.524306614781635,0.12059589044555515,3.155494834411683
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_30,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_30,gradient_local_minimum,4,4,9.9999999998652223e-01,1.0000000000000000e+00,3.1415875813987788e+00,8.4754483373251410e-01,3.716601463765941,0.00012030386773037942,5.6617206678760305e-05,1.419807589107845,1.1756569242000032,4.149640748052175
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_36,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_36,gradient_local_minimum,5,5,9.9999999998439493e-01,1.0000000000000000e+00,3.1415645897426554e+00,8.3444635885552487e-01,2.309464726729564,0.0,0.0,1.8929545973221327,0.3711877351058911,1.0349565079026717
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_62,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_62,gradient_local_minimum,6,6,9.9999999997179945e-01,1.0000000000000000e+00,3.1415915772907250e+00,8.5881218296012662e-01,3.5661568374012727,0.0,0.0,4.819003691918404,1.1559738072521142,4.950096012986783
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_64,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_64,gradient_local_minimum,7,7,9.9999999997061451e-01,1.0000000000000002e+00,3.1415678242538960e+00,2.2915939601447364e+00,2.6743079431410144,0.0,0.0,4.8180069290626655,0.6206839752663995,4.701953910066061
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_68,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_68,gradient_local_minimum,8,8,9.9999999996836564e-01,1.0000000000000002e+00,3.1415782849838725e+00,8.4756532454816191e-01,4.147407386366766,7.966976724434815e-05,9.484635461185432e-05,5.654883393691738,1.4204056796631657,2.22936768568179
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_69,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_69,gradient_local_minimum,9,9,9.9999999996824807e-01,1.0000000000000002e+00,3.1415724017994910e+00,8.6431267959482649e-01,3.625565691053266,0.0,0.0,0.4237335823190731,1.2170996564719498,2.565184479555662
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_70,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_70,gradient_local_minimum,10,10,9.9999999996616851e-01,1.0000000000000000e+00,3.1415805193985227e+00,2.1810919465426912e+00,2.039332770172826,0.00033520544527647095,2.5738634989889757e-05,3.1577530833508756,0.5387897685798079,0.8394163827343373
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_78,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_78,gradient_local_minimum,11,11,9.9999999996332056e-01,1.0000000000000000e+00,3.1415721799083252e+00,2.3314410938045178e+00,4.473712802433138,0.0,0.0,5.750051924120604,1.146062743896214,4.423224335931526
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_79,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_79,gradient_local_minimum,12,12,9.9999999996189970e-01,9.9999999999999989e-01,3.1415919571236022e+00,2.3326710900356180e+00,3.6134257901003073,0.0,0.0,4.362395114082592,0.702628929399757,3.484485925815422
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_85,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_85,gradient_local_minimum,13,13,9.9999999995690758e-01,9.9999999999999978e-01,3.1415755941340406e+00,8.9583387150246807e-01,3.2799041436826193,0.001046324036172093,0.0,6.105899165669899,1.133999706555686,0.20038125596151413
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_94,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_94,gradient_local_minimum,14,14,9.9999999994845878e-01,1.0000000000000000e+00,3.1415517103872714e+00,2.2937763748654905e+00,3.979571482614189,0.0,0.0,3.9774392914139227,1.3265366685338216,3.796855045578964
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_95,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_95,gradient_local_minimum,15,15,9.9999999994779343e-01,1.0000000000000002e+00,3.1415777220072831e+00,2.2704107975284620e+00,4.980519093628895,0.00216428842666539,0.0,0.07017220612757032,2.020990683611304,6.1556797948544855
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_101,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_101,gradient_local_minimum,16,16,9.9999999994527122e-01,9.9999999999999989e-01,3.1415743930152793e+00,8.7202546745490539e-01,3.548534376997399,0.12787212695539352,0.023320195084491645,0.002395093227823979,1.2118771736212606,3.1476348261392757
