state,local_minimum_id,status,objective_name,objective_file_tag,absolute_objective,absolute_threshold,contour_delta,target_success_count,initial_direction_count,initial_success_count,attempted_direction_count,replacement_direction_count,contour_point_count,initial_success_fraction,overall_success_fraction,physics_evaluation_count,direct_contour_seconds,covariance_rank,covariance_min_eigenvalue,covariance_max_eigenvalue,center_u0,center_u1,center_u2,center_u3,center_u4,center_u5,center_u6,center_u7,covariance_u0_u0,covariance_u0_u1,covariance_u0_u2,covariance_u0_u3,covariance_u0_u4,covariance_u0_u5,covariance_u0_u6,covariance_u0_u7,covariance_u1_u0,covariance_u1_u1,covariance_u1_u2,covariance_u1_u3,covariance_u1_u4,covariance_u1_u5,covariance_u1_u6,covariance_u1_u7,covariance_u2_u0,covariance_u2_u1,covariance_u2_u2,covariance_u2_u3,covariance_u2_u4,covariance_u2_u5,covariance_u2_u6,covariance_u2_u7,covariance_u3_u0,covariance_u3_u1,covariance_u3_u2,covariance_u3_u3,covariance_u3_u4,covariance_u3_u5,covariance_u3_u6,covariance_u3_u7,covariance_u4_u0,covariance_u4_u1,covariance_u4_u2,covariance_u4_u3,covariance_u4_u4,covariance_u4_u5,covariance_u4_u6,covariance_u4_u7,covariance_u5_u0,covariance_u5_u1,covariance_u5_u2,covariance_u5_u3,covariance_u5_u4,covariance_u5_u5,covariance_u5_u6,covariance_u5_u7,covariance_u6_u0,covariance_u6_u1,covariance_u6_u2,covariance_u6_u3,covariance_u6_u4,covariance_u6_u5,covariance_u6_u6,covariance_u6_u7,covariance_u7_u0,covariance_u7_u1,covariance_u7_u2,covariance_u7_u3,covariance_u7_u4,covariance_u7_u5,covariance_u7_u6,covariance_u7_u7
GHZ,0,ok,dGHZ,dghz,1.874987860404732e-08,0.01,0.02,64,64,64,64,0,64,1.0,1.0,1115,26.100384899997152,8,1.011659514496736e-10,0.0026534030586297017,0.5000081395276584,0.500000232721772,0.500006194030434,0.49999999999852046,0.49999999999852046,0.08308855168559603,0.2579610215059154,0.7420232174923301,1.3437544242806575e-05,2.3079208305619263e-10,-6.6728189422195125e-09,-5.7605977196097336e-11,1.3166092603733127e-11,-1.3596694887436747e-08,1.781422480206562e-10,-4.287997071934016e-12,2.3079208305619263e-10,1.3486295428488314e-05,-1.2290552663675337e-08,-3.889690496189111e-11,3.566291940469518e-11,-2.600800402142393e-08,1.8786651952988974e-10,4.466562002461e-11,-6.6728189422195125e-09,-1.2290552663675337e-08,0.0006046788834635469,-1.5289420319377578e-08,6.096262071339216e-11,-1.9523099661502418e-05,-5.762957098844856e-09,-1.2943012569992132e-08,-5.7605977196097336e-11,-3.889690496189111e-11,-1.5289420319377578e-08,1.7417787204500809e-10,1.5404473595460444e-12,-3.24946122346834e-08,2.9525390085407615e-11,5.2964245757888234e-11,1.3166092603733127e-11,3.566291940469518e-11,6.096262071339216e-11,1.5404473595460444e-12,1.0119912665874415e-10,1.397869149997503e-10,1.2513001274769955e-11,-2.3480774110464384e-11,-1.3596694887436747e-08,-2.600800402142393e-08,-1.9523099661502418e-05,-3.24946122346834e-08,1.397869149997503e-10,0.002653217014271243,-1.1763093842681306e-08,-2.739116913896698e-08,1.781422480206562e-10,1.8786651952988974e-10,-5.762957098844856e-09,2.9525390085407615e-11,1.2513001274769955e-11,-1.1763093842681306e-08,1.615156317449917e-05,3.256291139269666e-11,-4.287997071934016e-12,4.466562002461e-11,-1.2943012569992132e-08,5.2964245757888234e-11,-2.3480774110464384e-11,-2.739116913896698e-08,3.256291139269666e-11,1.615204846383681e-05
