state,local_minimum_id,status,objective_name,objective_file_tag,absolute_objective,absolute_threshold,contour_delta,target_success_count,initial_direction_count,initial_success_count,attempted_direction_count,replacement_direction_count,contour_point_count,initial_success_fraction,overall_success_fraction,physics_evaluation_count,direct_contour_seconds,covariance_rank,covariance_min_eigenvalue,covariance_max_eigenvalue,center_u0,center_u1,center_u2,center_u3,center_u4,center_u5,center_u6,center_u7,covariance_u0_u0,covariance_u0_u1,covariance_u0_u2,covariance_u0_u3,covariance_u0_u4,covariance_u0_u5,covariance_u0_u6,covariance_u0_u7,covariance_u1_u0,covariance_u1_u1,covariance_u1_u2,covariance_u1_u3,covariance_u1_u4,covariance_u1_u5,covariance_u1_u6,covariance_u1_u7,covariance_u2_u0,covariance_u2_u1,covariance_u2_u2,covariance_u2_u3,covariance_u2_u4,covariance_u2_u5,covariance_u2_u6,covariance_u2_u7,covariance_u3_u0,covariance_u3_u1,covariance_u3_u2,covariance_u3_u3,covariance_u3_u4,covariance_u3_u5,covariance_u3_u6,covariance_u3_u7,covariance_u4_u0,covariance_u4_u1,covariance_u4_u2,covariance_u4_u3,covariance_u4_u4,covariance_u4_u5,covariance_u4_u6,covariance_u4_u7,covariance_u5_u0,covariance_u5_u1,covariance_u5_u2,covariance_u5_u3,covariance_u5_u4,covariance_u5_u5,covariance_u5_u6,covariance_u5_u7,covariance_u6_u0,covariance_u6_u1,covariance_u6_u2,covariance_u6_u3,covariance_u6_u4,covariance_u6_u5,covariance_u6_u6,covariance_u6_u7,covariance_u7_u0,covariance_u7_u1,covariance_u7_u2,covariance_u7_u3,covariance_u7_u4,covariance_u7_u5,covariance_u7_u6,covariance_u7_u7,domain_boundary_point_count,domain_boundary_point_fraction,previous_success_count,added_success_count,previous_output_variant
W,0,ok,D_W,dw,1.6032671033342927e-05,0.01,0.02,1024,512,512,512,0,1024,1.0,1.0,8704,192.7374281999946,8,7.529166770984719e-08,3.721360098596977e-07,0.5217487212689401,0.5157292739586972,0.47796471387303086,0.44865887479320105,0.5025114247668664,0.3840691588055735,0.011549656160866294,0.49655608950465835,2.332673418102207e-07,-7.135795701316382e-08,-3.654402373542064e-08,-2.462121334283959e-08,7.556579294279293e-09,-7.0979577161429515e-09,4.227331502395156e-08,1.777898300757963e-08,-7.135795701316382e-08,2.1537666110760328e-07,-2.4423714656830757e-09,5.9931175494194885e-09,-3.282294264617128e-08,1.7530666060982457e-08,2.5122742667168178e-08,2.6704304278487595e-08,-3.654402373542064e-08,-2.4423714656830757e-09,2.8267720935931797e-07,-8.736834004010392e-09,9.942188363512957e-09,-1.3495603462546895e-08,3.908715273086325e-08,3.246936367544083e-08,-2.462121334283959e-08,5.9931175494194885e-09,-8.736834004010392e-09,3.3467080769248573e-07,-3.2884583776320804e-09,2.989210877513071e-09,-1.7599882591595363e-08,1.0494430133384754e-08,7.556579294279293e-09,-3.282294264617128e-08,9.942188363512957e-09,-3.2884583776320804e-09,3.5197561592640696e-07,-3.1567233056935024e-09,3.5543815638832794e-09,1.1426613289965293e-08,-7.0979577161429515e-09,1.7530666060982457e-08,-1.3495603462546895e-08,2.989210877513071e-09,-3.1567233056935024e-09,3.253004119879835e-07,1.946201376295101e-08,1.0502181490718144e-08,4.227331502395156e-08,2.5122742667168178e-08,3.908715273086325e-08,-1.7599882591595363e-08,3.5543815638832794e-09,1.946201376295101e-08,1.2395092566082878e-07,3.7788241850589865e-08,1.777898300757963e-08,2.6704304278487595e-08,3.246936367544083e-08,1.0494430133384754e-08,1.1426613289965293e-08,1.0502181490718144e-08,3.7788241850589865e-08,1.3673170515035097e-07,0,0.0,512,512,delta0.02_incremental_n512_threshold0.01_b16_boundaryaware
