rank,phi_e_region,spin_case,spin_label,best_C13_key,best_C13,kinematic_point,s,sqrt_s,qOut,theta_in,phi_in_electron,phi_in,phiOut,phi_e_region_offset,Q2,xB,t,W2,y,theta_e_gamma_deg,squared_amplitude_M2
24,backward,Tx,Tx,Tx_C13,1.5189384424639391e-01,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,3.1415926535897931e+00,1.6666666666666696e-01,8.4634358702051973e+00,7.0139281880186555e-01,-4.9890818249836659e+00,4.4830213646759676e+00,6.0038565304069136e-01,1.6637293642013645e+02,1.0942671991906241e+01
25,backward,Tx,Tx,Tx_C13,1.5188367826867030e-01,s02_qout04,1.8647064799999999e+01,4.3182247278250809e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,0.0000000000000000e+00,2.5000000000000000e-01,8.0323352865234625e+00,6.9662201474772234e-01,-6.2743483416439263e+00,4.3779156148896776e+00,6.4897076651476848e-01,1.5521399842835027e+02,1.0925191803176483e+01
26,backward,Tx,Tx,Tx_C13,1.5188367619989954e-01,s02_qout04,1.8647064799999999e+01,4.3182247278250809e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,3.1415926535897931e+00,2.5000000000000000e-01,8.0323352865234607e+00,6.9662201474772223e-01,-6.2743483416439245e+00,4.3779156148896750e+00,6.4897076651476837e-01,1.5521399842835027e+02,1.0925191803176489e+01
27,backward,Tx,Tx,Tx_C13,1.5154777364393060e-01,s00_qout03,1.3985298599999998e+01,3.7396923135466635e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,2.7925268031909272e+00,2.5000000000000000e-01,7.0088459177462523e+00,7.6005526431811676e-01,-3.8195390016092619e+00,3.0924932113404933e+00,7.0363794393570656e-01,1.6375853201751698e+02,2.2343865038646484e+01
28,backward,Tx,Tx,Tx_C13,1.5154777200101213e-01,s00_qout03,1.3985298599999998e+01,3.7396923135466635e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,3.4906585039886590e-01,2.5000000000000000e-01,7.0088459177462532e+00,7.6005526431811665e-01,-3.8195390016092632e+00,3.0924932113404928e+00,7.0363794393570667e-01,1.6375853201751696e+02,2.2343865038646488e+01
29,backward,Tx,Tx,Tx_C13,1.5144230012170390e-01,s01_qout03,1.6316181699999998e+01,4.0393293626541515e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,0.0000000000000000e+00,2.5000000000000000e-01,7.7983437094037500e+00,7.1029102565834890e-01,-6.8394674457390963e+00,4.0605827056889678e+00,7.1124917247001684e-01,1.4548484309865228e+02,1.3653124362995282e+01
30,backward,Tx,Tx,Tx_C13,1.5144229972643766e-01,s01_qout03,1.6316181699999998e+01,4.0393293626541515e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,3.1415926535897931e+00,2.5000000000000000e-01,7.7983437094037491e+00,7.1029102565834890e-01,-6.8394674457390972e+00,4.0605827056889678e+00,7.1124917247001673e-01,1.4548484309865228e+02,1.3653124362995282e+01
31,backward,Tx,Tx,Tx_C13,1.5127225404183711e-01,s02_qout04,1.8647064799999999e+01,4.3182247278250809e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.9341194567807198e+00,0.0000000000000000e+00,7.9091209403201113e+00,6.1252300529187442e-01,-8.2402506305603893e+00,5.8830885904264765e+00,7.2675212832085645e-01,1.4250285538318872e+02,9.1072695819415426e+00
32,backward,Tx,Tx,Tx_C13,1.5127225403992817e-01,s02_qout04,1.8647064799999999e+01,4.3182247278250809e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,3.4906585039886591e+00,0.0000000000000000e+00,7.9091209403201157e+00,6.1252300529187498e-01,-8.2402506305603893e+00,5.8830885904264694e+00,7.2675212832085634e-01,1.4250285538318875e+02,9.1072695819415461e+00
33,backward,Tx,Tx,Tx_C13,1.5102363328491161e-01,s00_qout03,1.3985298599999998e+01,3.7396923135466635e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,3.6651914291880918e+00,0.0000000000000000e+00,5.2092595479487782e+00,5.3114928979800269e-01,-7.0290820150992861e+00,5.4781087168956137e+00,7.4835437336484290e-01,1.3212800531816606e+02,1.1936508243503935e+01
34,backward,Tx,Tx,Tx_C13,1.5102363326204413e-01,s00_qout03,1.3985298599999998e+01,3.7396923135466635e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.7595865315812871e+00,0.0000000000000000e+00,5.2092595479487738e+00,5.3114928979800224e-01,-7.0290820150992861e+00,5.4781087168956208e+00,7.4835437336484290e-01,1.3212800531816606e+02,1.1936508243503932e+01
35,backward,Tx,Tx,Tx_C13,1.5078121251026047e-01,s01_qout03,1.6316181699999998e+01,4.0393293626541515e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.4874629934615635e+00,4.6290556470513566e+00,3.3161255787892259e+00,8.3333333333333037e-02,7.9761012661976824e+00,6.7794564125970169e-01,-7.6618605977343650e+00,4.6688471622003807e+00,7.6216941201008248e-01,1.3863131801258092e+02,1.3080707176981981e+01
36,backward,Tx,Tx,Tx_C13,1.5078121126551150e-01,s01_qout03,1.6316181699999998e+01,4.0393293626541515e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.6541296601282296e+00,4.7957223137180227e+00,6.1086523819801535e+00,8.3333333333333037e-02,7.9761012661976807e+00,6.7794564125970147e-01,-7.6618605977343641e+00,4.6688471622003878e+00,7.6216941201008270e-01,1.3863131801258089e+02,1.3080707176981985e+01
37,backward,Tx,Tx,Tx_C13,1.5028376252482137e-01,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.6541296601282296e+00,4.7957223137180227e+00,5.9341194567807198e+00,8.3333333333333037e-02,7.1575952270054550e+00,5.8900265162846088e-01,-7.0185306427564100e+00,5.8743082029755511e+00,6.0463710857724284e-01,1.5583902605351665e+02,7.6259144840287565e+00
38,backward,Tx,Tx,Tx_C13,1.5028375680375966e-01,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.4874629934615635e+00,4.6290556470513566e+00,3.4906585039886591e+00,8.3333333333333037e-02,7.1575952270054586e+00,5.8900265162846133e-01,-7.0185306427564100e+00,5.8743082029755458e+00,6.0463710857724273e-01,1.5583902605351662e+02,7.6259144840287600e+00
39,backward,Tx,Tx,Tx_C13,1.4961969857833549e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.7595865315812871e+00,0.0000000000000000e+00,5.1964370496478631e+00,5.1311043274447754e-01,-6.6077363189568104e+00,5.8107337752105632e+00,6.5607056684555631e-01,1.4738229383621251e+02,8.9509019256517384e+00
40,backward,Tx,Tx,Tx_C13,1.4961969857833532e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,3.6651914291880918e+00,0.0000000000000000e+00,5.1964370496478676e+00,5.1311043274447810e-01,-6.6077363189568104e+00,5.8107337752105570e+00,6.5607056684555620e-01,1.4738229383621254e+02,8.9509019256517419e+00
41,backward,Tx,Tx,Tx_C13,1.4724077428138035e-01,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,1.7453292519943295e-01,2.5000000000000000e-01,8.8777765479625987e+00,7.3025633593013506e-01,-4.3845716242184229e+00,4.1591362936995351e+00,6.0488635655138256e-01,1.6982678680183062e+02,1.2768208688299850e+01
42,backward,Tx,Tx,Tx_C13,1.4724077279826633e-01,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,2.9670597283903599e+00,2.5000000000000000e-01,8.8777765479625970e+00,7.3025633593013506e-01,-4.3845716242184221e+00,4.1591362936995315e+00,6.0488635655138245e-01,1.6982678680183068e+02,1.2768208688299858e+01
43,backward,Tx,Tx,Tx_C13,1.4659471369062954e-01,s03_qout04,2.0977947899999997e+01,4.5801689815988222e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,3.3161255787892259e+00,2.5000000000000000e-01,9.0886626748626682e+00,6.5606554864664590e-01,-9.4060208983654903e+00,5.6444657928419213e+00,6.8928315509925253e-01,1.4194510393509788e+02,8.6276365306169911e+00
44,backward,Tx,Tx,Tx_C13,1.4659471255558335e-01,s03_qout04,2.0977947899999997e+01,4.5801689815988222e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,6.1086523819801535e+00,2.5000000000000000e-01,9.0886626748626682e+00,6.5606554864664568e-01,-9.4060208983654938e+00,5.6444657928419222e+00,6.8928315509925253e-01,1.4194510393509785e+02,8.6276365306169751e+00
45,backward,Tx,Tx,Tx_C13,1.4655578196910268e-01,s04_qout05,2.3308830999999998e+01,4.8279220167687056e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.4874629934615635e+00,4.6290556470513566e+00,3.3161255787892259e+00,8.3333333333333037e-02,1.0286716550219452e+01,6.7469181002367429e-01,-8.5520376543747965e+00,5.8396687555931965e+00,6.7976950121789481e-01,1.5228721708723461e+02,7.7114371640782045e+00
46,backward,Tx,Tx,Tx_C13,1.4655578159570920e-01,s04_qout05,2.3308830999999998e+01,4.8279220167687056e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.6541296601282296e+00,4.7957223137180227e+00,6.1086523819801535e+00,8.3333333333333037e-02,1.0286716550219449e+01,6.7469181002367407e-01,-8.5520376543747965e+00,5.8396687555932036e+00,6.7976950121789481e-01,1.5228721708723461e+02,7.7114371640782036e+00
47,backward,Tx,Tx,Tx_C13,1.4643266345911185e-01,s01_qout03,1.6316181699999998e+01,4.0393293626541515e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,1.7453292519943295e-01,2.5000000000000000e-01,8.5105821589907062e+00,7.5931069285813380e-01,-6.2470199352294031e+00,3.5775619993488048e+00,7.2609840340170306e-01,1.5132375266744043e+02,1.5834498256319680e+01
48,backward,Tx,Tx,Tx_C13,1.4643266345911171e-01,s01_qout03,1.6316181699999998e+01,4.0393293626541515e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,2.9670597283903599e+00,2.5000000000000000e-01,8.5105821589907062e+00,7.5931069285813402e-01,-6.2470199352294022e+00,3.5775619993488048e+00,7.2609840340170284e-01,1.5132375266744043e+02,1.5834498256319682e+01
49,backward,Tx,Tx,Tx_C13,1.4632995680819103e-01,s03_qout04,2.0977947899999997e+01,4.5801689815988222e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,0.0000000000000000e+00,2.5000000000000000e-01,1.0040114478755925e+01,7.1750359532884356e-01,-8.4631584193869340e+00,4.8328503141153316e+00,6.9624084254392060e-01,1.4832755549631003e+02,9.7812355988546056e+00
50,backward,Tx,Tx,Tx_C13,1.4632995670055252e-01,s03_qout04,2.0977947899999997e+01,4.5801689815988222e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,3.1415926535897931e+00,2.5000000000000000e-01,1.0040114478755923e+01,7.1750359532884367e-01,-8.4631584193869287e+00,4.8328503141153316e+00,6.9624084254392060e-01,1.4832755549631003e+02,9.7812355988546198e+00
51,backward,Tx,Tx,Tx_C13,1.4606424341038279e-01,s02_qout04,1.8647064799999999e+01,4.3182247278250809e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,2.9670597283903599e+00,2.5000000000000000e-01,8.9325210352422335e+00,7.4715649083225155e-01,-5.6377097808054648e+00,3.9026778935389808e+00,6.7288829600075739e-01,1.5991345635553057e+02,1.2979383109676238e+01
52,backward,Tx,Tx,Tx_C13,1.4606424307925661e-01,s02_qout04,1.8647064799999999e+01,4.3182247278250809e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,1.7453292519943295e-01,2.5000000000000000e-01,8.9325210352422317e+00,7.4715649083225111e-01,-5.6377097808054639e+00,3.9026778935389816e+00,6.7288829600075761e-01,1.5991345635553051e+02,1.2979383109676242e+01
53,backward,Tx,Tx,Tx_C13,1.4556594720342908e-01,s00_qout02,1.3985298599999998e+01,3.7396923135466635e+00,1.0000000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,3.1415926535897931e+00,2.5000000000000000e-01,7.2972018199692155e+00,7.3022866549524379e-01,-6.8850800976059627e+00,3.5756788338578778e+00,7.6250973040088932e-01,1.3593135243436322e+02,1.9864027344542606e+01
54,backward,Tx,Tx,Tx_C13,1.4556594539963569e-01,s00_qout02,1.3985298599999998e+01,3.7396923135466635e+00,1.0000000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,0.0000000000000000e+00,2.5000000000000000e-01,7.2972018199692164e+00,7.3022866549524368e-01,-6.8850800976059618e+00,3.5756788338578795e+00,7.6250973040088965e-01,1.3593135243436322e+02,1.9864027344542606e+01
55,backward,Tx,Tx,Tx_C13,1.4506700290179045e-01,s01_qout03,1.6316181699999998e+01,4.0393293626541515e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.4874629934615635e+00,4.6290556470513566e+00,3.4906585039886591e+00,8.3333333333333037e-02,7.3152167586857892e+00,6.1740430091379439e-01,-8.5286617708404631e+00,5.4129683491730987e+00,7.6756166767839573e-01,1.3049622400788374e+02,1.1926912731926786e+01
56,backward,Tx,Tx,Tx_C13,1.4506700282346766e-01,s01_qout03,1.6316181699999998e+01,4.0393293626541515e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.6541296601282296e+00,4.7957223137180227e+00,5.9341194567807198e+00,8.3333333333333037e-02,7.3152167586857821e+00,6.1740430091379395e-01,-8.5286617708404631e+00,5.4129683491731067e+00,7.6756166767839573e-01,1.3049622400788371e+02,1.1926912731926782e+01
57,backward,Tx,Tx,Tx_C13,1.4422713176226656e-01,s04_qout05,2.3308830999999998e+01,4.8279220167687056e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,0.0000000000000000e+00,2.5000000000000000e-01,1.0040431736427077e+01,7.0777981139091217e-01,-7.4294076671364930e+00,5.0252248211476527e+00,6.3247673903305257e-01,1.5754817891698755e+02,8.4668426886685513e+00
58,backward,Tx,Tx,Tx_C13,1.4422713113541086e-01,s04_qout05,2.3308830999999998e+01,4.8279220167687056e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,3.1415926535897931e+00,2.5000000000000000e-01,1.0040431736427074e+01,7.0777981139091217e-01,-7.4294076671364913e+00,5.0252248211476527e+00,6.3247673903305224e-01,1.5754817891698755e+02,8.4668426886685548e+00
59,backward,Tx,Tx,Tx_C13,1.4406796005409994e-01,s04_qout05,2.3308830999999998e+01,4.8279220167687056e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.4874629934615635e+00,4.6290556470513566e+00,3.4906585039886591e+00,8.3333333333333037e-02,9.1699850776311962e+00,6.0248623488611552e-01,-9.8593105474847960e+00,6.9300988990788825e+00,6.7859685222119381e-01,1.4580547350034223e+02,6.6336684821248149e+00
60,backward,Tx,Tx,Tx_C13,1.4406795959818772e-01,s04_qout05,2.3308830999999998e+01,4.8279220167687056e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.6541296601282296e+00,4.7957223137180227e+00,5.9341194567807198e+00,8.3333333333333037e-02,9.1699850776311926e+00,6.0248623488611530e-01,-9.8593105474847960e+00,6.9300988990788914e+00,6.7859685222119392e-01,1.4580547350034223e+02,6.6336684821248086e+00
1,backward,Ty,Ty,Ty_C13,1.6990548370063202e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,0.0000000000000000e+00,1.6666666666666607e-01,6.2370536240518533e+00,6.7524793334638900e-01,-3.8019242989007553e+00,3.8794771039508626e+00,5.9837293712502282e-01,1.6700072552267704e+02,1.4706031375238126e+01
2,backward,Ty,Ty,Ty_C13,1.6990548220310256e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,3.1415926535897931e+00,1.6666666666666696e-01,6.2370536240518470e+00,6.7524793334638877e-01,-3.8019242989007549e+00,3.8794771039508626e+00,5.9837293712502249e-01,1.6700072552267704e+02,1.4706031375238116e+01
3,backward,Ty,Ty,Ty_C13,1.6968657068742329e-01,s00_qout03,1.3985298599999998e+01,3.7396923135466635e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,3.3161255787892259e+00,0.0000000000000000e+00,6.3112696229276590e+00,6.6190407296670961e-01,-5.3269867937247550e+00,4.1035959620582423e+00,7.2756129993277030e-01,1.4870797117207908e+02,1.5069691869241327e+01
4,backward,Ty,Ty,Ty_C13,1.6968657068736362e-01,s00_qout03,1.3985298599999998e+01,3.7396923135466635e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,6.1086523819801535e+00,0.0000000000000000e+00,6.3112696229276573e+00,6.6190407296670939e-01,-5.3269867937247550e+00,4.1035959620582441e+00,7.2756129993277030e-01,1.4870797117207908e+02,1.5069691869241341e+01
5,backward,Ty,Ty,Ty_C13,1.6873882097740664e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.6541296601282296e+00,4.7957223137180227e+00,6.1086523819801535e+00,8.3333333333333037e-02,6.0161665167094363e+00,6.3983491419762395e-01,-4.4787929760245664e+00,4.2663630561057424e+00,6.0912670839114791e-01,1.6204584324901884e+02,1.2465764527118326e+01
6,backward,Ty,Ty,Ty_C13,1.6873881554755932e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.4874629934615635e+00,4.6290556470513566e+00,3.3161255787892259e+00,8.3333333333333037e-02,6.0161665167094371e+00,6.3983491419762417e-01,-4.4787929760245673e+00,4.2663630561057424e+00,6.0912670839114780e-01,1.6204584324901882e+02,1.2465764527118314e+01
7,backward,Ty,Ty,Ty_C13,1.6778077936127692e-01,s00_qout03,1.3985298599999998e+01,3.7396923135466635e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,3.1415926535897931e+00,0.0000000000000000e+00,6.9080360857822551e+00,7.1383106119621464e-01,-4.7087052359519062e+00,3.6492182446200045e+00,7.3842614588907607e-01,1.5475922445054090e+02,1.8066840349100953e+01
8,backward,Ty,Ty,Ty_C13,1.6778077936120478e-01,s00_qout03,1.3985298599999998e+01,3.7396923135466635e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9080360857822569e+00,7.1383106119621476e-01,-4.7087052359519062e+00,3.6492182446200045e+00,7.3842614588907607e-01,1.5475922445054096e+02,1.8066840349100961e+01
9,backward,Ty,Ty,Ty_C13,1.6718292751948430e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,2.9670597283903599e+00,2.5000000000000000e-01,6.5137010453299506e+00,7.0053076403088277e-01,-3.3447006974037583e+00,3.6643799198103761e+00,6.0236029723166340e-01,1.7060576139481316e+02,1.7113148339631429e+01
10,backward,Ty,Ty,Ty_C13,1.6718292576174207e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,1.7453292519943295e-01,2.5000000000000000e-01,6.5137010453299489e+00,7.0053076403088255e-01,-3.3447006974037596e+00,3.6643799198103770e+00,6.0236029723166340e-01,1.7060576139481313e+02,1.7113148339631401e+01
11,backward,Ty,Ty,Ty_C13,1.6425014119228254e-01,s00_qout03,1.3985298599999998e+01,3.7396923135466635e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.9341194567807198e+00,0.0000000000000000e+00,5.7407292721996512e+00,5.9984889455473889e-01,-6.0998152554911398e+00,4.7094070536050525e+00,7.3025260228704336e-01,1.4128427338196227e+02,1.3063500386338589e+01
12,backward,Ty,Ty,Ty_C13,1.6425014119218065e-01,s00_qout03,1.3985298599999998e+01,3.7396923135466635e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,3.4906585039886591e+00,0.0000000000000000e+00,5.7407292721996548e+00,5.9984889455473922e-01,-6.0998152554911398e+00,4.7094070536050463e+00,7.3025260228704358e-01,1.4128427338196229e+02,1.3063500386338593e+01
13,backward,Ty,Ty,Ty_C13,1.6343222581535427e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.4874629934615635e+00,4.6290556470513566e+00,3.4906585039886591e+00,8.3333333333333037e-02,5.3698779578055955e+00,5.7217907961288561e-01,-5.4013451150649487e+00,4.8949263616780323e+00,6.0797842738848817e-01,1.5557326601581988e+02,1.0237742104450687e+01
14,backward,Ty,Ty,Ty_C13,1.6343222488204179e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.6541296601282296e+00,4.7957223137180227e+00,5.9341194567807198e+00,8.3333333333333037e-02,5.3698779578055902e+00,5.7217907961288517e-01,-5.4013451150649479e+00,4.8949263616780367e+00,6.0797842738848806e-01,1.5557326601581988e+02,1.0237742104450687e+01
15,backward,Ty,Ty,Ty_C13,1.6152794505919385e-01,s00_qout03,1.3985298599999998e+01,3.7396923135466635e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,2.9670597283903599e+00,2.5000000000000000e-01,6.3712032045879168e+00,7.2292280835369060e-01,-4.1746835377689173e+00,3.3217576745115727e+00,6.7247700656637222e-01,1.5970363356579617e+02,1.8432647957738478e+01
16,backward,Ty,Ty,Ty_C13,1.6152794345931765e-01,s00_qout03,1.3985298599999998e+01,3.7396923135466635e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,1.7453292519943295e-01,2.5000000000000000e-01,6.3712032045879177e+00,7.2292280835369049e-01,-4.1746835377689164e+00,3.3217576745115744e+00,6.7247700656637233e-01,1.5970363356579622e+02,1.8432647957738489e+01
17,backward,Ty,Ty,Ty_C13,1.5829986273362703e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,3.4906585039886590e-01,2.5000000000000000e-01,7.3491317369594924e+00,7.3338773712011018e-01,-3.0681335163556320e+00,3.5515121278136652e+00,6.4916951543325996e-01,1.7313656411245938e+02,2.0821032172844255e+01
18,backward,Ty,Ty,Ty_C13,1.5829986222852532e-01,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,2.7925268031909272e+00,2.5000000000000000e-01,7.3491317369594906e+00,7.3338773712010996e-01,-3.0681335163556329e+00,3.5515121278136657e+00,6.4916951543325996e-01,1.7313656411245947e+02,2.0821032172844234e+01
19,backward,Ty,Ty,Ty_C13,1.5439307930276447e-01,s02_qout04,1.8647064799999999e+01,4.3182247278250809e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,3.3161255787892259e+00,0.0000000000000000e+00,8.7612681078052468e+00,6.7874158409169361e-01,-7.1968478336203310e+00,5.0266815883114297e+00,7.2651237024738713e-01,1.4950035329798092e+02,1.0555877582443102e+01
20,backward,Ty,Ty,Ty_C13,1.5439307930197624e-01,s02_qout04,1.8647064799999999e+01,4.3182247278250809e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,6.1086523819801535e+00,0.0000000000000000e+00,8.7612681078052468e+00,6.7874158409169338e-01,-7.1968478336203310e+00,5.0266815883114333e+00,7.2651237024738735e-01,1.4950035329798095e+02,1.0555877582443099e+01
21,backward,Ty,Ty,Ty_C13,1.5244054684038097e-01,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.6541296601282296e+00,4.7957223137180227e+00,6.1086523819801535e+00,8.3333333333333037e-02,8.1006711571456140e+00,6.6140262244607873e-01,-5.8545614511067354e+00,5.0268883526398449e+00,6.0939656649826857e-01,1.6177664042690992e+02,9.2779000081409997e+00
22,backward,Ty,Ty,Ty_C13,1.5244054594835538e-01,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.4874629934615635e+00,4.6290556470513566e+00,3.3161255787892259e+00,8.3333333333333037e-02,8.1006711571456158e+00,6.6140262244607895e-01,-5.8545614511067354e+00,5.0268883526398405e+00,6.0939656649826857e-01,1.6177664042690992e+02,9.2779000081409908e+00
23,backward,Ty,Ty,Ty_C13,1.5189384473302706e-01,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,3.1415926535897931e+00,1.6666666666666696e-01,8.4634358702051973e+00,7.0139281880186555e-01,-4.9890818249836659e+00,4.4830213646759676e+00,6.0038565304069136e-01,1.6637293642013645e+02,1.0942671991906241e+01
24,backward,Ty,Ty,Ty_C13,1.5189384414375950e-01,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,0.0000000000000000e+00,1.6666666666666607e-01,8.4634358702052079e+00,7.0139281880186588e-01,-4.9890818249836686e+00,4.4830213646759676e+00,6.0038565304069191e-01,1.6637293642013654e+02,1.0942671991906234e+01
25,backward,Ty,Ty,Ty_C13,1.5188367746824405e-01,s02_qout04,1.8647064799999999e+01,4.3182247278250809e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,0.0000000000000000e+00,2.5000000000000000e-01,8.0323352865234625e+00,6.9662201474772234e-01,-6.2743483416439263e+00,4.3779156148896776e+00,6.4897076651476848e-01,1.5521399842835027e+02,1.0925191803176483e+01
26,backward,Ty,Ty,Ty_C13,1.5188367581425100e-01,s02_qout04,1.8647064799999999e+01,4.3182247278250809e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,3.1415926535897931e+00,2.5000000000000000e-01,8.0323352865234607e+00,6.9662201474772223e-01,-6.2743483416439245e+00,4.3779156148896750e+00,6.4897076651476837e-01,1.5521399842835027e+02,1.0925191803176489e+01
