state,local_minimum_id,objective,remaining_budget,saved_contour_delta,contour_success_fraction,ellipsoid_volume_before_bounds,maximum_bounding_radius,bounding_radius_u0,bounding_radius_u1,bounding_radius_u2,bounding_radius_u3,bounding_radius_u4,bounding_radius_u5,bounding_radius_u6,bounding_radius_u7
CEGAMMA,0,4.3254178017093636e-11,0.009999999956745822,0.05,0.5071614583333334,1.6371526255754777e-23,0.03546100934969165,0.03546100934969165,0.009272395224269956,6.909579133957249e-06,0.02012837910009153,0.0004527555908783292,0.0005071780410982969,0.0032487312071640185,0.0005351022106610914
CEGAMMA,1,8.31155144709328e-11,0.009999999916884486,0.05,0.4967447916666667,5.077144075847602e-22,0.024685752437058513,0.024685752437058513,0.0071047212064022005,8.733705612363136e-06,0.00964360022503644,0.0010565731077420675,0.0019746871814161986,0.004492749702460113,0.0012967112895977712
CEGAMMA,2,1.0399348049361379e-10,0.00999999989600652,0.05,0.4915364583333333,1.3643121148835397e-23,0.03136954023775804,0.03136954023775804,0.007319125955668122,7.93599169497507e-06,0.010307824373476415,0.00044537790239903397,0.0005065160174380727,0.003343231313237178,0.00042727121122939553
CEGAMMA,3,1.1827960832988538e-10,0.009999999881720392,0.05,0.505859375,3.8494379447703115e-22,0.01612890075068421,0.01612890075068421,0.0056762888330983054,9.122433721458937e-06,0.004741429664317328,0.0043113905817534276,0.0012898590342156574,0.004343138188678708,0.006655318828972064
CEGAMMA,4,2.7763269461189566e-10,0.009999999722367306,0.05,0.5221354166666666,4.2937863914392354e-23,0.03184607219123948,0.03184607219123948,0.007134652227506268,8.752065629533794e-06,0.010528061107259958,0.00041121066609508584,0.0009083474226491371,0.0032685475735684207,0.0006137552357488545
CEGAMMA,5,2.9097813047940235e-10,0.00999999970902187,0.05,0.32421875,1.601813625676835e-13,0.030536872084594466,0.016406815000275635,0.017898743994056044,0.017288111310699305,0.025162963990727365,0.029495675483186937,0.028423261443033965,0.021933150690579422,0.030536872084594466
CEGAMMA,6,3.5582659041466513e-10,0.00999999964417341,0.05,0.259765625,1.1628517354830784e-22,0.035937183699285113,0.035937183699285113,0.008192701383882233,1.0121870533307983e-05,0.006590481960663586,0.0005904602072332166,0.0007274322316401359,0.004623073755033197,0.0011930632567292308
CEGAMMA,7,3.747385735053399e-10,0.009999999625261427,0.05,0.5130208333333334,1.5204511693374292e-22,0.023291609632520128,0.023291609632520128,0.006270879240095454,9.387351848040896e-06,0.007164516286515333,0.0012558995090177214,0.0009052036444593799,0.003451878139006046,0.001211865491516605
CEGAMMA,8,4.228716266041488e-10,0.009999999577128374,0.05,0.50390625,1.635928368251039e-22,0.0061540018046773465,0.004489739572114095,0.0061540018046773465,1.4451059266381451e-05,0.0035112465856635164,0.00278272151682673,0.0026369626983264493,0.004043989050287869,0.002987853928216067
CEGAMMA,9,4.766462780025904e-10,0.009999999523353722,0.05,0.4830729166666667,2.079608043765422e-21,0.004957831688503423,0.0024423344946749932,0.004957831688503423,0.0005383024492737297,0.002157861522243555,0.0022674149233688646,0.0022916841714840036,0.004740156390432644,0.0021119490264574488
CEGAMMA,10,4.945742704265399e-10,0.00999999950542573,0.05,0.5065104166666666,2.888882240195394e-23,0.01440709173989601,0.01440709173989601,0.0046004753949543805,1.1101453976891577e-05,0.0023613732624729656,0.0009982498972610806,0.0012624064604158875,0.003479930098067299,0.001136121067758799
CEGAMMA,11,5.100249111933408e-10,0.009999999489975089,0.05,0.4967447916666667,2.6246441622442573e-22,0.04149647117349985,0.04149647117349985,0.007862479001698019,8.687748756041359e-06,0.012422436646465179,0.001341540630759983,0.0006220685298711465,0.0035845037183798757,0.0007573192789078445
CEGAMMA,12,6.84331036282515e-10,0.009999999315668964,0.05,0.498046875,1.1624451597231714e-22,0.010132357535193908,0.010132357535193908,0.004972881714959357,1.602546847247758e-05,0.003121834173956469,0.0013540500632700143,0.002106592911502377,0.0039042684860853224,0.0015394883920359839
CEGAMMA,13,7.662365186789089e-10,0.009999999233763482,0.05,0.498046875,2.6515979805496634e-23,0.006263305703045002,0.006263305703045002,0.0045502507784704604,1.2439940328444803e-05,0.0019184604961396065,0.0011238357882780387,0.0019125592449806212,0.0035153363326693283,0.0020068949737950294
CEGAMMA,14,8.089681147183114e-10,0.009999999191031885,0.05,0.5143229166666666,5.2008736295463275e-23,0.020223970404555387,0.020223970404555387,0.005218028491018165,9.605422487045317e-06,0.004155059160974252,0.0012227802110191643,0.0007963469784450208,0.0037184297424741938,0.0011955371047166947
CEGAMMA,15,8.563387776661102e-10,0.009999999143661223,0.05,0.4895833333333333,1.1064263037602583e-22,0.01893713349422555,0.01893713349422555,0.005733423129014573,1.0820529186008395e-05,0.00414351829211336,0.0010002391106510656,0.001685977152510066,0.004049958506127012,0.0013528759505814535
CEGAMMA,16,9.348744001158593e-10,0.0099999990651256,0.05,0.4967447916666667,4.268276049465175e-23,0.006540335836428334,0.006540335836428334,0.00444064173758538,1.43065469779907e-05,0.0018866013587128866,0.0019911704510396423,0.0019064310172782653,0.003566704382975757,0.001366975370530207
CEGAMMA,17,9.521115007515846e-10,0.0099999990478885,0.05,0.4830729166666667,8.314813975567592e-23,0.005262473731427262,0.003956419461472859,0.005262473731427262,1.2244506798229264e-05,0.002096052783136421,0.0036084832671755265,0.0030793788507145962,0.003803862632367057,0.0025902917975079215
CEGAMMA,18,9.66396629387134e-10,0.00999999903360337,0.05,0.52734375,4.715675732596198e-22,0.010703268209898304,0.010703268209898304,0.004935246191953532,1.0498857606346451e-05,0.0036612975631761632,0.0024303240584686576,0.0025516566741013305,0.004021737150108752,0.0066445309419946455
CEGAMMA,19,1.0156345764400498e-09,0.009999998984365424,0.05,0.494140625,8.443405894415974e-23,0.007483418626706848,0.007483418626706848,0.0049580017518471315,1.2748986648042217e-05,0.002534709361438329,0.003330507416493244,0.0018993446990802619,0.0035758116228817097,0.002837985665060584
CEGAMMA,20,1.0753818946440674e-09,0.009999998924618106,0.05,0.3190104166666667,1.5453600465054698e-22,0.014629041575931003,0.014629041575931003,0.005192960826210935,1.314226201051959e-05,0.0025736046947196344,0.001438897177124458,0.002222427607361245,0.004561008878067542,0.0018254304222025998
CEGAMMA,21,1.1305328895261368e-09,0.00999999886946711,0.05,0.484375,4.564804579481733e-21,0.02663488798726618,0.02663488798726618,0.006497182856742464,1.0733475979148033e-05,0.006532715991255316,0.0029312342450890337,0.006309390348231971,0.004525619463275265,0.0037268339189454147
CEGAMMA,22,1.1833840574126953e-09,0.009999998816615943,0.05,0.49609375,3.097483525846864e-23,0.021843467759043188,0.021843467759043188,0.004949638264553183,8.559496282777302e-06,0.003983324178395024,0.0010450114949530013,0.0009725386374188466,0.003366099748245513,0.0007677616440390809
