state,local_minimum_id,objective,remaining_budget,saved_contour_delta,contour_success_fraction,ellipsoid_volume_before_bounds,maximum_bounding_radius,bounding_radius_u0,bounding_radius_u1,bounding_radius_u2,bounding_radius_u3,bounding_radius_u4,bounding_radius_u5,bounding_radius_u6,bounding_radius_u7
W,0,1.6432839182868406e-05,0.009983567160817133,0.05,1.0,3.2140010530515666e-21,0.0036298896099226517,0.002731268053016469,0.0024630777763492697,0.0028134803430965956,0.0026678960914824734,0.0033809445181373944,0.0036298896099226517,0.001110952286273821,0.0012622153860468168
W,1,2.2787597531435583e-05,0.009977212402468565,0.05,1.0,4.901304969625116e-18,0.007168491658615767,0.006347322187828542,0.005592036541098998,0.006996238653530696,0.007168491658615767,0.006794088521248093,0.006408646759130379,0.004019436063335142,0.004551895141254802
W,2,2.3768973749756497e-05,0.009976231026250244,0.05,1.0,1.3758823847254814e-18,0.006193734850712063,0.00565575453620304,0.00493918364719655,0.006193734850712063,0.00615911671655228,0.005943962363602111,0.005571575146165511,0.002770172939869165,0.003723800492966224
W,3,2.4045337320230922e-05,0.009975954662679769,0.05,1.0,5.059380304322714e-19,0.005639787433707516,0.005489188555436255,0.004488036372321744,0.005330824793874652,0.005639787433707516,0.005149675664917477,0.0051957851342175985,0.002259610392448551,0.002992728634494359
W,4,2.442857104261375e-05,0.009975571428957386,0.05,1.0,4.6061559068576045e-19,0.005519270993329762,0.005444718656981805,0.0047935483429126105,0.005201634454885514,0.005519270993329762,0.004711815459618204,0.005188591754222118,0.0021323531004205903,0.0033216226177914337
W,5,2.8544004394953432e-05,0.009971455995605047,0.05,1.0,3.6462196497931977e-19,0.005466843812887568,0.005466843812887568,0.004442110902185367,0.00498389894586593,0.005272927434932177,0.004425937084571705,0.004987513108573476,0.002138048519588224,0.0032681653552983354
W,6,3.059439453945377e-05,0.009969405605460547,0.05,1.0,2.72203871047151e-19,0.005217252678033018,0.005217252678033018,0.004029675966525298,0.004396210254148787,0.004970314008557114,0.004675790965949973,0.0046546852152303565,0.0023916255777258937,0.0032255510900168808
W,7,3.643433635268429e-05,0.009963565663647317,0.05,1.0,6.092187801305451e-20,0.004847616328403703,0.004475930680460322,0.0034196737110596623,0.004457004733158105,0.004847616328403703,0.003889796558231503,0.0037777475186226346,0.0018042263846387247,0.0018687028756228345
W,8,4.2444496781161925e-05,0.009957555503218838,0.05,1.0,5.088717184335205e-18,0.006978237146989038,0.006298482282798894,0.004205464833689183,0.0065203777366446575,0.006481977847417434,0.0059985984478375725,0.005786128302341168,0.006978237146989038,0.005534795802900822
W,9,4.380741430293793e-05,0.009956192585697063,0.05,1.0,1.0466607836049464e-19,0.005469673604390897,0.004762213578074289,0.003777155584471122,0.005469673604390897,0.0047651169706020334,0.003783944253720868,0.0040335291266514256,0.0013146294183182224,0.002947850272890298
