state,local_minimum_id,objective,remaining_budget,saved_contour_delta,contour_success_fraction,ellipsoid_volume_before_bounds,maximum_bounding_radius,bounding_radius_u0,bounding_radius_u1,bounding_radius_u2,bounding_radius_u3,bounding_radius_u4,bounding_radius_u5,bounding_radius_u6,bounding_radius_u7
CEP,0,3.5035629952773206e-10,0.0099999996496437,0.05,0.3841145833333333,1.4205142380139017e-12,0.046605043783308556,0.046605043783308556,0.02636438028930094,0.04260506052478963,0.035190120509925184,0.04246706969159526,0.036050460322785374,0.031081741775458128,0.031423726206089755
CEP,1,8.150980446153255e-09,0.009999991849019554,0.05,0.6354166666666666,4.572219510830502e-12,0.04949118241609179,0.044002564972725706,0.030440335344033318,0.04949118241609179,0.03293029021503969,0.03766962847425461,0.03891232243928813,0.040601594203873166,0.040341156938908905
CEP,2,1.0551086671028997e-08,0.00999998944891333,0.05,0.6640625,2.845545010341975e-12,0.04472526653583449,0.04472526653583449,0.03660424368177175,0.029916103350378035,0.0331928064646853,0.04119978404410611,0.04100837885295562,0.030883226263126277,0.0326843837551637
CEP,3,1.1269953636983132e-08,0.009999988730046363,0.05,0.404296875,2.6721475711528437e-11,0.06009677616125192,0.04956482521224963,0.04242941842394459,0.041370918313151595,0.04120349768994022,0.04885058882458263,0.06009677616125192,0.03860961530808672,0.03688696451079764
CEP,4,1.152247819380392e-08,0.009999988477521806,0.05,0.7408854166666666,6.767631414438935e-13,0.03760271662001185,0.03760271662001185,0.0326675218101272,0.02638334387942066,0.029208469662054832,0.029440866045731096,0.03753780574211356,0.026608015326689025,0.026662851290630965
CEP,5,1.2562072937427615e-08,0.009999987437927063,0.05,0.384765625,4.514403991472149e-12,0.04882731688349154,0.04882731688349154,0.041610338145537926,0.03388945754559974,0.03835558603563956,0.03984460678552135,0.04187527547432633,0.036074607396104255,0.036033295485438335
CEP,6,1.2890082445871087e-08,0.009999987109917554,0.05,0.2760416666666667,1.4426248786111472e-12,0.04537414015439367,0.04537414015439367,0.02510116930717142,0.030894783424880137,0.04078298354995004,0.03640146356720899,0.04193134115956301,0.026775660959847673,0.028315575992644254
CEP,7,1.8378940147556477e-08,0.009999981621059853,0.05,0.998046875,2.099449888782018e-20,0.018837383596768717,0.007731984374845537,0.018837383596768717,6.686283917523e-05,0.006333710950689278,0.001138321257003064,0.01045678117722108,0.002591434110585993,0.002881195256091648
CEP,8,4.8378591355202616e-08,0.009999951621408645,0.05,0.2565104166666667,1.734656118880978e-11,0.09422490956417609,0.06415636795069855,0.03231994541364576,0.09422490956417609,0.04231122132935802,0.04165244968545304,0.04783188704578523,0.04163370227365098,0.03721822723796977
CEP,9,6.731154200689815e-08,0.009999932688457993,0.05,0.4186197916666667,5.296855083932632e-11,0.05987292314723274,0.05354006015237323,0.04902750992610752,0.05987292314723274,0.04772658028503089,0.05690362752192036,0.05158208758720751,0.03826327348422141,0.03648526964797894
CEP,10,7.981417982083627e-08,0.00999992018582018,0.05,0.3977864583333333,1.0054347945747546e-12,0.04435359117356566,0.04435359117356566,0.038665683590781784,0.04047040734995065,0.03527405128498985,0.041821673793858365,0.03503362705391282,0.028828918376487222,0.02651080517957255
CEP,11,9.994091065834709e-08,0.009999900059089342,0.05,0.314453125,1.358472263215691e-10,0.0794146694332213,0.060140735026723666,0.055168521141318774,0.0794146694332213,0.047977923437509624,0.05544013423897384,0.062283451816491225,0.03862694022588096,0.03815259692600457
CEP,12,1.0233376035451158e-07,0.009999897666239646,0.05,0.2975260416666667,1.2410704112593532e-10,0.07887842149445387,0.055597405468179865,0.060276093660672186,0.07887842149445387,0.0442726226358638,0.056352215389849004,0.05916158694073557,0.04775222818450726,0.04730460706217046
CEP,13,1.2976302765643766e-07,0.009999870236972344,0.05,0.4348958333333333,3.9144473834216505e-11,0.05980217388309976,0.05980217388309976,0.039649454850573626,0.05599596648800755,0.04649279488503621,0.05248417091523367,0.04817552349190245,0.03760807721638997,0.03893440106618888
CEP,14,1.5941086561888085e-07,0.009999840589134381,0.05,0.3997395833333333,5.6240442449250807e-11,0.05467310560089006,0.051018871277882835,0.05307824351930932,0.05305715326450925,0.047438922746569384,0.051960780496857026,0.05467310560089006,0.042807878939614054,0.04337019913938212
CEP,15,1.6159830529272057e-07,0.009999838401694707,0.05,0.2688802083333333,1.2033406862686653e-10,0.08119202532151129,0.049602884980291806,0.05238684280381985,0.08119202532151129,0.04816956648723009,0.056427921496550335,0.06748585278396252,0.044810334363104526,0.04372105216609936
CEP,16,1.6254273771387773e-07,0.009999837457262286,0.05,0.2721354166666667,1.5462666503058725e-10,0.08417708156751912,0.060269315542808705,0.056688678680470075,0.08417708156751912,0.04886673927121125,0.05278196563182176,0.05882413599707723,0.04266109046965246,0.04258773202875447
CEP,17,1.8292934778063596e-07,0.00999981707065222,0.05,0.2545572916666667,2.3545551582503007e-11,0.05643387266357003,0.048488842383448826,0.05111136765488459,0.05059090999105528,0.042400574268196704,0.04738144389260756,0.05643387266357003,0.035007193920179945,0.036589429533755595
CEP,18,1.863957113101833e-07,0.00999981360428869,0.05,0.990234375,6.106601715537341e-19,0.011172685833634738,0.005904631987297884,0.011172685833634738,0.0003488491658410161,0.005836601672765041,0.00849829149810153,0.008303463776627575,0.006629505945285115,0.005627732702361923
CEP,19,1.9103270532117023e-07,0.009999808967294679,0.05,0.24674479166666666,2.929068115068798e-10,0.08537028355861016,0.06036728160728732,0.06369419559164463,0.08537028355861016,0.05446930182193311,0.0648833325678716,0.07358797924806132,0.043433358792101126,0.04542000324393371
CEP,20,1.9121624617035593e-07,0.00999980878375383,0.05,0.263671875,2.656549714780992e-10,0.09141946272887978,0.062330701867113425,0.05862937029929941,0.09141946272887978,0.04991375620767835,0.058392108180322116,0.07100310328639968,0.039402414932797045,0.04105871913571962
CEP,21,2.1123946236656366e-07,0.009999788760537634,0.05,0.4212239583333333,2.5262460001446487e-11,0.05398138262344234,0.039551800539120226,0.046046582442748826,0.05398138262344234,0.04596963572775019,0.05086863439459112,0.04954384188049512,0.0403847606741837,0.03700352423599115
CEP,22,2.3769463564082827e-07,0.00999976230536436,0.05,0.7311197916666666,9.325560583179582e-12,0.04772725975849498,0.04772725975849498,0.03756809275377945,0.045997676982775106,0.03567340548821206,0.04281208318016217,0.04011373116703915,0.034266138630857715,0.03317844831619914
CEP,23,2.413319248883994e-07,0.009999758668075112,0.05,0.30859375,1.3318283234754684e-10,0.07147080687231816,0.0509016157540795,0.05567822919338358,0.07147080687231816,0.05071295534787001,0.06166015839801566,0.05985927848337307,0.0512455415162188,0.047958401668145835
CEP,24,2.67636662831805e-07,0.009999732363337168,0.05,0.3990885416666667,1.6109080153959794e-12,0.042199485460999935,0.042199485460999935,0.02617845501905802,0.03806227639690856,0.03159289008105521,0.041859857739251674,0.03726158494980881,0.03034625850554362,0.03460918865588302
CEP,25,2.778579046847085e-07,0.009999722142095315,0.05,0.4466145833333333,1.3651551007761733e-11,0.051537932673711144,0.03643686895142095,0.03966022913599372,0.04306081141009507,0.03556842281212886,0.05000848280042074,0.051537932673711144,0.03751686138556674,0.034360936116692095
CEP,26,2.87663076248279e-07,0.009999712336923752,0.05,0.3001302083333333,1.0374283805052135e-11,0.07303034648480435,0.04845307541643111,0.041559661576751596,0.07303034648480435,0.034554452147085336,0.041676955348157636,0.03741053003841706,0.02706785567903533,0.026629848828251475
CEP,27,2.9248009392190966e-07,0.009999707519906078,0.05,0.4811197916666667,6.705067765105474e-11,0.06270658161954791,0.05691200717886986,0.049158092101310905,0.047014231022183446,0.042968233186628645,0.06270658161954791,0.06137568419280348,0.040995351858132606,0.03986546392751546
CEP,28,3.00126610230933e-07,0.00999969987338977,0.05,0.4856770833333333,2.4416920815050837e-11,0.05139635144629918,0.04135663753501238,0.043854501420390615,0.046692151838408635,0.042834943914164085,0.05139635144629918,0.04557321769483181,0.040974555003189694,0.03697947189448883
CEP,29,3.0672968520661925e-07,0.009999693270314794,0.05,0.66796875,1.5079301788771423e-12,0.037624947130758174,0.03360278092674553,0.035125174300706934,0.037624947130758174,0.03461961031099789,0.034780251084316614,0.03292628928759052,0.026796377488926364,0.02757311144615321
CEP,30,3.4057165554379765e-07,0.009999659428344456,0.05,0.3528645833333333,4.4685616895742336e-11,0.06286417357486895,0.04797121810020127,0.048562900335104846,0.050711021284154285,0.0411631764655146,0.06286417357486895,0.06247479945043396,0.046056042987169664,0.0455637789414002
CEP,31,3.6218669341447907e-07,0.009999637813306586,0.05,0.662109375,1.0682864942505096e-12,0.03744343780472207,0.031443035847550455,0.02888306236527614,0.03343072276207056,0.036261810694556196,0.035795490258761956,0.03744343780472207,0.02299251139792057,0.020580120752617097
CEP,32,4.1814531148709477e-07,0.009999581854688513,0.05,0.876953125,1.452539638048271e-13,0.02986936306962895,0.02986936306962895,0.025478229193301172,0.027500453407151043,0.022299409827358802,0.024695631082245904,0.02517602392578931,0.02657497979505705,0.02591636036141629
CEP,33,4.265750550569436e-07,0.009999573424944943,0.05,0.4290364583333333,5.737110481568158e-11,0.06152056857860253,0.05507211822957938,0.04705960243927348,0.055461610015020604,0.047767653726744554,0.05449391979195635,0.06152056857860253,0.045174748828950465,0.04298429366369615
CEP,34,4.277987735168409e-07,0.009999572201226483,0.05,0.4290364583333333,6.779295470892067e-11,0.06497355546259181,0.06497355546259181,0.050892499935714416,0.05405641132745041,0.04940836673084545,0.05703000484005605,0.050485588740118735,0.0432501115259661,0.04049558233581839
CEP,35,4.5472153753500777e-07,0.009999545278462465,0.05,0.404296875,5.657739824239774e-11,0.05698660765487037,0.05525181783759433,0.047843499763544114,0.05448233319618705,0.049784101490360534,0.05698660765487037,0.051012729881590856,0.0405371582666128,0.03832372112140189
CEP,36,4.823667117959118e-07,0.009999517633288204,0.05,0.40625,2.352676076370228e-11,0.05495226323928637,0.05058123165092582,0.0431105282030806,0.05495226323928637,0.04142401754139887,0.04654413871267376,0.04458698354357509,0.03887192624735516,0.036091158274441655
CEP,37,4.835512213974269e-07,0.009999516448778603,0.05,0.4140625,4.9614658231931955e-11,0.06059057445587644,0.05079436548266866,0.04854571601235655,0.05081365672410485,0.046655003414610464,0.06059057445587644,0.056808365453004425,0.03756831636375364,0.03740961110838859
CEP,38,5.334443269333633e-07,0.009999466555673067,0.05,0.8287760416666666,6.304701304225033e-13,0.035069498643880155,0.030906818678903065,0.02901931347681057,0.028984460281113233,0.03015545300752826,0.035069498643880155,0.030116994428645738,0.025834020626700788,0.025725013305362435
