canonical_index,state,lepton,retained_component_count,polarization_cluster_number,detail_id,selected_observable,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,qOut,theta_p_out,theta_gamma_out,phi_p_out,phi_gamma_out,helicity_mechanism,full_chain_flip_to_conserving_ratio,helicity_flip_fraction,helicity_conserving_fraction,full_chain_longitudinal_to_transverse_ratio,virtual_photon_transverse_fraction,virtual_photon_longitudinal_fraction,helicity_interference_relative,virtual_photon_interference_relative
15,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_314,dGHZ,0.000387584233199923,1.0,1.3236924449569287,0.24858017478856556,2.7194123531569194,1.1363719293588508,0.0,3.1198418843138964,3.821647914235027,2.0168976767834286e-05,helicity_conserving,0.002684292388136281,0.0026771062522012645,0.9973228937477986,0.0007519327597462263,0.9992486322183034,0.0007513677816965507,-0.0033898821807972937,-0.0016844297615813907
16,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_331,dGHZ,0.0004985857370409147,0.9999999999999998,0.0633092331229773,1.509594647443036,2.799723847092696,1.0757239266599752,0.017919091999096318,3.1086013859188095,6.282266485115853,3.141631015725584,helicity_conserving,0.014494157975281008,0.014287078798174972,0.9857129212018251,0.005007594172172962,0.9950173568824645,0.004982643117535573,-0.022337032902731636,0.011764097385913146
17,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_333,dGHZ,0.0005074917228648292,1.0000000000000002,1.5422293213751561,0.02830425550502572,2.5674193063293873,0.8152729929265696,0.05447700004646079,3.1119377956953787,4.13084558828878,7.313476873390597e-07,helicity_conserving,0.0761997193310825,0.07080444081368543,0.9291955591863146,0.009006797364271506,0.9910736009035825,0.008926399096417457,-0.09492269442663553,-0.034216237850082376
18,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_351,dGHZ,0.0008799760388717249,1.0,0.764484363637296,0.7341405591193807,0.9854365488975,0.04539102815881854,3.104964634111231,0.0542553885505082,3.1409995435366107,0.0006304864624119196,helicity_conserving,0.07055556997384516,0.0659055652529732,0.9340944347470269,0.016812449861629487,0.983465535002136,0.01653446499786403,0.0011472456472120236,-0.003443779046351233
19,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_356,dGHZ,0.001190297418836996,0.9999999999999998,0.7854774663693692,0.785698182112203,3.430801770321315,1.587032380695078,3.1415433804839354,4.27948047732928e-05,4.83879817831548,2.80316715130702,helicity_conserving,0.00014149967301856252,0.00014147965369382608,0.9998585203463062,3.670752161254884e-13,0.999999999999633,3.6707521612535365e-13,1.7270406927382662e-11,5.249835177350512e-10
20,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_359,dGHZ,0.0015737309086867697,1.0000000000000002,1.5434268992368219,0.02671694817696994,2.6333067471209572,0.8476531166176312,3.140816666759652,3.109756104998398,0.0007706388776431909,6.283154915731983,helicity_conserving,0.06944385821947961,0.06493455237107716,0.9350654476289229,0.010573682493984026,0.9895369504696685,0.010463049530331473,-0.09044717933621246,-0.03640308184263011
21,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_360,dGHZ,0.0018700053216675156,1.0000000000000004,1.543061340752171,0.02745186106972815,2.2917697795342047,0.6743668326757797,3.1412784943244354,3.1060749855144287,5.24950026904771,6.283158525114034,helicity_conserving,0.07112638554418486,0.06640335492066994,0.9335966450793299,0.01948343734583273,0.9808889123333316,0.01911108766666848,-0.10089623938457051,-0.05483730128173741
22,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_361,dGHZ,0.0018947041596121526,0.9999999999999998,1.5434413552386674,0.026758461785071127,2.92319539611129,0.9925962509686637,3.13817980518123,3.1124981328716186,0.10114337012747979,6.28318275910876,helicity_conserving,0.0675632817425155,0.06328737874183557,0.9367126212581645,0.00633351485736587,0.9937063460931601,0.006293653906839781,-0.0827584970735707,-0.02624551689354577
23,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_364,dGHZ,0.0024013729947936946,0.9999999999999998,1.5438592484570488,0.026354725444907544,3.0200956228151785,1.0410456711151037,3.141592653589793,3.1123098731140617,0.5188866949632274,6.283171815200568,helicity_conserving,0.06461762330711322,0.06069561680407464,0.9393043831959254,0.005971344795204691,0.9940641005073357,0.005935899492664312,-0.07923520898463379,-0.024897490022360504
24,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_367,dGHZ,0.01717982892124228,0.9999999999999998,6.116947909970133e-06,0.0,2.2500721432122983,0.4933678372595159,0.0,3.141592653589793,2.999901954678524,5.130562597248114,helicity_conserving,0.768234301749313,0.43446408713443646,0.5655359128655635,0.768234301749313,0.5655359128655635,0.43446408713443646,7.079965589200656e-19,0.0
25,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_369,dGHZ,0.02082666803072198,1.0000000000000004,1.57079011270899,3.141577520926212,1.994358652854436,0.5281771103663759,3.1415678028860436,3.0933816277547477,4.593525000487003,3.138750586068431,helicity_conserving,0.9134154586913885,0.4773743488599627,0.5226256511400372,1.0951372716877392,0.47729569489948,0.52270430510052,0.0002036010648908506,-0.0005199284959591392
26,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_373,dGHZ,0.030060919595540303,1.0000000000000004,0.7421440935121695,0.9001504948563611,1.0919342947124397,0.14012120731065858,3.044483537909392,0.10950328147971936,0.5095180484892936,3.4472235325994625,helicity_conserving,0.0035857283155779924,0.0035729168066153077,0.9964270831933847,0.008193793671275632,0.9918727989373567,0.00812720106264336,0.00020702554970802035,0.010777099086365828
