selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,size,max_concurrence,best_purity,best_kinematic_point,best_pair_delta_xy,s_min,s_max,theta_in_min,theta_in_max,phi_in_electron_min,phi_in_electron_max,qOut_min,qOut_max,phiOut_min,phiOut_max,Q2_min,Q2_max,xB_min,xB_max,t_min,t_max,W2_min,W2_max,y_min,y_max,theta_e_gamma_deg_min,theta_e_gamma_deg_max,pair_delta_xy_min,pair_delta_xy_max,abs_k_dot_qout_min,abs_k_dot_qout_max,abs_kp_dot_qout_min,abs_kp_dot_qout_max,best_s_regime,best_theta_in_regime,best_qOut_regime,best_electron_mass,best_s,best_sqrt_s,best_pIn,best_pOut,best_theta_in,best_phi_in_electron,best_phi_in,best_qOut,best_phiOut,best_Q2,best_xB,best_t,best_W2,best_y,best_theta_e_gamma_deg,best_k_dot_qout,best_kp_dot_qout,best_abs_k_dot_qout,best_abs_kp_dot_qout
C_p_gamma,C_{p\gamma},LTx,enhanced_region_0,0,24,9.9996085627857312e-01,1.0000000000000000e+00,high_s_high_theta_in_low_Egamma,9.8174770424681146e-02,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,5.0000000000000000e-01,5.0000000000000000e-01,6.8722339297276724e-01,2.9452431127404308e+00,4.4888626326758386e-11,2.6646649312127774e-01,1.8563296089937669e-10,1.5160988589054170e-01,-5.2131717868557692e-02,-2.0593941903914174e-02,1.1216578788550471e+00,2.6141088703029718e+00,1.1718059796460298e-02,9.6953449735449088e-02,1.1517705303276456e+02,1.8000000000000000e+02,0.0000000000000000e+00,1.3744467859455343e+00,1.3291900070207736e+00,2.2244176372664151e+00,1.4521262826293744e+00,2.1983517783542297e+00,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.6993440952737560e+00,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.0000000000000000e-01,1.6689710972195777e+00,2.4315817822282331e-03,9.6374832412034692e-03,-5.1911304613081251e-02,1.1297170626328619e+00,1.2226431847628188e-02,1.7565292434627273e+02,2.2190620478777623e+00,2.1943221864626397e+00,2.2190620478777623e+00,2.1943221864626397e+00
C_p_gamma,C_{p\gamma},LTx,enhanced_region_1,1,40,9.9964985607084311e-01,1.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,1.9634954084936207e-01,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.6142142099600090e+00,4.7123889803846897e+00,1.0000000000000000e+00,1.0000000000000000e+00,7.8539816339744828e-01,2.9452431127404308e+00,2.9027236444186537e-10,1.2033567841122255e+00,4.3524117724280966e-10,4.0393175442245788e-01,-3.1224857274463097e-01,-1.2840527629009590e-01,1.5467670290993156e+00,3.7651673352163635e+00,3.2318425946335216e-02,1.9813336746778257e-01,1.3208635281189203e+02,1.8000000000000000e+02,0.0000000000000000e+00,1.3744467859455343e+00,2.6583800140415472e+00,4.4488352745328301e+00,3.1958557679525663e+00,4.3050559210113786e+00,high_s,high_theta_in,mid_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.1583470628722106e+00,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.0000000000000000e+00,1.7671458676442586e+00,3.9495704098772857e-02,5.2778406375567945e-02,-2.8348330052338994e-01,1.5886790396854147e+00,3.6263362727915978e-02,1.7396099829361543e+02,4.4060937139305603e+00,4.2840999157181274e+00,4.4060937139305603e+00,4.2840999157181274e+00
C_p_gamma,C_{p\gamma},LTx,enhanced_region_2,2,3,9.9262621691348008e-01,9.9999999999999944e-01,high_s_high_theta_in_low_Egamma,1.4726215563702154e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,5.0000000000000000e-01,5.0000000000000000e-01,3.0434178831651120e+00,3.2397674240144743e+00,2.7752846928566816e-01,2.8418025899139643e-01,1.0746799368547562e-01,1.2537001241524925e-01,-1.7606340128806547e-02,-1.2193774287964665e-02,2.8159905869665494e+00,3.2399883370655540e+00,1.0727248906101970e-01,1.2814133696051605e-01,9.9005450380152027e+01,1.0991657820154494e+02,1.4726215563702154e+00,1.6689710972195773e+00,1.0031933068937531e+00,1.2212243597206403e+00,1.1391865492456794e+00,1.3511854242988262e+00,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.9043235854569129e+00,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.0000000000000000e-01,3.0434178831651120e+00,2.7752846928566816e-01,1.2537001241524925e-01,-1.7606340128806547e-02,2.8159905869665494e+00,1.0727248906101970e-01,1.0991657820154494e+02,1.2212243597206403e+00,1.3511854242988262e+00,1.2212243597206403e+00,1.3511854242988262e+00
C_p_gamma,C_{p\gamma},LTx,enhanced_region_3,3,13,9.8910677345359066e-01,9.9999999999999978e-01,high_s_high_theta_in_high_Egamma,9.8174770424681057e-01,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,5.1050880620834143e+00,5.6941366846315002e+00,1.8000000000000000e+00,1.8000000000000000e+00,2.0616701789183018e+00,2.7488935718910690e+00,4.1479842438652340e-03,1.1247306229471435e-01,1.3287468851701460e-03,3.5382386191923590e-02,-2.4003103868701432e+00,-2.3403420390631631e+00,3.9404838506699704e+00,4.0629222727669916e+00,1.4936484942514999e-01,1.5637756654692378e-01,1.7462288503112561e+02,1.7848290489318305e+02,4.9087385212340529e-01,1.1780972450961724e+00,7.9309686850750083e+00,7.9886233723599460e+00,6.7577922476262176e+00,6.8190114586737112e+00,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.5148235626349255e-01,1.5707949999999999e+00,5.4977871437821380e+00,2.3561944901923448e+00,1.8000000000000000e+00,2.5525440310417071e+00,7.0454275909867720e-02,2.2099608912204166e-02,-2.3513073039662742e+00,3.9974224259249800e+00,1.5448889039421282e-01,1.7617556015354450e+02,7.9309686850750101e+00,6.7905421710467122e+00,7.9309686850750101e+00,6.7905421710467122e+00
C_p_gamma,C_{p\gamma},Tx_proton,enhanced_region_0,0,25,9.9993053430434076e-01,4.9999999999999994e-01,high_s_high_theta_in_low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,5.0000000000000000e-01,5.0000000000000000e-01,3.9269908169872414e-01,2.7488935718910690e+00,4.4888626326758386e-11,2.3131931760816485e-01,1.8563296089937669e-10,1.5160988589054170e-01,-5.2131717868557692e-02,-2.6907334092155927e-02,1.1216578788550471e+00,2.2382840202183556e+00,1.1718059796460298e-02,7.7038154581445903e-02,1.2534424993778866e+02,1.8000000000000000e+02,0.0000000000000000e+00,1.1780972450961724e+00,1.5378327159129814e+00,2.2244176372664151e+00,1.6400387076710083e+00,2.1983517783542297e+00,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.6983517486592636e+00,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.4888626326758386e-11,1.8563296089937669e-10,-5.2131717868557692e-02,1.1216578788550471e+00,1.1718059796460298e-02,1.8000000000000000e+02,2.2244176372664151e+00,2.1983517783542297e+00,2.2244176372664151e+00,2.1983517783542297e+00
C_p_gamma,C_{p\gamma},Tx_proton,enhanced_region_1,1,37,9.9946060909609014e-01,5.0000000000000000e-01,high_s_high_theta_in_mid_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.6142142099600090e+00,4.8105637508093704e+00,1.0000000000000000e+00,1.0000000000000000e+00,6.8722339297276724e-01,2.4543692606170260e+00,2.9027236444186537e-10,6.7053567077863496e-01,4.3524117724280966e-10,3.0235328953892882e-01,-3.1224857274463097e-01,-2.1183407136687324e-01,1.5467670290993156e+00,2.4270307551991435e+00,3.2318425946335216e-02,1.0746862056793842e-01,1.5144121668024849e+02,1.8000000000000000e+02,0.0000000000000000e+00,8.8357293382212942e-01,3.6355732582532108e+00,4.4488352745328301e+00,3.8649240579597715e+00,4.3050559210113786e+00,high_s,high_theta_in,mid_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.1525279301785658e+00,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.0000000000000000e+00,1.5707963267948966e+00,2.9027236444186537e-10,4.3524117724280966e-10,-2.8755870733267042e-01,1.5467670290993156e+00,3.2318425946335216e-02,1.8000000000000000e+02,4.4488352745328301e+00,4.3050559210113786e+00,4.4488352745328301e+00,4.3050559210113786e+00
C_p_gamma,C_{p\gamma},Tx_proton,enhanced_region_2,2,18,9.8734580225660540e-01,5.0000000000000011e-01,high_s_high_theta_in_high_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.0251655874119221e+00,5.3996123733574573e+00,1.8000000000000000e+00,1.8000000000000000e+00,8.8357293382212931e-01,2.2580197197676637e+00,6.7006465856302372e-09,2.8998902723694014e-02,2.1969607465499253e-09,9.4076293755377665e-03,-2.3977409873619635e+00,-2.3603625002630726e+00,3.9298058991517149e+00,3.9538016158296245e+00,1.4779811709853632e-01,1.4937428926810281e-01,1.7772481795763886e+02,1.8000000000000000e+02,0.0000000000000000e+00,6.8722339297276713e-01,7.9886233723599451e+00,8.0079034941590947e+00,6.8123525760952504e+00,6.8243504344336703e+00,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,9.5652864017122641e-02,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.8000000000000000e+00,1.5707963267948966e+00,6.7006465856302372e-09,2.1969607465499253e-09,-2.3671061261502886e+00,3.9298058991517149e+00,1.4779811709853632e-01,1.8000000000000000e+02,8.0079034941590947e+00,6.8243504344336703e+00,8.0079034941590947e+00,6.8243504344336703e+00
C_p_gamma,C_{p\gamma},TxTx,enhanced_region_0,0,25,9.9993053429281797e-01,9.9999999999999978e-01,high_s_high_theta_in_low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,5.0000000000000000e-01,5.0000000000000000e-01,3.9269908169872414e-01,2.7488935718910690e+00,4.4888626326758386e-11,2.3131931760816485e-01,1.8563296089937669e-10,1.5160988589054170e-01,-5.2131717868557692e-02,-2.6907334092155927e-02,1.1216578788550471e+00,2.2382840202183556e+00,1.1718059796460298e-02,7.7038154581445903e-02,1.2534424993778866e+02,1.8000000000000000e+02,0.0000000000000000e+00,1.1780972450961724e+00,1.5378327159129814e+00,2.2244176372664151e+00,1.6400387076710083e+00,2.1983517783542297e+00,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.6983517486592636e+00,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,5.0000000000000000e-01,1.5707963267948966e+00,4.4888626326758386e-11,1.8563296089937669e-10,-5.2131717868557692e-02,1.1216578788550471e+00,1.1718059796460298e-02,1.8000000000000000e+02,2.2244176372664151e+00,2.1983517783542297e+00,2.2244176372664151e+00,2.1983517783542297e+00
C_p_gamma,C_{p\gamma},TxTx,enhanced_region_1,1,37,9.9946060908852508e-01,1.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.6142142099600090e+00,4.8105637508093704e+00,1.0000000000000000e+00,1.0000000000000000e+00,6.8722339297276724e-01,2.4543692606170260e+00,2.9027236444186537e-10,6.7053567077863496e-01,4.3524117724280966e-10,3.0235328953892882e-01,-3.1224857274463097e-01,-2.1183407136687324e-01,1.5467670290993156e+00,2.4270307551991435e+00,3.2318425946335216e-02,1.0746862056793842e-01,1.5144121668024849e+02,1.8000000000000000e+02,0.0000000000000000e+00,8.8357293382212942e-01,3.6355732582532108e+00,4.4488352745328301e+00,3.8649240579597715e+00,4.3050559210113786e+00,high_s,high_theta_in,mid_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.1525279301785658e+00,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.0000000000000000e+00,1.5707963267948966e+00,2.9027236444186537e-10,4.3524117724280966e-10,-2.8755870733267042e-01,1.5467670290993156e+00,3.2318425946335216e-02,1.8000000000000000e+02,4.4488352745328301e+00,4.3050559210113786e+00,4.4488352745328301e+00,4.3050559210113786e+00
C_p_gamma,C_{p\gamma},TxTx,enhanced_region_2,2,18,9.8734580248683690e-01,1.0000000000000002e+00,high_s_high_theta_in_high_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.0251655874119221e+00,5.3996123733574573e+00,1.8000000000000000e+00,1.8000000000000000e+00,8.8357293382212931e-01,2.2580197197676637e+00,6.7006465856302372e-09,2.8998902723694014e-02,2.1969607465499253e-09,9.4076293755377665e-03,-2.3977409873619635e+00,-2.3603625002630726e+00,3.9298058991517149e+00,3.9538016158296245e+00,1.4779811709853632e-01,1.4937428926810281e-01,1.7772481795763886e+02,1.8000000000000000e+02,0.0000000000000000e+00,6.8722339297276713e-01,7.9886233723599451e+00,8.0079034941590947e+00,6.8123525760952504e+00,6.8243504344336703e+00,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,9.5652864017122641e-02,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.8000000000000000e+00,1.5707963267948966e+00,6.7006465856302372e-09,2.1969607465499253e-09,-2.3671061261502886e+00,3.9298058991517149e+00,1.4779811709853632e-01,1.8000000000000000e+02,8.0079034941590947e+00,6.8243504344336703e+00,8.0079034941590947e+00,6.8243504344336703e+00
