lepton,kinematic_point,s_regime,theta_out_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_out,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,search_stage,sample_id,theta_e,theta_p,lepton_electron_theta_mix_proton_theta_p_mix_trace,lepton_electron_theta_mix_proton_theta_p_mix_spin_signal_M2,lepton_electron_theta_mix_proton_theta_p_mix_cross_section_ratio,lepton_electron_theta_mix_proton_theta_p_mix_purity,lepton_electron_theta_mix_proton_theta_p_mix_M2_magic,lepton_electron_theta_mix_proton_theta_p_mix_h_out_mean,lepton_electron_theta_mix_proton_theta_p_mix_lambda_mean,lepton_electron_theta_mix_proton_theta_p_mix_h_lambda,lepton_electron_theta_mix_proton_theta_p_mix_h_lambda_connected,lepton_electron_theta_mix_proton_theta_p_mix_C_e_p,lepton_electron_theta_mix_proton_theta_p_mix_C_e_gamma,lepton_electron_theta_mix_proton_theta_p_mix_C_p_gamma,lepton_electron_theta_mix_proton_theta_p_mix_C_e_rest,lepton_electron_theta_mix_proton_theta_p_mix_C_p_rest,lepton_electron_theta_mix_proton_theta_p_mix_C_gamma_rest,lepton_electron_theta_mix_proton_theta_p_mix_D_W,lepton_electron_theta_mix_proton_theta_p_mix_dGHZ,lepton_electron_theta_mix_proton_theta_p_mix_F3,lepton_electron_theta_mix_proton_theta_p_mix_M_e,lepton_electron_theta_mix_proton_theta_p_mix_M_p,lepton_electron_theta_mix_proton_theta_p_mix_M_gamma,lepton_electron_theta_mix_proton_theta_p_mix_GHZ_plus_fidelity,lepton_electron_theta_mix_proton_theta_p_mix_GHZ_minus_fidelity,lepton_electron_theta_mix_proton_theta_p_mix_GHZ_phase_fidelity,lepton_electron_theta_mix_proton_theta_p_mix_GHZ_subspace_population,lepton_electron_theta_mix_proton_theta_p_mix_GHZ_coherence_abs,lepton_electron_theta_mix_proton_theta_p_mix_GHZ_coherence_phase_rad,lepton_electron_theta_mix_proton_theta_p_mix_GHZ_coherence_visibility,lepton_electron_theta_mix_proton_theta_p_mix_GHZ_purity,lepton_electron_theta_mix_proton_theta_p_mix_W_fidelity,lepton_electron_theta_mix_proton_theta_p_mix_W_subspace_population,lepton_electron_theta_mix_proton_theta_p_mix_W_subspace_max_fidelity,lepton_electron_theta_mix_proton_theta_p_mix_Wbar_fidelity,lepton_electron_theta_mix_proton_theta_p_mix_Wbar_subspace_population,lepton_electron_theta_mix_proton_theta_p_mix_Wbar_subspace_max_fidelity,lepton_electron_theta_mix_proton_theta_p_mix_W_purity,optimization_run,start_source,screening_D_W,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_D_W,lbfgs_D_W,final_D_W,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_D_W,local_minimum_verified,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,local_minimum_id,D_W_above_global_minimum,within_polarization_cluster_cut,polarization_cluster_id,polarization_cluster_size,polarization_cluster_distance,polarization_cluster_representative,polarization_configuration
electron,gradient_local_minimum_0097,gradient,gradient,gradient,0.00051099895,1.2511181462757819,1.1185339271903119,0.16596396341933084,0.008515513534517904,0.0,0.0,3.141592653589793,0.0,0.09407069943793188,1.5819158512385347,1.5819158512385347,4.281905612623017,1.5819158512385347,0.7057975047580194,1.5575970781115351,3.805897725821659,-0.906838340220722,0.029064969429575652,0.14040930133058396,-0.02743684408240052,0.9310946032942423,1.6423994291096373,1.0577807687326577,0.5575445686823275,3.1000512041427783,177.61985027183,0.015438821836525214,0.016252884510103746,0.015438821836525214,0.016252884510103746,False,gradient,127001479,0.7923631767607995,2.9661040039899342,1.0,10227.307953210147,0.994944635811517,0.9999999999999999,0.8647066328781021,0.32318116302812333,0.32682696951528356,-0.31541224805512635,-0.4210365681720327,0.6664150704240674,0.6663938651961181,0.6664025671854359,0.9424389038203965,0.9424452025834781,0.9424302020989584,0.000455488581206835,1.1596481284324127,0.888189577560403,1.2577748538245004e-06,1.5322329588451922e-06,1.5207059221866714e-06,0.11749134041513112,0.10157036258238644,0.1439472432215374,0.21906170299751757,0.034416391722778605,-1.3373832919775384,0.3142164171267181,0.11749134041513112,0.15988827291391797,0.4267284974839716,0.4267284974839716,0.24488388416431497,0.35420979951851084,0.35420979951851084,0.15988827291391797,127,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,35,1539,1088,1.1809071780178193,0.9293271644770074,0.00047755786310206446,0.000455488581206835,23,9,False,1e-05,0.00045588203442137396,True,0.10281003792185743,0.9671512755871555,0.5508517100858373,0.7156019006793437,0.05107898200080493,0.2431701529043422,0.6990935382742554,0.03315363673135122,0.5035394545600723,0.5455578631006635,0.6814864441018835,0.11233116170416431,0.2522170326109569,0.9441402279193217,97,0.0004174599811359824,True,1,38,0.0790051474979261,True,"theta_e~pi/4,theta_p~0"
electron,gradient_local_minimum_0139,gradient,gradient,gradient,0.00051099895,0.9948948034434508,0.9974441355000544,0.05767067264877002,0.0037339828413678333,0.0,0.0,3.141592653589793,0.0,0.028288033506907773,0.3836862256951751,0.3836862256951751,1.6376260554133633,0.3836862256951751,4.268635506487749,2.8351698345711474,1.054270073177807,0.737609718276017,0.00016743367982634662,0.0031543420304854233,-0.0029373701209994235,0.9918915465229505,1.775768131976871,0.9327569482851502,0.46136576927828665,3.060549419505497,175.35656472887905,0.0031442272037487907,0.001759258983163297,0.0031442272037487907,0.001759258983163297,False,gradient,648001126,0.8153232762129425,0.3064995155361416,1.0,57550.412683693336,0.9827132218713547,0.9999999999999998,1.1757511544514225,0.24220860122883175,0.26948873951934255,-0.31281525683996875,-0.3780877474858697,0.6663014064926435,0.6662813240733962,0.6663210942362452,0.9422824977178343,0.9423106194840807,0.9422964571976983,0.000633501549787495,1.1594970805824922,0.8879227402544901,7.93840228752174e-06,7.938674209895247e-06,8.009814148390859e-06,0.00845557947875034,0.0349355300363421,0.03525872525188606,0.04339110951509244,0.013563170494339838,2.9228502210948055,0.6251589620967056,0.00845557947875034,0.12029123593364047,0.19418096211686742,0.19418096211686736,0.021786050684135902,0.7624279283680402,0.7624279283680402,0.12029123593364047,648,sobol_screened,0.5412673258431095,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,1183,544,10.126651704724862,0.5412673258431095,0.002287126219567485,0.000633501549787495,31,17,False,1e-05,0.000633899311496114,True,0.08134167362004519,0.19495714455842972,0.5333505244925618,0.28949275333434343,0.6304191499948502,0.3108295127749443,0.09501565620303154,0.002991006805299536,0.1221311188313194,0.4680153321217076,0.2606362816551189,0.6793744411151016,0.25952545925433707,0.09756182590569622,139,0.0005954729497166425,True,1,38,0.07547542406580873,False,"theta_e~pi/4,theta_p~0"
electron,gradient_local_minimum_0162,gradient,gradient,gradient,0.00051099895,0.9710851919030149,0.9854365488975,0.046292120351719264,0.0036388820262800436,0.0,0.0,3.141592653589793,0.0,0.022200226667375596,2.7862158892274085,2.7862158892274085,1.8607312592813032,2.7862158892274085,4.08198659387403,0.2824545774765041,0.7965776134388294,0.8056242668681832,0.004578265167655132,0.09932013900248497,-0.002470766558673882,0.9931652507469794,1.7784627619216504,0.9213617755108681,0.505212302010704,3.0560234817927108,175.0972475995973,6.427769243271865e-05,0.0011180269969227196,6.427769243271865e-05,0.0011180269969227196,False,gradient,16001073,0.6702473685470466,0.2841597187963851,0.9999999999999999,3667596.952155595,1.0808786466905238,0.9999999999999998,0.9271890050524614,0.29965161563597414,0.23559298804656148,-0.30623180910700476,-0.37682762860766367,0.666199781881259,0.6662236148484632,0.666217417277705,0.9421669298531284,0.9421626719388966,0.9421791116858816,0.0007849212253092536,1.1593690945793145,0.8876835006729051,2.4693484795279552e-06,2.703932228065309e-06,1.926431267951223e-06,0.06735260986754886,0.2778310816537221,0.2819343605405311,0.345183691521271,0.10934251477989564,-2.866769341107996,0.6335323334541586,0.06735260986754886,0.1874133370662553,0.6130441715060431,0.6130441715060431,0.008394552708604092,0.041772136972685975,0.04177213697268597,0.1874133370662553,16,latin_hypercube,nan,True,False,2,ABNORMAL: ,37,1127,800,7.327098136724536,0.7827090356469434,0.0007986392456359369,0.0007849212253092536,19,5,False,1e-05,0.0007852916560999057,True,0.01050409463171458,0.7101810559780734,0.09403899316150031,0.3640186630302118,0.6761502090361989,0.22947826567542967,0.15442835515078296,0.0,0.8868800625834455,0.4575094760644494,0.29614457768022656,0.6496683440499009,0.2133463635971956,0.0904508477480953,162,0.0007468926252384011,True,1,38,0.07568550980362788,False,"theta_e~pi/4,theta_p~0"
electron,gradient_local_minimum_0326,gradient,gradient,gradient,0.00051099895,1.1969814610975282,1.094066479286121,0.14493440623201032,0.0048441785114060115,0.0,0.0,3.141592653589793,0.0,0.0793668884238371,2.033989696806591,2.033989696806591,0.9729941908390789,2.033989696806591,3.8589623363679384,1.05795425833421,0.7009698810297417,-0.5747191926873216,0.033135447147669264,0.1815923159840022,-0.02153321965238934,0.94480795963801,1.673172843440688,1.0291801897611765,0.5753712807003826,3.0898747825253254,177.03678426260424,0.006363443561771614,0.01216455730940879,0.006363443561771614,0.01216455730940879,False,gradient,532001899,0.7676755170929401,0.15089379801717118,1.0,27030.261182304348,1.0125110399129045,1.0,1.0318002419121484,0.33693528620676594,0.3118370277457526,-0.329341642018423,-0.43441054021180536,0.6656144295041352,0.665528215988835,0.6655362404051881,0.9412607473649109,0.9412667301843742,0.9412053178474978,0.0019186288136864107,1.1584120042415211,0.8859407643511974,1.4194885538665325e-06,2.0012951958969794e-06,1.1567744556129078e-06,0.1330266566615385,0.1350569945283242,0.16787238407259952,0.2680836511898627,0.03383055847766815,1.6008082861555717,0.252388076091284,0.1330266566615385,0.20541076262480507,0.5541438488865623,0.5541438488865623,0.0038285751921546696,0.17777249992357497,0.17777249992357497,0.20541076262480507,532,sobol_screened,0.4316491486064633,True,False,2,ABNORMAL: ,2,1932,528,33351.10118252387,0.4316491486064633,0.40468650412317747,0.0019186288136864107,68,54,False,1e-05,0.0019187975685415577,True,0.03786979056894779,0.6022729519754648,0.5288538122549653,0.035359060391783714,0.5401220628991723,0.1431181114166975,0.9622266069054604,0.02705896462012288,0.647439028889509,0.5255409417607573,0.15485683507173836,0.6141729310384068,0.24435870647193644,0.048030987672685654,326,0.001880600213615558,True,1,38,0.02523786377724603,False,"theta_e~pi/4,theta_p~0"
electron,gradient_local_minimum_0355,gradient,gradient,gradient,0.00051099895,1.0813919028608292,1.0398999484858287,0.09690613131344092,0.004019618034421995,0.0,0.0,3.141592653589793,0.0,0.050327200164337685,2.466825871624203,2.466825871624203,4.777937201605749,2.466825871624203,2.155715858839448,0.6040674159598624,5.339878323006885,0.2709260206424804,0.018218161972179105,0.16190576879073454,-0.009990441040871207,0.9732414002047631,1.7357937445189207,0.9741490798384714,0.5582959981010529,3.066480060352715,175.69636541923254,0.0010688524731929804,0.005182712938848242,0.0010688524731929804,0.005182712938848242,False,gradient,534002122,0.7458926369952082,0.22192320976058436,1.0,179483.74352332804,1.02933979843233,0.9999999999999999,1.0129618442043575,0.32953697106182456,0.27723147146980487,-0.3260313210296558,-0.4173893404208279,0.6654327919050576,0.6654725720326988,0.6653447202005024,0.9410937990867612,0.9410032679578856,0.9410315106258131,0.0021669913201512064,1.1582030371875485,0.8855616586042884,2.994009178081125e-06,2.753066175753549e-06,2.9631641994543045e-06,0.09633155151549344,0.22191606106716472,0.2279836103057097,0.31824761258265816,0.06885980401438063,-2.718650924450716,0.43274357004953645,0.09633155151549344,0.1386974947676739,0.6232126177290971,0.623212617729097,0.00347364779661288,0.05853976968824483,0.05853976968824483,0.1386974947676739,534,sobol_screened,0.43702337730719976,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,2179,840,99984860.36554788,0.43702337730719976,0.15139634907684357,0.0021669913201512064,67,53,False,1e-05,0.0021671368805796696,True,0.0125960698351264,0.7824011193588376,0.44740735832601786,0.08214530628174543,0.291202618740499,0.15915927663445473,0.17439078725874424,0.013566456291373782,0.7852150624319303,0.49664869231355724,0.7604323234182125,0.3430928348358886,0.23742500038727224,0.07064035164043311,355,0.0021289627200803537,True,1,38,0.048721766952527494,False,"theta_e~pi/4,theta_p~0"
electron,gradient_local_minimum_0393,gradient,gradient,gradient,0.00051099895,1.248722693374308,1.1174626138597694,0.16505124289505615,0.010500922101164045,0.0,0.0,3.141592653589793,0.0,0.0937544213725779,1.4887000621712212,1.4887000621712212,4.9342367557160305,1.4887000621712212,2.4247925625586375,1.6707827340958574,5.639012670407337,-0.794610028621221,0.025450532125840582,0.12542802928698,-0.026861950569976974,0.9324081150018201,1.645359873380832,1.0573029153917441,0.5500713237082324,3.067087331220064,175.73115947695288,0.01674331229480561,0.016037603072726888,0.01674331229480561,0.016037603072726888,False,gradient,768001137,0.7922005992415726,0.21064433531441187,1.0,9510.70258831107,0.9959640356755405,1.0,0.865576808343697,0.3120441883956735,0.31648529025770833,-0.3063514155629543,-0.40510881110059005,0.6649110502612643,0.6653035501215226,0.6651721206513602,0.9406052180470116,0.94051199438525,0.9407895680156042,0.0026784218245883822,1.1577830523065415,0.8847952798163843,2.657653427329265e-06,2.156731155389391e-06,2.2473908580233903e-06,0.08190851201327655,0.13583846054093351,0.1538453287532381,0.21774697255421008,0.04497184247613306,-2.2137935703810045,0.4130651457387029,0.08190851201327655,0.17106124457340374,0.3959469205573459,0.395946920557346,0.010810137943909849,0.3863061068884439,0.38630610688844397,0.17106124457340374,768,sobol_screened,0.5952645828733094,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,26,1190,680,1.062820524908172,0.5952645828733094,0.0027290723356874526,0.0026784218245883822,24,10,False,1e-05,0.0026784508042415364,True,0.038672324270009995,0.7414132617413998,0.31676806323230267,0.6931330850347877,0.17758913896977901,0.31367654632776976,0.21009530313313007,0.03288677998750072,0.47386794735152354,0.5468535426682815,0.7853081700579231,0.38591772230367105,0.25216528257931575,0.06705017439919068,393,0.0026403932245175296,True,1,38,0.04425808639032128,False,"theta_e~pi/4,theta_p~0"
electron,gradient_local_minimum_0425,gradient,gradient,gradient,0.00051099895,1.1295972354966175,1.0628251199029017,0.11749399309287878,0.004142236501701025,0.0,0.0,3.141592653589793,0.0,0.062248035551474325,2.3237588523355317,2.3237588523355317,1.5361347317961298,2.3237588523355317,5.327440910977844,0.7588877698640534,2.228331435094857,0.04364954163110041,0.0253702904537794,0.17850533097969465,-0.014433999108663585,0.9620163413459102,1.7112923413395722,0.9965999436174332,0.5690672330366343,3.075401403373508,176.2075207219125,0.0023126583670242213,0.007780804039585358,0.0023126583670242213,0.007780804039585358,False,gradient,521001510,0.77083808305262,2.9453403820127,1.0,76941.10275638773,1.0044084465635186,1.0,1.0649507848894664,0.3336544746320765,0.28169860503272826,-0.33588353986138264,-0.4298735399281664,0.6648362773375542,0.6648677134929446,0.6647285895628011,0.9402447480958724,0.9401464814680794,0.9401685008721751,0.003216006915089082,1.1573192593784116,0.8839507938990925,3.83421247707183e-06,4.033170601602798e-06,3.635804745938387e-06,0.2041525022602122,0.09480433259493654,0.20569091147460736,0.29895683485514873,0.05621249404703298,0.23449305566577755,0.37605759422940904,0.2041525022602122,0.13337569448187991,0.6218616567241559,0.6218616567241559,0.05983657959762174,0.07918150842069538,0.07918150842069537,0.13337569448187991,521,sobol_screened,0.3966438564774191,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,1542,392,2.1373625398212472,0.3966438564774191,0.05581918417359219,0.003216006915089082,56,42,False,1e-05,0.0032160808484812593,True,0.029809601604938507,0.7939418107271194,0.4083312442526221,0.9146360559388995,0.863692575134337,0.2853307630866766,0.02411267999559641,0.019276957992568032,0.7396754158054992,0.5071953286925243,0.24448343582049695,0.8478885550121138,0.24536538248261086,0.9375309617709852,425,0.0031779783150182295,True,1,38,0.0855180017757276,False,"theta_e~pi/4,theta_p~0"
electron,gradient_local_minimum_0472,gradient,gradient,gradient,0.00051099895,1.252786694691015,1.1192795426929838,0.16659877505042212,0.004105721332353162,0.0,0.0,3.141592653589793,0.0,0.09261708565762733,1.4491683851766475,1.4491683851766475,5.881679605547004,1.4491683851766475,2.8221994733743188,1.7035599159512647,5.967596137494592,-0.9672391549839354,0.025628592319673182,0.12806899275489314,-0.02739079153432849,0.9311996758800596,1.6426362923455418,1.0543309217354957,0.5365855318178062,3.129835097180975,179.32634164038774,0.01730204801949251,0.016420948412172755,0.01730204801949251,0.016420948412172755,False,gradient,513001768,0.7901565673919836,0.11879967952888759,1.0,9273.076502169366,0.9967324785511208,0.9999999999999998,0.9642269836783006,0.316259509016112,0.33792254457771786,-0.3361982674097763,-0.4430694854434006,0.6637526788113363,0.6643859294566616,0.6642304699584948,0.9391369742638883,0.9390269588706808,0.9394742316420387,0.0044303658813941785,1.1563191569215963,0.8821204277520012,1.9745403140869477e-06,1.8936354114762466e-06,1.0514381239556947e-06,0.09599958254699476,0.07248541232245562,0.09874922888194218,0.16848499486945037,0.01450673144721699,-0.625864139363319,0.17220205821245324,0.09599958254699476,0.21733627178665593,0.3874443694397591,0.3874443694397591,0.031783908193258985,0.4440706356907905,0.4440706356907904,0.21733627178665593,513,sobol_screened,0.2305627499491351,True,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,80,1801,1040,0.8219977231251391,0.2305627499491351,0.004810900131428056,0.0044303658813941785,36,22,False,1e-05,0.004430513232730684,True,0.062298486940562725,0.5849795863032341,0.5544313536956906,0.8349327221512794,0.1753621008247137,0.24778790213167667,0.031421415507793427,0.03333936439807103,0.4612846237467264,0.5340635164607729,0.9360983829055949,0.4491669965788667,0.251514647033917,0.03781511246951102,472,0.004392337281323326,True,1,38,0.015279286841084766,False,"theta_e~pi/4,theta_p~0"
electron,gradient_local_minimum_0484,gradient,gradient,gradient,0.00051099895,1.013021590828346,1.0064897370705506,0.06615759433498251,0.0029287231198182355,0.0,0.0,3.141592653589793,0.0,0.03317345160181874,0.4081938055660394,0.4081938055660394,1.6605879078389083,0.4081938055660394,4.251595908079621,2.789008920411257,1.060097250381857,0.7081439720024272,0.00028749777409608113,0.004608547664622672,-0.004024320222981998,0.9889445967346422,1.7695161318738328,0.9419400978872976,0.46842503748931935,3.082992309802527,176.64244762297398,0.00420910086044062,0.0023406896359996162,0.00420910086044062,0.0023406896359996162,False,gradient,906005842,0.8328545407989232,0.2765099174024867,1.0,41075.00519181174,0.9720023271809575,1.0,1.1829114640147556,0.2106524313524999,0.3191352654399255,-0.33376445280383665,-0.4009910723990824,0.6630478989029784,0.6640181502745722,0.6642646375342623,0.938380753283179,0.9385551285269444,0.9392408065991913,0.005087225487396882,1.1558167315771695,0.8812052687132683,5.817998587787088e-06,5.704366050018894e-06,5.6802085101614885e-06,0.006517124701627719,0.02479372603322786,0.02483755260804217,0.03131085073485558,0.009182127240614383,3.043849802522914,0.5865140694112625,0.006517124701627719,0.11499489348706055,0.19765479753633128,0.19765479753633125,0.015641698221872846,0.7710343517288132,0.7710343517288132,0.11499489348706055,906,sobol_screened,0.6322199944220314,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,5873,1144,99991975.64621542,0.6322199944220314,0.08024353684602989,0.005087225487396882,232,218,False,1e-05,0.005087314939618166,True,0.02116286661475897,0.12276379857212305,0.3894777689129114,0.9235542947426438,0.7088074814528227,0.3827549200505018,0.07500961422920227,0.005244203617523819,0.12993212379065439,0.4790038870357642,0.264290773971191,0.6766625048001472,0.2651058340893585,0.08801584033707491,484,0.00504919688732603,True,1,38,0.06728632868818729,False,"theta_e~pi/4,theta_p~0"
electron,gradient_local_minimum_0490,gradient,gradient,gradient,0.00051099895,1.0729294662893616,1.0358230863855862,0.09320260764990813,0.0036305260714967497,0.0,0.0,3.141592653589793,0.0,0.04812953736609563,0.5901655331297978,0.5901655331297978,1.4254109687241454,0.5901655331297978,4.23696324685534,2.6170791851693282,1.0690518800977706,0.3973329314526012,0.0012451296943905997,0.013623166980541876,-0.008116359833837123,0.9780918696079784,1.7462816822440053,0.9699968320401335,0.47335559269971644,3.0744855317453417,176.15504514304277,0.00821288499020764,0.004777269920485888,0.00821288499020764,0.004777269920485888,False,gradient,72002034,0.8213422000068802,0.25786765953936375,1.0,20709.072734894256,0.97848051725594,1.0,1.1572918974928306,0.23847662882417953,0.33134172172164944,-0.3303832653169432,-0.40940052210192157,0.6629484441227702,0.6639599144385777,0.6639025178926085,0.9382682713080668,0.9382276057578903,0.9389425413969892,0.005365836836443238,1.1555657046888912,0.8807433983256967,3.941397342832609e-06,3.84737723624351e-06,3.774799608113888e-06,0.013609957968373023,0.03542562609937701,0.03723786444696302,0.04903558406775003,0.012720072413088005,2.60124374531584,0.5188098665456218,0.013609957968373023,0.0972041352970902,0.21721951082831742,0.21721951082831742,0.013712382490625584,0.7337449051039326,0.7337449051039325,0.0972041352970902,72,latin_hypercube,nan,True,False,2,ABNORMAL: ,4,2091,776,7.5274507902155605,0.9465740252051684,0.33916206413288646,0.005365836836443238,63,49,False,1e-05,0.005366084437914044,True,0.027017663304647336,0.19308500635760123,0.36952475770800136,0.5864158939133397,0.48523217391536083,0.4510995715018462,0.26196038176891445,0.01255093812859,0.18785552368014208,0.4936501118633271,0.22686120160985476,0.6743336444357138,0.2614413422021343,0.08208182535845536,490,0.005327808236372386,True,1,38,0.06063988341206458,False,"theta_e~pi/4,theta_p~0"
