detail_id,selected_observable,selected_region,incoming_state,alpha_e,alpha_p,final_state_order,final_ket,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,fraction,decomposition_rank,retained_fraction_total
max_c_ep_mixing_angles_polarization_02_local_minimum_7,C_e_p,polarization_cluster_02_local_minimum_7,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,5.9023842223711587e-01,2.2386432701376071e+00,p_gamma_lepton,|+1+1+1>,7,1,1,1,2.2134857604843747e-01,-6.7434063829417501e-01,7.0973973298221538e-01,-1.2536327325227201e+00,5.0373048857366642e-01,2.9052637600588771e-01,1,9.9999998901819942e-01
max_c_ep_mixing_angles_polarization_02_local_minimum_7,C_e_p,polarization_cluster_02_local_minimum_7,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,5.9023842223711587e-01,2.2386432701376071e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,-2.2134255826106350e-01,-6.7427104083651945e-01,7.0967173017411056e-01,-1.8879824496754374e+00,5.0363396460831555e-01,2.9047070584399121e-01,2,9.9999998901819942e-01
max_c_ep_mixing_angles_polarization_02_local_minimum_7,C_e_p,polarization_cluster_02_local_minimum_7,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,5.9023842223711587e-01,2.2386432701376071e+00,p_gamma_lepton,|-1-1-1>,0,-1,-1,-1,-1.8798955340559281e-01,-5.7271320601385745e-01,6.0277731255605949e-01,-1.8879593198746580e+00,3.6334048853230544e-01,2.0955649456199676e-01,3,9.9999998901819942e-01
max_c_ep_mixing_angles_polarization_02_local_minimum_7,C_e_p,polarization_cluster_02_local_minimum_7,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,5.9023842223711587e-01,2.2386432701376071e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,1.8793201012497646e-01,-5.7256543905419388e-01,6.0261896952297811e-01,-1.2536475862206320e+00,3.6314962242893600e-01,2.0944641260632380e-01,4,9.9999998901819942e-01
max_c_ep_mixing_angles_polarization_02_local_minimum_8,C_e_p,polarization_cluster_02_local_minimum_8,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,1.1655846735708597e+00,2.7085688525550466e+00,p_gamma_lepton,|-1-1-1>,0,-1,-1,-1,-2.8015472290503557e-03,1.1397758490495233e+00,1.1397792921190657e+00,1.5732543027113008e+00,1.2990968347434384e+00,2.6881676327386778e-01,1,9.9997547030262091e-01
max_c_ep_mixing_angles_polarization_02_local_minimum_8,C_e_p,polarization_cluster_02_local_minimum_8,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,1.1655846735708597e+00,2.7085688525550466e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,2.0047032698261347e-02,1.1394752124056535e+00,1.1396515446428852e+00,1.5532049263530994e+00,1.2988056432069142e+00,2.6875650820723396e-01,2,9.9997547030262091e-01
max_c_ep_mixing_angles_polarization_02_local_minimum_8,C_e_p,polarization_cluster_02_local_minimum_8,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,1.1655846735708597e+00,2.7085688525550466e+00,p_gamma_lepton,|+1+1+1>,7,1,1,1,1.5408791071871372e-02,1.0569823127417490e+00,1.0570946222033264e+00,1.5562192620116915e+00,1.1174490402911930e+00,2.3122913250257657e-01,3,9.9997547030262091e-01
max_c_ep_mixing_angles_polarization_02_local_minimum_8,C_e_p,polarization_cluster_02_local_minimum_8,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,1.1655846735708597e+00,2.7085688525550466e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,-5.5768161757066793e-03,1.0569517450071721e+00,1.0569664574395745e+00,1.5760725983473889e+00,1.1171780921523640e+00,2.3117306631894255e-01,4,9.9997547030262091e-01
max_c_ep_mixing_angles_polarization_02_local_minimum_9,C_e_p,polarization_cluster_02_local_minimum_9,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.1139990605394343e-01,1.7938944487601411e+00,p_gamma_lepton,|+1+1+1>,7,1,1,1,3.1419803863812162e-01,2.1672701408269743e-01,3.8169491235441466e-01,6.0383282380140957e-01,1.4569100611724434e-01,2.6395638695581508e-01,1,9.9999997605936752e-01
max_c_ep_mixing_angles_polarization_02_local_minimum_9,C_e_p,polarization_cluster_02_local_minimum_9,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.1139990605394343e-01,1.7938944487601411e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,-3.1417843782263022e-01,2.1674726267195002e-01,3.8169027583690368e-01,2.5376870029034588e+00,1.4568746666845162e-01,2.6394997434229800e-01,2,9.9999997605936752e-01
