spin_case,entanglement_mode,Q2,t,phi,squared_amplitude_M2,spin_signal_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3
unpolarized,pure_initial_state,1.0000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,5.5051254297018566e+01,5.5051254297018566e+01,9.9999999999999967e-01,True,1,1,5.9246142156345904e-17,6.6310345768936767e-17,3.8917309791503518e-01,0.0000000000000000e+00,3.8917310102970004e-01,3.8917310102970004e-01,0.0000000000000000e+00,-7.9071673164058969e-33,2.4242875762414684e-09,2.4242875762414684e-09
unpolarized,pure_initial_state,1.5000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,5.0992029022650655e+01,5.0992029022650655e+01,1.0000000000000000e+00,True,1,1,2.6338891265681442e-17,3.8722491216117862e-17,3.4492805977138180e-01,0.0000000000000000e+00,3.4492806317254371e-01,3.4492806317254371e-01,0.0000000000000000e+00,-2.1931685190877149e-33,2.3463123666189745e-09,2.3463123666189745e-09
unpolarized,pure_initial_state,2.0000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,5.5148607646099279e+01,5.5148607646099279e+01,9.9999999999999978e-01,True,1,1,2.7428958464242298e-17,4.2789377155558100e-17,2.9195073036295233e-01,0.0000000000000000e+00,2.9195073229093399e-01,2.9195073229093399e-01,0.0000000000000000e+00,-2.5832785597937264e-33,1.1257513116147422e-09,1.1257513116147422e-09
unpolarized,pure_initial_state,2.5000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,6.1638330116279882e+01,6.1638330116279882e+01,1.0000000000000000e+00,True,1,1,5.7624136913594645e-17,1.1190874494085077e-16,2.4723175280242476e-01,0.0000000000000000e+00,2.4723175506741457e-01,2.4723175506741366e-01,0.0000000000000000e+00,-1.5844108349273094e-32,1.1199548025087047e-09,1.1199543514806010e-09
unpolarized,pure_initial_state,3.0000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,6.9651916751637188e+01,6.9651916751637188e+01,9.9999999999999989e-01,True,1,1,5.1877850226921303e-17,1.2677679331452319e-16,2.1005474443827579e-01,0.0000000000000000e+00,2.1005474554950659e-01,2.1005474554950554e-01,0.0000000000000000e+00,-1.8763666667280212e-32,4.6683860249752129e-10,4.6683816534720535e-10
unpolarized,pure_initial_state,3.5000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,7.9373335071815546e+01,7.9373335071815546e+01,1.0000000000000000e+00,True,1,1,4.2294185607197755e-17,7.0058459091522962e-17,1.7893997519449178e-01,0.0000000000000000e+00,1.7893997858753735e-01,1.7893997858753488e-01,0.0000000000000000e+00,-6.6969858264546903e-33,1.2143029914923886e-09,1.2143021033139689e-09
unpolarized,pure_initial_state,4.0000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,9.1462793562254319e+01,9.1462793562254319e+01,1.0000000000000002e+00,True,1,1,1.0408804721847690e-17,5.0244711797162601e-17,1.5282071054993984e-01,0.0000000000000000e+00,1.5282071054993812e-01,1.5282071054993959e-01,0.0000000000000000e+00,-2.6328742793174895e-33,-5.2735593669694936e-16,-7.6327832942979512e-17
unpolarized,pure_initial_state,4.5000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,1.0709268559030235e+02,1.0709268559030235e+02,9.9999999999999978e-01,True,1,1,1.6271239790501050e-17,4.5007045803347669e-17,1.3098304149509879e-01,2.1073424255447017e-08,1.3098304367399724e-01,1.3098304367399724e-01,3.1872751552172844e-09,4.4408920985006271e-16,5.7079749607447106e-10,5.7079749607447106e-10
unpolarized,pure_initial_state,5.0000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,1.2828761644133223e+02,1.2828761644133223e+02,9.9999999999999978e-01,True,1,1,2.2451540031196617e-17,5.6970306508132222e-17,1.1290850256711552e-01,0.0000000000000000e+00,1.1290850364473086e-01,1.1290850364473086e-01,0.0000000000000000e+00,-3.7496874734029569e-33,2.4334387109525846e-10,2.4334387109525846e-10
unpolarized,pure_initial_state,5.5000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,1.5880842295689857e+02,1.5880842295689857e+02,1.0000000000000000e+00,True,1,1,8.3259103474377707e-18,6.3408337007520985e-17,9.8106564095270021e-02,0.0000000000000000e+00,9.8106565370593368e-02,9.8106565370593368e-02,0.0000000000000000e+00,-4.0899379851729270e-33,2.5023518500366659e-10,2.5023518500366659e-10
