detail_id,selected_observable,selected_observable_label,selected_spin_case,selected_region,qOut_regime,cluster_id,energy_band_cluster_id,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,theta_p_out,theta_gamma_out,phi_p_out,qOut,phi_gamma_out
max_c_ep_mixing_angles_polarization_03_local_minimum_0,C_e_p,C_{mup},mixing_angles,polarization_cluster_03_local_minimum_0,gradient_local_minimum,0,0,9.9999999129663875e-01,1.0000000000000000e+00,1.9488101506885522e+00,4.0406307750219450e-01,3.720700616570779,3.128717971666803,3.0804337512503297,4.027993534819225,0.08576499357521888,0.00015210470698080153
max_c_ep_mixing_angles_polarization_03_local_minimum_1,C_e_p,C_{mup},mixing_angles,polarization_cluster_03_local_minimum_1,gradient_local_minimum,1,1,9.9999998756291808e-01,9.9999999999999978e-01,2.0596620599254800e+00,5.3627965523488663e-01,3.9101306165612533,3.106385786641026,3.106527163989499,3.1301629170302787,0.09410859395457659,0.0002473098491743007
max_c_ep_mixing_angles_polarization_03_local_minimum_3,C_e_p,C_{mup},mixing_angles,polarization_cluster_03_local_minimum_3,gradient_local_minimum,2,2,9.9999998364553133e-01,1.0000000000000002e+00,2.6066864415546500e+00,9.8353644987732669e-01,3.758691036884176,3.141523629121627,3.1127057474580138,0.03231656319915771,0.08672258093345867,3.1414515284827957
max_c_ep_mixing_angles_polarization_03_local_minimum_4,C_e_p,C_{mup},mixing_angles,polarization_cluster_03_local_minimum_4,gradient_local_minimum,3,3,9.9999998075101215e-01,1.0000000000000000e+00,2.0725652251115951e+00,5.4555528876824122e-01,3.762958952403489,3.141592653589793,3.1070679803722645,2.8333109578887323,0.08689123436219781,0.0004241675059473203
max_c_ep_mixing_angles_polarization_03_local_minimum_5,C_e_p,C_{mup},mixing_angles,polarization_cluster_03_local_minimum_5,gradient_local_minimum,4,4,9.9999998016666669e-01,9.9999999999999989e-01,2.1020681772724079e+00,5.8232965264227143e-01,3.728787645501499,3.141592653589793,3.111735925420688,3.7673458224555993,0.08591689658134062,0.0009506565205582381
max_c_ep_mixing_angles_polarization_03_local_minimum_6,C_e_p,C_{mup},mixing_angles,polarization_cluster_03_local_minimum_6,gradient_local_minimum,5,5,9.9999997671884333e-01,9.9999999999999989e-01,2.0141934226719727e+00,4.7686245564631424e-01,3.691082483357752,3.1383310253735908,3.0949673578400345,3.4882859805753816,0.08489966798842875,6.283149846529512
max_c_ep_mixing_angles_polarization_03_local_minimum_12,C_e_p,C_{mup},mixing_angles,polarization_cluster_03_local_minimum_12,gradient_local_minimum,6,6,9.9999995131814645e-01,1.0000000000000000e+00,2.1292139506814358e+00,6.1890354044979201e-01,3.7842909306200916,3.141592653589793,3.1167966976185277,4.195431526973494,0.08741263036930809,0.00022302003614006624
max_c_ep_mixing_angles_polarization_03_local_minimum_13,C_e_p,C_{mup},mixing_angles,polarization_cluster_03_local_minimum_13,gradient_local_minimum,7,7,9.9999995029446676e-01,1.0000000000000002e+00,2.7283175618862510e+00,1.1277788951311443e+00,3.4659212837841133,3.0851421605956015,3.0844899479932497,1.5718437102093872,0.08102247558335472,3.1387540014221345
max_c_ep_mixing_angles_polarization_03_local_minimum_15,C_e_p,C_{mup},mixing_angles,polarization_cluster_03_local_minimum_15,gradient_local_minimum,8,8,9.9999994515441848e-01,1.0000000000000002e+00,1.6844897286770433e+00,1.2042659264518560e-01,3.7463746059892498,3.1349701036350304,2.8896559746699113,3.381462013554596,0.08767468577381178,0.0014854153080468193
max_c_ep_mixing_angles_polarization_03_local_minimum_17,C_e_p,C_{mup},mixing_angles,polarization_cluster_03_local_minimum_17,gradient_local_minimum,9,9,9.9999994296721317e-01,9.9999999999999989e-01,2.7468628725631019e+00,1.1476948421377071e+00,3.7354302278992915,3.118785829657131,3.0847973164581504,1.0059058235362417,0.08609594744048368,3.140380011267953
