Q2,t,phi,squared_amplitude_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3,row_index,row_h_out,row_s_out,row_lambda,col_index,col_h_out,col_s_out,col_lambda,rho_real,rho_imag,rho_abs,rho_phase
4.5000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,2.5224879753126018e+02,1.0000000000000000e+00,True,1,1,6.3003867113761789e-17,1.4380896477356998e-16,1.4626084062333583e-01,2.1073424255447017e-08,1.4626084062333591e-01,1.4626084062333669e-01,3.5590373412012833e-09,4.4408920985006271e-16,2.4286128663675299e-17,2.4980018054066022e-16,0,-1,-1,-1,0,-1,-1,-1,3.1181865563416084e-01,3.5085840524172927e-18,3.1181865563416084e-01,1.1252001729279840e-17
4.5000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,2.5224879753126018e+02,1.0000000000000000e+00,True,1,1,6.3003867113761789e-17,1.4380896477356998e-16,1.4626084062333583e-01,2.1073424255447017e-08,1.4626084062333591e-01,1.4626084062333669e-01,3.5590373412012833e-09,4.4408920985006271e-16,2.4286128663675299e-17,2.4980018054066022e-16,0,-1,-1,-1,1,-1,-1,1,1.9204724162635991e-02,4.8146145329591244e-02,5.1835053200137218e-02,1.1912524401698439e+00
4.5000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,2.5224879753126018e+02,1.0000000000000000e+00,True,1,1,6.3003867113761789e-17,1.4380896477356998e-16,1.4626084062333583e-01,2.1073424255447017e-08,1.4626084062333591e-01,1.4626084062333669e-01,3.5590373412012833e-09,4.4408920985006271e-16,2.4286128663675299e-17,2.4980018054066022e-16,0,-1,-1,-1,2,-1,1,-1,7.6863151381762085e-02,-9.0755286796615958e-02,1.1893050963428893e-01,-8.6808869311741088e-01
4.5000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,2.5224879753126018e+02,1.0000000000000000e+00,True,1,1,6.3003867113761789e-17,1.4380896477356998e-16,1.4626084062333583e-01,2.1073424255447017e-08,1.4626084062333591e-01,1.4626084062333669e-01,3.5590373412012833e-09,4.4408920985006271e-16,2.4286128663675299e-17,2.4980018054066022e-16,0,-1,-1,-1,3,-1,1,1,-5.3750826384155971e-03,2.0989190050646812e-03,5.7703530532904560e-03,2.7693108580393218e+00
4.5000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,2.5224879753126018e+02,1.0000000000000000e+00,True,1,1,6.3003867113761789e-17,1.4380896477356998e-16,1.4626084062333583e-01,2.1073424255447017e-08,1.4626084062333591e-01,1.4626084062333669e-01,3.5590373412012833e-09,4.4408920985006271e-16,2.4286128663675299e-17,2.4980018054066022e-16,0,-1,-1,-1,4,1,-1,-1,-1.5330578397046253e-17,1.5355778302537150e-17,2.1698538228752920e-17,2.3553732815988062e+00
4.5000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,2.5224879753126018e+02,1.0000000000000000e+00,True,1,1,6.3003867113761789e-17,1.4380896477356998e-16,1.4626084062333583e-01,2.1073424255447017e-08,1.4626084062333591e-01,1.4626084062333669e-01,3.5590373412012833e-09,4.4408920985006271e-16,2.4286128663675299e-17,2.4980018054066022e-16,0,-1,-1,-1,5,1,-1,1,-2.9030190793124449e-17,-2.8627837960740064e-17,4.0771375789781697e-17,-2.3631726389473551e+00
4.5000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,2.5224879753126018e+02,1.0000000000000000e+00,True,1,1,6.3003867113761789e-17,1.4380896477356998e-16,1.4626084062333583e-01,2.1073424255447017e-08,1.4626084062333591e-01,1.4626084062333669e-01,3.5590373412012833e-09,4.4408920985006271e-16,2.4286128663675299e-17,2.4980018054066022e-16,0,-1,-1,-1,6,1,1,-1,6.1702935391458183e-18,-4.7616310168934136e-18,7.7939497240016912e-18,-6.5724665083249123e-01
4.5000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,2.5224879753126018e+02,1.0000000000000000e+00,True,1,1,6.3003867113761789e-17,1.4380896477356998e-16,1.4626084062333583e-01,2.1073424255447017e-08,1.4626084062333591e-01,1.4626084062333669e-01,3.5590373412012833e-09,4.4408920985006271e-16,2.4286128663675299e-17,2.4980018054066022e-16,0,-1,-1,-1,7,1,1,1,3.2438950627558462e-18,2.9595965059433799e-18,4.3911350077359294e-18,7.3960141027670068e-01
4.5000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,2.5224879753126018e+02,1.0000000000000000e+00,True,1,1,6.3003867113761789e-17,1.4380896477356998e-16,1.4626084062333583e-01,2.1073424255447017e-08,1.4626084062333591e-01,1.4626084062333669e-01,3.5590373412012833e-09,4.4408920985006271e-16,2.4286128663675299e-17,2.4980018054066022e-16,1,-1,-1,1,0,-1,-1,-1,1.9204724162635991e-02,-4.8146145329591244e-02,5.1835053200137218e-02,-1.1912524401698439e+00
4.5000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,2.5224879753126018e+02,1.0000000000000000e+00,True,1,1,6.3003867113761789e-17,1.4380896477356998e-16,1.4626084062333583e-01,2.1073424255447017e-08,1.4626084062333591e-01,1.4626084062333669e-01,3.5590373412012833e-09,4.4408920985006271e-16,2.4286128663675299e-17,2.4980018054066022e-16,1,-1,-1,1,1,-1,-1,1,1.9138276033824338e-02,-3.4907343393874975e-19,1.9138276033824338e-02,-1.8239544320596547e-17
4.5000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,2.5224879753126018e+02,1.0000000000000000e+00,True,1,1,6.3003867113761789e-17,1.4380896477356998e-16,1.4626084062333583e-01,2.1073424255447017e-08,1.4626084062333591e-01,1.4626084062333669e-01,3.5590373412012833e-09,4.4408920985006271e-16,2.4286128663675299e-17,2.4980018054066022e-16,1,-1,-1,1,2,-1,1,-1,2.1227743526767595e-02,-2.0013628881004535e-02,2.9174688279822329e-02,-7.5596742401927852e-01
