Q2,t,phi,squared_amplitude_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3,row_index,row_h_out,row_s_out,row_lambda,col_index,col_h_out,col_s_out,col_lambda,rho_real,rho_imag,rho_abs,rho_phase
3.5000000000000000e+00,-3.9999999999999991e-01,6.9999999999999996e-01,2.7653355288637090e+02,1.0000000000000000e+00,True,1,1,4.1872450486243822e-17,1.1690163314002784e-16,2.3955592970659595e-01,0.0000000000000000e+00,2.3955593211262130e-01,2.3955593211261900e-01,0.0000000000000000e+00,-1.5419293940528595e-32,1.1527552870593816e-09,1.1527541837752509e-09,0,-1,-1,-1,0,-1,-1,-1,2.4979657878905462e-01,5.3798083276378136e-18,2.4979657878905462e-01,2.1536757443667365e-17
3.5000000000000000e+00,-3.9999999999999991e-01,6.9999999999999996e-01,2.7653355288637090e+02,1.0000000000000000e+00,True,1,1,4.1872450486243822e-17,1.1690163314002784e-16,2.3955592970659595e-01,0.0000000000000000e+00,2.3955593211262130e-01,2.3955593211261900e-01,0.0000000000000000e+00,-1.5419293940528595e-32,1.1527552870593816e-09,1.1527541837752509e-09,0,-1,-1,-1,1,-1,-1,1,4.2159961467527846e-02,4.8584076491864893e-02,6.4326315295614528e-02,8.5607404779431184e-01
3.5000000000000000e+00,-3.9999999999999991e-01,6.9999999999999996e-01,2.7653355288637090e+02,1.0000000000000000e+00,True,1,1,4.1872450486243822e-17,1.1690163314002784e-16,2.3955592970659595e-01,0.0000000000000000e+00,2.3955593211262130e-01,2.3955593211261900e-01,0.0000000000000000e+00,-1.5419293940528595e-32,1.1527552870593816e-09,1.1527541837752509e-09,0,-1,-1,-1,2,-1,1,-1,8.1155776597124141e-02,-1.1290203498835857e-01,1.3904362473552992e-01,-9.4755355336499214e-01
3.5000000000000000e+00,-3.9999999999999991e-01,6.9999999999999996e-01,2.7653355288637090e+02,1.0000000000000000e+00,True,1,1,4.1872450486243822e-17,1.1690163314002784e-16,2.3955592970659595e-01,0.0000000000000000e+00,2.3955593211262130e-01,2.3955593211261900e-01,0.0000000000000000e+00,-1.5419293940528595e-32,1.1527552870593816e-09,1.1527541837752509e-09,0,-1,-1,-1,3,-1,1,1,-2.6640913667902734e-03,2.0850124558226867e-03,3.3829956771391561e-03,2.4775298732548561e+00
3.5000000000000000e+00,-3.9999999999999991e-01,6.9999999999999996e-01,2.7653355288637090e+02,1.0000000000000000e+00,True,1,1,4.1872450486243822e-17,1.1690163314002784e-16,2.3955592970659595e-01,0.0000000000000000e+00,2.3955593211262130e-01,2.3955593211261900e-01,0.0000000000000000e+00,-1.5419293940528595e-32,1.1527552870593816e-09,1.1527541837752509e-09,0,-1,-1,-1,4,1,-1,-1,-7.0997834093673986e-18,2.8582898604941837e-17,2.9451468844869427e-17,1.8142616674965799e+00
3.5000000000000000e+00,-3.9999999999999991e-01,6.9999999999999996e-01,2.7653355288637090e+02,1.0000000000000000e+00,True,1,1,4.1872450486243822e-17,1.1690163314002784e-16,2.3955592970659595e-01,0.0000000000000000e+00,2.3955593211262130e-01,2.3955593211261900e-01,0.0000000000000000e+00,-1.5419293940528595e-32,1.1527552870593816e-09,1.1527541837752509e-09,0,-1,-1,-1,5,1,-1,1,2.4725563008729861e-18,-5.6387921339507631e-18,6.1570700329695542e-18,-1.1575548887730347e+00
3.5000000000000000e+00,-3.9999999999999991e-01,6.9999999999999996e-01,2.7653355288637090e+02,1.0000000000000000e+00,True,1,1,4.1872450486243822e-17,1.1690163314002784e-16,2.3955592970659595e-01,0.0000000000000000e+00,2.3955593211262130e-01,2.3955593211261900e-01,0.0000000000000000e+00,-1.5419293940528595e-32,1.1527552870593816e-09,1.1527541837752509e-09,0,-1,-1,-1,6,1,1,-1,7.8314683109757085e-18,3.2901082875845765e-18,8.4945104891246935e-18,3.9772476419178404e-01
3.5000000000000000e+00,-3.9999999999999991e-01,6.9999999999999996e-01,2.7653355288637090e+02,1.0000000000000000e+00,True,1,1,4.1872450486243822e-17,1.1690163314002784e-16,2.3955592970659595e-01,0.0000000000000000e+00,2.3955593211262130e-01,2.3955593211261900e-01,0.0000000000000000e+00,-1.5419293940528595e-32,1.1527552870593816e-09,1.1527541837752509e-09,0,-1,-1,-1,7,1,1,1,1.5157422353017921e-19,5.6698427102980281e-18,5.6718683962834030e-18,1.5440692837406615e+00
3.5000000000000000e+00,-3.9999999999999991e-01,6.9999999999999996e-01,2.7653355288637090e+02,1.0000000000000000e+00,True,1,1,4.1872450486243822e-17,1.1690163314002784e-16,2.3955592970659595e-01,0.0000000000000000e+00,2.3955593211262130e-01,2.3955593211261900e-01,0.0000000000000000e+00,-1.5419293940528595e-32,1.1527552870593816e-09,1.1527541837752509e-09,1,-1,-1,1,0,-1,-1,-1,4.2159961467527846e-02,-4.8584076491864893e-02,6.4326315295614528e-02,-8.5607404779431184e-01
3.5000000000000000e+00,-3.9999999999999991e-01,6.9999999999999996e-01,2.7653355288637090e+02,1.0000000000000000e+00,True,1,1,4.1872450486243822e-17,1.1690163314002784e-16,2.3955592970659595e-01,0.0000000000000000e+00,2.3955593211262130e-01,2.3955593211261900e-01,0.0000000000000000e+00,-1.5419293940528595e-32,1.1527552870593816e-09,1.1527541837752509e-09,1,-1,-1,1,1,-1,-1,1,4.2015288344354619e-02,-9.4581074608580792e-19,4.2015288344354619e-02,-2.2511109249899786e-17
3.5000000000000000e+00,-3.9999999999999991e-01,6.9999999999999996e-01,2.7653355288637090e+02,1.0000000000000000e+00,True,1,1,4.1872450486243822e-17,1.1690163314002784e-16,2.3955592970659595e-01,0.0000000000000000e+00,2.3955593211262130e-01,2.3955593211261900e-01,0.0000000000000000e+00,-1.5419293940528595e-32,1.1527552870593816e-09,1.1527541837752509e-09,1,-1,-1,1,2,-1,1,-1,3.2083512283224931e-02,-1.6932885170495723e-02,3.6277739188447768e-02,-4.8562015168256251e-01
3.5000000000000000e+00,-3.9999999999999991e-01,6.9999999999999996e-01,2.7653355288637090e+02,1.0000000000000000e+00,True,1,1,4.1872450486243822e-17,1.1690163314002784e-16,2.3955592970659595e-01,0.0000000000000000e+00,2.3955593211262130e-01,2.3955593211261900e-01,0.0000000000000000e+00,-1.5419293940528595e-32,1.1527552870593816e-09,1.1527541837752509e-09,1,-1,-1,1,3,-1,1,1,-5.2864540315530331e-03,3.7635334621584693e-02,3.8004802437407496e-02,1.7103484763137793e+00
3.5000000000000000e+00,-3.9999999999999991e-01,6.9999999999999996e-01,2.7653355288637090e+02,1.0000000000000000e+00,True,1,1,4.1872450486243822e-17,1.1690163314002784e-16,2.3955592970659595e-01,0.0000000000000000e+00,2.3955593211262130e-01,2.3955593211261900e-01,0.0000000000000000e+00,-1.5419293940528595e-32,1.1527552870593816e-09,1.1527541837752509e-09,1,-1,-1,1,4,1,-1,-1,-3.7565483893167539e-18,3.8956403384349955e-19,3.7766937839521378e-18,3.0382593679584393e+00
3.5000000000000000e+00,-3.9999999999999991e-01,6.9999999999999996e-01,2.7653355288637090e+02,1.0000000000000000e+00,True,1,1,4.1872450486243822e-17,1.1690163314002784e-16,2.3955592970659595e-01,0.0000000000000000e+00,2.3955593211262130e-01,2.3955593211261900e-01,0.0000000000000000e+00,-1.5419293940528595e-32,1.1527552870593816e-09,1.1527541837752509e-09,1,-1,-1,1,5,1,-1,1,4.0480331165345793e-18,-1.2371239628019165e-17,1.3016687061093251e-17,-1.2545639527932437e+00
3.5000000000000000e+00,-3.9999999999999991e-01,6.9999999999999996e-01,2.7653355288637090e+02,1.0000000000000000e+00,True,1,1,4.1872450486243822e-17,1.1690163314002784e-16,2.3955592970659595e-01,0.0000000000000000e+00,2.3955593211262130e-01,2.3955593211261900e-01,0.0000000000000000e+00,-1.5419293940528595e-32,1.1527552870593816e-09,1.1527541837752509e-09,1,-1,-1,1,6,1,1,-1,-7.0564535951148588e-18,7.6114621512084315e-18,1.0379204854866671e-17,2.3183742628338435e+00
