detail_id,selected_observable,selected_region,incoming_state,alpha_e,alpha_p,final_state_order,final_ket,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,fraction,decomposition_rank,retained_fraction_total
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_1,C_p_gamma,polarization_cluster_01_local_minimum_1,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,0.0000000000000000e+00,8.1779436583645437e-01,p_gamma_lepton,|-1+1+1>,5,1,-1,1,-1.2427650687142850e+00,0.0000000000000000e+00,1.2427650687142850e+00,3.1415926535897931e+00,1.5444650160164217e+00,5.0000018428228354e-01,1,1.0000000000000000e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_1,C_p_gamma,polarization_cluster_01_local_minimum_1,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,0.0000000000000000e+00,8.1779436583645437e-01,p_gamma_lepton,|+1-1+1>,6,1,1,-1,1.2427646106751999e+00,0.0000000000000000e+00,1.2427646106751999e+00,0.0000000000000000e+00,1.5444638775466812e+00,4.9999981571771646e-01,2,1.0000000000000000e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_2,C_p_gamma,polarization_cluster_01_local_minimum_2,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,1.5354428094766730e-05,7.8681639014589044e-01,p_gamma_lepton,|-1+1+1>,5,1,-1,1,8.0005020588992082e+01,-9.7977892380027213e-15,8.0005020588992082e+01,-1.2246467991473527e-16,6.4008033194450472e+03,5.0000101184683732e-01,1,9.9999999976423770e-01
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_2,C_p_gamma,polarization_cluster_01_local_minimum_2,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,1.5354428094766730e-05,7.8681639014589044e-01,p_gamma_lepton,|+1-1+1>,6,1,1,-1,-8.0004858664639642e+01,-9.7977694079887289e-15,8.0004858664639642e+01,-3.1415926535897931e+00,6.4007774099489643e+03,4.9999898791740044e-01,2,9.9999999976423770e-01
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_3,C_p_gamma,polarization_cluster_01_local_minimum_3,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,0.0000000000000000e+00,8.3541846592201574e-01,p_gamma_lepton,|+1-1+1>,6,1,1,-1,-5.4495149383640289e+00,6.6737310261731946e-16,5.4495149383640289e+00,3.1415926535897931e+00,2.9697213063452704e+01,5.0000106708574654e-01,1,9.9999999999999989e-01
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_3,C_p_gamma,polarization_cluster_01_local_minimum_3,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,0.0000000000000000e+00,8.3541846592201574e-01,p_gamma_lepton,|-1+1+1>,5,1,-1,1,5.4495033081770057e+00,6.6737167833018817e-16,5.4495033081770057e+00,1.2246467991473532e-16,2.9697086305832130e+01,4.9999893291425335e-01,2,9.9999999999999989e-01
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_4,C_p_gamma,polarization_cluster_01_local_minimum_4,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,0.0000000000000000e+00,2.3300610896371770e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,1.7813372344218716e+00,0.0000000000000000e+00,1.7813372344218716e+00,0.0000000000000000e+00,3.1731623427377622e+00,5.0000117429472968e-01,1,1.0000000000000000e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_4,C_p_gamma,polarization_cluster_01_local_minimum_4,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,0.0000000000000000e+00,2.3300610896371770e+00,p_gamma_lepton,|-1+1+1>,5,1,-1,1,1.7813330507969323e+00,0.0000000000000000e+00,1.7813330507969323e+00,0.0000000000000000e+00,3.1731474378615059e+00,4.9999882570527032e-01,2,1.0000000000000000e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_7,C_p_gamma,polarization_cluster_01_local_minimum_7,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,0.0000000000000000e+00,8.0467831483593244e-01,p_gamma_lepton,|+1-1+1>,6,1,1,-1,-1.1798311154242363e+01,1.4448763990387422e-15,1.1798311154242363e+01,3.1415926535897931e+00,1.3920014609231976e+02,5.0000147461449007e-01,1,9.9999999999999989e-01
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_7,C_p_gamma,polarization_cluster_01_local_minimum_7,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,0.0000000000000000e+00,8.0467831483593244e-01,p_gamma_lepton,|-1+1+1>,5,1,-1,1,1.1798276358372499e+01,1.4448721377736773e-15,1.1798276358372499e+01,1.2246467991473532e-16,1.3919932502853143e+02,4.9999852538550982e-01,2,9.9999999999999989e-01
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_8,C_p_gamma,polarization_cluster_01_local_minimum_8,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,0.0000000000000000e+00,9.0144896761469040e-01,p_gamma_lepton,|+1-1+1>,6,1,1,-1,-9.3919636526929540e-01,-3.5009350213709128e-02,9.3984864054667960e-01,-3.1043340461565956e+00,8.8331546713744180e-01,5.0000151067465382e-01,1,9.9999999999975397e-01
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_8,C_p_gamma,polarization_cluster_01_local_minimum_8,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,0.0000000000000000e+00,9.0144896761469040e-01,p_gamma_lepton,|-1+1+1>,5,1,-1,1,9.3984572470922323e-01,-3.7853636378573603e-04,9.3984580093969872e-01,-4.0276434032217274e-04,8.8331012954398380e-01,4.9999848932510021e-01,2,9.9999999999975397e-01
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_9,C_p_gamma,polarization_cluster_01_local_minimum_9,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,0.0000000000000000e+00,2.2992047291735087e+00,p_gamma_lepton,|-1+1+1>,5,1,-1,1,-7.6460442054456168e-01,-9.3637035623381438e-17,7.6460442054456168e-01,-3.1415926535897931e+00,5.8461991991628492e-01,5.0000157041813031e-01,1,1.0000000000000000e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_9,C_p_gamma,polarization_cluster_01_local_minimum_9,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,0.0000000000000000e+00,2.2992047291735087e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,-7.6460201905104397e-01,9.3636741525246462e-17,7.6460201905104397e-01,3.1415926535897931e+00,5.8461624753693298e-01,4.9999842958186969e-01,2,1.0000000000000000e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_10,C_p_gamma,polarization_cluster_01_local_minimum_10,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,0.0000000000000000e+00,2.2870515416006967e+00,p_gamma_lepton,|-1+1+1>,5,1,-1,1,3.2436057382826218e+00,0.0000000000000000e+00,3.2436057382826218e+00,0.0000000000000000e+00,1.0520978185419953e+01,5.0000161287771738e-01,1,1.0000000000000000e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_10,C_p_gamma,polarization_cluster_01_local_minimum_10,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,0.0000000000000000e+00,2.2870515416006967e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,3.2435952752206596e+00,0.0000000000000000e+00,3.2435952752206596e+00,0.0000000000000000e+00,1.0520910309433786e+01,4.9999838712228273e-01,2,1.0000000000000000e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_11,C_p_gamma,polarization_cluster_01_local_minimum_11,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,1.6486643035233433e-05,2.3120275619117430e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,8.2099918900636559e-02,5.5338143950463681e-01,5.5943848122176498e-01,1.4235102363130843e+00,3.1297141427171510e-01,5.0000135208453367e-01,1,9.9999999953490282e-01
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_11,C_p_gamma,polarization_cluster_01_local_minimum_11,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,1.6486643035233433e-05,2.3120275619117430e+00,p_gamma_lepton,|-1+1+1>,5,1,-1,1,-5.5718916808955277e-01,-5.0099424084574004e-02,5.5943696814738109e-01,-3.0519192242868098e+00,3.1296972132993400e-01,4.9999864745036915e-01,2,9.9999999953490282e-01
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_12,C_p_gamma,polarization_cluster_01_local_minimum_12,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,0.0000000000000000e+00,8.1802525323113118e-01,p_gamma_lepton,|+1-1+1>,6,1,1,-1,-1.6593301044761832e+00,2.0320933011756007e-16,1.6593301044761832e+00,3.1415926535897931e+00,2.7533763956209412e+00,5.0000029283286140e-01,1,1.0000000000000000e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_12,C_p_gamma,polarization_cluster_01_local_minimum_12,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,0.0000000000000000e+00,8.1802525323113118e-01,p_gamma_lepton,|-1+1+1>,5,1,-1,1,1.6593291326637030e+00,2.0320921110485575e-16,1.6593291326637030e+00,1.2246467991473532e-16,2.7533731705064768e+00,4.9999970716713865e-01,2,1.0000000000000000e+00
