detail_id,selected_observable,selected_region,alpha_e,alpha_p,momentum,E,px,py,pz,p_abs,phi_xy,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,theta_p_out,theta_gamma_out,phi_p_out,qOut,phi_gamma_out
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_1,C_p_gamma,polarization_cluster_01_local_minimum_1,0.0000000000000000e+00,8.1779436583645437e-01,k,2.3406624133734217e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.3406623575943550e+00,2.3406623575943550e+00,0.0000000000000000e+00,2.3641745624553192e+01,4.8622778226416878e+00,2.3406623575943550e+00,6.8901750406763873e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.7239875146819074e-01,1.5046960437191126e+00,5.8762725029139817e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_1,C_p_gamma,polarization_cluster_01_local_minimum_1,0.0000000000000000e+00,8.1779436583645437e-01,p,2.5216154092682661e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3406623575943550e+00,2.3406623575943550e+00,0.0000000000000000e+00,2.3641745624553192e+01,4.8622778226416878e+00,2.3406623575943550e+00,6.8901750406763873e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.7239875146819074e-01,1.5046960437191126e+00,5.8762725029139817e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_1,C_p_gamma,polarization_cluster_01_local_minimum_1,0.0000000000000000e+00,8.1779436583645437e-01,kp,2.1937136073022527e+00,-0.0000000000000000e+00,0.0000000000000000e+00,-2.1937135477867513e+00,2.1937135477867513e+00,3.1415926535897931e+00,2.3641745624553192e+01,4.8622778226416878e+00,2.3406623575943550e+00,6.8901750406763873e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.7239875146819074e-01,1.5046960437191126e+00,5.8762725029139817e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_1,C_p_gamma,polarization_cluster_01_local_minimum_1,0.0000000000000000e+00,8.1779436583645437e-01,pp,1.1638681716206516e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8901750406763873e-01,6.8901750406763873e-01,0.0000000000000000e+00,2.3641745624553192e+01,4.8622778226416878e+00,2.3406623575943550e+00,6.8901750406763873e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.7239875146819074e-01,1.5046960437191126e+00,5.8762725029139817e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_1,C_p_gamma,polarization_cluster_01_local_minimum_1,0.0000000000000000e+00,8.1779436583645437e-01,qout,1.5046960437191126e+00,0.0000000000000000e+00,-0.0000000000000000e+00,1.5046960437191126e+00,1.5046960437191126e+00,0.0000000000000000e+00,2.3641745624553192e+01,4.8622778226416878e+00,2.3406623575943550e+00,6.8901750406763873e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.7239875146819074e-01,1.5046960437191126e+00,5.8762725029139817e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_2,C_p_gamma,polarization_cluster_01_local_minimum_2,1.5354428094766730e-05,7.8681639014589044e-01,k,2.3860326049409064e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.3860325502224735e+00,2.3860325502224735e+00,0.0000000000000000e+00,2.4500697806065773e+01,4.9498179568612191e+00,2.3860325502224735e+00,2.2042573458002606e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6230745161539475e+00,1.7501209867447326e-01,2.8249657204569054e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_2,C_p_gamma,polarization_cluster_01_local_minimum_2,1.5354428094766730e-05,7.8681639014589044e-01,p,2.5637853519203126e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3860325502224735e+00,2.3860325502224735e+00,0.0000000000000000e+00,2.4500697806065773e+01,4.9498179568612191e+00,2.3860325502224735e+00,2.2042573458002606e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6230745161539475e+00,1.7501209867447326e-01,2.8249657204569054e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_2,C_p_gamma,polarization_cluster_01_local_minimum_2,1.5354428094766730e-05,7.8681639014589044e-01,kp,2.3792694993487045e+00,0.0000000000000000e+00,-0.0000000000000000e+00,-2.3792694444747338e+00,2.3792694444747338e+00,0.0000000000000000e+00,2.4500697806065773e+01,4.9498179568612191e+00,2.3860325502224735e+00,2.2042573458002606e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6230745161539475e+00,1.7501209867447326e-01,2.8249657204569054e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_2,C_p_gamma,polarization_cluster_01_local_minimum_2,1.5354428094766730e-05,7.8681639014589044e-01,pp,2.3955363588379135e+00,-0.0000000000000000e+00,0.0000000000000000e+00,2.2042573458002606e+00,2.2042573458002606e+00,3.1415926535897931e+00,2.4500697806065773e+01,4.9498179568612191e+00,2.3860325502224735e+00,2.2042573458002606e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6230745161539475e+00,1.7501209867447326e-01,2.8249657204569054e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_2,C_p_gamma,polarization_cluster_01_local_minimum_2,1.5354428094766730e-05,7.8681639014589044e-01,qout,1.7501209867447326e-01,-0.0000000000000000e+00,0.0000000000000000e+00,1.7501209867447326e-01,1.7501209867447326e-01,3.1415926535897931e+00,2.4500697806065773e+01,4.9498179568612191e+00,2.3860325502224735e+00,2.2042573458002606e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6230745161539475e+00,1.7501209867447326e-01,2.8249657204569054e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_3,C_p_gamma,polarization_cluster_01_local_minimum_3,0.0000000000000000e+00,8.3541846592201574e-01,k,1.2306162528756635e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.2306161467825019e+00,1.2306161467825019e+00,0.0000000000000000e+00,7.7170391926815549e+00,2.7779559378581862e+00,1.2306161467825019e+00,5.2212939225613120e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.4550195045306458e+00,5.9114904288895065e-01,3.8104197922250278e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_3,C_p_gamma,polarization_cluster_01_local_minimum_3,0.0000000000000000e+00,8.3541846592201574e-01,p,1.5473396849825225e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2306161467825019e+00,1.2306161467825019e+00,0.0000000000000000e+00,7.7170391926815549e+00,2.7779559378581862e+00,1.2306161467825019e+00,5.2212939225613120e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.4550195045306458e+00,5.9114904288895065e-01,3.8104197922250278e+00
max_c_p_gamma_mixing_angles_polarization_01_local_minimum_3,C_p_gamma,polarization_cluster_01_local_minimum_3,0.0000000000000000e+00,8.3541846592201574e-01,kp,1.1132785524202868e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.1132784351450820e+00,1.1132784351450820e+00,0.0000000000000000e+00,7.7170391926815549e+00,2.7779559378581862e+00,1.2306161467825019e+00,5.2212939225613120e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.4550195045306458e+00,5.9114904288895065e-01,3.8104197922250278e+00
