state,local_minimum_id,status,objective_name,objective_file_tag,absolute_objective,absolute_threshold,contour_delta,target_success_count,initial_direction_count,initial_success_count,attempted_direction_count,replacement_direction_count,contour_point_count,initial_success_fraction,overall_success_fraction,physics_evaluation_count,direct_contour_seconds,covariance_rank,covariance_min_eigenvalue,covariance_max_eigenvalue,center_u0,center_u1,center_u2,center_u3,center_u4,center_u5,center_u6,center_u7,covariance_u0_u0,covariance_u0_u1,covariance_u0_u2,covariance_u0_u3,covariance_u0_u4,covariance_u0_u5,covariance_u0_u6,covariance_u0_u7,covariance_u1_u0,covariance_u1_u1,covariance_u1_u2,covariance_u1_u3,covariance_u1_u4,covariance_u1_u5,covariance_u1_u6,covariance_u1_u7,covariance_u2_u0,covariance_u2_u1,covariance_u2_u2,covariance_u2_u3,covariance_u2_u4,covariance_u2_u5,covariance_u2_u6,covariance_u2_u7,covariance_u3_u0,covariance_u3_u1,covariance_u3_u2,covariance_u3_u3,covariance_u3_u4,covariance_u3_u5,covariance_u3_u6,covariance_u3_u7,covariance_u4_u0,covariance_u4_u1,covariance_u4_u2,covariance_u4_u3,covariance_u4_u4,covariance_u4_u5,covariance_u4_u6,covariance_u4_u7,covariance_u5_u0,covariance_u5_u1,covariance_u5_u2,covariance_u5_u3,covariance_u5_u4,covariance_u5_u5,covariance_u5_u6,covariance_u5_u7,covariance_u6_u0,covariance_u6_u1,covariance_u6_u2,covariance_u6_u3,covariance_u6_u4,covariance_u6_u5,covariance_u6_u6,covariance_u6_u7,covariance_u7_u0,covariance_u7_u1,covariance_u7_u2,covariance_u7_u3,covariance_u7_u4,covariance_u7_u5,covariance_u7_u6,covariance_u7_u7,domain_boundary_point_count,domain_boundary_point_fraction
CEGAMMA,0,ok,one_minus_C_e_gamma,max_c_e_gamma,4.407374465387193e-11,0.01,0.02,64,64,62,96,32,64,0.96875,0.9791666666666666,1648,38.774974300002214,8,4.756500103285733e-12,0.0014167834252576004,0.5173902804824865,0.4999755859375,0.694975150720627,0.5,0.5,0.33984970981832957,0.7499090830200039,0.976887068746828,0.0005128462411769539,1.3954399917386086e-09,-5.981261819952757e-07,1.0949610607091578e-10,-4.538967373354555e-11,-1.0732862230587198e-06,1.0283130488009697e-10,-2.8314896990164224e-10,1.3954399917386086e-09,0.0004939414042206249,2.7249001391804333e-09,-1.966929220076197e-12,6.140828244284071e-12,4.887258258814576e-09,2.9032817022625958e-11,1.67601917677148e-12,-5.981261819952757e-07,2.7249001391804333e-09,0.0002413767629750165,2.2182099906635155e-10,-8.75200127663874e-11,-2.1466747794134476e-06,1.7575587829113196e-10,-5.85456778628246e-10,1.0949610607091578e-10,-1.966929220076197e-12,2.2182099906635155e-10,4.823889473270395e-12,6.02958777868962e-13,3.965108923918122e-10,-7.217798166135723e-13,6.903160436265477e-13,-4.538967373354555e-11,6.140828244284071e-12,-8.75200127663874e-11,6.02958777868962e-13,1.7914432722235328e-11,-1.6078213860531593e-10,1.848166126961998e-12,-4.95931299259613e-12,-1.0732862230587198e-06,4.887258258814576e-09,-2.1466747794134476e-06,3.965108923918122e-10,-1.6078213860531593e-10,0.001416778232934821,3.110810938302096e-10,-1.0275311236843721e-09,1.0283130488009697e-10,2.9032817022625958e-11,1.7575587829113196e-10,-7.217798166135723e-13,1.848166126961998e-12,3.110810938302096e-10,3.227149794285646e-05,-2.061089654253678e-12,-2.8314896990164224e-10,1.67601917677148e-12,-5.85456778628246e-10,6.903160436265477e-13,-4.95931299259613e-12,-1.0275311236843721e-09,-2.061089654253678e-12,2.8038481511925107e-11,6,0.09375
