local_minimum_id,absolute_objective,existing_contour_delta,direct_contour_delta,configured_direction_count,existing_success_count,direct_success_count,existing_success_fraction,direct_success_fraction,success_fraction_change,direct_contour_seconds,relative_frobenius_error,best_covariance_scale,best_scale_over_assumed_scale,best_scaled_relative_frobenius_error,trace_ratio_scaled_over_direct,std_ratio_min,std_ratio_median,std_ratio_max,correlation_rms_difference,correlation_max_abs_difference,generalized_variance_ratio_min,generalized_variance_ratio_median,generalized_variance_ratio_max,log_ellipsoid_volume_ratio,std_ratio_u0_sqrt_s_unit,std_ratio_u1_theta_p_out_unit,std_ratio_u2_theta_gamma_out_unit,std_ratio_u3_qOut_fraction_unit,std_ratio_u4_phi_p_out_unit,std_ratio_u5_phi_gamma_out_unit,std_ratio_u6_alpha_e_unit,std_ratio_u7_alpha_p_unit
492,0.00022901762690930028,0.05,0.02,1536,781,781,0.5084635416666666,0.5084635416666666,0.0,18.576130399997055,0.18303626064706835,0.38386392960025545,0.9596598240006387,0.17830151663354973,1.0216762821413625,0.8396097408114671,1.0445392024636337,1.0929855743683552,0.03240290229892531,0.09251529367477325,0.6672388749803535,1.0644761818663993,1.254875516536997,0.09241470255761897,0.8396097408114671,1.047643389462147,1.0416823537374857,0.9903445040454177,1.0473960511897817,1.0929855743683552,1.0542539470391001,1.0336199023310777
444,8.888924678074339e-05,0.05,0.02,1536,779,779,0.5071614583333334,0.5071614583333334,0.0,21.477871500006586,0.07687915396596968,0.4032124128063559,1.0080310320158898,0.07646765071058965,0.9819386963428064,0.9743265312438665,0.9804112084083357,1.0219403252800972,0.03045242576789576,0.07487648945092923,0.8571872347875812,0.960196409137894,1.146546717558091,-0.11238840349256662,0.9967343624034672,0.9755061280224464,0.9832685030903356,0.9771637671903525,1.0219403252800972,1.0123324327353835,0.9775539137263358,0.9743265312438665
185,3.1749870843533756e-08,0.05,0.02,1536,777,778,0.505859375,0.5065104166666666,0.0006510416666666666,17.086724299995694,0.9890748676344933,0.9686925651837704,2.4217314129594265,0.9832805126016981,0.08184086780556013,0.013833907753007114,0.8791200338590467,0.9967795515834288,0.20761919270107126,0.655588979940322,9.009530482632939e-05,0.7696735842831435,1.002051290815789,-5.788600426360517,0.013833907753007114,0.8822450329367001,0.7809133819965988,0.6329451043411427,0.8897454460914077,0.8778069737318439,0.9967795515834288,0.8804330939862495
785,0.000886267579703226,0.05,0.02,1536,1527,1533,0.994140625,0.998046875,0.00390625,28.369798299994727,0.2623662303780577,0.3304022484682675,0.8260056211706688,0.16000136497719405,1.1860574993668975,1.0233357600635564,1.0695270590084551,1.2095751978621214,0.04595634518483288,0.11660585632745964,0.9642231831867125,1.1380536771520104,1.6886592282631117,0.6437752068360609,1.0233357600635564,1.0503653421780939,1.0754140867436155,1.0607635389655765,1.122637360230564,1.2095751978621214,1.08810628096015,1.0636400312732948
323,7.051468730034927e-07,0.05,0.02,1536,774,774,0.50390625,0.50390625,0.0,20.577580600001966,0.15836775466436281,0.37320470602436734,0.9330117650609184,0.14152265331510291,1.0429647928870076,0.9819860424668662,1.0211318514118548,1.071617070432842,0.053895617488414115,0.09904853323382289,0.8376477855096791,1.016491544405486,1.3732869936654988,0.10053222380328464,0.9844364245507692,1.043412595839567,1.0092425810797023,0.9819860424668662,1.071617070432842,1.0226651787363226,1.0222282178102187,1.0200354850134912
857,0.001181223162637135,0.05,0.02,1536,1531,1534,0.9967447916666666,0.9986979166666666,0.001953125,30.99863319999713,0.19197094932751996,0.34550992795381263,0.8637748198845316,0.11084340272126919,1.1524088347160157,1.0050910932262713,1.0721801568745746,1.1478434222994292,0.03245014947921592,0.08045697222675657,0.9866383653317512,1.1258450178164525,1.4753241346430361,0.5705473777852959,1.0050910932262713,1.0660139918017846,1.0569282175852122,1.1069270760724688,1.0783463219473648,1.1478434222994292,1.0823668250523504,1.0620263541198738
76,4.911220652381587e-09,0.05,0.02,1536,771,773,0.501953125,0.5032552083333334,0.0013020833333333333,16.865289699999266,0.9620835601152832,1.0006554267242143,2.5016385668105356,0.9400533596766085,0.16653301671587142,0.108603568378107,1.0072467766196367,1.557121820944963,0.1396240687566637,0.3129345764802282,0.006728665091563904,0.9504569358532406,3.240957177619682,-2.6254953068571325,0.6353548881932032,0.712492261093082,0.9348946070887988,0.108603568378107,1.1721597210072945,1.557121820944963,1.2391822133676067,1.0795989461504745
846,0.0011341771279957946,0.05,0.02,1536,1533,1535,0.998046875,0.9993489583333334,0.0013020833333333333,29.486192999997,0.2248393191253058,0.3315697039192795,0.8289242597981987,0.09117523649881606,1.1958959586434408,1.0491367506778224,1.0955690897694133,1.133679783062083,0.029744608565513243,0.06181848332188482,1.0457320187588084,1.1729647426284002,1.447555987858419,0.6870786743343871,1.0491367506778224,1.0654639491174016,1.1070484414924926,1.1192828978078828,1.0974286139637452,1.133679783062083,1.0937095655750813,1.0692300402117807
352,1.6160837821299623e-06,0.05,0.02,1536,1534,1535,0.9986979166666666,0.9993489583333334,0.0006510416666666666,31.86792229999992,0.20748840011362024,0.37566123262162165,0.9391530815540542,0.19752869482716748,1.0776160692890338,0.8990927143991361,1.0561457133395002,1.193049193440972,0.03236008051224155,0.12343769962779963,0.798344536423097,1.0881399017173552,1.5990573411980284,0.3945911507754474,0.8990927143991361,1.0707198779992477,1.0600595429763084,1.0492362999483962,1.0705511479020753,1.193049193440972,1.0522318837026918,1.0285368755940876
914,0.0015356652754990874,0.05,0.02,1536,1534,1535,0.9986979166666666,0.9993489583333334,0.0006510416666666666,34.74018239999714,0.195493548869172,0.34097789299185716,0.8524447324796429,0.09225123697295946,1.1706885099004603,1.0369363545337709,1.0782401041769072,1.1229434251909467,0.031342721877750425,0.07520453189789342,1.0262281552118289,1.1545868408331783,1.427966906104233,0.6351740449611043,1.0369363545337709,1.0795065618210586,1.0729753338963963,1.1008701225916488,1.1000312776767047,1.1229434251909467,1.0699812446137078,1.0769736465327557
1028,0.0032198468663827695,0.05,0.02,1536,1534,1535,0.9986979166666666,0.9993489583333334,0.0006510416666666666,35.98103190000256,0.3001774895283468,0.3188681289854893,0.7971703224637232,0.16469451332327675,1.2360383589641506,0.9922619354581462,1.110529846726697,1.221104950690087,0.04230613925928397,0.08107790937565759,0.9496616555946974,1.208775963604503,1.7033525015533335,0.8284474276998921,0.9922619354581462,1.1041369931610578,1.1169227002923363,1.127634319879936,1.153959608553321,1.221104950690087,1.10325965182483,1.084175158204919
25,1.2282387329420885e-09,0.05,0.02,1536,768,768,0.5,0.5,0.0,18.728637000000163,0.20055841661679252,0.37137655670095565,0.9284413917523892,0.1857098918688595,1.1537910594897216,0.9575205263680379,1.2909240010943983,1.6815014442615008,0.0530044141506244,0.14505867016880997,0.8856415622162973,1.8432835563676169,2.9097671692953426,2.110776234026133,1.2882477263597496,0.9575205263680379,1.6815014442615008,1.3265196745678618,1.3291289272045668,1.2326334464834097,1.0315921479424006,1.293600275829047
168,2.537172472116822e-08,0.05,0.02,1536,1535,1535,0.9993489583333334,0.9993489583333334,0.0,30.95987310000055,0.33144287235948433,0.3041600445484918,0.7604001113712296,0.10831950984695828,1.4159033899008664,1.1138163486965313,1.2987859537719926,2.5224282806255713,0.041009590182422215,0.0994780625631767,1.2254978639098482,1.5808671053536072,6.380768379254384,2.563648247788919,1.4622910306562762,1.337210240070293,2.5224282806255713,1.2534296347233194,1.1315459182637313,1.1138163486965313,1.3314741457113901,1.2660977618325953
279,1.6667867419606353e-07,0.05,0.02,1536,1535,1536,0.9993489583333334,1.0,0.0006510416666666666,30.298246300000756,0.5813760669367504,0.36385575497432926,0.9096393874358232,0.5756739817716825,0.9073074675546102,0.40912764758217707,1.2068255700482458,2.05358643797401,0.0455715040824666,0.1384443714634649,0.1633176374154219,1.3593505022243155,4.229548162837595,0.7561915936630967,0.40912764758217707,1.2248065140398576,2.05358643797401,1.188844626056634,1.0842597087149073,1.0883262994221021,1.2311809231490283,1.2311528648977874
384,7.485461538947469e-06,0.05,0.02,1536,1535,1535,0.9993489583333334,0.9993489583333334,0.0,38.198374499996135,0.12438891396118872,0.3767488139214453,0.9418720348036134,0.10820541543990474,1.0517000607201035,0.9934107146756507,1.0157445098447488,1.082843061273005,0.03690066743679638,0.10183005991154648,0.9481634521028931,1.0070546856143199,1.3830356265908912,0.16956791004273697,1.0219677730823173,1.0095212466071806,0.9994794130820998,1.061407711619352,1.082843061273005,1.0285331579486945,1.0012445376442793,0.9934107146756507
911,0.0015059300191748726,0.05,0.02,1536,1535,1535,0.9993489583333334,0.9993489583333334,0.0,34.273835499996494,0.2989677621766314,0.31278585170062645,0.7819646292515662,0.11232230878952372,1.254175503770838,1.0726018885335442,1.1073092509995925,1.190905907351742,0.037125377342129645,0.09134035421086134,1.0842498318385825,1.1899003978141538,1.5815714015476519,0.8257780788941957,1.132446598400242,1.1025238741939207,1.0808367597633948,1.1120946278052646,1.1455049839471476,1.190905907351742,1.0969167652470604,1.0726018885335442
961,0.0019502053702811217,0.05,0.02,1536,1535,1535,0.9993489583333334,0.9993489583333334,0.0,33.2909925999993,0.2690280818498117,0.32087368390190574,0.8021842097547645,0.11097376248860669,1.2266793191188623,1.062206355313962,1.107406005373448,1.1450695480572026,0.03939037152832827,0.10224766948084438,1.0881776478618608,1.1763875266614363,1.5800188644533668,0.7675224339044178,1.0954037721269723,1.1032054525398458,1.062206355313962,1.128042959966036,1.1450695480572026,1.1430302672315171,1.1116065582070505,1.0682369898434179
1000,0.002745080272022582,0.05,0.02,1536,1535,1535,0.9993489583333334,0.9993489583333334,0.0,33.385317399995984,0.29638973105288047,0.31333924004250796,0.78334810010627,0.11088500095732215,1.2618729697541906,1.0804476304781583,1.1044790652800363,1.1776152408856324,0.039120631541072926,0.0919394549876865,1.0986835397808878,1.1867270692894332,1.623558965739075,0.8780270016105476,1.1114942574109794,1.0943583667580126,1.0948155315397392,1.1384401463752767,1.1776152408856324,1.1775020491812158,1.097463873149093,1.0804476304781583
1030,0.0032991644396106468,0.05,0.02,1536,1535,1535,0.9993489583333334,0.9993489583333334,0.0,35.849525699995866,0.33295126557358073,0.3029162189048967,0.7572905472622418,0.09523529578987859,1.3074162417808377,1.092494891442695,1.1337599479374023,1.2087621949513534,0.03441872724802821,0.09289711771521122,1.1161128898788681,1.2840567269239287,1.6617433634538727,1.013510675439015,1.1328194366227595,1.1127221836862342,1.134700459252045,1.1566512409512086,1.1542794931917397,1.2087621949513534,1.1242305127932033,1.092494891442695
1056,0.004033922581628158,0.05,0.02,1536,1535,1535,0.9993489583333334,0.9993489583333334,0.0,36.0855292999986,0.3649507320934751,0.2978358774172018,0.7445896935430045,0.13264850096688996,1.3143392174391917,1.1028762927706308,1.1292530985325424,1.2325043575670913,0.04657467587043829,0.09931589771366137,1.1271789620624284,1.245621842548267,1.7972268636277227,1.0204844362615333,1.1288049131520208,1.1113274403061928,1.129701283913064,1.1245720606364744,1.1796042921231202,1.2325043575670913,1.132105697881155,1.1028762927706308
1083,0.004801817909130257,0.05,0.02,1536,1535,1535,0.9993489583333334,0.9993489583333334,0.0,35.576277899999695,0.3145375173742293,0.30950291379386896,0.7737572844846725,0.12122471414599174,1.2745620779936884,1.092941229333733,1.1096568518184562,1.2483516805810981,0.03354081826135674,0.10476262458900666,1.1245274317047749,1.196314889796852,1.7147417460198418,0.9282687889810575,1.1001615745101765,1.0991074282392137,1.0934322453334666,1.1443763466395835,1.1248124564397382,1.2483516805810981,1.119152129126736,1.092941229333733
1110,0.005667152167185607,0.05,0.02,1536,1535,1536,0.9993489583333334,1.0,0.0006510416666666666,33.61408379999921,0.4140304835414093,0.36854615811778535,0.9213653952944635,0.40662227987713934,1.0950676153227654,0.7523221985002745,1.114264950581036,1.2721729924507,0.04030020757520034,0.09771769200138022,0.5484717446234936,1.2283574075661243,1.8280918244580946,0.6522940502391634,0.7523221985002745,1.0897710573800286,1.109819844446899,1.1566934276820406,1.2059836917586553,1.2721729924507,1.118710056715173,1.1052053715621055
1135,0.006657341266043892,0.05,0.02,1536,1535,1536,0.9993489583333334,1.0,0.0006510416666666666,35.535109600001306,0.42952969799610824,0.3751308938327202,0.9378272345818005,0.4253185081600043,1.0710438862738196,0.7217058564613149,1.1208963082294758,1.237036223513937,0.029448530563760015,0.06888075647891055,0.5143973106288932,1.2415374259368157,1.6760397599465404,0.5878107882944832,0.7217058564613149,1.1186228233774427,1.123169793081509,1.1359155763545696,1.1773434894425225,1.237036223513937,1.1133264593768732,1.1014022949574123
1162,0.007819739879976528,0.05,0.02,1536,1535,1536,0.9993489583333334,1.0,0.0006510416666666666,34.84034480000264,0.2949884681535865,0.3205505941384612,0.8013764853461531,0.16511160741412045,1.2398312261510764,0.9793555753790174,1.1242304320729133,1.2160921624706902,0.03356653271617275,0.0834255937786742,0.9453173132226667,1.2224192840587325,1.6197511662450155,0.877108815930356,0.9793555753790174,1.1342463738773867,1.11421449026844,1.1778186016561523,1.1010458409112076,1.2160921624706902,1.152105168598348,1.110315479162502
1189,0.009589355229495555,0.05,0.02,1536,1535,1536,0.9993489583333334,1.0,0.0006510416666666666,35.59868930000084,0.4116414237608184,0.30119314926958607,0.7529828731739653,0.26322512538684284,1.2886455410620155,0.9195352558538062,1.1588960409705438,1.3538345119371582,0.041979565520055696,0.09183323694125432,0.8310248130210888,1.2893508206431776,2.0058764426857136,1.02107875276306,0.9195352558538062,1.1264299764974293,1.1727728478931028,1.1603725865276038,1.1641914923386205,1.3538345119371582,1.157419495413484,1.1302605124392804
1170,0.0082566855063132,0.05,0.02,1536,1536,1536,1.0,1.0,0.0,18.810376599998563,0.5543819710609923,0.26437970293118823,0.6609492573279706,0.2449051632544258,1.4986210736237673,1.0318241924125957,1.2230075462584926,1.3952391192329765,0.06971101841556593,0.14917106653018342,0.9682197590899302,1.5535422090507955,3.830004518256298,1.990716014758,1.327228711498304,1.211587456733259,1.2344276357837263,1.0318241924125957,1.2646226836341574,1.3952391192329765,1.1844469275085674,1.1512758133404173
133,1.2239889879417376e-08,0.05,0.02,1536,765,765,0.498046875,0.498046875,0.0,17.994421199997305,0.59225489270232,0.9799998783794008,2.4499996959485024,0.027607235428719356,0.4162904260013406,0.5426395448923353,0.9463988136364094,1.030480870001314,0.007469260151964029,0.020129933935281945,0.2918825911635395,0.8981055895917346,1.0688195979289656,-1.5576569792930641,0.6388703978475775,0.8903696330394361,0.5426395448923353,0.6327093259033373,1.030480870001314,1.0177628965998928,1.0024279942333827,1.0299133940607215
643,0.0005793963710736261,0.05,0.02,1536,762,762,0.49609375,0.49609375,0.0,19.36068360000354,0.26864442488977447,0.32409435593847896,0.8102358898461974,0.13535583654840058,1.211909541495792,1.0584640054135817,1.093390478279363,1.1981895257688737,0.04489676917788529,0.0903485782627775,1.026493673481893,1.1616392268930724,1.5661024721485903,0.7228175836139314,1.0999585824341473,1.0584640054135817,1.0647400748092444,1.086822374124579,1.1182072137305337,1.1981895257688737,1.1039196272704592,1.0615959053907031
270,1.3324346681553578e-07,0.05,0.02,1536,760,760,0.4947916666666667,0.4947916666666667,0.0,18.156474600000365,0.42314215197720406,0.623699168919003,1.5592479222975077,0.24052132112888489,0.6431029755452864,0.6671694342126121,0.9329822374763999,1.0392992078000844,0.03586079716553077,0.07184465983372157,0.4088338106231623,0.9253260328927702,1.084929725886656,-0.8497010727338434,0.9510161245907325,0.8522670459890259,0.8008084477995256,0.6671694342126121,1.0392992078000844,0.9331329679394363,1.00792957955902,0.9328315070133633
631,0.0005590620564133175,0.05,0.02,1536,757,757,0.4928385416666667,0.4928385416666667,0.0,20.034055700001772,0.2892352634604389,0.3162761562487893,0.7906903906219733,0.1208516655034767,1.2375643925551514,1.0625891612214469,1.1169573209173194,1.1652973632825088,0.0418805144228363,0.0840512860547626,1.0722679175055831,1.173969098758372,1.586761113480914,0.7952957067214541,1.1301076039764937,1.0661453494022473,1.0777506441375475,1.1095299875766813,1.1442799938735078,1.1652973632825088,1.1243846542579574,1.0625891612214469
496,0.00023258871740317044,0.05,0.02,1536,754,754,0.4908854166666667,0.4908854166666667,0.0,22.250710499996785,0.19647458939078893,0.3605379676280516,0.9013449190701291,0.16414951831798763,1.0746482240435604,0.9824043488596824,1.0329471887103598,1.1450001841529265,0.05219312002650661,0.14639134431352469,0.8793841523169748,1.0132535511140874,1.515646598969413,0.21166579473574387,1.0319277762176382,1.0339666012030815,0.9868455501883271,0.9824043488596824,1.0437420263266608,1.1450001841529265,1.0350080807031514,1.0102586833826928
465,0.000162346444085415,0.05,0.02,1536,751,751,0.4889322916666667,0.4889322916666667,0.0,15.930922699997609,0.11368972399575386,0.38894304382769884,0.9723576095692472,0.11012261605841915,1.017700214262219,0.9770330795027548,1.0041375933789833,1.0466375417756686,0.04403112774486194,0.0941529248292148,0.8524625404702281,0.9989745210877239,1.4041744452483362,0.11889731419995542,1.0053897463262675,1.0466375417756686,1.002885440431699,1.0242974029679461,1.0311355880166664,0.9770330795027548,0.99044188953274,0.9994188868469549
201,3.9391943817967956e-08,0.05,0.02,1536,744,746,0.484375,0.4856770833333333,0.0013020833333333333,18.361864499995136,0.8742277206688936,0.5971773212282913,1.4929433030707282,0.8575725541432321,0.27654862179899137,0.07483099672216606,0.8024099646946297,1.0084283894680706,0.11299894410971202,0.361720200674827,0.0033959598253954443,0.64941705475657,1.0967691825683252,-4.006759352449386,0.8269648874169964,0.7754654695110267,0.777855041972263,0.6973457864207124,0.8848304457598214,0.9288355305366742,1.0084283894680706,0.07483099672216606
462,0.00015894963919849125,0.05,0.02,1536,734,734,0.4778645833333333,0.4778645833333333,0.0,20.628526599997713,0.22860706993316937,0.3758688099156162,0.9396720247890407,0.21986053044924012,1.055115350834291,0.8464659276052598,1.0559976301287346,1.1514291353732196,0.037625783436551735,0.12623476260572764,0.6982115187525613,1.0724980786393767,1.5301164692109173,0.2740286409562529,0.8464659276052598,1.0590993453530078,1.0528959149044617,1.0164001599457688,1.0922641936409416,1.1514291353732196,1.064532253306425,1.033390754827563
622,0.0005481640764900542,0.05,0.02,1536,702,717,0.45703125,0.466796875,0.009765625,17.836827200000698,0.30427940720606855,0.529533246376047,1.3238331159401178,0.18663439136172127,0.6438847032509076,0.05883906487988567,0.8312091758807729,1.1697632991608111,0.167762628085004,0.5724921277367853,0.0017741297105538863,0.6847445635400236,1.374392891897522,-4.154798714481387,1.1697632991608111,0.7848914547393959,0.8702072137539385,0.642059059996054,1.0295019644259416,0.05883906487988567,0.9976416991453836,0.7922111380076075
667,0.0006199714893614372,0.05,0.02,1536,544,603,0.3541666666666667,0.392578125,0.038411458333333336,15.332128199996077,0.214995973312298,0.5020950417657379,1.255237604414345,0.07132483706718197,0.7908138091121666,0.6894407203189092,1.203173336824403,1.5820330404021483,0.16083620722169317,0.5097666487353116,0.423277585642655,1.166600321348258,4.622128879597917,0.7737977520295161,1.2114666138648615,1.1948800597839446,0.8941122785028788,0.6894407203189092,1.2229526425665351,1.3424695760186838,1.144795571214984,1.5820330404021483
602,0.0005431300903777636,0.05,0.02,1536,407,409,0.2649739583333333,0.2662760416666667,0.0013020833333333333,11.58222029999888,0.9504757526999634,0.29422866963011884,0.7355716740752972,0.9429042244611711,0.3816923173804474,0.020344468142418467,1.0282210053266823,1.4521096897882548,0.05518175621489465,0.16674153465132216,0.0003762442192954384,1.0229275199907284,2.1640049081249426,-4.0937225978398075,1.4521096897882548,0.7664319495325091,1.2148830383735854,0.6474372866259939,1.0439811530411591,0.020344468142418467,1.0124608576122054,1.057590604397888
312,5.968259867428216e-07,0.05,0.02,1536,326,346,0.21223958333333334,0.22526041666666666,0.013020833333333334,10.474192699999548,0.4467942505966484,0.7226664505177126,1.8066661262942816,0.018293709442082137,0.5764265006822107,0.743768704276524,1.7320906192731536,182.2079420332423,0.26099745544310476,0.7032929304316232,0.552903863427596,3.940346129965443,41634.20043376352,9.501452222353294,4.104718133795194,0.9251680887076938,182.2079420332423,0.743768704276524,2.8113147196610218,1.9590661212753744,1.0839601660767426,1.5051151172709327
