canonical_index,state,lepton,retained_component_count,polarization_cluster_number,detail_id,selected_observable,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,qOut,theta_p_out,theta_gamma_out,phi_p_out,phi_gamma_out,helicity_mechanism,full_chain_flip_to_conserving_ratio,helicity_flip_fraction,helicity_conserving_fraction,full_chain_longitudinal_to_transverse_ratio,virtual_photon_transverse_fraction,virtual_photon_longitudinal_fraction,helicity_interference_relative,virtual_photon_interference_relative
14,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_53,dGHZ,2.696491960994761e-08,0.9999999999999998,2.2615246193567384,0.8800607959209994,4.999993957129501,2.0355189740719957,0.0004723665312797175,3.141592653589793,5.496559370547326,2.1019325153151276,helicity_flipping,1.7855299730753735e+19,1.0,5.60057806410056e-20,1.7763874065822543e-14,0.9999999999999823,1.7763874065822227e-14,3.6006309998449905e-11,2.505686606404667e-08
15,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_55,dGHZ,2.7061397378034554e-08,1.0,2.3605510139646575,0.7810450125864965,4.995550035436587,2.0651043330476893,7.318971689174805e-05,3.141592653589793,5.216379199331546,5.589779102843781,helicity_flipping,1.0973229649150306e+19,1.0,9.113087322267363e-20,3.4913193903173564e-14,0.999999999999965,3.4913193903172346e-14,-1.4475396149908019e-12,-1.1070255332098983e-09
16,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_56,dGHZ,2.7073480765066444e-08,1.0,2.360170699707704,0.7814303806011509,5.0,2.070500471492249,7.669903939428206e-05,3.141592653589793,0.19292080486053517,4.883562228177068,helicity_flipping,8.375527194350138e+18,1.0,1.1939546929948097e-19,4.634304516047908e-14,0.9999999999999536,4.6343045160476935e-14,-3.063451378868311e-12,-2.369765875739327e-09
17,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_60,dGHZ,2.7479612237504886e-08,1.0000000000000002,2.3243577172667327,0.8172232007227426,5.0,2.100301528134383,5.434724027192569e-05,3.141592653589793,3.14933054739594,3.363974385797906,helicity_flipping,4.835788178234618e+18,1.0,2.0679152252799173e-19,9.409267189075044e-14,0.999999999999906,9.40926718907416e-14,-3.254004043313128e-11,-2.7591044495466757e-08
18,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_66,dGHZ,2.7866230118713646e-08,0.9999999999999998,2.5600685987799294,0.581538660846326,5.0,1.9251486189941822,3.141592653589793,3.141592653589793,3.1428147372383943,0.229157800577658,helicity_flipping,1.3617333639399928e+24,1.0,7.343581544529643e-25,1.8737965909219924e-27,1.0,1.8737965909219924e-27,1.229838125075341e-13,9.779044673473449e-18
19,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_67,dGHZ,2.8068890112279643e-08,1.0000000000000002,2.235145020127576,0.9064264425338591,4.9998516132767215,2.0348237118820056,0.018485080949282303,3.141592653589793,0.0794118437627106,3.1225002501920724,helicity_flipping,1.5303033269604006e+16,1.0,6.534652198569499e-17,2.058844081215549e-11,0.9999999999794117,2.0588440811731607e-11,2.2068391322621457e-09,1.5366611359638333e-06
20,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_73,dGHZ,2.9153902251502753e-08,0.9999999999999998,2.1495745149284264,0.9920075265189976,4.999970279232553,2.04247959958527,0.00012051210871511654,3.141592653589793,5.96763208492908,0.4331020896363542,helicity_flipping,3.5092515611480322e+19,1.0,2.8496104727039165e-20,9.100613818363352e-15,0.9999999999999909,9.10061381836327e-15,7.235500011171283e-11,5.1504129235326195e-08
21,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_87,dGHZ,3.197161336077152e-08,1.0000000000000002,2.4687294417643972,0.6728816340301618,4.490189153929359,1.4918466468522973,3.141592653589793,3.141592653589793,3.7259340369023892,6.276763521561338,helicity_flipping,1.5098630443456533e+24,1.0,6.623117267125254e-25,1.6771386098210163e-31,1.0,1.6771386098210163e-31,1.0347418676119148e-13,5.241645583395858e-18
22,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_89,dGHZ,3.216731146148695e-08,0.9999999999999999,1.9834493870689271,0.41264295827588443,5.0,0.12059598552424938,3.141592653589793,0.0,0.0,0.0,helicity_flipping,3.928129189009647e+21,1.0,2.545741119711285e-22,6.295271795082987e-28,1.0,6.295271795082987e-28,-2.607082050841768e-14,-2.5954809187991736e-14
23,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_92,dGHZ,3.3102698571216055e-08,0.9999999999999999,2.4281603290496516,0.857384065916997,4.9800900277242715,0.740299426227701,3.141592653589793,0.0,5.2321635853722395,5.855700585212833,helicity_flipping,1.9364442245233338e+23,1.0,5.164104327591235e-24,2.2825780056145682e-27,1.0,2.2825780056145682e-27,6.686708959980054e-14,6.686582529253248e-14
24,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_93,dGHZ,3.318507266969147e-08,0.9999999999999999,2.670918666177913,0.47067803141666426,4.989060883405464,2.0590999478251617,1.4349449562693846e-05,3.141592653589793,2.558476283333265,4.126370780028749,helicity_flipping,1.9775550731042465e+20,1.0,5.0567491828698374e-21,1.725745953069759e-15,0.9999999999999983,1.7257459530697562e-15,3.7859750486271775e-11,2.887068414654706e-08
25,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_97,dGHZ,3.457676019136269e-08,1.0000000000000002,2.363027025925328,0.7785395850779834,4.439701894551622,1.8008133029575004,3.2364670345380263e-06,3.141592653589793,0.07513042795216336,1.3453405142877213,helicity_flipping,1.5666052024305406e+21,1.0,6.383229153385487e-22,2.9795531830478576e-16,0.9999999999999998,2.979553183047857e-16,-3.9184106782233505e-13,-3.326056162525094e-10
26,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_102,dGHZ,3.6744986379898424e-08,0.9999999999999998,2.3754495580285453,0.7661544996682791,3.9962378151864133,0.09545422966812485,3.141592653589793,3.141592653589793,3.129588275937509,5.699874684265135,helicity_flipping,6.54790574966504e+21,1.0,1.5272058551715643e-22,1.763019604049869e-26,1.0,1.763019604049869e-26,5.461950976840345e-13,-1.304996090781707e-18
27,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_103,dGHZ,3.69193379616975e-08,1.0000000000000002,2.364632294444131,0.7769669648898764,4.999953356330997,2.28859174613313,3.049180447936556e-05,3.141592653589793,6.119987787958055,1.175410455000401,helicity_flipping,2.397542217990238e+17,1.0,4.1709380235158456e-18,5.505318225031849e-12,0.9999999999944946,5.50531822500154e-12,-3.218859960807808e-11,-5.498794625677489e-08
28,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_106,dGHZ,3.859067691210877e-08,1.0000000000000002,2.144176359332081,0.9973926499441674,4.078774457528087,0.09660034131599467,3.141592653589793,3.141592653589793,0.014998683138181854,6.268192109413987,helicity_flipping,4.3391806053703127e+21,1.0,2.304582572023776e-22,3.5711170435116023e-26,1.0,3.5711170435116023e-26,-7.936756340503856e-12,2.2275313883576176e-17
29,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_107,dGHZ,3.865115764825934e-08,0.9999999999999998,2.4205789098459722,0.7210263115722366,3.9792790888028025,0.7448514486512792,3.141592653589793,3.141592653589793,1.056243956954112,5.382605846146099,helicity_flipping,5.502828127184101e+23,1.0,1.817247380596854e-24,7.558238142817906e-28,1.0,7.558238142817906e-28,1.1029005174531588e-13,1.0850522819134944e-18
30,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_118,dGHZ,4.431591162339355e-08,0.9999999999999996,2.3993314852587684,0.7422813607610927,3.9381380611426984,1.4999486331149063,2.9117548774765387,3.141592653589793,6.2425162193786194,4.5695357768297935,helicity_flipping,3.2295957723739692e+16,1.0,3.096362735404911e-17,1.2265687653369845e-11,0.9999999999877343,1.2265687653219399e-11,-5.522372201208178e-10,-4.25648130590382e-07
31,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_124,dGHZ,4.804382895718766e-08,1.0000000000000002,2.369049804427841,0.7725211703554823,3.806741884552361,1.3248451357605002,3.141370919291076,3.141592653589793,3.170270004634908,0.7601814863957612,helicity_flipping,4.6760046543488824e+16,1.0,2.1385778542156876e-17,5.046944008525806e-12,0.9999999999949531,5.046944008500335e-12,1.434225266079461e-10,8.205203639253506e-08
32,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_128,dGHZ,5.13614754273766e-08,1.0,2.5301822780292,0.6114068612349616,3.889965601269294,1.4758700804781735,3.141451826064068,3.141592653589793,0.0023382371255457287,5.84286770228204,helicity_flipping,1.0133426742149038e+23,1.0,9.868330086609239e-24,4.708509056120286e-18,1.0,4.708509056120286e-18,-1.2804619745032743e-12,-1.046413656914157e-09
33,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_131,dGHZ,5.317484916678379e-08,1.0,1.8802170919454146,0.309412629813594,4.420552331904103,0.10553251394218247,3.141592653589793,0.0,3.4067759675271496,1.454308295359371,helicity_flipping,5.047065008726235e+21,1.0,1.9813495531978048e-22,9.452454526591682e-26,1.0,9.452454526591682e-26,2.522201521997339e-13,2.520969492347859e-13
34,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_132,dGHZ,5.327944488082728e-08,1.0,2.752650508065828,0.38894583430713076,3.9956240269819903,0.511072986535176,3.141592653589793,3.141592653589793,5.8346484667050635,1.5623173783542446,helicity_flipping,7.637786115227244e+22,1.0,1.3092799207958019e-23,2.0998768196154687e-29,1.0,2.0998768196154687e-29,2.0977293293843453e-14,-5.124823240105785e-19
35,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_134,dGHZ,5.41282815279335e-08,1.0000000000000002,2.9154679475279868,1.3446609078492935,5.0,0.12059598552424938,3.141592653589793,0.0,2.5700996722576512,3.6839271140218597,helicity_flipping,3.9245444920466384e+21,1.0,2.548066411341671e-22,1.7796314390960774e-27,1.0,1.7796314390960774e-27,-2.6071030176593248e-14,-2.585348020601227e-14
36,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_143,dGHZ,7.748765246293095e-08,1.0000000000000002,2.2187554322352794,0.6479654809361977,4.7203035792344,1.4947133651333175,3.141592653589793,0.0,1.654368244214939,3.9231220867821737,helicity_flipping,1.31974639796589e+24,1.0,7.577213330843627e-25,4.8133760370052606e-29,1.0,4.8133760370052606e-29,-9.443267782939836e-15,-9.443404544261407e-15
37,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_154,dGHZ,9.735041564173864e-08,1.0,3.0190558732476216,1.4482597230475038,5.0,0.1206663649243978,3.141592653589793,0.0,0.11607595300376856,6.103815171432701,helicity_flipping,2.734606150210564e+21,1.0,3.6568337269445554e-22,2.9893517481379743e-23,1.0,2.9893517481379743e-23,1.8760473596214886e-12,1.8755485980892015e-12
38,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_156,dGHZ,9.982107055444756e-08,1.0,3.007564222625972,0.1340179811468529,5.0,2.031315730074009,0.058728369923490564,3.141592653589793,3.1289461301222805,3.8244670903407894,helicity_flipping,1.3495133803883726e+16,1.0,7.410078436659982e-17,1.7829848203523978e-11,0.9999999999821703,1.7829848203206075e-11,8.37585730834092e-09,5.7577476530018236e-06
39,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_158,dGHZ,1.0390359135191976e-07,0.9999999999999998,2.03317339144858,0.46236845544127453,4.044335306862175,1.0909236731503105,3.141592653589793,0.0,2.4094298296925483,3.2963348629801317,helicity_flipping,1.3059879306000648e+24,1.0,7.657038603262803e-25,9.781453976813453e-30,1.0,9.781453976813453e-30,-3.5315988361750176e-15,-3.5336097231814337e-15
40,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_161,dGHZ,1.1312189283740101e-07,1.0000000000000004,2.5224319010210583,0.9516225730941011,4.999280698635108,1.9053308587839641,3.141592653589793,0.0,5.609693077232003,5.70665746760905,helicity_flipping,1.7876626239652888e+24,1.0,5.593896670401143e-25,9.344033016271954e-29,1.0,9.344033016271954e-29,1.2921862128700532e-14,1.2920529028243615e-14
41,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_174,dGHZ,2.6708281101152607e-07,1.0,3.0976361130614447,0.04395419762311238,5.0,1.3516766081832903,3.141592653589793,3.141592653589793,3.144556846110582,3.6632307038676273,helicity_flipping,3.0468586129013043e+21,1.0,3.282068934100529e-22,1.6560846224144035e-27,1.0,1.6560846224144035e-27,-8.921603400354439e-12,-3.8579112356537043e-17
42,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_178,dGHZ,4.2305389062558497e-07,1.0,3.1136594175887677,1.542861306930545,4.999607952787978,0.12058583900055127,3.141592653589793,0.0,3.4625467997469928,3.3780087996684665,helicity_flipping,3.202922361032529e+21,1.0,3.1221487356865843e-22,1.0427586598577341e-23,1.0,1.0427586598577341e-23,-2.55007793668895e-13,-2.5287586235118576e-13
43,GHZ,electron,2,3,dghz_mixing_angles_polarization_03_local_minimum_181,dGHZ,5.4581997222553e-07,0.9999999999999999,3.045215810149557,1.4744085506707212,4.877898403508546,1.8169790468038585,3.141592653589793,0.0,4.569921515094438,2.759149215611186,helicity_flipping,1.7968416136271218e+24,1.0,5.565320796313206e-25,6.340510335917551e-30,1.0,6.340510335917551e-30,6.821237094827287e-16,6.856733514957273e-16
