detail_id,detail_source,selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,selected_concurrence,pair_delta_xy,kinematic_point,incoming_state,initial_spin_averaging_version,initial_component,ensemble_weight,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,weighted_abs2,fraction,decomposition_rank,retained_fraction_total
c_ep_TxTy_region_0,enhanced_cluster,C_e_p,C_{ep},TxTy,enhanced_region_0,0,9.6846427011297620e-01,3.0263311948129008e+00,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{y,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Ty",1.0000000000000000e+00,0,-1,-1,-1,3.8440566613629587e-02,-3.3556381787663674e-03,3.8586752508648459e-02,-8.7073464432923742e-02,1.4889374691636880e-03,1.4889374691636880e-03,3.1331528427090244e-01,1,9.9970523260077948e-01
c_ep_TxTy_region_0,enhanced_cluster,C_e_p,C_{ep},TxTy,enhanced_region_0,0,9.6846427011297620e-01,3.0263311948129008e+00,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{y,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Ty",1.0000000000000000e+00,7,1,1,1,-2.2826653812404256e-03,3.8378647465707100e-02,3.8446471132468574e-02,1.6302038237660819e+00,1.4781311425397393e-03,1.4781311425397393e-03,3.1104132222197334e-01,2,9.9970523260077948e-01
c_ep_TxTy_region_0,enhanced_cluster,C_e_p,C_{ep},TxTy,enhanced_region_0,0,9.6846427011297620e-01,3.0263311948129008e+00,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{y,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Ty",1.0000000000000000e+00,1,-1,-1,1,-2.9803294172613726e-02,2.5613950372208858e-03,2.9913159112271159e-02,3.0558599675450551e+00,8.9479708807605092e-04,8.9479708807605092e-04,1.8829105306403074e-01,3,9.9970523260077948e-01
c_ep_TxTy_region_0,enhanced_cluster,C_e_p,C_{ep},TxTy,enhanced_region_0,0,9.6846427011297620e-01,3.0263311948129008e+00,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{y,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Ty",1.0000000000000000e+00,6,1,1,-1,1.8107680834731394e-03,-2.9759980863694194e-02,2.9815018733174891e-02,-1.5100255073711983e+00,8.8893534205956946e-04,8.8893534205956946e-04,1.8705757304387294e-01,4,9.9970523260077948e-01
c_ep_TxTy_region_1,enhanced_cluster,C_e_p,C_{ep},TxTy,enhanced_region_1,1,9.6846049328644834e-01,2.9645328455015516e+00,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{y,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Ty",1.0000000000000000e+00,0,-1,-1,-1,-2.3117964820378624e-02,-2.9890708897350945e-03,2.3310402017556998e-02,-3.0130095647076423e+00,5.4337484222012535e-04,5.4337484222012535e-04,3.1459960934089409e-01,1,9.9934120220676537e-01
c_ep_TxTy_region_1,enhanced_cluster,C_e_p,C_{ep},TxTy,enhanced_region_1,1,9.6846049328644834e-01,2.9645328455015516e+00,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{y,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Ty",1.0000000000000000e+00,7,1,1,1,-2.0059435040373128e-03,-2.3030692067761392e-02,2.3117884558528208e-02,-1.6576757820987909e+00,5.3443658646143714e-04,5.3443658646143714e-04,3.0942459652951121e-01,2,9.9934120220676537e-01
c_ep_TxTy_region_1,enhanced_cluster,C_e_p,C_{ep},TxTy,enhanced_region_1,1,9.6846049328644834e-01,2.9645328455015516e+00,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{y,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Ty",1.0000000000000000e+00,1,-1,-1,1,1.7925762383298065e-02,2.2761288374340371e-03,1.8069690631194069e-02,1.2629941812716647e-01,3.2651371950706283e-04,3.2651371950706283e-04,1.8904277603590475e-01,3,9.9934120220676537e-01
c_ep_TxTy_region_1,enhanced_cluster,C_e_p,C_{ep},TxTy,enhanced_region_1,1,9.6846049328644834e-01,2.9645328455015516e+00,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{y,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Ty",1.0000000000000000e+00,6,1,1,-1,1.5979712587141284e-03,1.7865563859117799e-02,1.7936886132991211e-02,1.4815895034509379e+00,3.2173188414789239e-04,3.2173188414789239e-04,1.8627422030045526e-01,4,9.9934120220676537e-01
c_ep_TxTy_region_2,enhanced_cluster,C_e_p,C_{ep},TxTy,enhanced_region_2,2,9.6845613499744709e-01,3.0318905581106490e+00,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{y,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Ty",1.0000000000000000e+00,0,-1,-1,-1,1.7853056890562578e-02,-1.6358109374614508e-03,1.7927841971659121e-02,-9.1371248671499317e-02,3.2140751776078239e-04,3.2140751776078239e-04,3.1345852524754164e-01,1,9.9977345573067289e-01
c_ep_TxTy_region_2,enhanced_cluster,C_e_p,C_{ep},TxTy,enhanced_region_2,2,9.6845613499744709e-01,3.0318905581106490e+00,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{y,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Ty",1.0000000000000000e+00,7,1,1,1,-1.0825175508636460e-03,1.7822672028400727e-02,1.7855516863979758e-02,1.6314600311127117e+00,3.1881948247986538e-04,3.1881948247986538e-04,3.1093449678642565e-01,2,9.9977345573067289e-01
