detail_id,selected_observable,selected_observable_label,selected_spin_case,selected_region,qOut_regime,cluster_id,energy_band_cluster_id,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,theta_p_out,theta_gamma_out,phi_p_out,qOut,phi_gamma_out
max_c_e_gamma_mixing_angles_polarization_01_local_minimum_12,C_e_gamma,C_{e\gamma},mixing_angles,polarization_cluster_01_local_minimum_12,gradient_local_minimum,0,0,9.9999999931566896e-01,1.0000000000000000e+00,2.3619605535854014e+00,4.4387079597857114e-02,4.77875229784912,0.052777748569548734,3.141592653589793,3.165194337856122,1.851622541459941,3.2270393636787364
max_c_e_gamma_mixing_angles_polarization_01_local_minimum_19,C_e_gamma,C_{e\gamma},mixing_angles,polarization_cluster_01_local_minimum_19,gradient_local_minimum,1,1,9.9999999898436542e-01,1.0000000000000000e+00,2.3711341612736794e+00,6.3379299174492462e-02,4.2469887482701605,0.09556956811159961,3.141592653589793,3.1416944646884586,1.6038180986965558,0.4985164304956404
max_c_e_gamma_mixing_angles_polarization_01_local_minimum_21,C_e_gamma,C_{e\gamma},mixing_angles,polarization_cluster_01_local_minimum_21,gradient_local_minimum,2,2,9.9999999886946711e-01,9.9999999999999978e-01,7.6752079932832373e-01,1.0616966247614767e-01,4.803976393989135,0.12679895222885157,3.141592653589793,3.1404198654255637,1.6845134291189199,1.9044367653343266
max_c_e_gamma_mixing_angles_polarization_01_local_minimum_26,C_e_gamma,C_{e\gamma},mixing_angles,polarization_cluster_01_local_minimum_26,gradient_local_minimum,3,3,9.9999999875950341e-01,9.9999999999999989e-01,2.3893986452462603e+00,9.2292882763071959e-02,4.652227206687327,0.1350988062724024,3.141592653589793,3.141232711966044,1.8474386372907745,5.690710369405873
max_c_e_gamma_mixing_angles_polarization_01_local_minimum_29,C_e_gamma,C_{e\gamma},mixing_angles,polarization_cluster_01_local_minimum_29,gradient_local_minimum,4,4,9.9999999857892186e-01,9.9999999999999978e-01,2.3803430090057058e+00,1.0490133973316185e-01,4.702063927567046,0.13511773767796864,3.141592653589793,3.1425742949569484,1.7172125949475479,2.365148853896703
max_c_e_gamma_mixing_angles_polarization_01_local_minimum_35,C_e_gamma,C_{e\gamma},mixing_angles,polarization_cluster_01_local_minimum_35,gradient_local_minimum,5,5,9.9999999831878517e-01,9.9999999999999978e-01,2.3666166422197046e+00,3.3555980910044192e-02,3.395600954859039,0.08011463838717807,3.141592653589793,3.1392986593493557,1.2230792474241299,5.521546694802148
max_c_e_gamma_mixing_angles_polarization_01_local_minimum_39,C_e_gamma,C_{e\gamma},mixing_angles,polarization_cluster_01_local_minimum_39,gradient_local_minimum,6,6,9.9999999805919160e-01,1.0000000000000002e+00,2.4246900511471008e+00,1.2251251900973401e-01,4.780945729294928,0.19760870609795692,3.141592653589793,3.1415594633144557,1.921038196183218,3.347929728845346
max_c_e_gamma_mixing_angles_polarization_01_local_minimum_41,C_e_gamma,C_{e\gamma},mixing_angles,polarization_cluster_01_local_minimum_41,gradient_local_minimum,7,7,9.9999999780196247e-01,9.9999999999999967e-01,2.3707311647509801e+00,6.9329702902796761e-02,3.835581589386347,0.1113652450275671,3.141592653589793,3.144962949426349,1.277735376603008,5.150176095581709
max_c_e_gamma_mixing_angles_polarization_01_local_minimum_42,C_e_gamma,C_{e\gamma},mixing_angles,polarization_cluster_01_local_minimum_42,gradient_local_minimum,8,8,9.9999999772964265e-01,1.0000000000000002e+00,7.5401029662680463e-01,1.4280922102034030e-01,4.943626260928258,0.17736137734152468,3.141592653589793,3.1408273746871482,1.6929478258983233,4.584470147384373
max_c_e_gamma_mixing_angles_polarization_01_local_minimum_45,C_e_gamma,C_{e\gamma},mixing_angles,polarization_cluster_01_local_minimum_45,gradient_local_minimum,9,9,9.9999999746607116e-01,1.0000000000000000e+00,7.4259557566069634e-01,1.1383327717448263e-01,4.343838552536825,0.18112925390073736,3.141592653589793,3.139837542365238,1.6039410277324977,5.648301808815709
