canonical_index,state,lepton,retained_component_count,polarization_cluster_number,detail_id,selected_observable,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,qOut,theta_p_out,theta_gamma_out,phi_p_out,phi_gamma_out
1,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_0,dGHZ,2.2283461909263584e-08,1.0,0.7579927998177342,2.383595906448016,4.97052844768254,2.166671790035045,1.3011077852574285e-07,3.141592653589793,1.7421834669259215,3.7462699374552453
2,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_3,dGHZ,2.324334173144766e-08,1.0,0.8268566707627577,2.3147292387221077,4.999963413125502,1.1499748813214048,3.141592653589793,3.141592653589793,2.9810646762754267,2.6999542560048355
3,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_4,dGHZ,2.367139493067438e-08,0.9999999999999998,0.8123203648602715,2.3831047457203134,5.0,0.12059598552424938,3.141592653589793,0.0,0.0,0.43763543917635883
4,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_6,dGHZ,2.393293392547712e-08,1.0,0.8104084500755008,2.331173038386661,4.997364013667106,2.0299570021708746,0.14692582569777152,3.141592653589793,0.02858377007693308,0.8917557455504203
5,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_7,dGHZ,2.4114924757736163e-08,1.0,0.7879649667514662,2.353658433114927,4.999934983071986,2.0372390294250966,7.540419555792885e-07,3.141592653589793,1.4284833338814458,5.611485300963248
6,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_14,dGHZ,2.4676752957090714e-08,1.0,0.7530840269863363,2.3238894338356615,4.962634102156979,0.17693717890026178,3.141592653589793,0.0,0.22518310360942095,3.9353160716167888
7,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_21,dGHZ,2.5599617835765438e-08,0.9999999999999997,0.8892142713471153,2.252364466094214,5.0,1.8499453611772547,3.141533069830515,3.141592653589793,0.6150317187371837,4.374447586589985
8,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_26,dGHZ,2.59712095268054e-08,1.0,0.7742316771243268,2.3673691589329473,4.997286794696405,2.032857423675414,0.009798742779729834,3.141592653589793,4.436383543776653,6.385064676930254e-05
9,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_31,dGHZ,2.6257245772614148e-08,1.0000000000000002,0.72294087364388,2.418640653899002,4.999823902929661,1.9594513009633048,3.140934696428115,3.141592653589793,0.014477328650848638,3.7429799748546633
10,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_33,dGHZ,2.6331935027068843e-08,1.0,0.791166210783884,2.3504057108215783,4.993396508011479,2.0330104198409225,0.007326398523441268,3.141592653589793,2.5112839679801597,6.1575470752025065
