selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,size,max_concurrence,best_purity,best_kinematic_point,best_pair_delta_xy,s_min,s_max,theta_in_min,theta_in_max,phi_in_electron_min,phi_in_electron_max,qOut_min,qOut_max,phiOut_min,phiOut_max,Q2_min,Q2_max,xB_min,xB_max,t_min,t_max,W2_min,W2_max,y_min,y_max,theta_e_gamma_deg_min,theta_e_gamma_deg_max,pair_delta_xy_min,pair_delta_xy_max,abs_k_dot_qout_min,abs_k_dot_qout_max,abs_kp_dot_qout_min,abs_kp_dot_qout_max,best_s_regime,best_theta_in_regime,best_qOut_regime,best_electron_mass,best_s,best_sqrt_s,best_pIn,best_pOut,best_theta_in,best_phi_in_electron,best_phi_in,best_qOut,best_phiOut,best_Q2,best_xB,best_t,best_W2,best_y,best_theta_e_gamma_deg,best_k_dot_qout,best_kp_dot_qout,best_abs_k_dot_qout,best_abs_kp_dot_qout
C_e_p,C_{ep},TxTy,enhanced_region_0,0,25,9.6846090566041676e-01,1.0000000000000002e+00,high_s_high_theta_in_low_Egamma,2.9590671196274299e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,1.3744467859455343e+00,1.5707963267948966e+00,5.0000000000000000e-01,5.0000000000000000e-01,0.0000000000000000e+00,5.8904862254808616e+00,1.6486293551830403e+01,1.9550048149821166e+01,8.2724138078770459e-01,9.8738009813515337e-01,-1.8366389853259264e+01,-1.5161449288180517e+01,1.1297170626328636e+00,4.3227923051618715e+00,9.5817350748370289e-01,9.6575121676532083e-01,6.9213035242760114e+01,1.7565292434627293e+02,2.8880266577250060e+00,3.1192886661559367e+00,5.3556187366304228e-03,1.5378327159129810e+00,5.9778456519859602e-01,2.1943221864626397e+00,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7767758603713024e+00,1.5707949999999999e+00,1.3744467859455343e+00,4.5160394395353274e+00,5.0000000000000000e-01,6.8722339297276724e-01,1.8945298627191985e+01,9.5551595341283524e-01,-1.5693699199555713e+01,1.7618424048718833e+00,9.6081107205615368e-01,1.3983294274941517e+02,2.5245980152465319e-01,1.8782595153430548e+00,2.5245980152465319e-01,1.8782595153430548e+00
C_e_p,C_{ep},TxTy,enhanced_region_1,1,22,9.6846011338358196e-01,9.9999999999999956e-01,high_s_high_theta_in_low_Egamma,2.9590671196274299e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,1.5707963267948966e+00,1.7671458676442597e+00,5.0000000000000000e-01,5.0000000000000000e-01,1.6689710972195777e+00,3.1415926535897931e+00,1.7719999811318345e+01,1.9550048149821166e+01,8.9200524354144128e-01,9.8738009813515337e-01,-1.7017291747429923e+01,-1.5161449288180517e+01,1.1297170626328636e+00,3.0251980524844759e+00,9.5817350748370289e-01,9.6265526822888625e-01,1.0452826139108399e+02,1.7565292434627273e+02,2.8880266577250060e+00,3.1192886661559367e+00,5.3556187366304263e-03,8.9522765959361938e-01,1.2465816915378576e+00,2.1943221864626397e+00,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7767758603713024e+00,1.5707949999999999e+00,1.7671458676442597e+00,4.9087385212340520e+00,5.0000000000000000e-01,2.4543692606170260e+00,1.8945298627191985e+01,9.5551595341283524e-01,-1.5693699199555713e+01,1.7618424048718833e+00,9.6081107205615368e-01,1.3983294274941517e+02,2.5245980152465353e-01,1.8782595153430548e+00,2.5245980152465353e-01,1.8782595153430548e+00
C_e_p,C_{ep},TxTy,enhanced_region_2,2,33,9.6845329576159345e-01,9.9999999999999967e-01,high_s_high_theta_in_low_Egamma,3.0579673166781545e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,1.3744467859455343e+00,1.7671458676442597e+00,5.0000000000000000e-01,5.0000000000000000e-01,3.5342917352885173e+00,5.5959619142068187e+00,1.5337858393652830e+01,1.6887705664268996e+01,7.6833089875471050e-01,8.4840485809488653e-01,-1.9777762699900443e+01,-1.7925106523204960e+01,3.8973822804565712e+00,5.5045543622204640e+00,9.6458830183169220e-01,9.6812154935556149e-01,7.2521812553026113e+00,8.1577568021605373e+01,2.8958927409393151e+00,3.1131929831580276e+00,1.3291900070207729e+00,2.2190620478777623e+00,6.9035366700782950e-03,8.1048957755273909e-01,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2100487756413432e+00,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,5.0000000000000000e-01,4.4178646691106467e+00,1.5460227157335121e+01,7.7394092284250782e-01,-1.9616972530453669e+01,5.3955952423510523e+00,9.6801602308850798e-01,2.1666378865396503e+01,2.1397557831639769e+00,6.1383096604702272e-02,2.1397557831639769e+00,6.1383096604702272e-02
C_e_p,C_{ep},TxTx,enhanced_region_0,0,42,9.6843920425670105e-01,1.0000000000000007e+00,high_s_high_theta_in_low_Egamma,3.1192886661559367e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,1.4726215563702159e+00,1.6689710972195773e+00,5.0000000000000000e-01,5.0000000000000000e-01,3.9269908169872414e-01,2.7488935718910690e+00,1.8415958804160478e+01,1.9550048149821166e+01,9.3130309384962917e-01,9.8738009813515337e-01,-1.6311715853721861e+01,-1.5161449288180517e+01,1.1297170626328636e+00,2.2382840202183556e+00,9.5224263179524160e-01,9.5995849461819616e-01,1.2534424993778866e+02,1.7565292434627293e+02,2.9174182022263047e+00,3.1192886661559367e+00,5.3556187366304228e-03,5.8791723245167538e-01,1.6400387076710083e+00,2.1943221864626397e+00,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.6993440952737560e+00,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.0000000000000000e-01,1.4726215563702154e+00,1.9550048149821166e+01,9.8738009813515337e-01,-1.5172115014369759e+01,1.1297170626328636e+00,9.5948446709607227e-01,1.7565292434627293e+02,5.3556187366305096e-03,2.1943221864626397e+00,5.3556187366305096e-03,2.1943221864626397e+00
C_e_p,C_{ep},TxTx,enhanced_region_1,1,38,9.6843876651781946e-01,1.0000000000000000e+00,high_s_high_theta_in_low_Egamma,3.1131929831580276e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,1.4726215563702159e+00,1.6689710972195773e+00,5.0000000000000000e-01,5.0000000000000000e-01,3.6324665057131984e+00,5.7923114550561809e+00,1.5353445677485071e+01,1.6610487490391122e+01,7.6851165077352013e-01,8.3706483396609332e-01,-1.9777762699900443e+01,-1.8280876721186218e+01,4.1130852345262072e+00,5.5045543622204640e+00,9.5743640172671496e-01,9.6812154935556149e-01,7.2521812553026113e+00,7.5470548370176488e+01,2.9043055709160646e+00,3.1131929831580276e+00,1.5378327159129821e+00,2.2190620478777623e+00,6.9035366700782950e-03,7.0263810051554332e-01,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.0000000000000000e-01,4.6142142099600090e+00,1.5353445677485071e+01,7.6851165077352013e-01,-1.9777762699900443e+01,5.5045543622204640e+00,9.6812154935556149e-01,7.2521812553026113e+00,2.2190620478777623e+00,6.9035366700783132e-03,2.2190620478777623e+00,6.9035366700783132e-03
C_e_p,C_{ep},LL,enhanced_region_0,0,18,9.6563386049494404e-01,9.9999999999999967e-01,high_s_high_theta_in_high_Egamma,2.4940786783384752e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,0.0000000000000000e+00,6.1850105367549055e+00,1.8000000000000000e+00,1.8000000000000000e+00,0.0000000000000000e+00,6.1850105367549055e+00,1.5452450172233773e+01,1.6866429877982284e+01,7.8650506336996662e-01,8.4684573966773413e-01,-3.2181051471664701e+00,-2.9483186159467101e+00,3.9301818258972263e+00,5.0743750004291241e+00,9.5207314505079343e-01,9.6514673172603982e-01,1.6370616211580850e+02,1.7971543534114736e+02,1.6588279048108618e+00,3.0483844733968901e+00,1.0565271979512403e-07,1.0565272079432475e-07,6.2520658837953169e+00,6.8241624710605677e+00,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.1846406287587699e-01,1.5707949999999999e+00,8.8357293382212987e-01,4.0251655874119230e+00,1.8000000000000000e+00,8.8357293382212931e-01,1.6837240835118379e+01,8.4561664515561774e-01,-3.2125358942304549e+00,3.9538016158296254e+00,9.6487685127430600e-01,1.7772481795763886e+02,1.0565272057228015e-07,6.8123525760952504e+00,1.0565272057228015e-07,6.8123525760952504e+00
C_e_p,C_{ep},LL,enhanced_region_1,1,20,9.6563385684180703e-01,1.0000000000000004e+00,high_s_high_theta_in_high_Egamma,2.4940786783384752e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,1.6689710972195773e+00,3.3379421944391554e+00,1.0000000000000000e+00,1.8000000000000000e+00,1.6689710972195777e+00,3.3379421944391554e+00,1.5452450172233773e+01,1.7194409974897223e+01,7.8650506336996662e-01,9.1744637463495426e-01,-9.4645619763709483e+00,-2.9483186159467101e+00,2.4270307551991430e+00,5.0743750004291241e+00,8.9543634847759945e-01,9.6514673172604004e-01,1.4787281844759178e+02,1.7971543534114861e+02,1.6588279048108623e+00,3.0483844733968901e+00,5.8695955651444365e-08,1.0565272101636936e-07,3.7573739572801177e+00,6.8241624710605677e+00,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.1846406287587699e-01,1.5707949999999999e+00,2.2580197197676632e+00,5.3996123733574564e+00,1.8000000000000000e+00,2.2580197197676637e+00,1.6837240835118379e+01,8.4561664515561741e-01,-3.2125358942304563e+00,3.9538016158296245e+00,9.6487685127430622e-01,1.7772481795763903e+02,1.0565272012819094e-07,6.8123525760952504e+00,1.0565272012819094e-07,6.8123525760952504e+00
C_e_p,C_{ep},LL,enhanced_region_2,2,18,8.3779097498224042e-01,1.0000000000000002e+00,high_s_high_theta_in_mid_Egamma,3.0506435760504003e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,5.8904862254808599e-01,2.3561944901923439e+00,1.0000000000000000e+00,1.0000000000000000e+00,5.8904862254808621e-01,2.3561944901923448e+00,1.6715937296804888e+01,1.9129213037810842e+01,9.0462898748285203e-01,9.6580004857642443e-01,-1.0529562963890884e+01,-9.2011894996357881e+00,1.5572286798088963e+00,2.6421309565625730e+00,8.9543634847759945e-01,9.5980800388858012e-01,1.4787281844759178e+02,1.7698628218395910e+02,2.7205700468184890e+00,3.0960171817810380e+00,5.8695955429399760e-08,5.8695955929000121e-08,3.7573739572801172e+00,4.2998250956560291e+00,high_s,high_theta_in,mid_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.1583470628722106e+00,1.5707949999999999e+00,1.3744467859455343e+00,4.5160394395353274e+00,1.0000000000000000e+00,1.3744467859455345e+00,1.9059254303129755e+01,9.6414246074099996e-01,-1.0491054589085163e+01,1.5886790396854145e+00,9.5794192638849096e-01,1.7396099829361532e+02,5.8695955706955516e-08,4.2840999157181274e+00,5.8695955706955516e-08,4.2840999157181274e+00
C_e_p,C_{ep},LL,enhanced_region_3,3,24,7.1125300309021000e-01,1.0000000000000002e+00,high_s_high_theta_in_low_Egamma,3.0752855743575775e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,3.9269908169872458e-01,2.7488935718910685e+00,5.0000000000000000e-01,5.0000000000000000e-01,3.9269908169872414e-01,2.7488935718910690e+00,1.4592523637743799e+01,1.9524355371781205e+01,9.1483649205480622e-01,9.8736370101813964e-01,-1.5135711057552488e+01,-1.1312446281097785e+01,1.1297170626328619e+00,2.2382840202183552e+00,7.7296781642757584e-01,9.5823942065465595e-01,1.2534424993778866e+02,1.7565292434627293e+02,2.9174182022263047e+00,3.1192886661559367e+00,2.9347977714699880e-08,2.9347977964500060e-08,1.6400387076710083e+00,2.1943221864626397e+00,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7072627222700087e+00,1.5707949999999999e+00,1.8653206380689404e+00,5.0069132916587327e+00,5.0000000000000000e-01,1.8653206380689396e+00,1.9238076764428463e+01,9.8392914418709809e-01,-1.4913781564663838e+01,1.1940661771000585e+00,9.4748493840549153e-01,1.6692411579184554e+02,2.9347977853477758e-08,2.1621476292302910e+00,2.9347977853477758e-08,2.1621476292302910e+00
C_e_p,C_{ep},LTx,enhanced_region_0,0,29,5.6552116441034729e-02,1.0000000000000002e+00,high_s_high_theta_in_low_Egamma,2.9939513839384180e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,0.0000000000000000e+00,1.7671458676442597e+00,5.0000000000000000e-01,1.0000000000000000e+00,0.0000000000000000e+00,1.7671458676442586e+00,1.1091672769203644e+01,1.9560209352508704e+01,8.3792780045066939e-01,9.8778842565581648e-01,-1.5163505854495495e+01,-8.5985094448239394e+00,1.1216578788550451e+00,3.0251980524844773e+00,6.4145313961932160e-01,9.5958632883944883e-01,1.0452826139108399e+02,1.8000000000000000e+02,2.6869981573353900e+00,3.1415926535897931e+00,2.9347977603677577e-08,5.8695955706955516e-08,1.2465816915378576e+00,4.2840999157181274e+00,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7462896326196198e+00,1.5707949999999999e+00,8.8357293382212987e-01,4.0251655874119230e+00,5.0000000000000000e-01,8.8357293382212931e-01,1.7822715813510207e+01,9.6573495787843944e-01,-1.3816562526903677e+01,1.5122080902594321e+00,8.9431479634100897e-01,1.4908422163297672e+02,2.9347977825722182e-08,2.0030766726511278e+00,2.9347977825722182e-08,2.0030766726511278e+00
