lepton,kinematic_point,s_regime,theta_p_gamma_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,reference_name,search_stage,sample_id,alpha_e,alpha_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_trace,lepton_electron_alpha_e_mix_proton_alpha_p_mix_spin_signal_M2,lepton_electron_alpha_e_mix_proton_alpha_p_mix_cross_section_ratio,lepton_electron_alpha_e_mix_proton_alpha_p_mix_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M2_magic,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_out_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_lambda_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda_connected,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_gamma_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,lepton_electron_alpha_e_mix_proton_alpha_p_mix_F3,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_e,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_plus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_minus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_phase_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_abs,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_phase_rad,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_visibility,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_purity,local_minimum_id,dGHZ_above_global_minimum,within_polarization_cluster_cut,polarization_cluster_id,polarization_cluster_size,polarization_cluster_distance,polarization_cluster_representative,polarization_configuration,polarization_alpha_e_region,polarization_clustering_scheme,selected_observable,selected_observable_label,selected_spin_case,selected_spin_label,selected_concurrence_key,selected_concurrence,selected_purity,pair_delta_xy,scan_phi_p_out,scan_phi_gamma_out,cluster_id,energy_band_cluster_id,selected_region,detail_id,detail_source
electron,gradient_local_minimum_0008,gradient,gradient,gradient_local_minimum,0.00051099895,24.98351963804504,4.998351692112615,2.41116240338766,0.5610947232542554,0.0,0.0,3.141592653589793,0.0,1.672123357219725,3.141592653589793,4.054730027679435,3.141592653589793,1.2574048429190714,0.0,4.563052907691423,1.0,21.53860589835318,0.9237113998056393,-6.601741427419832,0.01844153909626889,0.008310450761702925,2.6587005719434718,0.9673820322281176,3.141592653589793,180.0,9.054237093408801e-08,7.468432326008732,9.054237093408801e-08,7.468432326008732,False,,gradient,5000001717,2.332037019127289,2.33202984376754,1.0,35684.26563854279,0.9976667898974527,1.0,0.25576221373970537,-1.4367490314359799e-05,1.4367490314248776e-05,-0.9999999999999997,-0.9999999997935749,0.0,1.874267124968688e-16,2.4275128767787647e-08,0.9999999998967871,0.9999999998967875,0.9999999998967875,1.1547005243639994,2.427600643016904e-08,0.9999999997935745,0.9999999997935742,0.9999999997935743,0.9999999997935743,6.959468460973211e-25,1.708152007632722e-27,6.9594687194868585e-25,6.9765499810495375e-25,3.4711937289620897e-25,-0.00038593779612220856,0.9951032353787826,6.959468460973211e-25,0.16666906436694154,0.5000071837451572,0.5000071837451572,0.16666427552001817,0.4999928162548428,0.4999928162548428,0.16666906436694154,8,1.992544520905457e-09,True,3,81,0.010179650470968346,True,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.332037, alpha_p=2.3320298",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.427600643016904e-08,1.0,nan,4.054730027679435,1.2574048429190714,0,0,polarization_cluster_04_local_minimum_8,dghz_mixing_angles_polarization_04_local_minimum_8,polarization_cluster_member
electron,gradient_local_minimum_0009,gradient,gradient,gradient_local_minimum,0.00051099895,24.444826517395658,4.944170963609132,2.383107543228541,0.8278787362566871,0.0,0.0,3.141592653589793,0.0,1.4326008822045726,3.141592653589793,3.1492824059465576,3.141592653589793,4.992480569844177,0.0,1.2681815601736273,1.0,21.547864121006526,0.946723954474808,-8.594403730037056,0.011467766168400426,0.004325083539191918,2.092430820535494,0.9658590315925466,3.141592653589793,180.0,7.848589023140562e-08,6.476730273969755,7.848589023140562e-08,6.476730273969755,False,,gradient,5000000150,2.3800639984753986,2.3800831418079946,1.0,9557.372977597808,0.9977208920821264,1.0,0.22642018439893488,3.8330369832750844e-05,-3.833036983263982e-05,-0.9999999999999998,-0.9999999985307825,0.0,0.0,2.426390899312736e-08,0.9999999992653911,0.9999999992653914,0.9999999992653914,1.1547005243704773,2.4308350027689875e-08,0.999999998530782,0.9999999985307821,0.9999999985307823,0.9999999985307823,9.047196867633878e-25,1.9205111956714718e-27,9.04719753442129e-25,9.066401979590592e-25,4.513996544625993e-25,-0.0005435357173625068,0.9957636016553129,9.047196867633878e-25,0.16666028186107434,0.49998083481508365,0.4999808348150835,0.16667305832404558,0.5000191651849164,0.5000191651849164,0.16666028186107434,9,2.024888118426291e-09,True,3,81,0.0114945258181352,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.380064, alpha_p=2.3800831",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.4308350027689875e-08,1.0,nan,3.1492824059465576,4.992480569844177,1,1,polarization_cluster_04_local_minimum_9,dghz_mixing_angles_polarization_04_local_minimum_9,polarization_cluster_member
electron,gradient_local_minimum_0010,gradient,gradient,gradient_local_minimum,0.00051099895,23.388430565823665,4.836158658049141,2.327114128775245,0.00012726545487402635,0.0,0.0,3.141592653589793,0.0,1.9490214443503011,2.711839084603682,6.245519731808237,3.141592653589793,2.0195503680759375,2.7204211386210923e-05,3.103927078222423,0.9090684519684016,18.14345829666862,0.832292721241099,-2.947817936667472,0.06632904003021735,0.04806222845075061,4.535757286941342,0.9684913698491332,3.141565449374326,179.99844131326878,1.0934752303626283e-07,7.597820289347711,1.0934752303626283e-07,7.597820289347711,False,,gradient,5000001410,2.4620393733343304,2.462017279913837,0.9999999999999998,1179286.6760900188,0.9558598887274686,0.9999999999999997,0.3992884492967194,-3.5081725351604476e-05,3.508172535132692e-05,-0.9999999999999993,-0.9999999987692719,0.0,1.4536663539566064e-09,2.4316490785826477e-08,0.9999999993846359,0.9999999993846362,0.9999999993846362,1.1547005235008445,2.439097294753011e-08,0.999999998769272,0.9999999987692718,0.9999999987692719,0.9999999987692719,1.9833685105095175e-18,1.853967019003098e-18,2.000575925117762e-18,3.837335529512615e-18,8.190816036145423e-20,0.6601207535756879,0.04269012169069171,1.9833685105095175e-18,0.20789107092307926,0.5000159460818263,0.5000159460818263,0.1254422682186689,0.4999840539181737,0.4999840539181737,0.20789107092307926,10,2.1075110382665243e-09,True,3,81,0.04836946438670237,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.4620394, alpha_p=2.4620173",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.439097294753011e-08,0.9999999999999997,nan,6.245519731808237,2.0195503680759375,2,2,polarization_cluster_04_local_minimum_10,dghz_mixing_angles_polarization_04_local_minimum_10,polarization_cluster_member
electron,gradient_local_minimum_0018,gradient,gradient,gradient_local_minimum,0.00051099895,25.0,5.0,2.4120155719830048,1.506853447837102,0.0,0.0,3.141592653589793,0.0,0.8590977117487878,3.141592653589793,0.5298035916835999,3.141592653589793,5.041780648294497,0.0,3.1090329369597254,1.0,22.826844157986745,0.9802192444258688,-14.696511246938396,0.004017938728691577,0.001020027736860534,1.3404881134323876,0.965478354432068,3.141592653589793,180.0,4.650208973444592e-08,4.065166502026731,4.650208973444592e-08,4.065166502026731,False,,gradient,5000000391,2.5703728830969723,2.5703846646631447,0.9999999999999998,499.695778425869,0.8274533646006713,0.9999999999999997,0.2669758535934095,2.590366839355651e-05,-2.590366839388958e-05,-0.9999999999999996,-0.9999999993289995,0.0,0.0,2.515224078661151e-08,0.9999999996644996,0.9999999996645,0.9999999996645,1.1547005238575987,2.5161189511475634e-08,0.999999999329,0.9999999993289992,0.9999999993289994,0.9999999993289994,3.1832718085523753e-24,5.473169661208335e-25,3.1832748380043598e-24,3.7305887746732086e-24,1.3179804506677553e-24,-0.00214408813499194,0.7065803980409003,3.1832718085523753e-24,0.16666235408029595,0.49998704816580325,0.49998704816580325,0.1666709858826451,0.5000129518341968,0.5000129518341969,0.16666235408029595,18,2.87772760221205e-09,True,3,81,0.09714168881971673,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.5703729, alpha_p=2.5703847",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.5161189511475634e-08,0.9999999999999997,nan,0.5298035916835999,5.041780648294497,3,3,polarization_cluster_04_local_minimum_18,dghz_mixing_angles_polarization_04_local_minimum_18,polarization_cluster_member
electron,gradient_local_minimum_0022,gradient,gradient,gradient_local_minimum,0.00051099895,24.891539234401,4.9891421341149425,2.4063951585941936,2.4063951559237076,0.0,0.0,3.141592653589793,0.0,0.2089572342473751,3.141592653589793,1.8755718744782974,0.0,0.06069643895480126,0.0,5.017164528068091,-1.0,21.151615906288963,0.9102695695067387,-23.162950611517317,0.001528970056350255,0.00026897019906018435,2.9648786583901376,0.9677222116362713,0.0,0.0,1.0056673650292938,1.2415116767972023e-08,1.0056673650292938,1.2415116767972023e-08,True,,gradient,5000001899,2.4937433512705987,2.21865300374564,0.9999999999999997,41.882445143521736,0.926215030627585,0.9999999999999993,2.348713446230154e-10,-1.53254914590506e-05,1.5325491458939577e-05,-0.9999999999999993,-0.9999999997651287,6.503535905665379e-17,5.1739477512288e-13,2.565945211863152e-08,0.9999999998825642,0.9999999998825647,0.9999999998825647,1.1547005235644614,2.5660527037544512e-08,0.9999999997651287,0.9999999997651283,0.9999999997651288,0.9999999997651288,1.213120651180933e-17,1.6460122631119941e-16,1.6460122950488834e-16,1.7673243282300873e-16,7.623501309338398e-17,3.141303196582859,0.8627167280578392,1.213120651180933e-17,0.16666411241754736,0.4999923372542705,0.4999923372542705,0.16666922091596117,0.5000076627457295,0.5000076627457295,0.16666411241754736,22,3.3770651282809283e-09,True,3,81,0.061199180959584036,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.4937434, alpha_p=2.218653",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.5660527037544512e-08,0.9999999999999993,nan,1.8755718744782974,0.06069643895480126,4,4,polarization_cluster_04_local_minimum_22,dghz_mixing_angles_polarization_04_local_minimum_22,polarization_cluster_member
electron,gradient_local_minimum_0029,gradient,gradient,gradient_local_minimum,0.00051099895,24.999404675051444,4.9999404671507275,2.41198475795311,0.1302196379624735,0.0,0.0,3.141592653589793,0.0,1.9613624671146654,3.1409533155923084,3.1261038533199463,3.141592653589793,0.3977306883138638,3.98044854031013e-05,6.267696506908581,0.9999997956234694,20.17945638635207,0.8629804737646638,-3.770054004974759,0.04617011006649426,0.02925056701251113,4.08383254644144,0.9694805598234362,3.1415528491043903,179.99771937098072,1.061679215652589e-07,8.204701296856518,1.061679215652589e-07,8.204701296856518,False,,gradient,5000001222,2.361684548055205,2.3617041233968545,1.0,466348.1528322514,0.999879185384558,1.0,0.2854441097671915,2.3375827031268948e-05,-2.3375827031157925e-05,-0.9999999999999996,-0.9999999994535703,0.0,2.814335433390006e-09,2.587850324094993e-08,0.999999999726785,0.9999999997267852,0.9999999997267852,1.1547005218134334,2.6036820078558334e-08,0.9999999994535699,0.99999999945357,0.9999999994535698,0.9999999994535698,5.702254784928081e-18,1.0064741013811903e-18,6.707951871029534e-18,6.708728886309272e-18,3.353587427874898e-18,0.7952405082174022,0.9997683569293362,5.702254784928081e-18,0.16672451298974908,0.49998831208893174,0.4999883120889318,0.1666088151345407,0.5000116879110682,0.5000116879110683,0.16672451298974908,29,3.75335816929475e-09,True,3,81,0.003279484809340401,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.3616845, alpha_p=2.3617041",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.6036820078558334e-08,1.0,nan,3.1261038533199463,0.3977306883138638,5,5,polarization_cluster_04_local_minimum_29,dghz_mixing_angles_polarization_04_local_minimum_29,polarization_cluster_member
electron,gradient_local_minimum_0030,gradient,gradient,gradient_local_minimum,0.00051099895,24.998618326033384,4.999861830694263,2.4119440559133705,0.011297207170960843,0.0,0.0,3.141592653589793,0.0,2.036545266584997,0.008509504038679425,1.7409808635024342,3.141592653589793,1.5896979026076599,4.746700286066519e-05,4.882573517091836,-0.9999637943889843,19.539144039770022,0.8347923584640768,-3.0411032601661407,0.06344539395712291,0.045219942416244156,4.746692889681112,0.9704470412325299,3.141545186584594,179.99728034093596,1.1023940249543784e-07,8.249020500039746,1.1023940249543784e-07,8.249020500039746,False,,gradient,5000000000,2.354784371886007,2.3547912970497795,1.0,1162178.8647310804,0.9999920767372699,1.0,0.001502062502906795,1.0799339994094215e-05,-1.0799339994149726e-05,-0.9999999999999997,-0.999999999883374,1.6774470701363953e-11,4.54169091972121e-09,2.5839423581354674e-08,0.9999999999416869,0.9999999999416872,0.999999999941687,1.1547005208290222,2.6235789493360746e-08,0.9999999998833744,0.9999999998833737,0.9999999998833737,0.9999999998833733,4.2418791225332298e-19,1.8682755084117838e-16,1.8696883812276148e-16,1.872517387534317e-16,9.334296874604561e-17,-3.086565059724458,0.9969783924832575,4.2418791225332298e-19,0.1664783386003161,0.5000053994716586,0.5000053994716586,0.1668549961778268,0.49999460052834127,0.49999460052834127,0.1664783386003161,30,3.952327584097161e-09,True,3,81,0.0007291880276442622,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.3547844, alpha_p=2.3547913",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.6235789493360746e-08,1.0,nan,1.7409808635024342,1.5896979026076599,6,6,polarization_cluster_04_local_minimum_30,dghz_mixing_angles_polarization_04_local_minimum_30,polarization_cluster_member
electron,gradient_local_minimum_0039,gradient,gradient,gradient_local_minimum,0.00051099895,25.0,5.0,2.4120155719830048,0.0021466171393975933,0.0,0.0,3.141592653589793,0.0,2.0320719964985305,0.009817477042468103,0.019634954084936207,3.141592653589793,3.4540770921477733,1.0381682956464891e-05,3.16122760767132,-0.999951808959328,19.58484750629459,0.8367537435414857,-3.085028550081618,0.06215176279550502,0.04396051369724244,4.700744788781411,0.9703813088299221,3.1415822719068367,179.99940517338234,1.0999400146260996e-07,8.249909588101417,1.0999400146260996e-07,8.249909588101417,False,,gradient,5000001448,2.4732875492575075,2.473293288182312,1.0,1036028.3482498183,0.9461486652475941,1.0,0.25516165212087694,1.5865978144014026e-05,-1.586597814423607e-05,-0.9999999999999996,-0.9999999997482703,2.725121989522129e-10,2.215683520228519e-10,2.643852958992499e-08,0.999999999874135,0.9999999998741353,0.9999999998741353,1.154700522829702,2.6442060626521577e-08,0.9999999997482703,0.99999999974827,0.99999999974827,0.99999999974827,1.7145514544514954e-16,3.103406059447799e-17,1.8778393666649538e-16,2.0248920603962754e-16,8.653933364668162e-17,0.6244006576415357,0.8547550295569405,1.7145514544514954e-16,0.16531986142288105,0.5000079326034251,0.5000079326034251,0.16801347187867968,0.4999920673965747,0.4999920673965747,0.16531986142288105,39,4.158598717257992e-09,True,3,81,0.05343876698817983,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.4732875, alpha_p=2.4732933",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.6442060626521577e-08,1.0,nan,0.019634954084936207,3.4540770921477733,7,7,polarization_cluster_04_local_minimum_39,dghz_mixing_angles_polarization_04_local_minimum_39,polarization_cluster_member
electron,gradient_local_minimum_0050,gradient,gradient,gradient_local_minimum,0.00051099895,24.99735574712058,4.999735567719616,2.4118787024119124,0.08142274610490532,0.0,0.0,3.141592653589793,0.0,2.0698154722382633,7.882905049226195e-06,2.993887672655685,3.141592653589793,4.741824418905438,3.230494765740468e-07,6.1354803266342195,-0.9999999999689299,19.18304828255687,0.8191693214672432,-2.7206241170627337,0.07422561840457796,0.0560815872715067,5.1144796807505335,0.9709825981383081,3.1415923305403166,179.99998149062841,1.1204337457826341e-07,8.23121219479064,1.1204337457826341e-07,8.23121219479064,False,,gradient,5000001311,2.2455923768472754,2.2455941512867947,1.0,1745742.022816779,0.9518623270432306,1.0000000000000002,0.0034557581216232034,3.517772217132009e-06,-3.5177722169099646e-06,-0.9999999999999996,-0.9999999999876248,8.241244789618552e-12,2.220548262242498e-13,2.6832678567262504e-08,0.9999999999938123,0.9999999999938125,0.9999999999938125,1.1547005228825111,2.6832682687639853e-08,0.9999999999876245,0.9999999999876246,0.9999999999876243,0.9999999999876243,9.65715761904271e-18,1.9449262757472312e-16,1.9465356375697867e-16,2.0414978519376585e-16,9.257867116009574e-17,-3.0826201850124013,0.9069680976859811,9.65715761904271e-18,0.16666581246094408,0.5000017588861083,0.5000017588861083,0.16666752086938094,0.4999982411138914,0.4999982411138914,0.16666581246094408,50,4.549220778376269e-09,True,3,81,0.04907118265388349,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.2455924, alpha_p=2.2455942",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.6832682687639853e-08,1.0000000000000002,nan,2.993887672655685,4.741824418905438,8,8,polarization_cluster_04_local_minimum_50,dghz_mixing_angles_polarization_04_local_minimum_50,polarization_cluster_member
electron,gradient_local_minimum_0059,gradient,gradient,gradient_local_minimum,0.00051099895,25.0,5.0,2.4120155719830048,0.0792932465512677,0.0,0.0,3.141592653589793,0.0,2.068973807909614,0.0008341897097653881,0.0772728368209946,3.141592653589793,3.20129017400325,3.324433032526011e-05,3.218865490410855,-0.9999996520637843,19.196562270262017,0.8196684210844395,-2.7301741196186775,0.07386604844209964,0.055709130622519504,5.103193704466181,0.9709685222710593,3.141559409252789,179.99809523979695,1.1199145788509668e-07,8.233194187314307,1.1199145788509668e-07,8.233194187314307,False,,gradient,5000001767,2.410585475994226,2.410585232103571,0.9999999999999999,1787091.4948124532,0.9882118275732249,0.9999999999999997,0.014085902409174364,1.1725377932259029e-05,-1.1725377932425562e-05,-0.9999999999999996,-0.9999999998625151,4.4518555026519645e-10,2.384071798959183e-09,2.715143184170184e-08,0.9999999999312574,0.9999999999312578,0.9999999999312577,1.1547005210698926,2.725988154011086e-08,0.9999999998625154,0.9999999998625149,0.9999999998625148,0.9999999998625145,1.8668514153671677e-16,1.3608952741330009e-17,1.8723623618595495e-16,2.0029409427804678e-16,8.708918904693155e-17,0.11255771122195111,0.8696131492128268,1.8668514153671677e-16,0.1665134811090926,0.5000058626853144,0.5000058626853144,0.1668198528698754,0.4999941373146855,0.4999941373146855,0.1665134811090926,59,4.976419630847275e-09,True,3,81,0.025217014739384074,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions,dGHZ,d_{\rm GHZ},mixing_angles,"alpha_e=2.4105855, alpha_p=2.4105852",lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,2.725988154011086e-08,0.9999999999999997,nan,0.0772728368209946,3.20129017400325,9,9,polarization_cluster_04_local_minimum_59,dghz_mixing_angles_polarization_04_local_minimum_59,polarization_cluster_member
