detail_id,selected_observable,selected_region,incoming_state,alpha_e,alpha_p,final_state_order,final_ket,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,fraction,decomposition_rank,retained_fraction_total
dghz_mixing_angles_polarization_04_local_minimum_8,dGHZ,polarization_cluster_04_local_minimum_8,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.3320370191272888e+00,2.3320298437675402e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,-4.1179521177761266e+01,1.2706941489403408e+02,1.3357540629150958e+02,1.8841878106704668e+00,1.7842389165941859e+04,5.0000718374515707e-01,1,9.9999999999999978e-01
dghz_mixing_angles_polarization_04_local_minimum_8,dGHZ,polarization_cluster_04_local_minimum_8,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.3320370191272888e+00,2.3320298437675402e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,4.1178929535701592e+01,1.2706758923854127e+02,1.3357348716193991e+02,1.2574048429188398e+00,1.7841876472600925e+04,4.9999281625484276e-01,2,9.9999999999999978e-01
dghz_mixing_angles_polarization_04_local_minimum_9,dGHZ,polarization_cluster_04_local_minimum_9,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.3800639984753986e+00,2.3800831418079946e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,1.9110376466483260e+01,-6.6435405989040333e+01,6.9129368994800856e+01,-1.2907047373350276e+00,4.7788696576193342e+03,5.0001916518491629e-01,1,9.9999999999999978e-01
dghz_mixing_angles_polarization_04_local_minimum_9,dGHZ,polarization_cluster_04_local_minimum_9,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.3800639984753986e+00,2.3800831418079946e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,-1.9109643972675325e+01,-6.6432859544174875e+01,6.9126719291302066e+01,-1.8508879162540364e+00,4.7785033199784730e+03,4.9998083481508349e-01,2,9.9999999999999978e-01
dghz_mixing_angles_polarization_04_local_minimum_10,dGHZ,polarization_cluster_04_local_minimum_10,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.4620393733343304e+00,2.4620172799138369e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,3.5071097111206916e+02,6.6322347321227517e+02,7.5024233463469932e+02,1.0843769407717023e+00,5.6286356067812396e+05,4.7729154588969402e-01,1,9.9999999999999978e-01
dghz_mixing_angles_polarization_04_local_minimum_10,dGHZ,polarization_cluster_04_local_minimum_10,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.4620393733343304e+00,2.4620172799138369e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,-3.5069892066135645e+02,6.6320007314354962e+02,7.5021601553862467e+02,2.0572160939523338e+00,5.6282406997064990e+05,4.7725805894519213e-01,2,9.9999999999999978e-01
dghz_mixing_angles_polarization_04_local_minimum_10,dGHZ,polarization_cluster_04_local_minimum_10,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.4620393733343304e+00,2.4620172799138369e+00,p_gamma_lepton,|+1+1-1>,3,-1,1,1,-7.1023784978052632e+01,-1.4749944081221872e+02,1.6370846976416911e+02,-2.0195501376057488e+00,2.6800463072525861e+04,2.2725994972981525e-02,3,9.9999999999999978e-01
dghz_mixing_angles_polarization_04_local_minimum_10,dGHZ,polarization_cluster_04_local_minimum_10,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.4620393733343304e+00,2.4620172799138369e+00,p_gamma_lepton,|-1-1+1>,4,1,-1,-1,-7.1021349088388376e+01,1.4749423833622811e+02,1.6370272559954151e+02,2.0195505184771871e+00,2.6798582368718784e+04,2.2724400192132045e-02,4,9.9999999999999978e-01
dghz_mixing_angles_polarization_04_local_minimum_18,dGHZ,polarization_cluster_04_local_minimum_18,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.5703728830969723e+00,2.5703846646631447e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,5.1129796739810418e+00,-1.4956998363417114e+01,1.5806782126347079e+01,-1.2414046588835506e+00,2.4985436118980553e+02,5.0001295183419681e-01,1,9.9999999999999978e-01
dghz_mixing_angles_polarization_04_local_minimum_18,dGHZ,polarization_cluster_04_local_minimum_18,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.5703728830969723e+00,2.5703846646631447e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,-5.1128472307339097e+00,-1.4956610927320400e+01,1.5806372678007545e+01,-1.9001879947040687e+00,2.4984141723606339e+02,4.9998704816580303e-01,2,9.9999999999999978e-01
