canonical_index,state,lepton,retained_component_count,polarization_cluster_number,detail_id,selected_observable,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,qOut,theta_p_out,theta_gamma_out,phi_p_out,phi_gamma_out
1,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_8,dGHZ,2.427600643016904e-08,1.0,2.332037019127289,2.33202984376754,4.998351692112615,1.672123357219725,3.141592653589793,3.141592653589793,4.054730027679435,1.2574048429190714
2,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_9,dGHZ,2.4308350027689875e-08,1.0,2.3800639984753986,2.3800831418079946,4.944170963609132,1.4326008822045726,3.141592653589793,3.141592653589793,3.1492824059465576,4.992480569844177
3,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_18,dGHZ,2.5161189511475634e-08,0.9999999999999997,2.5703728830969723,2.5703846646631447,5.0,0.8590977117487878,3.141592653589793,3.141592653589793,0.5298035916835999,5.041780648294497
4,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_22,dGHZ,2.5660527037544512e-08,0.9999999999999993,2.4937433512705987,2.21865300374564,4.9891421341149425,0.2089572342473751,3.141592653589793,0.0,1.8755718744782974,0.06069643895480126
5,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_29,dGHZ,2.6036820078558334e-08,1.0,2.361684548055205,2.3617041233968545,4.9999404671507275,1.9613624671146654,3.1409533155923084,3.141592653589793,3.1261038533199463,0.3977306883138638
6,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_30,dGHZ,2.6235789493360746e-08,1.0,2.354784371886007,2.3547912970497795,4.999861830694263,2.036545266584997,0.008509504038679425,3.141592653589793,1.7409808635024342,1.5896979026076599
7,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_39,dGHZ,2.6442060626521577e-08,1.0,2.4732875492575075,2.473293288182312,5.0,2.0320719964985305,0.009817477042468103,3.141592653589793,0.019634954084936207,3.4540770921477733
8,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_50,dGHZ,2.6832682687639853e-08,1.0000000000000002,2.2455923768472754,2.2455941512867947,4.999735567719616,2.0698154722382633,7.882905049226195e-06,3.141592653589793,2.993887672655685,4.741824418905438
9,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_59,dGHZ,2.725988154011086e-08,0.9999999999999997,2.410585475994226,2.410585232103571,5.0,2.068973807909614,0.0008341897097653881,3.141592653589793,0.0772728368209946,3.20129017400325
10,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_63,dGHZ,2.757179823234864e-08,0.9999999999999998,2.461208306592293,2.461193011513327,5.0,2.0573495762902976,0.0013235156985368507,3.141592653589793,6.283128908317929,2.7856326938949962
11,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_64,dGHZ,2.7685796935652706e-08,1.0000000000000002,2.244383139264344,2.244365678245796,4.988690785762345,2.0540328907904173,7.766755936973658e-05,3.141592653589793,5.813885085174913,2.1712568106567844
12,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_74,dGHZ,2.9320207043804888e-08,0.9999999999999998,2.1227554637459844,2.1227499842373594,4.99687651216178,2.034202662907078,0.009659363227066481,3.141592653589793,3.235295153052829,3.122949466097642
13,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_80,dGHZ,3.0215293700740134e-08,1.0,2.3404957098180295,2.340462690683831,4.914378471847936,2.1190107043935518,9.71376220056772e-06,3.141592653589793,5.326802709829758,2.2760315618263247
14,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_81,dGHZ,3.038265652576293e-08,1.0,2.3663813865350924,2.3663611357646275,4.721651492549309,1.8855380692045831,3.141478881133564,3.141592653589793,6.17497564290935,3.6432123894337325
15,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_82,dGHZ,3.043333391868301e-08,1.0,2.27635576932662,2.2763635144880414,4.688694482045194,1.812386609161899,3.141592653589793,3.141592653589793,3.1190604455359128,3.362180808546923
16,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_84,dGHZ,3.1032936341916354e-08,1.0,2.29036816717621,2.2903511341822727,4.370933900403905,0.7026886123561548,3.141592653589793,3.141592653589793,0.010081626171013346,3.684132134177758
17,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_85,dGHZ,3.109615327274358e-08,1.0,2.100876293878741,2.1008833273148553,4.998529619628945,2.0409459981414013,0.004988680787834528,3.141592653589793,1.0932742592277056,1.0280957534376054
18,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_88,dGHZ,3.2087818337210636e-08,1.0000000000000002,2.271787184428872,2.2717877154939083,4.7341095398494115,2.0572769043706662,1.0010164824184594e-06,3.141592653589793,2.4074932907448945,1.2935500942047693
19,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_91,dGHZ,3.290727435502985e-08,1.0,2.4970426872145106,2.2153472557664897,4.990460804126737,0.6911669920939338,3.141592653589793,0.0,4.192367076409564,1.9889990297061535
20,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_98,dGHZ,3.5639444570479696e-08,1.0,2.3614211345533622,2.361430520792301,4.406033039153813,1.725901799822549,3.141483827408845,3.141592653589793,2.8685635701091865,1.391283170518075
21,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_101,dGHZ,3.64201388774591e-08,1.0,2.1978900354695203,2.5144919541452766,4.966130227055908,0.8190283889657355,3.141592653589793,0.0,0.29094856994144663,6.1224086004473595
22,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_105,dGHZ,3.826251207331342e-08,1.0000000000000002,2.5411507426846627,2.541149542386069,4.5312381716834835,1.892581544884514,7.669903939428206e-05,3.141592653589793,4.866817111018122,5.924427972685362
23,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_108,dGHZ,3.930848287313631e-08,1.0,2.372604696538397,2.3726092530049057,4.378321062296591,1.8268925746288138,0.00015233650831382982,3.141592653589793,0.0020750085977016487,3.336005288827209
24,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_109,dGHZ,3.9374595905519295e-08,1.0,2.4147597995316015,2.4147771486400136,4.089600863715691,1.3585412703445807,3.141592653589793,3.141592653589793,3.1874476177023694,5.86465404206603
25,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_117,dGHZ,4.361671254696702e-08,1.0000000000000002,2.027339829087791,2.685044530104326,4.931348503781535,0.7848237948285428,3.141592653589793,0.0,3.608363803465439,5.613046422092614
26,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_119,dGHZ,4.463607066109866e-08,0.9999999999999998,2.099716999032197,2.6126800246149506,4.9929987985761795,1.014459597779327,3.141592653589793,0.0,4.045353783126774,0.35440947835767306
27,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_122,dGHZ,4.7709635599946436e-08,0.9999999999999999,2.3265008421940583,2.3264836964816933,3.8305409787076643,1.3544016356054138,3.141592653589793,3.141592653589793,3.1057283685219246,5.444210077534224
28,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_123,dGHZ,4.7782513835243644e-08,1.0000000000000002,2.382009804505193,2.3820131171607843,3.8759026766994946,1.4695136511401083,0.012489550868296426,3.141592653589793,6.2142352341959395,3.1592085548488975
29,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_125,dGHZ,4.8337685015924565e-08,1.0,2.1954112756510478,2.5169715916648205,4.828823765595288,1.0979175750668968,3.141592653589793,0.0,2.304082526961314,5.615981916421908
30,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_133,dGHZ,5.361870846933928e-08,1.0000000000000002,2.2324915542968817,2.4798937356143926,4.643121554783283,1.099013844341065,3.141592653589793,0.0,4.931152728965964,3.73044046554626
31,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_145,dGHZ,7.886649159976931e-08,1.0,2.464533876546308,2.2478416072727554,4.989558443240835,1.7022291467090602,3.141592653589793,0.0,2.6242261765600317,3.193936683418746
32,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_153,dGHZ,9.356679476355961e-08,1.0000000000000002,2.667474669242588,2.0449222710707415,4.6495420001624055,1.459972521765974,3.141592653589793,0.0,1.537921585977095,3.639577612766646
33,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_155,dGHZ,9.768845194236798e-08,1.0,2.3799220422942144,2.332491328866409,4.062776504665836,1.2271520870769252,3.141592653589793,0.0,4.192862235713046,0.18247457475517967
34,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_162,dGHZ,1.1445512659047996e-07,1.0000000000000002,2.254464014704691,2.457919688366339,3.7092846881010715,1.0651284086998296,3.141592653589793,0.0,0.14300132563397855,2.522340272685495
35,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_166,dGHZ,1.3556033912583565e-07,1.0000000000000002,1.8819764436478503,1.881987421953654,3.1966239607056908,1.1294590434524796,0.0006133288789190857,3.141592653589793,0.0013207343553626376,3.9369839084862592
36,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_169,dGHZ,1.7402472701875213e-07,1.0,2.28277756686822,2.429609712858467,4.104026975665099,1.5548626444205738,3.141592653589793,0.0,6.1306334995575105,0.2661080806269175
37,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_176,dGHZ,3.494108911839787e-07,1.0,3.045951910520414,1.6664366007449138,5.0,1.5971726719377886,3.141592653589793,0.0,3.3165026424941266,2.32512267150634
38,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_177,dGHZ,4.148713354003121e-07,1.0,3.1093625442278583,3.1093621435504453,4.999872324186688,2.0355701258204517,0.0023363813090141764,3.141592653589793,3.142770706506709,0.0168325008633673
39,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_183,dGHZ,1.0022833401677257e-06,1.0000000000000004,1.8447185778115784,1.8447094096894396,1.7443396883576514,0.4031701854937199,0.0007669903939428206,3.141592653589793,3.4496667784359007,6.281709275769791
40,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_184,dGHZ,2.621684253580141e-06,1.0,2.1744031913554833,2.5444445485836793,4.331864290356229,2.0455332813184284,0.0002992416381723569,3.125733959233217,8.420461862213741e-05,3.1415901444402583
41,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_186,dGHZ,7.141528590872557e-06,0.9999999999999998,2.222918163659298,2.495737074551938,4.875698051949316,2.3327182949471843,0.00017245807558103894,3.127910844277779,0.00043612487111441387,3.1415910712364314
42,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_205,dGHZ,2.583195258934599e-05,0.9999999999999998,2.5877528440650406,2.116264961890575,4.136445135593897,1.9390796380757498,0.0004516512863079027,3.123701568389497,3.1416215127334213,6.283166762333852
43,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_210,dGHZ,2.823265445912012e-05,1.0,1.9389370136175554,2.779874376029813,3.580678364721649,1.6266434613308463,0.0012042720370971352,3.1207179644008596,6.282267444625291,3.1416361859665245
44,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_221,dGHZ,4.541963753940962e-05,0.9999999999999999,1.989915954901995,2.68858581325529,1.6081096458826236,0.49577732813032144,0.0031836855155212246,3.121414755120749,3.1416144548223817,3.1415850179712317
45,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_228,dGHZ,5.434378078515203e-05,1.0000000000000004,2.7339947691288082,1.9650584808546419,3.1190153804639458,1.3810535776675346,0.0017959065916156509,3.1112520768797567,3.141698294658849,2.9954056437152116e-05
46,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_235,dGHZ,6.629467428488071e-05,0.9999999999999998,2.7359514290813105,2.003102728744181,1.6636313630807509,0.5308527572394902,0.003345975281363643,3.1199994661636525,4.1680206599914235e-06,6.2831562641805885
47,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_238,dGHZ,7.246262501793174e-05,1.0000000000000002,2.568397494727353,2.159018567330126,2.7528445183054133,1.1940165005761316,0.0005683254276180915,3.1278123584319615,0.00017341081544197917,8.596285982762293e-06
48,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_245,dGHZ,0.00011911764646821187,0.9999999999999998,2.9733430872500484,1.7395033937576891,4.865233770867531,1.9343956408354899,3.141592653589793,3.138628448156481,2.2417755727764095,4.57737042310572e-07
49,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_251,dGHZ,0.00013388891130485837,1.0,2.732029456921151,1.9494129699320248,2.245585516737428,0.8677024209825104,0.012395894632816432,3.0547134689886923,3.1415498212817585,6.283171576505252
50,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_252,dGHZ,0.00013756880666683733,1.0,2.8965136895479917,1.8140653616035676,3.732619730200785,1.6820523855440204,0.0,3.12412109763996,5.037156792494068,6.28317057776871
51,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_293,dGHZ,0.00029556479866859166,0.9999999999999997,2.6023938520778533,2.1130395604912913,3.2320724605572697,1.3517578971326403,0.004832039481839769,3.1396376726368342,6.281214451404249,0.0
52,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_297,dGHZ,0.0003066172552762728,1.0000000000000002,3.0107596244579513,1.6989406813540002,3.652758780896762,1.5999739138022429,0.005200948514024674,3.119432813580582,3.141074051444645,0.0
53,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_319,dGHZ,0.0004114746714470935,1.0,1.7049010061099252,3.0080190628019574,2.648949856316161,1.059981929518294,0.0037830782551555434,3.1153877742899603,0.003393237433870748,3.141536519138813
54,GHZ,electron,2,4,dghz_mixing_angles_polarization_04_local_minimum_336,dGHZ,0.0005585653758960648,1.0000000000000002,2.094956331085092,2.612143371443467,2.682091608054586,1.0668545052791831,0.005107419712881,3.1391684097299977,2.973991598859004,3.141594239642038
