lepton,kinematic_point,s_regime,theta_p_gamma_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,reference_name,search_stage,sample_id,alpha_e,alpha_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_trace,lepton_electron_alpha_e_mix_proton_alpha_p_mix_spin_signal_M2,lepton_electron_alpha_e_mix_proton_alpha_p_mix_cross_section_ratio,lepton_electron_alpha_e_mix_proton_alpha_p_mix_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M2_magic,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_out_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_lambda_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda_connected,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_gamma_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,lepton_electron_alpha_e_mix_proton_alpha_p_mix_F3,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_e,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_plus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_minus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_phase_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_abs,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_phase_rad,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_visibility,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_one_minus_C_e_gamma,optimization_run,start_source,screening_one_minus_C_e_gamma,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_one_minus_C_e_gamma,lbfgs_one_minus_C_e_gamma,final_one_minus_C_e_gamma,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_one_minus_C_e_gamma,local_minimum_verified,initial_C_e_gamma,lbfgs_C_e_gamma,final_C_e_gamma,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7,local_minimum_id
electron,gradient_local_minimum_0140,gradient,gradient,gradient,0.00051099895,7.001871747216515,2.646105014396918,1.156799782648978,1.1231247228105499,0.0,0.0,3.141592653589793,0.0,0.7905230745535526,0.22118427648769762,0.0003588787582845939,3.141592653589793,2.417228910813027,2.462463257383284,3.141951532348078,-0.9756383208262076,0.20137378980624743,0.04741135513932977,-0.06376072463963436,0.8556683444157439,1.4705911340934203,4.925844899536879,0.6937856288605555,0.6791293962065087,38.91124814590085,8.922084904217087e-08,0.06880662180415612,8.922084904217087e-08,0.06880662180415612,False,,gradient,1278001514,0.7399175087307173,3.0882888984872405,1.0000000000000002,65422426751.79734,0.9920760601735175,1.0000000000000002,0.08526677356884248,7.101563839484459e-06,-6.167795438494217e-06,-0.9999847259907761,-0.9999847259469752,0.0,0.9999999856071035,2.6027406415664414e-09,0.9999999856932726,1.6534428105865395e-05,0.9999999856932725,0.9999999934672075,1.4142000519562994,1.9092312761870818e-05,1.7233836580032857e-10,2.7338730601377267e-10,1.723381369814648e-10,2.0848387789122255e-06,1.9583513707564607e-06,2.538893137566242e-06,4.043190149668686e-06,5.172980627318989e-07,-1.44823193294315,0.25588609171611093,2.0848387789122255e-06,0.005607731047147129,0.01877566072342663,0.01877566072342663,0.2873667184375924,0.9812202960864236,0.9812202960864236,0.005607731047147129,1.4392896541259859e-08,1278,sobol_screened,0.39924470318228267,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,6,1644,693,87625.27566458358,0.39924470318228267,0.12330753157649799,1.4392896541259859e-08,45,31,False,1e-05,1.4375074131045551e-08,True,0.6007552968177173,0.876692468423502,0.9999999856071035,0.4453073050826788,0.012257037684321404,0.9721761420369148,0.639377380721271,0.14189375471323729,0.4212652323767543,0.13897706381976604,0.01903913263231516,0.41366103331692444,0.07040514187444312,1.0,0.6668193476974991,5.71173283516746e-05,0.3847139297405315,0.23552305798946857,0.9830328877801379,140
electron,gradient_local_minimum_0141,gradient,gradient,gradient,0.00051099895,12.972951915270107,3.6017984279065525,1.6787596333067123,1.6778076385132494,0.0,0.0,3.141592653589793,0.0,1.0235458537987216,0.03688482242950459,5.602735050677973,3.141592653589793,1.301985556470658,3.0471422361617186,2.4611423970881816,-0.9993198320558988,0.009817881345757451,0.0013308694171940234,-0.003831786393710666,0.9894645844995376,1.7706209054083168,8.247069440047309,0.6100204788023506,0.09445041742807589,5.411610291877624,7.960288272990113e-08,0.0029931270789064213,7.960288272990113e-08,0.0029931270789064213,True,,gradient,1590001296,2.3509503993793714,1.5568356652600124,1.0000000000000002,116907572128580.81,0.9999948513314045,1.0000000000000007,0.29428209420909834,1.4299873384970851e-05,-1.7957979282556824e-05,-0.999634363652866,-0.9996343633960691,1.7123285877608719e-09,0.9999999854804934,0.0,0.9999999866723032,6.90451989066143e-05,0.999999986672303,0.9999999940186122,1.4141571780614863,7.97265272398768e-05,2.383619523982361e-09,4.767239489121863e-09,2.383619301937756e-09,4.5546847803682124e-05,4.677308193179742e-05,5.0194874564201604e-05,9.231992973547954e-05,4.0349096964618326e-06,1.7233403541119392,0.08741145510016941,4.5546847803682124e-05,0.10641643223630992,0.9978646482805802,0.9978646482805804,0.00032925401683569816,0.002043031789684245,0.0020430317896842445,0.10641643223630992,1.4519506597032716e-08,1590,sobol_screened,0.5153691089295789,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,1522,702,74061.45810303655,0.5153691089295789,0.009128015688814606,1.4519506597032716e-08,38,24,False,1e-05,1.4519506597032716e-08,True,0.4846308910704211,0.9908719843111854,0.9999999854804934,0.5444604121148586,0.019351103343069553,0.8489638417959213,0.3877780335023999,0.6332322722300887,0.18525954987853765,0.7481506112962961,0.23854904621839523,0.6517176552012232,0.011740803629444935,1.0,0.5892132208906677,0.8917029781496202,0.20721743714655727,0.748330754050185,0.4955561834157806,141
electron,gradient_local_minimum_0142,gradient,gradient,gradient,0.00051099895,21.39293786901268,4.625250033134715,2.2175118575795567,2.217017388870752,0.0,0.0,3.141592653589793,0.0,1.6565477658724659,0.017032742030932305,6.227311833475957,3.141592653589793,2.276436051269767,3.0742836286936086,3.0857191798861674,-0.9998549463563494,0.00563871616969136,0.00036793461344130626,-0.0014262806483062672,0.9960357574553157,1.784518931836527,16.19952658739627,0.7470994671261723,0.06730902489618629,3.8565230496924583,9.753220098218662e-08,0.0021063152928935125,9.753220098218662e-08,0.0021063152928935125,True,,gradient,171000542,2.3512399306525,1.5474945797865631,1.0,1591983882722157.2,0.9999994148976975,0.9999999999999998,0.0040818062463401595,-9.005521618921097e-06,2.759090313053658e-06,-0.9993451075271151,-0.9993451075022681,0.0,0.9999999849526175,0.0,0.9999999850446608,1.3421951600962006e-05,0.9999999850446608,0.9999999949842059,1.414202592797941,1.549833450742557e-05,1.8408652380230706e-10,1.8014878477856655e-10,1.8408652380230706e-10,8.20471154592357e-05,8.323724658084225e-05,8.446583986013836e-05,0.00016528436204007796,1.8236588400993813e-06,-1.9031862986104229,0.022066925359305108,8.20471154592357e-05,0.3172020001605076,0.9995485893984477,0.9995485893984475,0.00016445743466036438,0.00028612623951217647,0.0002861262395121765,0.3172020001605076,1.5047382451172098e-08,171,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,807,189,260.02248689502545,0.9958289568566683,3.7386451812171373e-07,1.5047382451172098e-08,28,14,False,1e-05,1.4956708871416424e-08,True,0.00417104314333177,0.9999996261354819,0.9999999849526175,0.7366811288315372,0.40894407141508743,0.8137273478167295,0.5775168711001529,0.9042375395628299,0.776320409841063,0.5022134120347943,0.1919026155533998,0.9066523741797207,0.00542169017726393,1.0,0.733753255321605,0.9911074604723523,0.3623060501921787,0.7484229147167812,0.4925828235618939,142
electron,gradient_local_minimum_0143,gradient,gradient,gradient,0.00051099895,21.151801680644944,4.5991087919992655,2.2039006157154186,2.2015012984887523,0.0,0.0,3.141592653589793,0.0,1.713444311215694,0.03460911574104745,1.3459435888482878,3.141592653589793,4.69338456526452,2.986347456951942,4.487536242438081,-0.9994011643307172,0.026116688602998206,0.0016564728574215816,-0.005811853351291455,0.9841580290594161,1.759308771023596,16.620172554363858,0.7777465647092043,0.1552451966378512,8.894894557027431,1.015051318553617e-07,0.010152519130985693,1.015051318553617e-07,0.010152519130985693,True,,gradient,515001901,2.353940535432345,1.5522499587177472,0.9999999999999999,80641518580110.88,0.9999869292026148,0.9999999999999999,0.16258060765330593,7.455956669411012e-05,-7.493274137476691e-05,-0.999852610595618,-0.9998526050086654,0.0,0.999999984663966,0.0,0.9999999964504327,0.00021640709278973946,0.9999999964504327,0.9999999948879887,1.414036866917631,0.00024988538420353377,2.357293316102016e-08,4.68320298097069e-08,2.357293316102016e-08,1.849304222482487e-05,1.8446206021305866e-05,2.0940813494498512e-05,3.693924824613074e-05,2.4711893714331433e-06,-1.5613197352607135,0.1337974912194913,1.849304222482487e-05,0.6355018480957768,0.9954009834799402,0.9954009834799403,0.00327865182522829,0.004562077271813745,0.004562077271813744,0.6355018480957768,1.5336033998281096e-08,515,latin_hypercube,nan,True,False,2,ABNORMAL: ,9,2075,1197,91469.46560207415,0.9380876477225034,0.08513376979171294,1.5336033998281096e-08,42,28,False,1e-05,2.1844945963245266e-08,True,0.06191235227749654,0.9148662302082871,0.999999984663966,0.9403327460508125,0.42103877786876565,0.9062098416541644,0.5009837762589928,0.36420781275566755,0.49429143646500123,0.043558198276308094,0.16087971417172967,0.9001407717467662,0.011016423692454452,1.0,0.765786750590726,0.21421357528805063,0.7469753533930547,0.749282543916881,0.4940965076882399,143
electron,gradient_local_minimum_0144,gradient,gradient,gradient,0.00051099895,15.143595683149563,3.89147731371385,1.8326910630507003,1.687665387091384,0.0,0.0,3.141592653589793,0.0,1.176212263077987,2.613068394645749,6.283169756967539,0.8839877187288129,3.513040615808298,0.4344193369331991,1.581443501347105,-0.9108909083538239,5.483521611081292,0.40196000161003415,-11.532475792360074,0.006541171407807352,0.001996482643087811,9.038280765665828,0.9564074676510286,1.0924834330219235,62.59468990011937,3.5224620456876066,0.49798495504814533,3.5224620456876066,0.49798495504814533,False,,gradient,922001377,3.0860307161000744,1.510051567184925,0.9999999999999999,8.826636383881989e-06,0.01229785633751831,0.9999999999999999,0.5777835882833967,5.495883132955459e-05,7.891829448458676e-05,0.7724542076475838,0.7724542033103265,9.271292888605689e-05,0.9999999845301395,9.269248806333303e-05,0.9999999949415881,0.00019044009776381077,0.9999999949414249,0.9998763921864269,1.4140580723724971,0.0002199012813074656,1.2227209800208527e-08,1.907984631028763e-08,1.2230673213317766e-08,0.24356489098564796,0.19952293450389083,0.2507613154480235,0.4430878254895388,0.029217402703254094,0.717131768925481,0.1318808643454543,0.24356489098564796,0.04902954835393702,0.11520453824445068,0.11520453824445069,0.1589929571028173,0.4417076362660107,0.44170763626601056,0.04902954835393702,1.5469860503714017e-08,922,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38,1443,783,0.01147204102917347,0.893451017316945,2.935149385763225e-07,1.5469860503714017e-08,29,15,False,1e-05,1.6186279649943458e-08,True,0.10654898268305504,0.9999997064850614,0.9999999845301395,0.9968746640998077,0.7350697781963217,0.3849884291166026,0.5424026213380304,0.9981932336823502,0.9793070893842579,0.8594537965746161,0.24066081516116455,0.7238746628897541,0.8317655032901491,0.2813820301364372,0.6229883399477406,0.9999975251068866,0.5591177792884866,0.9823140860014967,0.48066434248228823,144
electron,gradient_local_minimum_0145,gradient,gradient,gradient,0.00051099895,24.039110866379893,4.9029695967219595,2.361759147038504,2.3613455570496966,0.0,0.0,3.141592653589793,0.0,1.8194572309401333,0.014191400088123363,5.884321917407751,3.141592653589793,1.5251492786595031,3.079805545036334,2.7427292638179637,-0.9998993037717698,0.00489217221822047,0.0002741847876071142,-0.0011231748345534329,0.996873942563443,1.7862825892630043,18.717561773124828,0.7704306984095348,0.061787108553458855,3.5401405484298616,1.0058107235977332e-07,0.0018845992729062955,1.0058107235977332e-07,0.0018845992729062955,True,,gradient,619001049,2.3523060016555517,0.019210164258379982,0.9999999999999997,2974444057741258.0,0.9999996496672656,0.9999999999999994,0.29053574498477397,-1.241572483179354e-05,6.0799637693342845e-06,-0.9992179195589377,-0.9992179194834505,0.0,0.9999999843396024,0.0,0.9999999846870318,3.727892324572775e-05,0.999999984687032,0.9999999947798676,1.4141831135139504,4.304599207559769e-05,6.948588371358255e-10,1.389718118360861e-09,6.948592812250354e-10,0.0001059819549278142,8.796140589286972e-05,0.0001065184914945177,0.00019394336082068393,9.546811084175737e-06,-0.33685325770114455,0.09844947559718245,0.0001059819549278142,0.0003007303123776974,0.002586704176002531,0.0025867041760025316,0.07950995683460149,0.997219352463177,0.997219352463177,0.0003007303123776974,1.5660397645334e-08,619,latin_hypercube,nan,True,False,2,ABNORMAL: ,19,1332,900,44731.19328922154,0.9368691713028099,6.199455065847292e-05,1.5660397645334e-08,23,9,False,1e-05,1.565909335532467e-08,True,0.0631308286971901,0.9999380054493415,0.9999999843396024,0.8080547253956576,0.9703317134376502,0.6355444490081661,0.5230031871974999,0.5378181293877214,0.4368408578287887,0.22713189076299972,0.7773758290050018,0.9758303973869454,0.0045172629468391845,1.0,0.7583314288449827,0.936518919899423,0.24273504665169846,0.7487622556564264,0.006114785198656856,145
electron,gradient_local_minimum_0146,gradient,gradient,gradient,0.00051099895,9.02454026675732,3.0040872601769273,1.355602424934537,1.2308677724187178,0.0,0.0,3.141592653589793,0.0,1.025285912441238,0.339091294483754,6.283114239035763,3.141592653589793,4.642419527281097,1.8903873956384967,3.1415215854459695,-0.9430573178090795,0.8018887884157998,0.12617259935677422,-0.19539425466767968,0.6568942273284479,1.0420874914136384,6.433445963964792,0.7803226477675295,1.2512052579512964,71.68878058518678,9.874671502707599e-08,0.30324736562080135,9.874671502707599e-08,0.30324736562080135,False,,gradient,1563001558,0.9120681655513717,1.4939201089902612,0.9999999999999999,5297026215.3422,0.9368427600622077,1.0000000000000002,0.204024144605979,-9.947059939063863e-06,9.528198225305928e-06,-0.9999972153221748,-0.9999972152273973,0.0,0.9999999841009239,4.468576530385412e-09,0.9999999841115387,6.515949124795641e-06,0.9999999841115385,0.9999999917212571,1.4142082308906185,7.523969842767887e-06,2.1229462632277318e-11,4.245757302874888e-11,2.122899857489126e-11,5.524407594401122e-07,2.3650855394258354e-07,5.540022774327023e-07,7.889493133826958e-07,1.5952762074135452e-07,-0.14003140334087966,0.4044052464089602,5.524407594401122e-07,0.6254214909210456,0.9430241545647378,0.9430241545647378,0.037965190002893556,0.05697505648594911,0.05697505648594912,0.6254214909210456,1.5899076055703176e-08,1563,sobol_screened,0.5077361108188656,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,6,1612,765,1.9872090794890314,0.5077361108188656,0.1439787961726302,1.5899076055703176e-08,39,25,False,1e-05,1.589161824355756e-08,True,0.49226388918113434,0.8560212038273698,0.9999999841009239,0.4795726267620921,0.12130124773830175,0.8998732464388013,0.4351173499599099,0.02483498491346836,0.8844157345592976,0.26610340271145105,0.4580827793106437,0.5028319357426162,0.10793611135303799,1.0,0.7436021880910632,0.9999886891536142,0.7388640156731268,0.2903203139685159,0.4755295398603662,146
electron,gradient_local_minimum_0147,gradient,gradient,gradient,0.00051099895,6.897377668579541,2.626285907623071,1.1456356129457623,0.9967979022001914,0.0,0.0,3.141592653589793,0.0,0.6598830139186274,0.6182184355873604,3.1414301016724675,3.141332495193951,3.141859211037691,1.8286717066906184,6.283022882735798,-0.8147615047922105,1.020171355812028,0.26168709491453324,-0.4323569660901623,0.4499373538969291,0.6440335383780211,3.758112328977224,0.6478467871830285,1.313181105271081,75.2397350683576,1.0078563428272957e-07,0.29390729564650303,1.0078563428272957e-07,0.29390729564650303,False,,gradient,1764000990,0.5827311731028884,1.6854029991990447,0.9999999999999999,555582781.221732,0.8447809409362979,0.9999999999999999,0.20822850723053743,-2.801434644816858e-07,-0.0001357332679462822,-0.07309569474396715,-0.07309569478199195,4.483953430899916e-05,0.9999999833431504,4.475245831481334e-05,0.999999985201505,8.621418854484778e-05,0.9999999852012388,0.9999402666752825,1.4141431601763157,9.955156836278439e-05,1.7061253521077901e-09,3.4195199441795446e-09,1.7133941744782654e-09,0.1729347642487754,0.05883283159972999,0.17293477446153938,0.2317675958485054,0.05705097653728668,-0.000598349745308434,0.49231193280857066,0.1729347642487754,0.005008027569251391,0.5167840240512227,0.5167840240512227,0.07223258648533352,0.251448380100272,0.2514483801002718,0.005008027569251391,1.6656849566309972e-08,1764,sobol_screened,0.5638023686077933,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,1082,297,4.023007377565968,0.5638023686077933,0.016687657006790535,1.6656849566309972e-08,36,22,False,1e-05,1.6594271734504673e-08,True,0.43619763139220674,0.9833123429932095,0.9999999833431504,0.3498446410521865,0.3000362366437912,0.9720138218253851,0.5574471289291978,0.39686409290879965,0.45977120380848646,0.2631003502756357,0.4649337437003851,0.40872423084381765,0.19678503986853385,0.9999171890106298,0.5537785433780648,0.4999741290588486,0.500042423935451,0.18548909338612724,0.5364804368488674,147
electron,gradient_local_minimum_0148,gradient,gradient,gradient,0.00051099895,7.7115270815314245,2.776963644258135,1.2300634124754541,1.2270335948334872,0.0,0.0,3.141592653589793,0.0,0.875065860605115,0.05994625193799109,0.8658889942219887,3.141592653589793,5.55524299468033,2.9344316658572716,4.00748164781178,-0.9982037614425133,0.018800151089926276,0.0038639888379481246,-0.00542561093904046,0.9851861160877197,1.7615065904751392,5.726521436549698,0.7121931324303723,0.2071609877325216,11.86945027683491,9.28802212918356e-08,0.006687362955666187,9.28802212918356e-08,0.006687362955666187,False,,gradient,636001152,0.7874282212033688,1.5547252833070482,1.0,13618703547226.416,0.9999409788019371,1.0,0.012861927987305533,3.40691933330417e-05,-3.422142469039491e-05,-0.9998123883347521,-0.9998123871688557,0.0,0.999999983313939,8.869680540396171e-09,0.9999999985138325,0.00021718176620093334,0.9999999985138328,0.9999999885248594,1.4140362335235344,0.00025077990050690095,3.039978657692899e-08,4.716791949148563e-08,3.039978716439157e-08,2.1222778493829762e-05,2.57176928036459e-05,2.586130175729193e-05,4.694047129747566e-05,2.391066108554099e-06,2.7932489455454586,0.10187652754490704,2.1222778493829762e-05,0.6641946169904414,0.9972976148244925,0.9972976148244925,0.0020710823601807022,0.0026554447042100963,0.0026554447042100963,0.6641946169904414,1.6686060977377792e-08,636,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7,1343,765,81001.77086812389,0.7093783389064012,0.1896665704768522,1.6686060977377792e-08,27,13,False,1e-05,1.9489983293929924e-08,True,0.2906216610935988,0.8103334295231478,0.999999983313939,0.42147242936047924,0.2423308646411768,0.8460045605301035,0.6165501306328988,0.03580408929807832,0.9799291735483197,0.24332724973382516,0.2350939750908925,0.44625701329210204,0.019081484631526785,1.0,0.6963152748008172,0.1378105135992991,0.8841443826799982,0.2506461874691491,0.49488442797652826,148
electron,gradient_local_minimum_0149,gradient,gradient,gradient,0.00051099895,3.5673138518949448,1.8887333988403303,0.7114475291881565,0.7083070210505402,0.0,0.0,3.141592653589793,0.0,0.4231436943246705,0.0983578475021896,4.695235347193839,3.141592653589793,4.206291797997506,2.899554857250031,1.5536426936040457,-0.995166765302789,0.012036263662904806,0.007507234931506515,-0.004877430038269795,0.9866511278456453,1.7646330758738473,2.471096267030437,0.5965792268670772,0.24203779633976197,13.867744212915325,7.765241410995216e-08,0.0035794944647312005,7.765241410995216e-08,0.0035794944647312005,False,,gradient,1193001872,2.362534772286623,3.1411872254019166,1.0,3655744205280.5566,0.9998435070968305,0.9999999999999999,0.24937948187952458,3.895578380763709e-06,-8.125020445892694e-07,-0.9997021205722987,-0.9997021205691335,4.0560627931842015e-09,0.9999999828489035,0.0,0.999999984536848,8.105837374319711e-05,0.999999984536848,0.999999991578926,1.4141473679096765,9.359814627719005e-05,3.3758890127799646e-09,6.570459937440182e-09,3.3758890127799646e-09,3.491136457729254e-05,4.032641798946302e-05,4.076032980615102e-05,7.523778256675556e-05,3.1414385227732363e-06,-2.6097514177366032,0.08350694067800203,3.491136457729254e-05,0.0012192620448850406,0.001856818639025828,0.001856818639025828,0.5182838830641063,0.9980679435784074,0.9980679435784074,0.0012192620448850406,1.7151096542988853e-08,1193,sobol_screened,0.34920231227109844,True,False,2,ABNORMAL: ,7,2040,1350,77503.49715296873,0.34920231227109844,0.22449460112811603,1.7151096542988853e-08,33,19,False,1e-05,1.7104318295046994e-08,True,0.6507976877289016,0.775505398871884,0.9999999828489035,0.19419861398637295,0.08044213708490133,0.9688702626153827,0.5286040427163243,0.7161939600482583,0.691249649040401,0.7421216536313295,0.11365501210093498,0.22500500015630884,0.03130827524370461,1.0,0.5736602223947707,0.747269914485691,0.6694521317381992,0.7520181744718027,0.9998709481996614,149
electron,gradient_local_minimum_0150,gradient,gradient,gradient,0.00051099895,8.17664832493901,2.859483926329891,1.275895264467019,1.198722898192527,0.0,0.0,3.141592653589793,0.0,0.9142432097274336,0.3003481492824929,3.1417540866446836,3.141592653589793,0.11161573726440754,2.1477610976346133,0.00016143305489031213,-0.9552335460825979,0.4907756671077954,0.09143234359779777,-0.13911006162815306,0.7310301747565525,1.1956666068949284,5.756705733358183,0.7356148463792798,0.9938315559551801,56.94235370315154,9.35527848522355e-08,0.17583289629261187,9.35527848522355e-08,0.17583289629261187,False,,gradient,2046001804,0.8739867265720488,1.6449296708949015,1.0,12567702609.97787,0.9692928546844629,1.0,0.18319267603959719,4.4246113867218995e-06,-5.031818349265915e-06,-0.9999946251150853,-0.9999946250928214,3.743792068643653e-09,0.9999999827179823,0.0,0.9999999827845353,1.429087394435611e-05,0.9999999827845353,0.9999999917434662,1.414201881751387,1.650167955305499e-05,1.3310597068993957e-10,2.042290640774973e-10,1.3310597068993957e-10,9.931505870357063e-07,4.906087709593196e-07,9.995568270000617e-07,1.483759357995026e-06,2.576771480025486e-07,0.22345112399044717,0.34733010661613284,9.931505870357063e-07,0.007924869400505269,0.9612475251176631,0.9612475251176631,0.0003223457112981988,0.03875099112297895,0.03875099112297896,0.007924869400505269,1.7282017705788633e-08,2046,sobol_screened,0.6163112733691187,True,False,2,ABNORMAL: ,6,1913,1125,1.3122026932856274,0.6163112733691187,0.14229131485281765,1.7282017705788633e-08,36,22,False,1e-05,1.7270412100423016e-08,True,0.38368872663088127,0.8577086851471823,0.9999999827179823,0.403205624781549,0.08502748049795628,0.9047331064939499,0.31820388324558735,0.7917941343039274,0.014102513901889324,0.20301587600260973,0.5634366376325488,0.466812245031955,0.09560378521362249,1.0,0.7017317950241044,0.5000256928686643,0.017764196312476725,0.27819861546129265,0.5235973763228964,150
electron,gradient_local_minimum_0151,gradient,gradient,gradient,0.00051099895,5.8861182265170635,2.4261323596450923,1.0317396439052338,0.9969974671688573,0.0,0.0,3.141592653589793,0.0,0.7125752141528764,0.23149399471064133,3.1449672071895143,3.141592653589793,1.5958460830443866,2.415896986724744,0.00337455359972066,-0.9733247112964449,0.17920124337629362,0.05101032806195465,-0.055435049997964045,0.871816190568888,1.5074009847494116,4.213681197753599,0.7017271658346432,0.7256956668650489,41.57929892229909,9.017176827441631e-08,0.0618831868609257,9.017176827441631e-08,0.0618831868609257,False,,gradient,1171001752,2.406168916359394,0.03642952850390234,0.9999999999999999,57784186329.76539,0.990414501488095,0.9999999999999998,0.0711605005224544,6.381060222326873e-06,-5.267824140509081e-06,-0.9999831468733806,-0.9999831468397663,0.0,0.9999999813560654,0.0,0.9999999815791917,2.9874825202362177e-05,0.9999999815791917,0.9999999937853553,1.4141891567078027,3.449647610582212e-05,4.462525904358472e-10,8.925051808716943e-10,4.462525904358472e-10,1.6770452971699132e-06,2.804337380813752e-06,2.8051711744591898e-06,4.481382677983665e-06,5.644798354673574e-07,-3.087233392515071,0.2519221749307681,1.6770452971699132e-06,7.1207393928048965e-06,0.018367456082555474,0.01836745608255547,0.0003073525453074702,0.9816280625347666,0.9816280625347666,7.1207393928048965e-06,1.8643934618367553e-08,1171,sobol_screened,0.3366584817119649,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9,1881,1062,1.0770907205648512,0.3366584817119649,0.12500370693797014,1.8643934618367553e-08,39,25,False,1e-05,1.8643934729389855e-08,True,0.6633415182880351,0.8749962930620299,0.9999999813560654,0.35615127719938755,0.14645851776003838,0.8303976552560925,0.6654047854244709,0.18234671372920275,0.9129373235628009,0.2584062460809946,0.980748294852674,0.3588673658531767,0.07368682710857528,1.0,0.6745126706562034,0.5005370768861241,0.25398679253035344,0.7659073539053336,0.011595879071806313,151
