optimization_run,start_source,screening_one_minus_C_e_gamma,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_one_minus_C_e_gamma,lbfgs_one_minus_C_e_gamma,final_one_minus_C_e_gamma,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_one_minus_C_e_gamma,local_minimum_verified,initial_C_e_gamma,lbfgs_C_e_gamma,final_C_e_gamma,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7
10,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,4508,1377,82275.12123986997,0.9835387365582774,0.08301691283748314,5.833891993745066e-05,146,132,False,1e-05,5.834080894273619e-05,True,0.01646126344172258,0.9169830871625169,0.9999416610800625,0.5828688905192094,0.8544917358010743,0.6783233950430565,0.3085274194266487,0.8022289036906007,0.5616367663327773,0.4165190400689111,0.5692260446662804,1.0,0.5252868422784503,0.6091962718238343,0.8337561331809921,0.003103289053616968,0.45148419007563245,0.08907287307323637,0.4554534026241731
11,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,12505,2025,0.58222354191298,0.6343820045665607,0.05990308733840588,0.0005737061038550983,479,465,False,1e-05,0.0005737173750333113,True,0.36561799543343937,0.9400969126615941,0.9994262938961449,0.7478892949246412,0.4110284513104867,0.9188591786781262,0.6025498495327516,0.6216575087236689,0.4336246751830369,0.30814198490433264,0.8275604119243631,0.9293887301913369,0.49051458504695405,0.6837021963749459,0.8234419423108128,0.008901328128896513,0.44369201851747836,0.41916268168324683,0.9578392975916915
12,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,1016,657,51522.897445860486,0.9897602657762026,6.053476990230955e-06,4.577765776447862e-06,20,6,False,1e-05,4.577765776447862e-06,True,0.010239734223797411,0.9999939465230098,0.9999954222342236,0.7497611578066132,0.023553007327694008,0.5729171480337387,0.32393116337667527,0.04219468953940883,0.08101249848314458,0.970764942792833,0.34913029272431806,0.844233778651233,0.0,1.0,0.7093747694295264,0.0,0.610860295681851,0.7500111103111302,0.45688088927612563
13,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,9582,567,75689.54274183589,0.9800600019729215,0.17915055914909628,0.0043935431129428215,405,391,False,1e-05,0.004393554382253528,True,0.01993999802707851,0.8208494408509037,0.9956064568870572,0.28037723093967964,0.3244943205189284,0.6038331559803791,0.596112325146141,0.4967067496113258,0.300573994115644,0.5205237355842078,0.19816277635153623,0.5786959700915568,0.5583303174485192,0.6047529272491386,0.7675726540047961,0.5217634340506097,0.9612200202576455,0.5710759211804514,0.036814099504648624
14,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,10052,864,90512.75342445499,0.9881360087971144,0.0940127162289014,0.0040343132969039575,417,403,False,1e-05,0.004034366545784707,True,0.011863991202885615,0.9059872837710986,0.995965686703096,0.6361114223158573,0.2252077154890367,0.9620585590807501,0.023806206515105906,0.12323135451809947,0.8432547578377149,0.47955792757539145,0.9145860447266865,0.7111974586734204,0.48580859377219626,0.7120380418144996,0.793432536930071,0.47963264004584844,0.05340719586502569,0.42757676324238947,0.037093428809130295
15,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,1616,585,102.06556918727318,0.3599633029732602,6.782612991251824e-07,1.4477981158389497e-07,48,34,False,1e-05,1.4498360878523187e-07,True,0.6400366970267398,0.9999993217387009,0.9999998552201884,0.36282259061917616,0.11560149071336827,0.9588145752607286,0.5744691385298855,0.9192248706434734,0.010647134648142398,0.29631678270814743,0.2932465131938247,0.3703966985704448,0.006708491743869163,1.0,0.7104460471881745,0.8813456592589277,0.09453680897801177,0.2481175234151945,0.5035355119817456
16,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,4928,972,0.9584185820623109,0.9780367707181462,0.09633753898757469,0.005359935392106774,179,165,False,1e-05,0.0053599523070340105,True,0.021963229281853833,0.9036624610124253,0.9946400646078932,0.4071182060529899,0.5266832867515194,0.7626499112146152,0.6798814257582938,0.5140810077740205,0.6149854120616935,0.39030077575602734,0.6317686357414186,0.6010645713966255,0.5250410872512454,0.6584326732189998,0.7723766058000286,0.524418238826171,0.957612616172418,0.07158296528101252,0.5362200630955417
17,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,5806,1701,80353.71656079049,0.9576182104548301,0.1651198984265625,0.014580728081450278,187,173,False,1e-05,0.01458086601983033,True,0.04238178954516991,0.8348801015734375,0.9854192719185497,0.30028603391758996,0.3167000809138908,0.4174437607468019,0.3638417047118475,0.25032114489035484,0.893425585155226,0.5368335117159662,0.347190522388345,0.4646173147916794,0.5378573516780649,0.6583130678609741,0.7394930622049061,0.45791733346588614,0.027719644695398435,0.9344174669788491,0.5303613882215473
18,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,9397,1728,87583.17548410619,0.9585254818296328,0.09872061548850186,0.0025093027026500403,350,336,False,1e-05,0.002509312974563249,True,0.04147451817036723,0.9012793845114981,0.99749069729735,0.6981963233604223,0.8120968384307936,0.967401614624665,0.32181921748334374,0.708992820007349,0.9453448782653978,0.22992565513365687,0.5404677660960627,0.7733203888715899,0.4856193215540428,0.707771807155757,0.8036728269426775,0.4833380731525385,0.05530882454937695,0.0738778202502582,0.5384914283312383
19,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.21067869012844817,0.5742392158820796,0.7833490561329208,0.6976380283998188,0.8684565842567319,0.713189437680982,0.5151060199239335,0.7228388298504835,0.21067869012844817,0.5742392158820796,0.7833490561329208,0.6976380283998188,0.8684565842567319,0.713189437680982,0.5151060199239335,0.7228388298504835
20,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,10367,1233,0.6540514321755407,0.7641801411593395,0.07063107064035723,0.005550692636150267,415,401,False,1e-05,0.005550765114346379,True,0.2358198588406605,0.9293689293596428,0.9944493073638497,0.6415590197939104,0.4181243788612263,0.6546385266644416,0.2657537701523803,0.8190634763571492,0.15810901407278377,0.8340943243983938,0.22573551433858052,0.6855278508050533,0.4793102380782723,0.7278831077229497,0.7888813494693041,0.9768950125580962,0.5542589683340489,0.9302756010131558,0.46464359887732154
21,latin_hypercube,nan,True,False,2,ABNORMAL: ,7,11262,1179,83441.28112383201,0.7855491697746606,0.14676685691549085,0.0007077769835319714,457,443,False,1e-05,0.0007077935550122705,True,0.21445083022533934,0.8532331430845091,0.999292223016468,0.7424282292712879,0.3699573043736018,0.8084638763857317,0.7315703037028674,0.05702925631402883,0.31964222793642566,0.36671572500807853,0.26483834737954415,1.0,0.4599073101916324,0.7287976993091805,0.8337558388437026,0.00927374617183138,0.43747738636070305,0.42156722359115645,0.9587054393586821
22,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,11702,1665,84755.88059890289,0.9964251004293456,0.03761960323388036,0.00018372560993451525,446,432,False,1e-05,0.00018373336443000543,True,0.0035748995706544207,0.9623803967661196,0.9998162743900655,0.6984417404440401,0.7917501937049558,0.44850371321550647,0.0544203515305611,0.7212287307968129,0.5960837447581591,0.5356741457543904,0.36671094458631676,0.9999955859374999,0.5074860052126378,0.6554516082929136,0.8255664551167083,0.9947486659310557,0.5551195258867161,0.9163436909520909,0.45680766453456423
23,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31,10879,657,6.80806170587457,0.997807912492797,0.00039452918182969476,7.5499733180883766e-06,495,481,False,1e-05,7.550802240463561e-06,True,0.0021920875072030306,0.9996054708181703,0.9999924500266819,0.1203064981559363,0.5231932015444454,0.23635945820143398,0.09051688969538074,0.08438074323744503,0.2562897878790672,0.4665052312849895,0.3158997799384933,0.0002557301626259236,0.46260106392857175,0.9999935241491692,0.33105776968784245,7.023898034095795e-05,0.13765666305540092,0.21044607320974815,0.13815930743484464
24,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,7566,1710,90364.86251829936,0.9659963665450084,0.010435045406374521,0.0050117133965138505,267,253,False,1e-05,0.00501174530943338,True,0.03400363345499162,0.9895649545936255,0.9949882866034861,0.7441404946871935,0.3658624209060044,0.43921964127849356,0.28801531889870624,0.17158362785203962,0.04449953998137754,0.936524109619054,0.2217282606671635,0.7855222822228252,0.45294124208386916,0.7754270790793959,0.8055702299556782,0.47985456003157245,0.06543505309579081,0.4364675991861709,0.03356479291205704
25,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.9571368609300194,0.5763537174194647,0.5779836009195031,0.9432481332171311,0.0579282152313181,0.9091690079910943,0.3227837235431121,0.04388104980520239,0.9571368609300194,0.5763537174194647,0.5779836009195031,0.9432481332171311,0.0579282152313181,0.9091690079910943,0.3227837235431121,0.04388104980520239
26,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,4457,9,0.0,1000.0,1000.0,0.00018358761476644503,202,188,False,1e-05,0.00018361620256346356,True,nan,nan,0.9998164123852336,0.772974595582796,0.38710777949803243,0.016168383097168577,0.827810952319238,0.15192442567700853,0.02772568785987326,0.38241490149237767,0.6232706590762369,0.9999975134433137,0.4991812564284255,0.6569299909665866,0.8323098970692187,0.5054257050322906,0.9464117417395608,0.08647603522136668,0.5440036774832215
27,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,4574,1134,83371.97022425252,0.873069344471457,0.0921621295851428,0.029383186305015574,156,142,False,1e-05,0.029383235803069674,True,0.12693065552854305,0.9078378704148572,0.9706168136949844,0.3603866810340842,0.3217777357182017,0.3266313093188821,0.3034337412400513,0.24535797114762914,0.678552582635849,0.6624688174621974,0.7714896416527265,0.44896753747611,0.4614119141284807,0.779773223540043,0.7350996201293624,0.942799990538003,0.5290977695462061,0.5631569129643833,0.9757764043442294
28,latin_hypercube,nan,True,False,2,ABNORMAL: ,6,7062,630,1.6149873953881226,0.9070582746405668,0.21833741745360313,0.03103970381043919,290,276,False,1e-05,0.03103983697448598,True,0.09294172535943328,0.7816625825463969,0.9689602961895608,0.34234779299487084,0.32073740910774745,0.5563650049025537,0.6481599794515567,0.1708402868710861,0.999220255379646,0.15086228649626823,0.9000218335091484,0.3630868101192317,0.5196528005994675,0.6817838019387578,0.7081095109287008,0.06617412892376164,0.4975795020647975,0.9303699135219428,0.4735843949852213
29,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,5264,1188,77381.41041822576,0.738280656930997,0.06981876059255643,0.0009565274793307266,182,168,False,1e-05,0.0009565438835262841,True,0.26171934306900296,0.9301812394074436,0.9990434725206693,0.5316038974333613,0.5405612937244415,0.5209737899631051,0.2834391479615788,0.555866064420123,0.8514863918977393,0.3409904938441849,0.13530611264805395,0.9143774050860896,0.500037655225914,0.7032517357458244,0.8079287752401719,0.5102847363967427,0.9380150094363766,0.42836082914606066,0.039143070352843146
30,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,28,12303,639,10.919171882186362,0.9969855461155459,0.3655210878317704,0.33658171879739596,512,504,True,0.0001953125,0.3364037422362528,False,0.00301445388445406,0.6344789121682296,0.663418281202604,0.5571213363571071,0.9758475984289333,0.0982013945598327,0.657223860632025,0.041539485251392866,0.6094875637021631,0.0957861814602584,0.9194165388608856,0.6921292638454797,0.9984748318364948,0.5027226933746912,0.06942059090379182,0.007143313449648856,0.9481237259828108,0.5009385408577295,0.9998234604298689
31,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,6673,549,0.697962506607685,0.9301611832940913,0.029892090169609475,0.00023864912567406193,271,257,False,1e-05,0.00023864966509301588,True,0.0698388167059087,0.9701079098303905,0.9997613508743259,0.6273887772216191,0.469752709136595,0.42886496519568734,0.36614065716103156,0.17785646239224873,0.31003492771272756,0.34763074740802924,0.55988941891618,1.0,0.5129899420441775,0.6661874267652975,0.8155375770200759,0.9943786280148686,0.558774943489407,0.078760933733552,0.4582275590846577
32,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,726,252,13.015365435277934,0.990897500182475,1.8192756079393746e-08,5.029191951777534e-09,21,7,False,1e-05,4.952232957045055e-09,True,0.009102499817524933,0.9999999818072439,0.999999994970808,0.8562457965311114,0.07428470869476349,0.9213123695178236,0.10733466124231127,0.3280096209131045,0.23768906395898726,0.9912754586301903,0.48973140850057106,0.8261101025081836,0.007261649350883007,1.0,0.7468020206390773,0.3373932144637478,0.165801690036521,0.7503463587707485,0.503154968351153
33,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,6202,846,1.0022200535272947,0.9404860433958637,0.08617604694638503,0.04017104981118924,243,229,False,1e-05,0.04017107347847182,True,0.05951395660413628,0.913823953053615,0.9598289501888108,0.2513659383976913,0.1757381327310045,0.7520217247517293,0.19380766062888494,0.12940964895402965,0.4093646134147538,0.03956317884279565,0.33730146269538647,0.34149949086045284,0.4930933244967055,0.7233342547651266,0.7004413708525934,0.08078827903422194,0.5113278175503511,0.9283563499076765,0.47595756888013446
34,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,10124,873,1.3667201948339482,0.9148609573066225,0.00035629172359163963,0.00010824465961289942,439,425,False,1e-05,0.0001082536097120057,True,0.08513904269337744,0.9996437082764084,0.9998917553403871,0.15148817478387178,0.7898656778946274,0.8201539121347032,0.37622262004068074,0.7932231706100704,0.3619025646688784,0.9255314421294397,0.6286961610848426,0.0,0.008529503411984376,0.8721363783648552,0.49019631061664215,0.9072750380292132,0.4072165102060463,0.25358334115205755,0.1974559793728972
35,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,4800,864,1.9447851638086888,0.9928334144686565,0.08127252300017929,0.00025540758975883815,185,171,False,1e-05,0.0002554132372143414,True,0.00716658553134353,0.9187274769998207,0.9997445924102412,0.6486685542678678,0.21867435070505725,0.060826922923046214,0.7053449375229821,0.9406255690911091,0.5931683415191795,0.18492034176919156,0.07390172862343644,1.0,0.4883007858424583,0.6713180469890074,0.8337468556174048,0.9938577595363953,0.5547031072389642,0.41321455379403277,0.9558999783315719
36,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,6,5348,801,1.1106847955230055,0.7212762165245759,0.17137650107135494,9.527025701672187e-07,200,186,False,1e-05,9.527499166273046e-07,True,0.2787237834754242,0.8286234989286451,0.9999990472974298,0.34141705214928625,0.2584015487821953,0.9200160071022637,0.42739395671703906,0.6130365521028389,0.7473934292499138,0.9229509026262842,0.3811049566716133,0.31034421591938616,0.2817051636468366,0.9993184968586464,0.6884911408642679,0.00029899242454249907,6.909311910385796e-06,0.9121757486941247,0.5013835183074985
37,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,336,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.3396826617623239,0.6577771847791848,0.4838533405675653,0.9800080986654396,0.8292597479523361,0.7077155761805459,0.5346257128714151,0.03173272640495649,0.3396826617623239,0.6577771847791848,0.4838533405675653,0.9800080986654396,0.8292597479523361,0.7077155761805459,0.5346257128714151,0.03173272640495649
38,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,6609,252,691.6348947786071,0.986616942356694,0.0008783215917474996,0.0005503430513070784,299,285,False,1e-05,0.0005503430513070784,True,0.013383057643306101,0.9991216784082525,0.9994496569486929,0.30454676348331755,0.029602304206678313,0.46746135002588146,0.19480199772430823,0.9712507469529211,0.8235685307352457,0.037532265959939415,0.5394908604263039,0.0007668644892208643,0.0,0.9215819743833018,0.3133726200033712,0.9396461287458437,0.7977603022118068,0.25871713651661266,0.7854336867730708
39,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7,2743,630,71380.70702477286,0.8744676837770776,0.28611941942455266,5.106746615579638e-06,95,81,False,1e-05,5.106966904144805e-06,True,0.12553231622292238,0.7138805805754473,0.9999948932533844,0.2934348983270108,0.2208593442641319,0.9883643221588284,0.08003754465786071,0.2930989427643234,0.2952271810260342,0.2629927324490698,0.508595423070624,0.28687706963258575,0.3256110818047065,0.9989626824184213,0.6765308856531428,0.9996858791355362,0.5000068218036089,0.062228337853713254,0.5055306510533775
40,latin_hypercube,nan,False,False,2,ABNORMAL: ,8,12455,1116,3.104722547622129,0.9501498534516695,0.5085303601792313,0.46906311961521374,512,507,True,0.0015625,0.4690274600986384,False,0.04985014654833054,0.4914696398207687,0.5309368803847863,0.14164628616613115,0.9790211740750736,0.6494723801714015,0.2983844363561695,0.9970494283127024,0.5554799525204163,0.8208051774011819,0.47638626775452175,0.07044378424304532,0.7968749999999971,0.551465816910705,0.5531042480027428,0.1240873406788216,0.9971538518261148,0.8467091560658171,0.5024181975412297
41,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23,7184,414,0.2323342613259898,0.9330234722604986,0.0004898879017573021,2.3407429985411454e-06,297,283,False,1e-05,2.342088095130812e-06,True,0.06697652773950141,0.9995101120982427,0.9999976592570015,0.3103284744528929,0.7624660795206091,0.08532472294467315,0.4076829536759011,0.5255006363092611,0.7536428798843036,0.30393023637707794,0.04035409799133122,0.847413649449835,0.6641963185467897,0.4371193028889338,0.7947565843599308,0.5004260130200621,0.9581657989461849,0.5605064914749401,0.03595256375103596
42,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.49145986372309614,0.6974181400174726,0.8012581877779382,0.9676009131883727,0.6330588833472579,0.21828389218468877,0.6110220038861541,0.7969814860237177,0.49145986372309614,0.6974181400174726,0.8012581877779382,0.9676009131883727,0.6330588833472579,0.21828389218468877,0.6110220038861541,0.7969814860237177
43,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,8920,855,0.7328974196570771,0.9793998652412328,0.05309888474673374,0.0009454839153199002,366,352,False,1e-05,0.0009454896254958989,True,0.020600134758767263,0.9469011152532663,0.9990545160846801,0.95022563050224,0.6813127030589649,0.9238928124453888,0.032083733958623545,0.09446592172821772,0.8182973487166867,0.3443894210118031,0.6004126538057176,0.9955029751111036,0.452925204113893,0.7438121095583315,0.8332482465268779,0.9898105319703604,0.5646364181340293,0.07582774321999249,0.4597040247695728
44,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.49043639853706994,0.5722412502586689,0.5596141625784207,0.8204397062198666,0.48106488131373243,0.7189860455387564,0.8631841981954509,0.3698351005147918,0.49043639853706994,0.5722412502586689,0.5596141625784207,0.8204397062198666,0.48106488131373243,0.7189860455387564,0.8631841981954509,0.3698351005147918
45,latin_hypercube,nan,True,False,2,ABNORMAL: ,9,3116,891,0.9648357984651096,0.9284244807330493,0.14019008793463483,3.034500754339753e-06,99,85,False,1e-05,3.036625219721145e-06,True,0.07157551926695066,0.8598099120653652,0.9999969654992457,0.3304725672682264,0.6205184575991731,0.797821127055893,0.3754190540349156,0.5936686576188679,0.498738958949086,0.2805995869342934,0.1345775701247754,0.4006865838755372,0.32029812173882644,0.9989591146172538,0.7186708147517333,0.9999731093121845,0.5000059477343608,0.5581212557370637,0.9933432108878952
46,latin_hypercube,nan,True,False,2,ABNORMAL: ,8,6806,783,73605.96786809135,0.8340588065143149,0.2579540134041296,0.02105628578136487,272,258,False,1e-05,0.021056345818012412,True,0.16594119348568512,0.7420459865958704,0.9789437142186351,0.2702875199111562,0.5740576679487357,0.8434416990587794,0.18783618694063028,0.0736593302181189,0.22378310182970537,0.9184722831480224,0.43873073336801344,0.42453288880020207,0.5185166363594639,0.6820704899690335,0.7279443941389586,0.0503385751906249,0.4808456521500598,0.5690252778525304,0.9706891656090919
