spin_case,entanglement_mode,scan_parameterization,scan_x_name,scan_x_value,scan_y_name,scan_y_value,s,sqrt_s,pIn,pOut,qOut,theta_in,phi_in,phiOut,Q2,xB,t,F1,F2,W2,y,squared_amplitude_M2,spin_signal_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3
polarized,h_in_plus_minus_h_in_minus,user_frame_independent,theta_in,3.4999999999999998e-01,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,3.4999999999999998e-01,0.0000000000000000e+00,0.0000000000000000e+00,7.0381894256840827e+00,6.8373549193425998e-01,-7.4864331152853367e+00,1.4753843787510152e-02,6.1163365192976040e-03,4.1353858617957160e+00,4.9882396237060483e-01,2.1700041377514686e-02,0.0000000000000000e+00,0.0000000000000000e+00,True,1,1,-9.5717476309701730e-18,-4.4714917188107015e-17,-2.0643108145707101e-01,0.0000000000000000e+00,-2.0643107980688463e-01,-2.0643107980688336e-01,0.0000000000000000e+00,2.7959725182526525e-33,2.0021582568946483e-10,2.0021651957885522e-10
polarized,h_in_plus_minus_h_in_minus,user_frame_independent,theta_in,6.5625000000000000e-01,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,6.5625000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.0275722994953682e+00,6.4930498481094412e-01,-7.4864331152853376e+00,1.4753843787510145e-02,6.1163365192976006e-03,4.1353858617957160e+00,4.4985046333063999e-01,1.8572417458314117e-02,-8.6736173798840355e-19,0.0000000000000000e+00,True,1,1,-3.9619595522777613e-18,2.4919997183742323e-17,-1.9477041814603774e-01,2.1073424255447017e-08,-1.9477042172691955e-01,-1.9477042172691600e-01,1.6915337590756236e-09,4.4408920985006271e-16,-3.0930427724271126e-09,-3.0930421201710856e-09
polarized,h_in_plus_minus_h_in_minus,user_frame_independent,theta_in,9.6249999999999991e-01,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,9.6249999999999991e-01,0.0000000000000000e+00,0.0000000000000000e+00,5.2316675703887796e+00,6.1641787117325997e-01,-7.4864331152853385e+00,1.4753843787510143e-02,6.1163365192975997e-03,4.1353858617957160e+00,4.1128171313163880e-01,1.6790851237949499e-02,0.0000000000000000e+00,0.0000000000000000e+00,True,1,1,-6.8999789483147893e-18,-1.0207217578199286e-17,-1.8341261686216881e-01,-2.1073424255447017e-08,-1.8341262114604456e-01,-1.8341262114604312e-01,-6.3228378550268975e-09,-4.4408920985006271e-16,-2.5761907641863591e-09,-2.5761905412743924e-09
polarized,h_in_plus_minus_h_in_minus,user_frame_independent,theta_in,1.2687499999999998e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,1.2687499999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.7245407937374377e+00,5.9204158624366898e-01,-7.4864331152853367e+00,1.4753843787510152e-02,6.1163365192976040e-03,4.1353858617957160e+00,3.8670685479420214e-01,1.5870887107886790e-02,8.6736173798840355e-19,-2.7755575615628914e-17,True,1,1,1.3186238821289604e-19,-1.6404957817498777e-17,-1.7552352000674709e-01,0.0000000000000000e+00,-1.7552351820108131e-01,-1.7552351820108131e-01,0.0000000000000000e+00,5.9019867326868630e-34,2.9185793452152220e-10,2.9185793452152220e-10
polarized,h_in_plus_minus_h_in_minus,user_frame_independent,theta_in,1.5749999999999997e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,1.5749999999999997e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.5533843343855960e+00,5.8309993205112798e-01,-7.4864331152853376e+00,1.4753843787510145e-02,6.1163365192976006e-03,4.1353858617957160e+00,3.7841278330012174e-01,1.5590834446181128e-02,8.6736173798840355e-19,0.0000000000000000e+00,True,1,1,-1.0710882177074615e-17,-1.6667088392976674e-17,-1.7277563287687581e-01,0.0000000000000000e+00,-1.7277563418320385e-01,-1.7277563418320385e-01,0.0000000000000000e+00,8.7277701395881983e-34,-2.2910267875528301e-09,-2.2910267875528301e-09
polarized,h_in_plus_minus_h_in_minus,user_frame_independent,theta_in,1.8812499999999996e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,1.8812499999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.7341257245541275e+00,5.9253099999332504e-01,-7.4864331152853367e+00,1.4753843787510152e-02,6.1163365192976040e-03,4.1353858617957160e+00,3.8717133099194834e-01,1.5886993923865569e-02,-8.6736173798840355e-19,-5.5511151231257827e-17,True,1,1,-5.4783651047099262e-18,-3.5602082952241270e-17,-1.7567625404214021e-01,-1.4901161193847656e-08,-1.7567625690437669e-01,-1.7567625690437577e-01,-4.4118991424807489e-09,-2.2204460492503131e-16,-3.3743120944965121e-09,-3.3743120944965121e-09
polarized,h_in_plus_minus_h_in_minus,user_frame_independent,theta_in,2.1875000000000000e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,2.1875000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.2499454744822822e+00,6.1724217166134276e-01,-7.4864331152853385e+00,1.4753843787510143e-02,6.1163365192975997e-03,4.1353858617957160e+00,4.1216744215342127e-01,1.6826781886912577e-02,0.0000000000000000e+00,-5.5511151231257827e-17,True,1,1,-4.7252943088318911e-18,-4.5719279732764741e-17,-1.8368885910380930e-01,0.0000000000000000e+00,-1.8368885905267301e-01,-1.8368885905267301e-01,0.0000000000000000e+00,4.0347356054826056e-33,-2.4569829651724384e-09,-2.4569829651724384e-09
polarized,h_in_plus_minus_h_in_minus,user_frame_independent,theta_in,2.4937499999999999e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,2.4937499999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.0528422658543093e+00,6.5025703525434519e-01,-7.4864331152853367e+00,1.4753843787510152e-02,6.1163365192976040e-03,4.1353858617957160e+00,4.5107502072349437e-01,1.8637220342225241e-02,0.0000000000000000e+00,5.5511151231257827e-17,True,1,1,-1.2121552877185087e-17,-6.9375408917762975e-17,-1.9510498223377504e-01,0.0000000000000000e+00,-1.9510498600473067e-01,-1.9510498600473553e-01,-4.7475860617899526e-09,0.0000000000000000e+00,-3.3772988711211482e-09,-3.3773001895109900e-09
polarized,h_in_plus_minus_h_in_minus,user_frame_independent,theta_in,2.7999999999999998e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,2.7999999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0680998737433676e+00,6.8465179776739726e-01,-7.4864331152853376e+00,1.4753843787510145e-02,6.1163365192976006e-03,4.1353858617957160e+00,5.0027339288326644e-01,2.1812727188498915e-02,-1.7347234759768071e-18,0.0000000000000000e+00,True,1,1,-6.9606969373850595e-18,-9.5420711711879484e-18,-2.0671236757911934e-01,0.0000000000000000e+00,-2.0671236775913757e-01,-2.0671236775913940e-01,0.0000000000000000e+00,5.0329711605881305e-34,-1.2004237838134091e-09,-1.2004240062916949e-09
polarized,h_in_plus_minus_h_in_minus,user_frame_independent,theta_in,3.4999999999999998e-01,phiOut,5.2359877559829882e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4766394361031705e+00,8.4999999999999998e-01,3.4999999999999998e-01,0.0000000000000000e+00,5.2359877559829882e-01,7.9488645453259679e+00,8.2221216949210618e-01,-6.6866369495914189e+00,1.8033294955086925e-02,8.0588341964111486e-03,2.5986356148061667e+00,4.6848498546870226e-01,2.8823927365579836e-02,-1.7347234759768071e-18,0.0000000000000000e+00,True,1,1,-2.3465973433860666e-18,-2.0640325476421011e-17,-2.2838986315643839e-01,2.1073424255447017e-08,-2.2838986723900848e-01,-2.2838986723900662e-01,1.4568786820832961e-09,4.4408920985006271e-16,-3.0998274142858551e-09,-3.0998271926749310e-09
