lepton,kinematic_point,s_regime,theta_in_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,qOut,theta_in,phi_in,phi_in_lepton,phiOut,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,squared_amplitude_M2,lepton_massless_unpolarized_proton_unpolarized_trace,lepton_massless_unpolarized_proton_unpolarized_spin_signal_M2,lepton_massless_unpolarized_proton_unpolarized_cross_section_ratio,lepton_massless_unpolarized_proton_unpolarized_purity,lepton_massless_unpolarized_proton_unpolarized_GHZ_purity,lepton_massless_unpolarized_proton_unpolarized_W_purity,lepton_massless_unpolarized_proton_unpolarized_h_out_mean,lepton_massless_unpolarized_proton_unpolarized_lambda_mean,lepton_massless_unpolarized_proton_unpolarized_h_lambda,lepton_massless_unpolarized_proton_unpolarized_h_lambda_connected,lepton_massless_unpolarized_proton_L_trace,lepton_massless_unpolarized_proton_L_spin_signal_M2,lepton_massless_unpolarized_proton_L_cross_section_ratio,lepton_massless_unpolarized_proton_L_purity,lepton_massless_unpolarized_proton_L_GHZ_purity,lepton_massless_unpolarized_proton_L_W_purity,lepton_massless_unpolarized_proton_L_h_out_mean,lepton_massless_unpolarized_proton_L_lambda_mean,lepton_massless_unpolarized_proton_L_h_lambda,lepton_massless_unpolarized_proton_L_h_lambda_connected,lepton_massless_L_proton_unpolarized_trace,lepton_massless_L_proton_unpolarized_spin_signal_M2,lepton_massless_L_proton_unpolarized_cross_section_ratio,lepton_massless_L_proton_unpolarized_purity,lepton_massless_L_proton_unpolarized_GHZ_purity,lepton_massless_L_proton_unpolarized_W_purity,lepton_massless_L_proton_unpolarized_h_out_mean,lepton_massless_L_proton_unpolarized_lambda_mean,lepton_massless_L_proton_unpolarized_h_lambda,lepton_massless_L_proton_unpolarized_h_lambda_connected,lepton_massless_unpolarized_proton_Tx_trace,lepton_massless_unpolarized_proton_Tx_spin_signal_M2,lepton_massless_unpolarized_proton_Tx_cross_section_ratio,lepton_massless_unpolarized_proton_Tx_purity,lepton_massless_unpolarized_proton_Tx_GHZ_purity,lepton_massless_unpolarized_proton_Tx_W_purity,lepton_massless_unpolarized_proton_Tx_h_out_mean,lepton_massless_unpolarized_proton_Tx_lambda_mean,lepton_massless_unpolarized_proton_Tx_h_lambda,lepton_massless_unpolarized_proton_Tx_h_lambda_connected,lepton_massless_unpolarized_proton_Ty_trace,lepton_massless_unpolarized_proton_Ty_spin_signal_M2,lepton_massless_unpolarized_proton_Ty_cross_section_ratio,lepton_massless_unpolarized_proton_Ty_purity,lepton_massless_unpolarized_proton_Ty_GHZ_purity,lepton_massless_unpolarized_proton_Ty_W_purity,lepton_massless_unpolarized_proton_Ty_h_out_mean,lepton_massless_unpolarized_proton_Ty_lambda_mean,lepton_massless_unpolarized_proton_Ty_h_lambda,lepton_massless_unpolarized_proton_Ty_h_lambda_connected,lepton_massless_Tx_proton_unpolarized_trace,lepton_massless_Tx_proton_unpolarized_spin_signal_M2,lepton_massless_Tx_proton_unpolarized_cross_section_ratio,lepton_massless_Tx_proton_unpolarized_purity,lepton_massless_Tx_proton_unpolarized_GHZ_purity,lepton_massless_Tx_proton_unpolarized_W_purity,lepton_massless_Tx_proton_unpolarized_h_out_mean,lepton_massless_Tx_proton_unpolarized_lambda_mean,lepton_massless_Tx_proton_unpolarized_h_lambda,lepton_massless_Tx_proton_unpolarized_h_lambda_connected,lepton_massless_Ty_proton_unpolarized_trace,lepton_massless_Ty_proton_unpolarized_spin_signal_M2,lepton_massless_Ty_proton_unpolarized_cross_section_ratio,lepton_massless_Ty_proton_unpolarized_purity,lepton_massless_Ty_proton_unpolarized_GHZ_purity,lepton_massless_Ty_proton_unpolarized_W_purity,lepton_massless_Ty_proton_unpolarized_h_out_mean,lepton_massless_Ty_proton_unpolarized_lambda_mean,lepton_massless_Ty_proton_unpolarized_h_lambda,lepton_massless_Ty_proton_unpolarized_h_lambda_connected,lepton_massless_L_proton_L_trace,lepton_massless_L_proton_L_spin_signal_M2,lepton_massless_L_proton_L_cross_section_ratio,lepton_massless_L_proton_L_purity,lepton_massless_L_proton_L_GHZ_purity,lepton_massless_L_proton_L_W_purity,lepton_massless_L_proton_L_h_out_mean,lepton_massless_L_proton_L_lambda_mean,lepton_massless_L_proton_L_h_lambda,lepton_massless_L_proton_L_h_lambda_connected,lepton_massless_L_proton_Tx_trace,lepton_massless_L_proton_Tx_spin_signal_M2,lepton_massless_L_proton_Tx_cross_section_ratio,lepton_massless_L_proton_Tx_purity,lepton_massless_L_proton_Tx_GHZ_purity,lepton_massless_L_proton_Tx_W_purity,lepton_massless_L_proton_Tx_h_out_mean,lepton_massless_L_proton_Tx_lambda_mean,lepton_massless_L_proton_Tx_h_lambda,lepton_massless_L_proton_Tx_h_lambda_connected,lepton_massless_L_proton_Ty_trace,lepton_massless_L_proton_Ty_spin_signal_M2,lepton_massless_L_proton_Ty_cross_section_ratio,lepton_massless_L_proton_Ty_purity,lepton_massless_L_proton_Ty_GHZ_purity,lepton_massless_L_proton_Ty_W_purity,lepton_massless_L_proton_Ty_h_out_mean,lepton_massless_L_proton_Ty_lambda_mean,lepton_massless_L_proton_Ty_h_lambda,lepton_massless_L_proton_Ty_h_lambda_connected,lepton_massless_Tx_proton_Tx_trace,lepton_massless_Tx_proton_Tx_spin_signal_M2,lepton_massless_Tx_proton_Tx_cross_section_ratio,lepton_massless_Tx_proton_Tx_purity,lepton_massless_Tx_proton_Tx_GHZ_purity,lepton_massless_Tx_proton_Tx_W_purity,lepton_massless_Tx_proton_Tx_h_out_mean,lepton_massless_Tx_proton_Tx_lambda_mean,lepton_massless_Tx_proton_Tx_h_lambda,lepton_massless_Tx_proton_Tx_h_lambda_connected,lepton_massless_Tx_proton_Ty_trace,lepton_massless_Tx_proton_Ty_spin_signal_M2,lepton_massless_Tx_proton_Ty_cross_section_ratio,lepton_massless_Tx_proton_Ty_purity,lepton_massless_Tx_proton_Ty_GHZ_purity,lepton_massless_Tx_proton_Ty_W_purity,lepton_massless_Tx_proton_Ty_h_out_mean,lepton_massless_Tx_proton_Ty_lambda_mean,lepton_massless_Tx_proton_Ty_h_lambda,lepton_massless_Tx_proton_Ty_h_lambda_connected
massless,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2237119913327503e+00,2.5000000000000000e-01,1.5707949999999999e+00,3.1415926535897931e+00,0.0000000000000000e+00,4.6142142099600090e+00,8.6777358884293925e+00,7.8953373307079477e-01,-9.8929284279791361e+00,8.8025391783818369e-03,3.0052424299683578e-03,3.1930709101813792e+00,5.3261110673632373e-01,1.1058189561934731e-01,6.3358759095448072e+00,6.1061217357212494e-01,3.0159037972540426e-03,6.1061217357212494e-01,3.0159037972540426e-03,True,5.6488287713652827e+00,9.9999999999999989e-01,5.6488287713652827e+00,1.0000000000000000e+00,3.5354549401811441e-01,2.2432118739446955e-01,1.1034735610874741e-01,-1.1102230246251565e-16,-2.7755575615628914e-16,1.1659746332347000e-01,1.1659746332347000e-01,1.0000000000000000e+00,5.6488287713652818e+00,9.9999999999999989e-01,6.8221966239968856e-01,2.2432118739446941e-01,1.3442940455124754e-02,6.0368810225096925e-01,7.4314824294124837e-02,1.1659746332346954e-01,7.1734488076235087e-02,1.0000000000000000e+00,5.6488287713652818e+00,9.9999999999999989e-01,7.0709098803622905e-01,2.2432118739446943e-01,2.9504447866790115e-02,1.0000000000000000e+00,1.1659746332346972e-01,1.1659746332346972e-01,0.0000000000000000e+00,1.0000000000000000e+00,5.6488287713652809e+00,9.9999999999999967e-01,5.0000000000000011e-01,2.2432118739446952e-01,1.1034728005664250e-01,-4.3066772370536910e-11,4.3066411548053907e-11,1.1659746332347000e-01,1.1659746332347000e-01,1.0000000000000000e+00,5.6488287713652818e+00,9.9999999999999989e-01,5.2487132563654060e-01,2.2432118739446946e-01,9.1081170484011278e-02,-2.2303060613530468e-01,-2.7470249973172045e-02,1.1659746332347007e-01,1.1047075682126517e-01,1.0000000000000000e+00,5.6488287713652818e+00,9.9999999999999989e-01,4.9999999999999994e-01,2.2432118739446949e-01,1.0964274884085824e-01,-5.5511151231257827e-17,-2.0122792321330962e-16,1.1659746332346999e-01,1.1659746332346999e-01,1.0000000000000000e+00,5.6488287713652809e+00,9.9999999999999967e-01,5.0000000000000000e-01,2.2432118739446955e-01,5.3553171571216182e-02,-1.6653345369377348e-16,-3.0531133177191805e-16,1.1659746332346985e-01,1.1659746332346985e-01,1.0000000000000000e+00,9.0589594922914625e+00,1.6036881022509688e+00,1.0000000000000002e+00,2.6133121807052145e-01,9.7577997452021580e-03,1.0000000000000000e+00,1.1904577164950350e-01,1.1904577164950350e-01,0.0000000000000000e+00,1.0000000000000000e+00,5.6488287711220035e+00,9.9999999995693278e-01,1.0000000000000000e+00,2.2432118740413021e-01,2.9504447504757260e-02,1.0000000000000000e+00,1.1659746337155784e-01,1.1659746337155784e-01,0.0000000000000000e+00,1.0000000000000000e+00,4.3889670665331355e+00,7.7696939386469532e-01,9.9999999999999978e-01,1.4548757332213558e-01,7.1499529201926509e-02,1.0000000000000000e+00,1.1471135678456210e-01,1.1471135678456210e-01,0.0000000000000000e+00,1.0000000000000000e+00,5.6488287713652801e+00,9.9999999999999956e-01,1.0000000000000000e+00,4.4862510902669739e-01,1.5878039488030163e-01,-4.3066827881688141e-11,4.3066418486947811e-11,1.1659746332346999e-01,1.1659746332346999e-01,1.0000000000000000e+00,5.6488287713652809e+00,9.9999999999999967e-01,9.9999999999999978e-01,2.2190465743664731e-01,9.0040762133590371e-02,-2.2303060613530462e-01,-2.7470249973172045e-02,1.1659746332347007e-01,1.1047075682126517e-01
massless,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2237119913327503e+00,2.5000000000000000e-01,1.5707949999999999e+00,3.1415926535897931e+00,0.0000000000000000e+00,4.8105637508093704e+00,8.8957669442504166e+00,7.9362760474110006e-01,-9.8929284279791361e+00,8.8025391783818369e-03,3.0052424299683578e-03,3.1930709101813792e+00,5.4317667447333784e-01,1.1058189561934731e-01,6.3358759095448072e+00,5.0159664566161311e-01,3.0159037972540379e-03,5.0159664566161311e-01,3.0159037972540379e-03,True,6.8526150103504371e+00,1.0000000000000000e+00,6.8526150103504371e+00,1.0000000000000000e+00,3.5584320947460085e-01,2.2510399740169132e-01,1.1030470534562740e-01,1.1102230246251565e-16,-4.1633363423443370e-17,1.2049403537036732e-01,1.2049403537036732e-01,9.9999999999999989e-01,6.8526150103504389e+00,1.0000000000000002e+00,6.8625804930477086e-01,2.2510399740169132e-01,1.3472659329719005e-02,6.1034096913900671e-01,7.0027973215783856e-02,1.2049403537036718e-01,7.7753094331005260e-02,1.0000000000000002e+00,6.8526150103504380e+00,1.0000000000000002e+00,7.1168641894920182e-01,2.2510399740169126e-01,2.8268132430621692e-02,1.0000000000000002e+00,1.2049403537036728e-01,1.2049403537036728e-01,-2.7755575615628914e-17,9.9999999999999989e-01,6.8526150103504371e+00,1.0000000000000000e+00,4.9999999999999989e-01,2.2510399740169132e-01,1.1030461321223271e-01,4.4303449797666872e-11,-4.4303630208908373e-11,1.2049403537036733e-01,1.2049403537036733e-01,9.9999999999999978e-01,6.8526150103504371e+00,1.0000000000000000e+00,5.2542836964443063e-01,2.2510399740169137e-01,9.0180052561681184e-02,-2.2551438820807274e-01,-2.5860636672676088e-02,1.2049403537036736e-01,1.1466208971245756e-01,9.9999999999999989e-01,6.8526150103504371e+00,1.0000000000000000e+00,4.9999999999999989e-01,2.2510399740169132e-01,1.1099012288089360e-01,1.1102230246251565e-16,-8.3266726846886741e-17,1.2049403537036717e-01,1.2049403537036717e-01,1.0000000000000002e+00,6.8526150103504353e+00,9.9999999999999978e-01,5.0000000000000022e-01,2.2510399740169132e-01,5.5069049357188329e-02,1.1102230246251565e-16,2.7755575615628914e-17,1.2049403537036743e-01,1.2049403537036743e-01,1.0000000000000000e+00,1.1035046696904230e+01,1.6103409691390072e+00,1.0000000000000000e+00,2.6115976550126740e-01,9.6043376822605980e-03,1.0000000000000000e+00,1.1831159502078407e-01,1.1831159502078407e-01,0.0000000000000000e+00,1.0000000000000000e+00,6.8526150106540316e+00,1.0000000000443034e+00,1.0000000000000000e+00,2.2510399739171832e-01,2.8268132789442582e-02,1.0000000000000000e+00,1.2049403532072538e-01,1.2049403532072538e-01,0.0000000000000000e+00,1.0000000000000000e+00,5.3072517286658014e+00,7.7448561179192710e-01,1.0000000000000000e+00,1.4646348707123108e-01,6.9041041953199767e-02,1.0000000000000000e+00,1.2218871113530183e-01,1.2218871113530183e-01,0.0000000000000000e+00,1.0000000000000002e+00,6.8526150103504353e+00,9.9999999999999978e-01,1.0000000000000004e+00,4.5019066875323166e-01,1.5982970604284588e-01,4.4303560819969334e-11,-4.4303678781165701e-11,1.2049403537036729e-01,1.2049403537036729e-01,9.9999999999999989e-01,6.8526150103504362e+00,9.9999999999999989e-01,9.9999999999999989e-01,2.2752896279422333e-01,9.1202085588763609e-02,-2.2551438820807268e-01,-2.5860636672675963e-02,1.2049403537036724e-01,1.1466208971245746e-01
massless,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2237119913327503e+00,2.5000000000000000e-01,1.5707949999999999e+00,3.2397674240144743e+00,9.8174770424680702e-02,4.6142142099600090e+00,9.5394467862709149e+00,8.0483501280611758e-01,-1.0862604974603443e+01,7.3525384692189697e-03,2.3454419317559382e-03,3.1930709101813801e+00,5.7436875830840750e-01,1.1058189561934731e-01,6.3358759095448072e+00,6.6459499796351729e-01,3.0159037972540426e-03,6.6459499796351729e-01,3.0159037972540426e-03,True,3.1575366387374202e+00,1.0000000000000000e+00,3.1575366387374202e+00,1.0000000000000000e+00,3.7252287852886778e-01,2.3243455108771255e-01,1.0809634075065966e-01,-1.1102230246251565e-16,-1.4571677198205180e-16,1.1677423758292624e-01,1.1677423758292624e-01,1.0000000000000000e+00,3.1575366387374202e+00,1.0000000000000000e+00,7.1893575942466614e-01,2.3243455108771247e-01,1.1437390247167476e-02,6.6171861002191301e-01,8.1012229245774947e-02,1.1677423758292613e-01,6.3166937851635352e-02,1.0000000000000000e+00,3.1575366387374197e+00,9.9999999999999989e-01,7.4504575705773524e-01,2.3243455108771247e-01,2.5211816208847278e-02,1.0000000000000000e+00,1.1677423758292610e-01,1.1677423758292610e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.1575366387374197e+00,9.9999999999999989e-01,5.0025084747553195e-01,2.3243455108771249e-01,1.0990167834420211e-01,2.2398547967755311e-02,2.7428836483808297e-03,1.1677423758292624e-01,1.1671280097195801e-01,1.0000000000000000e+00,3.1575366387374197e+00,9.9999999999999989e-01,5.2585915015753715e-01,2.3243455108771255e-01,8.9765682181162432e-02,-2.2741657880434868e-01,-2.7849002153201810e-02,1.1677423758292634e-01,1.1044091279013024e-01,9.9999999999999989e-01,3.1575366387374197e+00,9.9999999999999989e-01,4.9999999999999989e-01,2.3243455108771255e-01,1.1263926843021049e-01,0.0000000000000000e+00,-3.6082248300317588e-16,1.1677423758292621e-01,1.1677423758292621e-01,9.9999999999999989e-01,3.1575366387374197e+00,9.9999999999999989e-01,4.9999999999999994e-01,2.3243455108771258e-01,5.5259399133730666e-02,-2.2204460492503131e-16,-5.5511151231257827e-17,1.1677423758292631e-01,1.1677423758292631e-01,9.9999999999999989e-01,5.2469373944160091e+00,1.6617186100219130e+00,9.9999999999999978e-01,2.6443678023203965e-01,8.1133808160730285e-03,9.9999999999999989e-01,1.1902524629371086e-01,1.1902524629371086e-01,1.3877787807814457e-17,1.0000000000000000e+00,3.2282608746001253e+00,1.0223985479677553e+00,9.9999999999999978e-01,2.3748062012548671e-01,2.2519951085157055e-02,1.0000000000000000e+00,1.1689875877550288e-01,1.1689875877550288e-01,0.0000000000000000e+00,9.9999999999999989e-01,2.4394604589063738e+00,7.7258342119565138e-01,9.9999999999999956e-01,1.6463445903447838e-01,6.1380302780072761e-02,9.9999999999999989e-01,1.1510114376011801e-01,1.1510114376011801e-01,1.3877787807814457e-17,1.0000000000000000e+00,3.1575366387374189e+00,9.9999999999999956e-01,1.0000000000000000e+00,4.6116167643218980e-01,1.5859642091436568e-01,2.2398547967755422e-02,2.7428836483806424e-03,1.1677423758292627e-01,1.1671280097195803e-01,1.0000000000000000e+00,3.1575366387374189e+00,9.9999999999999956e-01,1.0000000000000000e+00,2.7277882811987475e-01,1.0090579535041898e-01,-2.2741657880434862e-01,-2.7849002153202032e-02,1.1677423758292634e-01,1.1044091279013019e-01
massless,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2237119913327503e+00,2.5000000000000000e-01,1.5707949999999999e+00,3.2397674240144743e+00,9.8174770424680702e-02,4.8105637508093704e+00,9.7564279629642101e+00,8.0834357448544780e-01,-1.0862604974603443e+01,7.3525384692189697e-03,2.3454419317559382e-03,3.1930709101813801e+00,5.8488344994890440e-01,1.1058189561934731e-01,6.3358759095448072e+00,5.5610440961686924e-01,3.0159037972540379e-03,5.5610440961686924e-01,3.0159037972540379e-03,True,3.7615043694718491e+00,9.9999999999999989e-01,3.7615043694718491e+00,1.0000000000000000e+00,3.7489008431182036e-01,2.3317835987465235e-01,1.0804485214815975e-01,-5.5511151231257827e-17,9.7144514654701197e-17,1.2034800270112825e-01,1.2034800270112825e-01,1.0000000000000000e+00,3.7615043694718491e+00,1.0000000000000000e+00,7.2316315628590178e-01,2.3317835987465232e-01,1.1457211918851176e-02,6.6807657687708499e-01,7.7031059308243638e-02,1.2034800270112833e-01,6.8885356285261212e-02,1.0000000000000002e+00,3.7615043694718486e+00,9.9999999999999989e-01,7.4978016862364083e-01,2.3317835987465232e-01,2.4052441202168141e-02,1.0000000000000002e+00,1.2034800270112841e-01,1.2034800270112841e-01,-2.7755575615628914e-17,9.9999999999999978e-01,3.7615043694718482e+00,9.9999999999999978e-01,5.0025571853614437e-01,2.3317835987465235e-01,1.0992876241836695e-01,2.2614974514446606e-02,2.6069116540137424e-03,1.2034800270112819e-01,1.2028904746051126e-01,9.9999999999999989e-01,3.7615043694718482e+00,9.9999999999999978e-01,5.2636129380159424e-01,2.3317835987465230e-01,8.8916292387249574e-02,-2.2961399696705953e-01,-2.6468453863024502e-02,1.2034800270112812e-01,1.1427047521610086e-01,1.0000000000000000e+00,3.7615043694718486e+00,9.9999999999999989e-01,5.0000000000000011e-01,2.3317835987465235e-01,1.1371933410028327e-01,1.6653345369377348e-16,2.6367796834847468e-16,1.2034800270112825e-01,1.2034800270112825e-01,1.0000000000000000e+00,3.7615043694718477e+00,9.9999999999999967e-01,5.0000000000000011e-01,2.3317835987465230e-01,5.6940074293697400e-02,5.5511151231257827e-17,1.4571677198205180e-16,1.2034800270112811e-01,1.2034800270112811e-01,1.0000000000000002e+00,6.2744773325368000e+00,1.6680765768770849e+00,1.0000000000000002e+00,2.6427185772441847e-01,7.9807691382245711e-03,1.0000000000000002e+00,1.1832733865186107e-01,1.1832733865186107e-01,-2.7755575615628914e-17,1.0000000000000000e+00,3.8465706949234333e+00,1.0226149745144464e+00,1.0000000000000000e+00,2.3819015542027996e-01,2.1457704474298449e-02,1.0000000000000000e+00,1.2023578513851003e-01,1.2023578513851003e-01,0.0000000000000000e+00,9.9999999999999978e-01,2.8978103165883580e+00,7.7038600303294025e-01,9.9999999999999944e-01,1.6563240169092475e-01,5.9022742670978734e-02,9.9999999999999978e-01,1.2186040305575158e-01,1.2186040305575158e-01,2.7755575615628914e-17,1.0000000000000000e+00,3.7615043694718473e+00,9.9999999999999956e-01,1.0000000000000002e+00,4.6157042395886405e-01,1.5927780504691891e-01,2.2614974514446773e-02,2.6069116540139367e-03,1.2034800270112817e-01,1.2028904746051122e-01,1.0000000000000000e+00,3.7615043694718477e+00,9.9999999999999967e-01,1.0000000000000000e+00,2.7869918103549152e-01,1.0179370567153644e-01,-2.2961399696705942e-01,-2.6468453863024280e-02,1.2034800270112810e-01,1.1427047521610088e-01
massless,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2237119913327503e+00,2.5000000000000000e-01,1.5707949999999999e+00,3.3379421944391554e+00,1.9634954084936229e-01,4.6142142099600090e+00,1.0393908816234855e+01,8.1795843217661357e-01,-1.1822943006004632e+01,6.2283188691398270e-03,1.8661348239889075e-03,3.1930709101813792e+00,6.1577513696531494e-01,1.1058189561934731e-01,6.3358759095448072e+00,7.1753299868214304e-01,3.0159037972540426e-03,7.1753299868214304e-01,3.0159037972540426e-03,True,1.8524109793091343e+00,9.9999999999999989e-01,1.8524109793091343e+00,1.0000000000000000e+00,3.9195469256969034e-01,2.4021368341216001e-01,1.0568105385553946e-01,-1.6653345369377348e-16,-1.1796119636642288e-16,1.1697842161163763e-01,1.1697842161163763e-01,1.0000000000000000e+00,1.8524109793091341e+00,9.9999999999999989e-01,7.5730401075851006e-01,2.4021368341215996e-01,9.5064121382563531e-03,7.1736184838407735e-01,8.7395385635294559e-02,1.1697842161163749e-01,5.4284306232063345e-02,1.0000000000000000e+00,1.8524109793091337e+00,9.9999999999999967e-01,7.8390938513938102e-01,2.4021368341215998e-01,2.1089634718144904e-02,1.0000000000000000e+00,1.1697842161163753e-01,1.1697842161163753e-01,0.0000000000000000e+00,1.0000000000000000e+00,1.8524109793091337e+00,9.9999999999999967e-01,5.0101260408114767e-01,2.4021368341215998e-01,1.0902536670854117e-01,4.5002312854955595e-02,5.4818573795824138e-03,1.1697842161163764e-01,1.1673172535081543e-01,1.0000000000000000e+00,1.8524109793091341e+00,9.9999999999999989e-01,5.2559277029972318e-01,2.4021368341215998e-01,8.8867687434611084e-02,-2.2624221666047728e-01,-2.7559196152816788e-02,1.1697842161163768e-01,1.1074336798464351e-01,1.0000000000000000e+00,1.8524109793091339e+00,9.9999999999999978e-01,5.0000000000000011e-01,2.4021368341216004e-01,1.1461876671577122e-01,-4.9960036108132044e-16,-1.5265566588595902e-16,1.1697842161163764e-01,1.1697842161163764e-01,1.0000000000000000e+00,1.8524109793091337e+00,9.9999999999999967e-01,5.0000000000000000e-01,2.4021368341215996e-01,5.7641023407374550e-02,-2.2204460492503131e-16,-1.0408340855860843e-16,1.1697842161163752e-01,1.1697842161163752e-01,1.0000000000000000e+00,3.1812599433932931e+00,1.7173618483840769e+00,1.0000000000000000e+00,2.6714697395644954e-01,6.6772172687177165e-03,1.0000000000000000e+00,1.1900451115717643e-01,1.1900451115717643e-01,0.0000000000000000e+00,1.0000000000000002e+00,1.9357737577359579e+00,1.0450023128549553e+00,1.0000000000000002e+00,2.4847046036806006e-01,1.6677931813602203e-02,1.0000000000000002e+00,1.1718661048381557e-01,1.1718661048381557e-01,-2.7755575615628914e-17,9.9999999999999989e-01,1.4333174131840298e+00,7.7375778333952250e-01,1.0000000000000000e+00,1.8415258704786405e-01,5.1043802653625688e-02,9.9999999999999989e-01,1.1556488010096566e-01,1.1556488010096566e-01,1.3877787807814457e-17,1.0000000000000000e+00,1.8524109793091335e+00,9.9999999999999956e-01,1.0000000000000000e+00,4.6403778694969372e-01,1.5593814354472926e-01,4.5002312854955151e-02,5.4818573795824346e-03,1.1697842161163760e-01,1.1673172535081539e-01,1.0000000000000000e+00,1.8524109793091337e+00,9.9999999999999967e-01,1.0000000000000000e+00,3.2549702004369213e-01,1.1003795308516921e-01,-2.2624221666047761e-01,-2.7559196152816816e-02,1.1697842161163766e-01,1.1074336798464347e-01
massless,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2237119913327503e+00,2.5000000000000000e-01,1.5707949999999999e+00,3.3379421944391554e+00,1.9634954084936229e-01,4.8105637508093704e+00,1.0607750466454890e+01,8.2097121272233164e-01,-1.1822943006004632e+01,6.2283188691398270e-03,1.8661348239889075e-03,3.1930709101813792e+00,6.2613769028088184e-01,1.1058189561934731e-01,6.3358759095448072e+00,6.1061217357212549e-01,3.0159037972540379e-03,6.1061217357212549e-01,3.0159037972540379e-03,True,2.1705673912436909e+00,1.0000000000000000e+00,2.1705673912436909e+00,1.0000000000000000e+00,3.9431047531898944e-01,2.4090079604000453e-01,1.0562430143814218e-01,0.0000000000000000e+00,4.1633363423443370e-17,1.2017345183480078e-01,1.2017345183480078e-01,1.0000000000000000e+00,2.1705673912436909e+00,1.0000000000000000e+00,7.6157541924289296e-01,2.4090079604000447e-01,9.5165962402125031e-03,7.2329166902832920e-01,8.3767510700335057e-02,1.2017345183480074e-01,5.9585109210006974e-02,1.0000000000000000e+00,2.1705673912436909e+00,1.0000000000000000e+00,7.8862095063797888e-01,2.4090079604000453e-01,2.0026933377796291e-02,1.0000000000000000e+00,1.2017345183480083e-01,1.2017345183480083e-01,0.0000000000000000e+00,1.0000000000000000e+00,2.1705673912436900e+00,9.9999999999999956e-01,5.0102935651473246e-01,2.4090079604000450e-01,1.0911220663896505e-01,4.5373042982200351e-02,5.2555333094020107e-03,1.2017345183480080e-01,1.1993499229605892e-01,1.0000000000000000e+00,2.1705673912436905e+00,9.9999999999999978e-01,5.2601617488035346e-01,2.4090079604000453e-01,8.8088988278562236e-02,-2.2810600553406513e-01,-2.6421386554146151e-02,1.2017345183480087e-01,1.1414657488726314e-01,1.0000000000000000e+00,2.1705673912436900e+00,9.9999999999999956e-01,5.0000000000000000e-01,2.4090079604000453e-01,1.1540977483550720e-01,0.0000000000000000e+00,1.3877787807814457e-17,1.2017345183480078e-01,1.2017345183480078e-01,1.0000000000000000e+00,2.1705673912436900e+00,9.9999999999999956e-01,5.0000000000000011e-01,2.4090079604000453e-01,5.9432540481909268e-02,1.1102230246251565e-16,4.1633363423443370e-17,1.2017345183480090e-01,1.2017345183480090e-01,1.0000000000000000e+00,3.7405207023948068e+00,1.7232916690283293e+00,1.0000000000000000e+00,2.6698924902664822e-01,6.5642486418943657e-03,1.0000000000000000e+00,1.1834384521230065e-01,1.1834384521230065e-01,0.0000000000000000e+00,1.0000000000000000e+00,2.2690526387823526e+00,1.0453730429821999e+00,1.0000000000000004e+00,2.4909282147997044e-01,1.5792634346711080e-02,1.0000000000000000e+00,1.1998490489709190e-01,1.1998490489709190e-01,0.0000000000000000e+00,1.0000000000000000e+00,1.6754479338845960e+00,7.7189399446593476e-01,9.9999999999999978e-01,1.8512526168292279e-01,4.8856227257043236e-02,1.0000000000000000e+00,1.2145717670147277e-01,1.2145717670147277e-01,0.0000000000000000e+00,9.9999999999999978e-01,2.1705673912436900e+00,9.9999999999999956e-01,9.9999999999999944e-01,4.6318061069377903e-01,1.5626409734427596e-01,4.5373042982200573e-02,5.2555333094020731e-03,1.2017345183480080e-01,1.1993499229605892e-01,1.0000000000000000e+00,2.1705673912436896e+00,9.9999999999999933e-01,1.0000000000000000e+00,3.3143273187660899e-01,1.1061189556616702e-01,-2.2810600553406479e-01,-2.6421386554146178e-02,1.2017345183480084e-01,1.1414657488726311e-01
