polarization_cluster_id,polarization_cluster_label,local_minimum_id,page_count,page_1,page_2,contour_source,configuration_path
2,P3,1,2,reconstructed configuration and amplitudes,pairwise projections of the 8D contour,fresh contour for displayed example,Output\GradientPhaseSpaceScan\muon\Plots\CEGAMMA\polarization_correlations\unclustered\Example_P03_local_minimum_0001_configuration.pdf
