Q2,xB,t,phi,theta_e_gamma_rad,theta_e_gamma_deg,aligned,squared_amplitude_M2,unpolarized_trace,unpolarized_h_out_mean,unpolarized_lambda_mean,unpolarized_h_lambda,unpolarized_h_lambda_connected,unpolarized_C13,polarized_trace,polarized_spin_signal_M2,polarized_h_lambda,polarized_delta_C13
2.0000000000000000e+00,1.0000000000000001e-01,-3.0000000000000027e-01,5.2359877559829882e-01,2.4941094962030648e+00,1.4290194777593564e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-3.0000000000000027e-01,1.0471975511965976e+00,2.3958467467568192e+00,1.3727190694931429e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-3.0000000000000027e-01,1.5707963267948966e+00,2.2752305149943024e+00,1.3036110592855030e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-3.0000000000000027e-01,2.0943951023931953e+00,2.1646756536398151e+00,1.2402677896828421e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-3.0000000000000027e-01,2.6179938779914940e+00,2.0880225515323527e+00,1.1963487973094125e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-3.0000000000000027e-01,3.1415926535897931e+00,2.0606487554249959e+00,1.1806647674473807e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-3.0000000000000027e-01,3.6651914291880918e+00,2.0880225515323527e+00,1.1963487973094125e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-3.0000000000000027e-01,4.1887902047863905e+00,2.1646756536398151e+00,1.2402677896828421e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-3.0000000000000027e-01,4.7123889803846897e+00,2.2752305149943024e+00,1.3036110592855030e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-3.0000000000000027e-01,5.2359877559829879e+00,2.3958467467568201e+00,1.3727190694931434e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-3.0000000000000027e-01,5.7595865315812871e+00,2.4941094962030648e+00,1.4290194777593564e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-1.0000000000000001e-01,0.0000000000000000e+00,2.4293705051570424e+00,1.3919267681906334e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-1.0000000000000001e-01,5.2359877559829882e-01,2.4097580640008314e+00,1.3806896671486376e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-1.0000000000000001e-01,1.0471975511965976e+00,2.3580526787191474e+00,1.3510646636012541e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-1.0000000000000001e-01,1.5707963267948966e+00,2.2910874987610947e+00,1.3126964417419495e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-1.0000000000000001e-01,2.0943951023931953e+00,2.2274381059000175e+00,1.2762280259468511e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-1.0000000000000001e-01,2.6179938779914940e+00,2.1825156494187388e+00,1.2504893543294773e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-1.0000000000000001e-01,3.1415926535897931e+00,2.1663737398492651e+00,1.2412407214133505e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-1.0000000000000001e-01,3.6651914291880918e+00,2.1825156494187388e+00,1.2504893543294773e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-1.0000000000000001e-01,4.1887902047863905e+00,2.2274381059000175e+00,1.2762280259468511e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-1.0000000000000001e-01,4.7123889803846897e+00,2.2910874987610947e+00,1.3126964417419495e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-1.0000000000000001e-01,5.2359877559829879e+00,2.3580526787191483e+00,1.3510646636012547e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,1.0000000000000001e-01,-1.0000000000000001e-01,5.7595865315812871e+00,2.4097580640008314e+00,1.3806896671486376e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.5000000000000000e+00,0.0000000000000000e+00,2.6071835974759083e+00,1.4938061655110442e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.5000000000000000e+00,5.2359877559829882e-01,2.5021950263656740e+00,1.4336521452937887e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.5000000000000000e+00,1.0471975511965976e+00,2.2380630092264098e+00,1.2823156471302190e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.5000000000000000e+00,1.5707963267948966e+00,1.8623451021422623e+00,1.0670451434961184e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.5000000000000000e+00,2.0943951023931953e+00,1.3746275877269580e+00,7.8760359179004013e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.5000000000000000e+00,2.6179938779914940e+00,7.7394032985007277e-01,4.4343514495371977e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.5000000000000000e+00,3.1415926535897931e+00,2.7751033443615614e-01,1.5900170934455739e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.5000000000000000e+00,3.6651914291880918e+00,7.7394032985007122e-01,4.4343514495371885e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.5000000000000000e+00,4.1887902047863905e+00,1.3746275877269574e+00,7.8760359179003984e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.5000000000000000e+00,4.7123889803846897e+00,1.8623451021422626e+00,1.0670451434961186e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.5000000000000000e+00,5.2359877559829879e+00,2.2380630092264098e+00,1.2823156471302190e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.5000000000000000e+00,5.7595865315812871e+00,2.5021950263656740e+00,1.4336521452937887e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.2999999999999998e+00,0.0000000000000000e+00,2.5721147904977957e+00,1.4737132191869964e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.2999999999999998e+00,5.2359877559829882e-01,2.4724588466145043e+00,1.4166145693079446e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.2999999999999998e+00,1.0471975511965976e+00,2.2169554430150256e+00,1.2702219025331665e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.2999999999999998e+00,1.5707963267948966e+00,1.8493493543506743e+00,1.0595991284953739e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.2999999999999998e+00,2.0943951023931953e+00,1.3722883130477204e+00,7.8626328612761881e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.2999999999999998e+00,2.6179938779914940e+00,7.9366246341751279e-01,4.5473509511779575e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.2999999999999998e+00,3.1415926535897931e+00,3.5324267085506050e-01,2.0239314183923856e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.2999999999999998e+00,3.6651914291880918e+00,7.9366246341751212e-01,4.5473509511779540e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.2999999999999998e+00,4.1887902047863905e+00,1.3722883130477204e+00,7.8626328612761881e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.2999999999999998e+00,4.7123889803846897e+00,1.8493493543506743e+00,1.0595991284953739e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.2999999999999998e+00,5.2359877559829879e+00,2.2169554430150251e+00,1.2702219025331662e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.2999999999999998e+00,5.7595865315812871e+00,2.4724588466145039e+00,1.4166145693079443e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.1000000000000001e+00,0.0000000000000000e+00,2.5355210749463439e+00,1.4527465646089919e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.1000000000000001e+00,5.2359877559829882e-01,2.4410488710032543e+00,1.3986179789366099e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.1000000000000001e+00,1.0471975511965976e+00,2.1945982455634097e+00,1.2574121719759842e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.1000000000000001e+00,1.5707963267948966e+00,1.8362486328518410e+00,1.0520929679907793e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.1000000000000001e+00,2.0943951023931953e+00,1.3719601351112363e+00,7.8607525402072028e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.1000000000000001e+00,2.6179938779914940e+00,8.1945698215539176e-01,4.6951426570031160e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.1000000000000001e+00,3.1415926535897931e+00,4.3068016119448654e-01,2.4676155556458056e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.1000000000000001e+00,3.6651914291880918e+00,8.1945698215539087e-01,4.6951426570031110e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.1000000000000001e+00,4.1887902047863905e+00,1.3719601351112347e+00,7.8607525402071943e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.1000000000000001e+00,4.7123889803846897e+00,1.8362486328518406e+00,1.0520929679907792e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.1000000000000001e+00,5.2359877559829879e+00,2.1945982455634088e+00,1.2574121719759836e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-2.1000000000000001e+00,5.7595865315812871e+00,2.4410488710032534e+00,1.3986179789366093e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.8999999999999999e+00,0.0000000000000000e+00,2.4971121156443155e+00,1.4307398519740323e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.8999999999999999e+00,5.2359877559829882e-01,2.4077309430253409e+00,1.3795282123840570e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.8999999999999999e+00,1.0471975511965976e+00,2.1708358009770108e+00,1.2437972941188427e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.8999999999999999e+00,1.5707963267948966e+00,1.8230391184696149e+00,1.0445244737555902e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.8999999999999999e+00,2.0943951023931953e+00,1.3738512879129454e+00,7.8715880476024296e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.8999999999999999e+00,2.6179938779914940e+00,8.5132996162994368e-01,4.8777613774430087e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.8999999999999999e+00,3.1415926535897931e+00,5.1008007466519334e-01,2.9225435492033487e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.8999999999999999e+00,3.6651914291880918e+00,8.5132996162994345e-01,4.8777613774430073e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.8999999999999999e+00,4.1887902047863905e+00,1.3738512879129445e+00,7.8715880476024253e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.8999999999999999e+00,4.7123889803846897e+00,1.8230391184696146e+00,1.0445244737555900e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.8999999999999999e+00,5.2359877559829879e+00,2.1708358009770095e+00,1.2437972941188420e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.8999999999999999e+00,5.7595865315812871e+00,2.4077309430253404e+00,1.3795282123840568e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.7000000000000002e+00,0.0000000000000000e+00,2.4565178429936236e+00,1.4074810470211523e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.7000000000000002e+00,5.2359877559829882e-01,2.3721962488412891e+00,1.3591683323537146e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.7000000000000002e+00,1.0471975511965976e+00,2.1454667922993851e+00,1.2292619228422555e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.7000000000000002e+00,1.5707963267948966e+00,1.8097168703895936e+00,1.0368913878694754e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.7000000000000002e+00,2.0943951023931953e+00,1.3782145074791026e+00,7.8965874542254014e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.7000000000000002e+00,2.6179938779914940e+00,8.8930269364854808e-01,5.0953291055677404e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.7000000000000002e+00,3.1415926535897931e+00,5.9177868237784803e-01,3.3906420906063559e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.7000000000000002e+00,3.6651914291880918e+00,8.8930269364854753e-01,5.0953291055677376e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.7000000000000002e+00,4.1887902047863905e+00,1.3782145074791010e+00,7.8965874542253914e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.7000000000000002e+00,4.7123889803846897e+00,1.8097168703895941e+00,1.0368913878694757e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.7000000000000002e+00,5.2359877559829879e+00,2.1454667922993846e+00,1.2292619228422554e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.7000000000000002e+00,5.7595865315812871e+00,2.3721962488412891e+00,1.3591683323537146e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.5000000000000000e+00,0.0000000000000000e+00,2.4132526147986799e+00,1.3826918972687454e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.5000000000000000e+00,5.2359877559829882e-01,2.3340300623782229e+00,1.3373007183092844e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.5000000000000000e+00,1.0471975511965976e+00,2.1182248742027796e+00,1.2136534535144899e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.5000000000000000e+00,1.5707963267948966e+00,1.7962778179486603e+00,1.0291913780142707e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.5000000000000000e+00,2.0943951023931953e+00,1.3853658611790247e+00,7.9375616927064812e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.5000000000000000e+00,2.6179938779914940e+00,9.3346664008170988e-01,5.3483698792939421e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.5000000000000000e+00,3.1415926535897931e+00,6.7622725831751274e-01,3.8744967893296376e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.5000000000000000e+00,3.6651914291880918e+00,9.3346664008170843e-01,5.3483698792939343e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.5000000000000000e+00,4.1887902047863905e+00,1.3853658611790236e+00,7.9375616927064755e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.5000000000000000e+00,4.7123889803846897e+00,1.7962778179486600e+00,1.0291913780142706e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.5000000000000000e+00,5.2359877559829879e+00,2.1182248742027792e+00,1.2136534535144898e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.5000000000000000e+00,5.7595865315812871e+00,2.3340300623782224e+00,1.3373007183092841e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.3000000000000000e+00,0.0000000000000000e+00,2.3666560680693500e+00,1.3559940425939982e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.3000000000000000e+00,5.2359877559829882e-01,2.2926598648991972e+00,1.3135973411775751e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.3000000000000000e+00,1.0471975511965976e+00,2.0887469513102412e+00,1.1967638478089448e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.3000000000000000e+00,1.5707963267948966e+00,1.7827177518795063e+00,1.0214220324574599e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.3000000000000000e+00,2.0943951023931953e+00,1.3957159493709030e+00,7.9968633298047635e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.3000000000000000e+00,2.6179938779914940e+00,9.8405628751886187e-01,5.6382272078143053e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.3000000000000000e+00,3.1415926535897931e+00,7.6405139743733719e-01,4.3776920404232101e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.3000000000000000e+00,3.6651914291880918e+00,9.8405628751886043e-01,5.6382272078142968e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.3000000000000000e+00,4.1887902047863905e+00,1.3957159493709028e+00,7.9968633298047621e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.3000000000000000e+00,4.7123889803846897e+00,1.7827177518795061e+00,1.0214220324574597e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.3000000000000000e+00,5.2359877559829879e+00,2.0887469513102408e+00,1.1967638478089445e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.3000000000000000e+00,5.7595865315812871e+00,2.2926598648991972e+00,1.3135973411775751e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.1000000000000001e+00,0.0000000000000000e+00,2.3157889582838229e+00,1.3268493355266051e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.1000000000000001e+00,5.2359877559829882e-01,2.2472637883592754e+00,1.2875873052556713e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.1000000000000001e+00,1.0471975511965976e+00,2.0565176893936887e+00,1.1782978409625430e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.1000000000000001e+00,1.5707963267948966e+00,1.7690323149553837e+00,1.0135808546920127e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.1000000000000001e+00,2.0943951023931953e+00,1.4098248656814389e+00,8.0777014656144630e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.1000000000000001e+00,2.6179938779914940e+00,1.0415572722704571e+00,5.9676835822255562e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.1000000000000001e+00,3.1415926535897931e+00,8.5615535132515053e-01,4.9054088238471358e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.1000000000000001e+00,3.6651914291880918e+00,1.0415572722704569e+00,5.9676835822255555e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.1000000000000001e+00,4.1887902047863905e+00,1.4098248656814392e+00,8.0777014656144644e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.1000000000000001e+00,4.7123889803846897e+00,1.7690323149553837e+00,1.0135808546920127e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.1000000000000001e+00,5.2359877559829879e+00,2.0565176893936883e+00,1.1782978409625429e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-1.1000000000000001e+00,5.7595865315812871e+00,2.2472637883592754e+00,1.2875873052556713e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-9.0000000000000013e-01,0.0000000000000000e+00,2.2592334859355003e+00,1.2944454367873280e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-9.0000000000000013e-01,5.2359877559829882e-01,2.1965951064617841e+00,1.2585562889934998e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-9.0000000000000013e-01,1.0471975511965976e+00,2.0207639460286901e+00,1.1578124549964602e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-9.0000000000000013e-01,1.5707963267948966e+00,1.7552169919744163e+00,1.0056652576978173e+02,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-9.0000000000000013e-01,2.0943951023931953e+00,1.4285072447357714e+00,8.1847436127221485e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-9.0000000000000013e-01,2.6179938779914940e+00,1.1068936365723974e+00,6.3420333745485955e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-9.0000000000000013e-01,3.1415926535897931e+00,9.5392187943532691e-01,5.4655697676831586e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-9.0000000000000013e-01,3.6651914291880918e+00,1.1068936365723967e+00,6.3420333745485920e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0000000000000000e+00,2.0000000000000001e-01,-9.0000000000000013e-01,4.1887902047863905e+00,1.4285072447357707e+00,8.1847436127221442e+01,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
