detail_id,detail_source,selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,selected_concurrence,pair_delta_xy,kinematic_point,incoming_state,initial_spin_averaging_version,initial_component,ensemble_weight,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,weighted_abs2,fraction,decomposition_rank,retained_fraction_total
c_p_gamma_LL_region_0,enhanced_cluster,C_p_gamma,C_{p\gamma},LL,enhanced_region_0,0,9.8675951929540462e-01,2.9452431127404308e+00,high_s_high_theta_in_mid_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,5,1,-1,1,1.1891832551273525e+02,-1.5036715607134695e+03,1.5083665770101225e+03,-1.4918752841010274e+00,2.2751697306412337e+06,2.2751697306412337e+06,5.8024636412874175e-01,1,9.9976401609041265e-01
c_p_gamma_LL_region_0,enhanced_cluster,C_p_gamma,C_{p\gamma},LL,enhanced_region_0,0,9.8675951929540462e-01,2.9452431127404308e+00,high_s_high_theta_in_mid_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,6,1,1,-1,-1.1760336614300709e+02,1.2771512531284536e+03,1.2825544335800121e+03,1.6626199480144426e+00,1.6449458750957455e+06,1.6449458750957455e+06,4.1951765196167096e-01,2,9.9976401609041265e-01
c_p_gamma_LL_region_1,enhanced_cluster,C_p_gamma,C_{p\gamma},LL,enhanced_region_1,1,9.7384658916005162e-01,2.9452431127404308e+00,high_s_high_theta_in_low_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,6,1,1,-1,-5.5838701471086745e+02,-4.2524390327866522e+03,4.2889432015084085e+03,-1.7013591688957759e+00,1.8395033785765197e+07,1.8395033785765197e+07,5.8331133337500418e-01,1,9.8977409905303437e-01
c_p_gamma_LL_region_1,enhanced_cluster,C_p_gamma,C_{p\gamma},LL,enhanced_region_1,1,9.7384658916005162e-01,2.9452431127404308e+00,high_s_high_theta_in_low_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,5,1,-1,1,-1.0093059349375989e+02,-3.5788032865265136e+03,3.5802262426215439e+03,-1.5989911838668713e+00,1.2818019948355978e+07,1.2818019948355978e+07,4.0646276567803014e-01,2,9.8977409905303437e-01
c_p_gamma_LL_region_2,enhanced_cluster,C_p_gamma,C_{p\gamma},LL,enhanced_region_2,2,8.7617946501340960e-01,3.0434178831651124e+00,high_s_high_theta_in_high_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,5,1,-1,1,-3.9724578382221551e+02,-1.9266677004964661e+03,1.9671941035141567e+03,-1.7741297778880794e+00,3.8698526409008666e+06,3.8698526409008666e+06,7.4083044832883660e-01,1,9.9989460600786584e-01
c_p_gamma_LL_region_2,enhanced_cluster,C_p_gamma,C_{p\gamma},LL,enhanced_region_2,2,8.7617946501340960e-01,3.0434178831651124e+00,high_s_high_theta_in_high_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,6,1,1,-1,-2.3925064134592472e+02,-1.1384306733469261e+03,1.1632993025879334e+03,-1.7779401185482642e+00,1.3532652674015723e+06,1.3532652674015723e+06,2.5906415767902924e-01,2,9.9989460600786584e-01
c_p_gamma_LL_region_3,enhanced_cluster,C_p_gamma,C_{p\gamma},LL,enhanced_region_3,3,3.6768135682612024e-01,1.9634954084936211e+00,high_s_high_theta_in_low_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,5,1,-1,1,1.3452345219134106e+01,-1.0895170166455412e+02,1.0977904575781649e+02,-1.4479473656582591e+00,1.2051438887496766e+04,1.2051438887496766e+04,9.6497556237692927e-01,1,9.9999965690168413e-01
c_p_gamma_LL_region_3,enhanced_cluster,C_p_gamma,C_{p\gamma},LL,enhanced_region_3,3,3.6768135682612024e-01,1.9634954084936211e+00,high_s_high_theta_in_low_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,6,1,1,-1,-2.5759520966374718e+00,2.0755126424692055e+01,2.0914368317238782e+01,1.6942765006183735e+00,4.3741080210912139e+02,4.3741080210912139e+02,3.5024094524754849e-02,2,9.9999965690168413e-01
c_p_gamma_low_egamma_ll_region_0,egamma_region_max,C_p_gamma,C_{p\gamma},LL,low_Egamma_LL_region_0,0,9.7384658916005162e-01,2.9452431127404308e+00,high_s_high_theta_in_low_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,6,1,1,-1,-5.5838701471086745e+02,-4.2524390327866522e+03,4.2889432015084085e+03,-1.7013591688957759e+00,1.8395033785765197e+07,1.8395033785765197e+07,5.8331133337500418e-01,1,9.8977409905303437e-01
c_p_gamma_low_egamma_ll_region_0,egamma_region_max,C_p_gamma,C_{p\gamma},LL,low_Egamma_LL_region_0,0,9.7384658916005162e-01,2.9452431127404308e+00,high_s_high_theta_in_low_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,5,1,-1,1,-1.0093059349375989e+02,-3.5788032865265136e+03,3.5802262426215439e+03,-1.5989911838668713e+00,1.2818019948355978e+07,1.2818019948355978e+07,4.0646276567803014e-01,2,9.8977409905303437e-01
