optimization_run,start_source,screening_one_minus_C_p_gamma,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_one_minus_C_p_gamma,lbfgs_one_minus_C_p_gamma,final_one_minus_C_p_gamma,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_one_minus_C_p_gamma,local_minimum_verified,initial_C_p_gamma,lbfgs_C_p_gamma,final_C_p_gamma,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7
10,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,2596,9,0.0,1000.0,1000.0,2.0828357927271668e-09,116,102,False,1e-05,2.080659200487389e-09,True,nan,nan,0.9999999979171642,0.42975692641994573,0.4601926560518396,0.8784684323080821,0.7865213102552682,0.5790211196945523,0.8213862983656034,0.16886610579942576,0.7548530302284988,0.22710556179393004,0.020347544004308306,6.46987759359005e-05,0.7050948093486173,0.50156388125373,0.8690903799736402,9.363689158203718e-06,0.6902934027780592
11,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,807,441,0.0009663594195340928,0.9634225211109542,1.0593300747707701e-07,4.3324788201459796e-11,17,3,False,1e-05,8.731793066374394e-12,True,0.03657747888904589,0.9999998940669925,0.9999999999566752,0.9330981323568164,0.8371739539762499,0.6996589794597993,0.1786514345556007,0.9766808023216794,0.3210064309591172,0.23648381027447807,0.6666341520950755,0.9969327182056957,0.0,0.0,0.6139269182081026,0.0,0.10920287734340006,0.0,0.25922795062759724
12,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25,11037,342,0.005425939740720845,0.6870994684074518,4.589488691186805e-05,8.551344460761001e-06,481,467,False,1e-05,8.55199887705993e-06,True,0.31290053159254816,0.9999541051130881,0.9999914486555392,0.07888324373613313,0.12259443821682925,0.06310266825097466,0.6640413154398628,0.13144321075510648,0.8055213386352734,0.5255859849145478,0.45032142378411666,0.28002584282706483,0.08981416630118814,0.08642578916746695,0.5103466519048775,0.9994884760497166,0.9977876090369476,0.5060226022412483,0.2479649868497642
13,latin_hypercube,nan,False,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,11381,9,0.0,1000.0,1000.0,4.22372985392494e-05,512,504,True,0.0001953125,4.222670250075833e-05,False,nan,nan,0.9999577627014608,0.8628549785876063,0.5789501776629665,0.497681087365789,0.8531375111955867,0.503334957913454,0.7263673740073321,0.1368471128371056,0.08976674000534385,0.7885535441059058,0.47639889305243005,0.2503724829442339,0.7955431265299031,0.5020933844641918,0.7240522707124348,0.9987463193147099,0.31059155926502563
14,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41,2994,738,0.004968987329835679,0.8471331137684405,2.3178248716226868e-05,9.081680655054214e-06,100,86,False,1e-05,9.085884833615054e-06,True,0.15286688623155953,0.9999768217512838,0.999990918319345,0.30117495212511036,0.9115666677945936,0.4046891923223278,0.3874445829607388,0.40473283412195094,0.5229472136404381,0.5903139503539935,0.6469354359531958,0.42268776408354297,0.357599573755808,0.10888500606370503,0.6964799770414283,0.4952067084709779,0.46192858661606256,0.49573463010487,0.7878426391446685
15,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,11743,342,0.11966789336960258,0.9792422875374605,0.00046706795848994176,0.00011797608015939876,512,504,True,0.0001953125,0.00011794157260747173,False,0.020757712462539598,0.9995329320415101,0.9998820239198406,0.14072980729936838,0.5274060759033506,0.9994999137435909,0.05612990505092014,0.8692649978100624,0.8864945285520849,0.2832988799164502,0.5293426755526947,0.6126449976199934,0.658598613244535,0.2613221975660993,0.7877512283848572,0.46960308527254613,0.687094737408887,0.9967742793900474,0.3267719138985058
16,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,1066,171,0.0019203317176365955,0.6152466546889065,3.3205972433947295e-06,1.4114054956992916e-06,39,25,False,1e-05,1.4113265961457344e-06,True,0.3847533453110935,0.9999966794027566,0.9999985885945043,0.32044890875812276,0.5724543982399586,0.23350660013443703,0.4427906529742887,0.06619592594394733,0.4286600731810818,0.1699278633775613,0.6249806289976686,0.3715344666385996,0.23926431166646453,0.037654390378065915,0.7085225134398765,0.6255654536301245,0.1599100126752844,0.0004969547910469997,0.7061707857027357
17,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41,12152,900,418.1293158049429,0.9129890523113764,0.09940449277349672,0.0021559758216129765,512,506,True,0.00078125,0.00198837973809618,False,0.08701094768862358,0.9005955072265033,0.997844024178387,0.9753887687957093,0.05235332411241906,0.8275118885902759,0.5468876648828676,0.8899033453235843,0.9684550096220509,0.7384978317694271,0.06468431715410224,0.6472679919943513,0.9974527107686885,0.004687500000000001,0.7966673351061154,0.7726562499999969,0.06662951895077887,0.5001966040650403,0.9984375
18,latin_hypercube,nan,False,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,11350,9,0.0,1000.0,1000.0,2.11996655058444e-05,512,504,True,0.0001953125,2.1188295479035446e-05,False,nan,nan,0.9999788003344942,0.846805864948968,0.30818716233477966,0.46737477503956776,0.8480711690344626,0.39861735176314633,0.7239974554661495,0.39511786867360404,0.3335351693730886,0.8537914974862754,0.28965350926759315,0.25472101950970366,0.7984131356582408,0.3235471731706134,0.7233822629831034,0.4985437527185942,0.20562520190214945
19,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,12178,693,0.09156869527541407,0.6948955912143617,0.0011247630929502872,0.00029065723211996186,512,504,True,0.0001953125,0.0002905059445865721,False,0.3051044087856382,0.9988752369070497,0.99970934276788,0.4552282414360435,0.583601995791521,0.7166269683669231,0.7687423204669905,0.9142275545464732,0.5015477157218451,0.966255439317621,0.6423336428743188,0.5607136547014937,0.5073205606778278,0.3697474650350027,0.782150222818875,0.8961850372068838,0.5838738715324555,0.9950769792385195,0.6385756646393401
20,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,1656,378,0.001952784151886039,0.9465196448518332,1.6732891819248863e-05,9.929794235641332e-06,56,42,False,1e-05,9.933773614689834e-06,True,0.0534803551481669,0.9999832671081808,0.9999900702057644,0.7692885983619524,0.513146100216513,0.7976753197286669,0.39310954347438226,0.197245409708964,0.8029530795727572,0.5108491041908918,0.3506303933465126,0.7989350930952455,0.5104801554898142,0.24801888239285086,0.7956573191687208,0.03235721557177518,0.9167963771773564,0.5041254083922273,0.1957308876514855
21,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.5092137669679342,0.7644651283156253,0.11738851297099141,0.9378773339164603,0.23567191862282802,0.23044691537528758,0.013381358237716077,0.09407653597659112,0.5092137669679342,0.7644651283156253,0.11738851297099141,0.9378773339164603,0.23567191862282802,0.23044691537528758,0.013381358237716077,0.09407653597659112
