lepton,kinematic_point,s_regime,theta_p_gamma_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,reference_name,search_stage,sample_id,alpha_e,alpha_p,lepton_muon_alpha_e_mix_proton_alpha_p_mix_trace,lepton_muon_alpha_e_mix_proton_alpha_p_mix_spin_signal_M2,lepton_muon_alpha_e_mix_proton_alpha_p_mix_cross_section_ratio,lepton_muon_alpha_e_mix_proton_alpha_p_mix_purity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_M2_magic,lepton_muon_alpha_e_mix_proton_alpha_p_mix_h_out_mean,lepton_muon_alpha_e_mix_proton_alpha_p_mix_lambda_mean,lepton_muon_alpha_e_mix_proton_alpha_p_mix_h_lambda,lepton_muon_alpha_e_mix_proton_alpha_p_mix_h_lambda_connected,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_e_p,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_e_gamma,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_p_gamma,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_e_rest,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_p_rest,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_gamma_rest,lepton_muon_alpha_e_mix_proton_alpha_p_mix_D_W,lepton_muon_alpha_e_mix_proton_alpha_p_mix_dGHZ,lepton_muon_alpha_e_mix_proton_alpha_p_mix_F3,lepton_muon_alpha_e_mix_proton_alpha_p_mix_M_e,lepton_muon_alpha_e_mix_proton_alpha_p_mix_M_p,lepton_muon_alpha_e_mix_proton_alpha_p_mix_M_gamma,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_plus_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_minus_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_phase_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_subspace_population,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_abs,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_phase_rad,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_visibility,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_purity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_W_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_W_subspace_population,lepton_muon_alpha_e_mix_proton_alpha_p_mix_W_subspace_max_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_Wbar_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_population,lepton_muon_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_max_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_W_purity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_one_minus_C_e_p,optimization_run,start_source,screening_one_minus_C_e_p,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_one_minus_C_e_p,lbfgs_one_minus_C_e_p,final_one_minus_C_e_p,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_one_minus_C_e_p,local_minimum_verified,initial_C_e_p,lbfgs_C_e_p,final_C_e_p,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7,local_minimum_id,one_minus_C_e_p_above_global_minimum,within_polarization_cluster_cut,polarization_cluster_id,polarization_cluster_size,polarization_cluster_distance,polarization_cluster_representative,polarization_configuration,polarization_alpha_e_region,polarization_clustering_scheme
muon,gradient_local_minimum_0002,gradient,gradient,gradient,0.1056583755,13.728165254093122,3.705153877248976,1.7321314583094338,1.6411919600283822,0.0,0.0,3.141592653589793,0.0,0.08530687014306339,3.1394278539965867,4.20157003915678,3.06785404557785,3.141927513362611,0.00498201788800719,0.3689270484666352,0.9973582209704978,11.96053328884645,0.9963972649939332,-11.372981940775722,0.00672241532525926,0.0020731011608357166,0.9230904374249529,0.9350808127501963,3.072478176897335,176.04003218226683,0.0006761879184627728,0.29445186195383716,0.0006761879184627728,0.29445186195383716,False,,gradient,512001712,2.806451166969858,1.9268510090713744,1.0,2.3667800029504233,0.42676095940695136,1.0000000000000002,0.22494738373135456,1.8166161410371195e-05,0.0653603988563844,5.753482133898785e-05,5.634747378351653e-05,0.9999999846895194,2.0339743435991038e-05,2.0173957601673817e-05,0.9999999900787184,0.9999999900786971,0.00011606531193529283,0.999972985807945,1.4141187880825388,0.00013402067662339438,1.0364692677874002e-08,1.0371366643037665e-08,1.2650462906280755e-08,0.11986665487870315,0.3801620713715438,0.49949389011175704,0.500028726250247,0.24947952698663353,2.1196116636335973,0.9978607783496731,0.11986665487870315,0.08877187251429212,0.2663211826318607,0.2663211826318607,0.07789446946040998,0.23365009111789248,0.23365009111789256,0.08877187251429212,1.531048055003481e-08,512,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,1784,405,0.048799097270022386,0.9635217335518124,0.0012534035308729985,1.531048055003481e-08,64,50,False,1e-05,1.5232063610426394e-08,True,0.03647826644818766,0.998746596469127,0.9999999846895194,0.5573045648359009,0.7320678492289052,0.3023769023628522,0.763115374486877,0.8243868495216934,0.7439363809390357,0.9553660911139255,0.6388554240385477,0.6683418322999317,0.9993109228878758,0.9765282720763673,1.691006569080294e-05,0.6687006404786099,0.5000532945880866,0.893321151538542,0.6133357253906314,2,6.607119296120345e-09,True,3,373,0.18742236895846975,True,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",CEP alpha_e boundary regions
muon,gradient_local_minimum_0010,gradient,gradient,gradient,0.1056583755,11.891480470622257,3.4484025969457592,1.5947509791492163,1.5082651571317394,0.0,0.0,3.141592653589793,0.0,0.08037111107993136,3.0852369019234858,6.2563566122079255,3.114610207062826,3.141723035612944,0.052144239600437,3.114057934629281,0.9965299339455804,10.125342083288432,0.9956828994870884,-9.61559514814616,0.009291586180677805,0.003237487985484399,0.9237456473253545,0.924436970624189,3.062472775060527,175.46676488468532,0.00032765693328462575,0.2552011245044357,0.00032765693328462575,0.2552011245044357,False,,gradient,1270001421,2.582576943271844,2.187224646667021,0.9999999999999999,4.958442678150381,0.8993941784376059,0.9999999999999996,0.021336664931347192,-4.774570419913138e-05,0.1356888275529412,-0.0002798232640774667,-0.00027334470545399705,0.9999999568666145,0.0002727676992582255,0.00027272499609227535,0.9999999953335085,0.9999999953356078,0.0003922649243565408,0.9996363320887011,1.4138933377945064,0.000452948508516556,2.5315683608783148e-09,2.559061267407004e-09,5.090629628285319e-09,0.4971664431063856,0.002666980036284017,0.49752232821504305,0.4998334231426696,0.24760561664370825,-0.05362183741456039,0.9907525394636649,0.4971664431063856,0.09466334012164725,0.28401343299084586,0.28401343299084586,0.07203160995653143,0.21615314386648463,0.21615314386648457,0.09466334012164725,4.3133385529969814e-08,1270,sobol_screened,0.07577847988828346,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,1483,387,0.046635562973647106,0.07577847988828346,0.001189264156853831,4.3133385529969814e-08,50,36,False,1e-05,4.3289088536013764e-08,True,0.9242215201117165,0.9988107358431462,0.9999999568666145,0.8702485067769885,0.9068915592506528,0.8085999479517341,0.26327993627637625,0.9370382856577635,0.5119808539748192,0.788702710531652,0.7382132289931178,0.6025782966304619,0.9820614071012957,0.9914112205170409,0.0013828520528546794,0.9957300805785555,0.5000207509434748,0.8220597728737428,0.6962152283389612,10,3.443002427605535e-08,True,3,373,0.08141591565774946,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",CEP alpha_e boundary regions
muon,gradient_local_minimum_0011,gradient,gradient,gradient,0.1056583755,11.390375094512542,3.374962976761751,1.5552016835829907,1.472726456401181,0.0,0.0,3.141592653589793,0.0,0.07630566883762613,3.071172656325967,0.0034213310210967464,3.106832428108205,0.0002628342433300212,0.06866369969602273,3.1449351715371447,0.9993642455137476,9.624589542659265,0.9956697115287002,-9.1520809227319,0.01019919743249316,0.0036806773165953925,0.9217025085545889,0.9206695680721756,3.1076888457955425,178.0574549039667,0.00034524300217725346,0.23659955296589513,0.00034524300217725346,0.23659955296589513,False,,gradient,1001804,2.095064044677807,2.561014488476345,1.0,7.886291395166724,0.8308735070180259,1.0,0.012521828802147817,4.1122853526420755e-05,-0.11002834375342282,-0.00013959730863217362,-0.00013507262916824693,0.9999999545645931,0.00019747488781480464,0.0001974592357300968,0.9999999931768199,0.9999999931793431,0.000345022258562448,0.9997366997689034,1.4139318763922128,0.00039839737906865585,3.822812007166546e-08,3.823934802175733e-08,4.10538778109491e-08,0.4983529066761086,0.0015227146527662105,0.4983587169285831,0.4998756213288748,0.24842090626414567,0.006839420024303779,0.9939308726588459,0.4983529066761086,0.07420366757646803,0.22255204391781208,0.22255204391781203,0.09249820439792775,0.27757233475331317,0.2775723347533131,0.07420366757646803,4.5435406881289e-08,1,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,1934,135,0.05090228225484084,0.9381230708825126,0.0013059013715629453,4.5435406881289e-08,82,68,False,1e-05,4.779925621978265e-08,True,0.06187692911748745,0.998694098628437,0.9999999545645931,0.9819948723401494,0.4108665771777773,0.3126645314394852,0.4217993329931204,0.7611763781981268,0.8340713364125377,0.6392496954436058,0.523225826834143,0.5837676832001428,0.9775846186858886,0.9889354765832328,0.0,0.0005445217439611888,4.18313690397909e-05,0.666879597609145,0.8151962303419442,11,3.673204562737453e-08,True,3,373,0.11612120742934864,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",CEP alpha_e boundary regions
muon,gradient_local_minimum_0014,gradient,gradient,gradient,0.1056583755,13.723400553855656,3.704510838674339,1.7317889550798105,1.640511750838253,0.0,0.0,3.141592653589793,0.0,0.08613097743223308,3.141592653589793,5.804001398781425,2.9675739309500546,3.1440103315205605,0.008643213352790443,0.002417677930773533,0.98489691315203,11.951935450366598,0.9960663088623235,-11.366050354487784,0.006730444506444137,0.00207651739914972,0.92704489630668,0.9350661623393498,2.9762171443028502,170.5246812830316,0.002530143350719438,0.29547269129012127,0.002530143350719438,0.29547269129012127,False,,gradient,1163002030,2.9776472215713676,1.7435173094905818,1.0,0.25426594791227347,0.11467097035087742,1.0000000000000002,0.0028998283314741456,1.8761579459347644e-05,0.053887724914221724,6.466124056782319e-05,6.365022173496154e-05,0.9999999497558474,0.00012810497945955695,0.00012807731519765028,0.9999999721589585,0.9999999721583446,0.00025209118887927786,0.9998291968760008,1.414007721837989,0.0002910898211031211,2.8395334749283804e-08,2.8401193936713817e-08,3.073528307999597e-08,0.4996688411815525,0.00036347933128685894,0.49966884118199084,0.5000323205128394,0.24965268092557114,1.8738019295259067e-06,0.998546176653238,0.4996688411815525,0.08782066000531959,0.2634510624271314,0.2634510624271313,0.07890989955014231,0.23651661706002924,0.2365166170600293,0.08782066000531959,5.0244152616230053e-08,1163,sobol_screened,0.048057519510397606,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,2067,153,0.048102039315345436,0.048057519510397606,0.001249102240870048,5.0244152616230053e-08,89,75,False,1e-05,5.032280936401179e-08,True,0.9519424804896024,0.99875089775913,0.9999999497558474,0.4501952975988388,0.9247999750077724,0.9755669748410583,0.1370253637433052,0.893484896980226,0.29216538928449154,0.76465611346066,0.7136352099478245,0.6681771262459247,1.0,0.9446081202026961,0.0005363395049667337,0.9237355123283387,0.5003847853934859,0.9478145481938626,0.5549787963434161,14,4.154079136231559e-08,True,3,373,0.26686745263452694,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",CEP alpha_e boundary regions
muon,gradient_local_minimum_0018,gradient,gradient,gradient,0.1056583755,13.834902729887187,3.7195299071101964,1.7397866931598718,1.6374618709956485,0.0,0.0,3.141592653589793,0.0,0.09687017273553661,3.140875234974777,5.108462629958112,2.9331632493030835,3.139155824468579,0.011325208884410938,0.052777805058770604,0.9782992570176796,12.05526487844634,0.9954379890111479,-11.397806278127877,0.006693766766982786,0.002060927264554292,0.9350922941741326,0.9356158356866885,2.9444702228022503,168.70571666851413,0.003958057348650956,0.3326873575079635,0.003958057348650956,0.3326873575079635,False,,gradient,1926001302,3.0044655249379852,1.7160165556516112,1.0,0.10659203328325868,0.08205616711819548,1.0,0.2911663071867797,-7.865252781180665e-06,0.05954239631427262,-1.0771953544076729e-05,-1.0303637545867735e-05,0.9999999395473181,0.00018209630174111883,0.00018201451879788986,0.9999999860117681,0.9999999860109899,0.00035698317742079817,0.9997572429807707,1.4139220975673688,0.00041220865482774027,5.976983335904473e-08,5.979805510297401e-08,6.114864080042907e-08,0.0746613756618604,0.42533321958466963,0.4995511525471946,0.49999459524653,0.2495538549239296,-2.349837607481484,0.9982262100288634,0.0746613756618604,0.08825033080797537,0.2648902569655678,0.26489025696556784,0.0783920744478649,0.23511514778790216,0.2351151477879021,0.08825033080797537,6.04526818603901e-08,1926,sobol_screened,0.18366930821953487,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,1468,387,0.03399376944135511,0.18366930821953487,0.0008861091639394969,6.04526818603901e-08,49,35,False,1e-05,6.093016580166477e-08,True,0.8163306917804651,0.9991138908360605,0.9999999395473181,0.5082464423030615,0.669731006026268,0.6518554072827101,0.2150933789089322,0.6731180557981133,0.6950024180114269,0.8396399263292551,0.7238617539405823,0.6720240673074735,0.999771638562308,0.9336548600441422,0.006882753186433657,0.8130370791580573,0.4996121665998885,0.956351079286133,0.5462250345189649,18,5.1749320606475635e-08,True,3,373,0.2790719708734526,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",CEP alpha_e boundary regions
muon,gradient_local_minimum_0021,gradient,gradient,gradient,0.1056583755,15.264583257766859,3.9069915866004705,1.8392935414029201,1.549176796714087,0.0,0.0,3.141592653589793,0.0,0.27233660652501956,3.141592653589793,6.039887123304426,3.051402080827248,0.0007895026115664761,0.01347359724651838,3.1423821562013576,0.9959355865231891,13.393656827427039,0.9892133244916517,-11.417394959884405,0.006671277492184039,0.0020513875937608964,1.0258924068407334,0.9419858804520448,3.064875678073768,175.6044410859233,0.0028616932256449457,0.990992626996869,0.0028616932256449457,0.990992626996869,False,,gradient,263000616,1.8287476738922996,2.833036964707149,1.0,0.17470639042870956,0.334894265546505,1.0000000000000002,0.034537564921546374,-8.494943117054454e-06,-0.18757879863008775,4.296131535172498e-06,2.7026603108444908e-06,0.999999930797353,0.00014681789634223783,0.00014681500016584058,0.9999999971252964,0.9999999971255187,0.00039262211456145746,0.9998042240590747,1.4138929904087358,0.00045336095702482233,1.1110038725952664e-07,1.1110168220549003e-07,1.1104198588265438e-07,0.49556412433225383,0.004437995545285872,0.49556412433228947,0.5000021198775397,0.24556306439351963,5.387583360916314e-07,0.9822480930827366,0.49556412433225383,0.06776376772231275,0.20310636824809883,0.20310636824809886,0.09890410578290804,0.29689151187436136,0.2968915118743614,0.06776376772231275,6.920264694620926e-08,263,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,721,288,0.001748231755118615,0.9914330032466249,8.444018106956719e-08,6.920264694620926e-08,19,5,False,1e-05,6.920264838949919e-08,True,0.00856699675337513,0.9999999155598189,0.999999930797353,0.8319266365206984,0.19621201505197788,0.7495881604278101,0.5444342379967146,0.9073427538308414,0.2664786819735891,0.03861526582039604,0.9058907860662093,0.7200399635914496,1.0,0.9712914490491034,0.10539170465630014,0.9612778913909873,0.00012565324321476526,0.5821084639355298,0.9017836737904045,21,6.049928569229479e-08,True,3,373,0.2372811685315629,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",CEP alpha_e boundary regions
muon,gradient_local_minimum_0029,gradient,gradient,gradient,0.1056583755,13.774939336690927,3.711460539557295,1.7354902038176845,1.6449829755603507,0.0,0.0,3.141592653589793,0.0,0.08544962553645248,3.1271217702284697,0.9574289677702347,2.973192618926321,3.1398896728440455,0.011276646387056798,4.744185976916363,0.9843582823648802,12.003390311490953,0.9961088112153338,-11.420739115631175,0.006667448420388365,0.0020497648317762606,0.9267339152704577,0.93529526229829,2.97319632592708,170.35160113942445,0.002372357734708397,0.29369795566454465,0.002372357734708397,0.29369795566454465,False,,gradient,1559003988,2.972938138589933,1.747533127237856,1.0000000000000002,0.2816177152978253,0.12112111958063633,1.0000000000000002,0.11286853387170936,-2.1799140256628657e-05,0.05352527825093273,6.698847304713665e-05,6.815527809500381e-05,0.9999999236721299,0.00011383043369318064,0.00011378409183237849,0.9999999471327807,0.9999999471339782,0.00024785438486039403,0.9998482329758412,1.4140111597893719,0.0002861975743098454,3.396393110051424e-08,3.3976874154281407e-08,3.552760890562758e-08,0.16449393414048263,0.3355376477734622,0.49967352154431866,0.5000315819139448,0.24965773058734628,1.9204329234082327,0.998567848981636,0.16449393414048263,0.08781265111867048,0.26337106736127,0.26337106736127003,0.07884428421523205,0.2365973507247852,0.23659735072478522,0.08781265111867048,7.632787013545084e-08,1559,sobol_screened,0.13169397273931893,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,4092,396,0.025574417853079828,0.13169397273931893,0.0007761933074940108,7.632787013545084e-08,169,155,False,1e-05,7.65096915822383e-08,True,0.8683060272606811,0.999223806692506,0.9999999236721299,0.5386446993798018,0.9826762527227402,0.6682593310251832,0.31864511501044035,0.7583503993228078,0.4486631667241454,0.8443755367770791,0.6103369547054172,0.669957202673854,0.9953937747642783,0.9463966041329238,0.0,0.1523795528800038,0.49972896219632396,0.9463156005260122,0.5562570708334857,29,6.762450888153637e-08,True,3,373,0.2648983495029956,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",CEP alpha_e boundary regions
muon,gradient_local_minimum_0039,gradient,gradient,gradient,0.1056583755,11.06609372301113,3.3265738715698365,1.5290739935212891,1.4363003730553112,0.0,0.0,3.141592653589793,0.0,0.08557513219984972,3.0668595515840207,3.1414700933972037,3.0660621953927474,3.1411773931266245,0.07477793720747732,6.283046123121169,0.9999996818702263,9.295234862985293,0.9948861990437418,-8.77503933960466,0.011033392133081611,0.0041012610336336455,0.9276223096967957,0.918224489158577,3.1408398471664425,179.95686736915167,0.0006850822939603318,0.26078284398425344,0.0006850822939603318,0.26078284398425344,False,,gradient,733002261,2.783427197684218,1.962699654273462,1.0000000000000002,6.303170586820486,0.48246621202987644,1.0000000000000002,0.006652398522592743,-6.829791973250732e-06,0.07763855304651252,1.4412790626534833e-05,1.4943045792946704e-05,0.9999999030774243,0.00028611684480874477,0.000286050649165597,0.9999999775600154,0.9999999775580422,0.0004813849665289583,0.9996185317814069,1.4138205571836464,0.0005558554514435573,6.71023244244466e-08,6.713625302093513e-08,6.804366322871546e-08,0.4991742942439079,0.0007544919915928316,0.4991743015352077,0.49992878623550074,0.24920990841745733,-0.00024189941806580033,0.9969816313000323,0.4991742942439079,0.08977193837971438,0.2694405826014408,0.2694405826014407,0.07692794191503688,0.23063063116305832,0.2306306311630584,0.08977193837971438,9.692257574300811e-08,733,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,2325,207,0.040182470792351446,0.4390673814144197,0.0010255460732190302,9.692257574300811e-08,94,80,False,1e-05,9.785493737535234e-08,True,0.5609326185855803,0.998974453926781,0.9999999030774243,0.24269434808281629,0.8153464573940733,0.3030354876504554,0.41661469350951025,0.35538460205190564,0.6143856586377128,0.7239998924378689,0.6132489869885018,0.57137343674675,0.976211714806381,0.9759579084478888,0.007438312128965841,0.4999804939395231,0.49993390924461606,0.8859923944957309,0.624746703564751,39,8.821921448909364e-08,True,3,373,0.17451088943013682,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",CEP alpha_e boundary regions
muon,gradient_local_minimum_0041,gradient,gradient,gradient,0.1056583755,10.148089216880196,3.185606569694412,1.452621182374025,1.37508989077361,0.0,0.0,3.141592653589793,0.0,0.07109346953834465,3.0481776874340714,0.0046610605150705035,3.094292954371783,5.53661993797622e-05,0.09114863340753772,3.14613609732089,0.9989368327240393,8.385168660677236,0.9950911167906137,-7.9743585326975115,0.013159761133411312,0.005226507744891548,0.9212088689569509,0.9102797147536659,3.0977427305961034,177.48758448048793,0.0003883251556491829,0.20579338914550166,0.0003883251556491829,0.20579338914550166,False,,gradient,1582003897,2.0496082294220663,2.6149895363842446,0.9999999999999999,15.701000305162257,0.7392959934713447,0.9999999999999998,0.009323447536445515,3.064239243777411e-05,-0.09163686185401398,1.966673803853458e-05,2.247471072123137e-05,0.9999999003573131,0.00015631885874875303,0.0001563152026198154,0.9999999721569651,0.9999999721532183,0.00040973892690662625,0.9997915467868399,1.41387899834457,0.0004731257363907533,1.1916370929897536e-07,1.1915735876808702e-07,1.1901596005200707e-07,0.4988397767814416,0.0010619016933305914,0.4988505537212251,0.4999016784747722,0.248899714483839,0.00930576527296223,0.9957946740376862,0.4988397767814416,0.07573753091615329,0.22714399827501533,0.2271439982750154,0.09096100789692446,0.2729543232502126,0.27295432325021257,0.07573753091615329,9.964268687934208e-08,1582,sobol_screened,0.13507753463623884,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,3963,180,0.05022957981522157,0.13507753463623884,0.0012865833213188127,9.964268687934208e-08,175,161,False,1e-05,9.961965619087465e-08,True,0.8649224653637612,0.9987134166786812,0.9999999003573131,0.7932169726118445,0.9495620578527451,0.37371186912059784,0.11316969804465771,0.2578986678272486,0.7186894882470369,0.5936167435720563,0.8500704681500793,0.5352664768353322,0.9702650927551095,0.9849440381253877,9.675487070958723e-07,0.0007418308210239263,8.811804311500585e-06,0.6524105622286986,0.8323770216982724,41,9.093932562542761e-08,True,3,373,0.1384929453252514,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",CEP alpha_e boundary regions
muon,gradient_local_minimum_0042,gradient,gradient,gradient,0.1056583755,14.10843846390168,3.756120134380912,1.7592547561564948,1.6679599861780863,0.0,0.0,3.141592653589793,0.0,0.08666008459189925,3.1415612376632573,0.532796277462552,2.923102536172966,3.1388467403530558,0.01069197425485534,6.279012406309391,0.9762199812412488,12.333149287519268,0.9960063229836763,-11.739388527085257,0.006316087854506017,0.0019024728968527734,0.9292961106059905,0.936838755739305,2.933794498990636,168.09404275086132,0.0038992530631822286,0.30077963328017077,0.0038992530631822286,0.30077963328017077,False,,gradient,1641002704,3.0111810932599328,1.4336441289669877,1.0,0.09729143002246578,0.07338566171159432,0.9999999999999999,0.20034162379408652,-6.25715846214181e-06,0.05218000476648317,6.513423556598133e-05,6.546073412436053e-05,0.9999998999459481,0.0001709176525173053,0.00017099851464453953,0.9999999364208617,0.9999999364181967,0.00033440620994451006,0.999772025777758,1.413940497138103,0.0003861390007119026,4.3736977352772446e-08,4.3703999325463346e-08,5.337417729678661e-08,0.12917237512631918,0.3708601658121885,0.4996920685108016,0.5000325409385077,0.2496757980415478,-2.0760200677274647,0.9986381989177464,0.12917237512631918,0.08761931793989607,0.2630302588782558,0.26303025887825593,0.07903868757890559,0.23693720018323652,0.23693720018323666,0.08761931793989607,1.0005405193247441e-07,1641,sobol_screened,0.14398880930423563,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,2741,396,0.029822168131156502,0.14398880930423563,0.000790725481991994,1.0005405193247441e-07,112,98,False,1e-05,1.0098727409868502e-07,True,0.8560111906957644,0.999209274518008,0.9999998999459481,0.1493245605379343,0.792332112789154,0.9454371863976121,0.03552356734871864,0.0035926206037402153,0.6488073980435729,0.7461545038968325,0.15963387303054333,0.6813961830508884,0.99999,0.9304524355927667,4.090654810733298e-06,0.08479716121912614,0.4995629743350718,0.9584887110743516,0.4563430995195416,42,9.135069067855994e-08,True,3,373,0.34730599854345123,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",CEP alpha_e boundary regions
